gene_name	number_of_transposon_per_gene	number_of_read_pergene
PCL7 	22 	639 	
DFG10 	14 	83 	
NEO1 	8 	35 	
YIL047C-A 	14 	319 	
SYG1 	59 	1402 	
YIL046W-A 	19 	1599 	
MET30 	2 	1 	
PIG2 	36 	696 	
AGE2 	33 	1275 	
CBR1 	23 	710 	
PKP1 	31 	775 	
GVP36 	25 	778 	
APQ12 	5 	62 	
TED1 	32 	1052 	
NOT3 	23 	230 	
PRM2 	60 	2131 	
CST6 	26 	315 	
CKA1 	23 	516 	
CAP2 	18 	247 	
BCY1 	9 	268 	
YIL032C 	20 	277 	
ULP2 	23 	424 	
YIL030W-A 	12 	75 	
SSM4 	86 	2394 	
YIL029W-A 	12 	195 	
YIL029C 	13 	158 	
YIL028W 	7 	31 	
EMC5 	15 	448 	
IRR1 	19 	372 	
YIL025C 	10 	221 	
YIL024C 	17 	404 	
YKE4 	48 	1989 	
TIM44 	2 	2 	
RPB3 	5 	120 	
YIL021C-A 	0 	0 	
YIL020C-A 	17 	387 	
HIS6 	38 	1351 	
FAF1 	6 	68 	
RPL2B 	14 	204 	
VID28 	88 	2578 	
SNL1 	29 	582 	
BAR1 	95 	2545 	
YIL014C-A 	10 	174 	
MNT3 	66 	2055 	
PDR11 	186 	6810 	
YIL012W 	25 	1988 	
TIR3 	28 	541 	
DOT5 	25 	1013 	
EST3 	26 	1124 	
FAA3 	108 	4105 	
URM1 	15 	498 	
NAS2 	35 	2267 	
YIA6 	74 	3593 	
EPS1 	140 	8733 	
BET1 	2 	9 	
CFD1 	10 	929 	
YIL002W-A 	16 	476 	
INP51 	260 	20747 	
YIL001W 	148 	14283 	
SGN1 	75 	2361 	
MPH1 	229 	14674 	
AIM21 	156 	8641 	
DJP1 	78 	3467 	
IST3 	30 	693 	
PAN1 	206 	11173 	
YIR007W 	133 	6343 	
PRI1 	3 	2 	
MSL1 	19 	332 	
DSN1 	14 	377 	
STS1 	6 	62 	
SQT1 	2 	1 	
GAT4 	18 	695 	
YIR014W 	45 	1795 	
RPR2 	8 	131 	
YIR016W 	70 	2441 	
MET28 	53 	4370 	
YIR017W-A 	55 	4697 	
YAP5 	44 	2469 	
YIR018C-A 	9 	302 	
FLO11 	72 	1067 	
YIR020C 	9 	159 	
YIR020W-A 	5 	41 	
YIR020C-B 	25 	639 	
MRS1 	39 	1226 	
YIR021W-A 	15 	570 	
SEC11 	0 	0 	
DAL81 	46 	293 	
YIR023C-A 	19 	109 	
INA22 	26 	735 	
MND2 	22 	431 	
YVH1 	16 	563 	
DAL1 	56 	1885 	
DAL4 	81 	3086 	
DAL2 	50 	2819 	
DCG1 	38 	780 	
YIR030W-A 	15 	248 	
DAL7 	48 	1080 	
DAL3 	32 	1240 	
MGA2 	44 	626 	
LYS1 	28 	533 	
YIR035C 	27 	906 	
IRC24 	31 	953 	
YIR036W-A 	24 	855 	
HYR1 	17 	292 	
GTT1 	21 	350 	
YPS6 	19 	266 	
YIR040C 	2 	1 	
PAU15 	2 	1 	
YIR042C 	11 	423 	
YJL225C 	0 	0 	
YJL225W-A 	0 	0 	
PAU1 	0 	0 	
YJL222W-B 	0 	0 	
YJL222W-A 	0 	0 	
VTH2 	6 	192 	
IMA4 	0 	0 	
YJL220W 	0 	0 	
HXT9 	10 	150 	
YJL218W 	9 	69 	
REE1 	13 	137 	
IMA5 	17 	353 	
YJL215C 	8 	68 	
HXT8 	20 	638 	
YJL213W 	18 	265 	
OPT1 	38 	1070 	
YJL211C 	24 	652 	
PEX2 	35 	532 	
CBP1 	14 	387 	
NUC1 	14 	217 	
LAA1 	61 	2274 	
YJL206C 	22 	375 	
NCE101 	9 	168 	
RCY1 	14 	68 	
PRP21 	5 	33 	
YJL202C 	6 	135 	
ECM25 	26 	674 	
ACO2 	39 	1434 	
MBB1 	8 	111 	
PHO90 	43 	1089 	
UBP12 	30 	1003 	
YJL197C-A 	1 	0 	
ELO1 	8 	168 	
YJL195C 	0 	0 	
CDC6 	0 	0 	
YJL193W 	17 	109 	
SOP4 	21 	723 	
RPS14B 	17 	224 	
RPS22A 	4 	25 	
RPL39 	1 	0 	
BUD19 	0 	0 	
SWE1 	28 	594 	
MNN5 	21 	543 	
ATG36 	21 	360 	
GON7 	0 	0 	
MNN11 	5 	149 	
YJL182C 	16 	141 	
YJL181W 	29 	146 	
ATP12 	3 	7 	
PFD1 	4 	118 	
ATG27 	13 	311 	
RPL17B 	5 	17 	
SWI3 	8 	88 	
YJL175W 	4 	12 	
KRE9 	1 	0 	
RFA3 	0 	0 	
CPS1 	18 	486 	
YJL171C 	9 	307 	
ASG7 	13 	135 	
YJL169W 	3 	70 	
SET2 	20 	316 	
ERG20 	1 	0 	
QCR8 	4 	5 	
HAL5 	31 	469 	
TPK1 	17 	169 	
YJL163C 	34 	1075 	
JJJ2 	19 	685 	
FMP33 	17 	362 	
YJL160C 	16 	421 	
HSP150 	9 	39 	
CIS3 	14 	144 	
FAR1 	31 	778 	
YJL156W-A 	21 	869 	
SSY5 	4 	14 	
FBP26 	18 	100 	
VPS35 	16 	205 	
INO1 	18 	399 	
YJL152W 	29 	1982 	
SNA3 	14 	1059 	
YJL150W 	13 	637 	
DAS1 	18 	272 	
RPA34 	6 	105 	
YJL147C 	11 	83 	
IDS2 	27 	625 	
SFH5 	28 	1120 	
YJL144W 	3 	2 	
TIM17 	3 	17 	
IRC9 	6 	76 	
YAK1 	26 	544 	
RPB4 	1 	0 	
YUR1 	27 	336 	
TIF2 	2 	2 	
GLG2 	13 	282 	
YJL136W-A 	2 	14 	
RPS21B 	5 	18 	
YJL135W 	13 	278 	
LCB3 	30 	651 	
YJL133C-A 	10 	103 	
MRS3 	18 	369 	
YJL132W 	32 	822 	
AIM23 	13 	154 	
URA2 	68 	3396 	
TRK1 	14 	140 	
PBS2 	17 	466 	
YJL127W-A 	4 	18 	
YJL127C-B 	4 	205 	
SPT10 	24 	923 	
NIT2 	14 	151 	
GCD14 	1 	0 	
LSM1 	1 	0 	
MTC1 	16 	524 	
ALB1 	9 	83 	
RPE1 	4 	21 	
YJL120W 	8 	298 	
YJL119C 	11 	317 	
YJL118W 	18 	471 	
PHO86 	17 	106 	
NCA3 	16 	187 	
ASF1 	7 	55 	
MDV1 	47 	1029 	
CCT7 	3 	16 	
GZF3 	15 	277 	
UTP10 	8 	37 	
PRM10 	16 	91 	
YJL107C 	13 	150 	
IME2 	7 	144 	
SET4 	22 	281 	
PAM16 	4 	9 	
GSM1 	15 	327 	
MEF2 	19 	308 	
GSH1 	4 	16 	
LSB6 	40 	1121 	
CHS6 	52 	941 	
SAP185 	22 	470 	
PHS1 	0 	0 	
MRPL49 	5 	28 	
BCK1 	17 	198 	
KHA1 	27 	950 	
TOK1 	20 	730 	
SRS2 	39 	998 	
GWT1 	5 	24 	
DPB11 	2 	1 	
SIP4 	39 	528 	
ARG3 	14 	395 	
TRL1 	0 	0 	
YJL086C 	13 	874 	
EXO70 	1 	0 	
ALY2 	38 	1486 	
TAX4 	39 	674 	
IML2 	26 	633 	
ARP4 	0 	0 	
SCP160 	20 	231 	
PRY1 	23 	400 	
PRY3 	84 	2716 	
YJL077W-B 	0 	0 	
ICS3 	23 	757 	
YJL077W-A 	0 	0 	
NET1 	31 	461 	
APQ13 	12 	181 	
SMC3 	1 	0 	
JEM1 	44 	1356 	
PSF2 	1 	0 	
ARG2 	11 	414 	
YJL070C 	32 	547 	
UTP18 	0 	0 	
YJL068C 	26 	571 	
YJL067W 	15 	720 	
MPM1 	19 	690 	
DLS1 	13 	294 	
YJL064W 	10 	232 	
MRPL8 	13 	104 	
COA3 	8 	119 	
LAS21 	28 	807 	
NUP82 	3 	35 	
BNA3 	20 	383 	
YHC3 	35 	679 	
BIT61 	27 	751 	
IKS1 	45 	766 	
ZAP1 	5 	22 	
YJL055W 	40 	1399 	
TIM54 	4 	62 	
PEP8 	31 	283 	
YJL052C-A 	14 	781 	
TDH1 	22 	450 	
IRC8 	71 	3471 	
MTR4 	1 	0 	
YJL049W 	10 	115 	
UBX6 	23 	692 	
YJL047C-A 	11 	164 	
RTT101 	29 	517 	
AIM22 	20 	412 	
YJL045W 	43 	1112 	
GYP6 	46 	1458 	
YJL043W 	58 	3253 	
MHP1 	83 	2472 	
NSP1 	1 	0 	
NUP192 	3 	16 	
LOH1 	15 	89 	
IRC18 	36 	585 	
SNX4 	21 	502 	
TAD2 	0 	0 	
KAR2 	3 	6 	
HCA4 	4 	58 	
YJL032W 	2 	24 	
BET4 	0 	0 	
MAD2 	40 	2566 	
VPS53 	27 	976 	
YJL028W 	29 	5278 	
YJL027C 	41 	5236 	
RNR2 	7 	61 	
YJL026C-A 	0 	0 	
RRN7 	2 	1 	
APS3 	46 	1992 	
PET130 	30 	302 	
YJL022W 	16 	117 	
BBC1 	114 	3377 	
YJL020W-A 	6 	64 	
MPS3 	27 	1699 	
YJL016W 	83 	4190 	
YJL015C 	18 	2715 	
CCT3 	1 	0 	
MAD3 	95 	8429 	
VTC4 	68 	4322 	
RPC17 	4 	11 	
NOP9 	24 	255 	
YJL009W 	11 	443 	
CCT8 	3 	27 	
YJL007C 	18 	1249 	
CTK2 	11 	441 	
CYR1 	31 	685 	
SYS1 	53 	3307 	
COX16 	39 	1534 	
OST1 	8 	35 	
PRE3 	4 	106 	
AVT1 	164 	22619 	
MPP10 	62 	1976 	
YJR003C 	99 	6354 	
SAG1 	147 	7690 	
APL1 	106 	3285 	
YJR005C-A 	21 	448 	
POL31 	0 	0 	
SUI2 	9 	73 	
MHO1 	90 	3574 	
TDH2 	57 	1045 	
MET3 	109 	3923 	
SPC1 	11 	568 	
YJR011C 	31 	724 	
YJR012C 	41 	3248 	
GPI14 	2 	21 	
TMA22 	28 	1045 	
YJR015W 	69 	2252 	
ILV3 	1 	0 	
ESS1 	3 	3 	
YJR018W 	8 	355 	
TES1 	85 	4883 	
YJR020W 	30 	1682 	
REC107 	68 	3146 	
LSM8 	1 	0 	
YJR023C 	2 	6 	
MDE1 	26 	1572 	
BNA1 	29 	539 	
YJR030C 	100 	4841 	
GEA1 	117 	3510 	
CPR7 	20 	265 	
RAV1 	38 	563 	
PET191 	7 	438 	
RAD26 	56 	1287 	
HUL4 	43 	892 	
YJR037W 	5 	27 	
YJR038C 	16 	263 	
YJR039W 	71 	2441 	
GEF1 	36 	350 	
URB2 	1 	0 	
NUP85 	12 	217 	
POL32 	36 	791 	
VPS55 	8 	89 	
SSC1 	4 	3 	
TAH11 	2 	2 	
ANB1 	17 	316 	
CYC1 	10 	189 	
UTR1 	29 	675 	
ISY1 	25 	881 	
OSM1 	45 	1688 	
RAD7 	42 	726 	
BFA1 	33 	1150 	
KCH1 	31 	439 	
HIT1 	11 	127 	
YJR056C 	10 	35 	
CDC8 	0 	0 	
APS2 	20 	838 	
PTK2 	36 	573 	
CBF1 	21 	273 	
YJR061W 	48 	1213 	
NTA1 	18 	329 	
RPA12 	7 	136 	
CCT5 	3 	10 	
ARP3 	0 	0 	
TOR1 	102 	3961 	
YAE1 	0 	0 	
RFC2 	0 	0 	
HAM1 	11 	249 	
LIA1 	20 	260 	
YJR071W 	12 	105 	
NPA3 	13 	596 	
OPI3 	6 	69 	
MOG1 	25 	405 	
HOC1 	21 	465 	
CDC11 	13 	96 	
MIR1 	18 	582 	
BNA2 	81 	2028 	
YJR079W 	30 	662 	
AIM24 	28 	846 	
EAF6 	7 	144 	
ACF4 	19 	241 	
YJR084W 	30 	1407 	
YJR085C 	8 	211 	
STE18 	3 	8 	
YJR087W 	6 	106 	
EMC2 	21 	385 	
BIR1 	46 	1305 	
GRR1 	16 	122 	
JSN1 	32 	530 	
BUD4 	98 	3469 	
FIP1 	0 	0 	
IME1 	22 	451 	
RPL43B 	15 	128 	
SFC1 	37 	856 	
YJR096W 	26 	773 	
JJJ3 	8 	257 	
YJR098C 	36 	930 	
YUH1 	13 	277 	
AIM25 	15 	221 	
RSM26 	10 	204 	
VPS25 	4 	13 	
URA8 	79 	3161 	
SOD1 	1 	0 	
ADO1 	11 	66 	
ECM27 	36 	614 	
YJR107W 	11 	106 	
ABM1 	24 	825 	
CPA2 	39 	1157 	
YMR1 	39 	587 	
YJR111C 	10 	171 	
NNF1 	0 	0 	
YJR112W-A 	13 	885 	
RSM7 	14 	316 	
YJR114W 	8 	84 	
YJR115W 	25 	746 	
TDA4 	26 	1149 	
STE24 	18 	569 	
ILM1 	4 	21 	
JHD2 	37 	1285 	
YJR120W 	22 	850 	
ATP2 	5 	20 	
IBA57 	1 	0 	
RPS5 	0 	0 	
YJR124C 	14 	437 	
ENT3 	19 	721 	
VPS70 	11 	244 	
RSF2 	116 	3328 	
YJR128W 	36 	612 	
YJR129C 	38 	887 	
STR2 	34 	534 	
MNS1 	46 	1768 	
NMD5 	24 	295 	
XPT1 	10 	276 	
SGM1 	27 	327 	
MCM22 	2 	7 	
TIM8 	2 	6 	
TTI2 	2 	1 	
MET5 	63 	2315 	
IML1 	25 	234 	
HOM6 	19 	400 	
HIR3 	42 	787 	
YJR140W-A 	4 	48 	
YJR141W 	0 	0 	
YJR142W 	18 	394 	
PMT4 	29 	491 	
MGM101 	10 	254 	
RPS4A 	4 	9 	
YJR146W 	16 	328 	
HMS2 	35 	412 	
BAT2 	61 	2208 	
YJR149W 	25 	1039 	
DAN1 	12 	79 	
DAN4 	21 	756 	
YJR151W-A 	3 	23 	
DAL5 	17 	547 	
PGU1 	16 	395 	
YJR154W 	39 	1523 	
AAD10 	12 	561 	
THI11 	10 	249 	
YJR157W 	2 	4 	
HXT16 	0 	0 	
SOR1 	4 	12 	
MPH3 	2 	1 	
COS5 	0 	0 	
YJR162C 	2 	1 	
YKL225W 	6 	21 	
PAU16 	0 	0 	
YKL223W 	4 	24 	
YKL222C 	18 	565 	
MCH2 	35 	1174 	
FRE2 	25 	463 	
COS9 	18 	279 	
SRY1 	26 	1211 	
JEN1 	40 	1994 	
URA1 	12 	140 	
OXP1 	81 	2353 	
YRA2 	10 	317 	
DOA1 	8 	66 	
SAC1 	1 	0 	
TRP3 	16 	662 	
UBA1 	0 	0 	
STE6 	30 	1079 	
CBT1 	4 	30 	
EMC3 	12 	317 	
ADD66 	11 	55 	
LOS1 	35 	693 	
EAP1 	17 	280 	
TOR2 	4 	6 	
YKL202W 	7 	19 	
MNN4 	49 	990 	
PTK1 	107 	6290 	
PEX1 	88 	2275 	
YKT6 	1 	0 	
MIA40 	7 	47 	
MST1 	18 	219 	
SDS22 	1 	0 	
ACP1 	1 	0 	
DPH2 	17 	456 	
CNB1 	8 	26 	
HYM1 	1 	0 	
PXA2 	24 	447 	
FAT3 	30 	1462 	
MTR2 	14 	143 	
ASH1 	30 	545 	
SPE1 	11 	64 	
YKL183C-A 	14 	595 	
LOT5 	37 	1214 	
FAS1 	1 	0 	
PRS1 	4 	6 	
RPL17A 	1 	0 	
COY1 	13 	127 	
STE3 	23 	458 	
YKL177W 	4 	40 	
LST4 	21 	592 	
ZRT3 	11 	219 	
TPO5 	14 	191 	
SNU114 	9 	111 	
EBP2 	7 	77 	
NNK1 	34 	775 	
MRPL38 	5 	16 	
YKL169C 	5 	16 	
KKQ8 	19 	675 	
MRP49 	4 	33 	
TPK3 	24 	512 	
YKL165C-A 	4 	11 	
MCD4 	0 	0 	
PIR1 	3 	15 	
PIR3 	17 	150 	
YKL162C-A 	1 	0 	
YKL162C 	7 	79 	
KDX1 	17 	89 	
ELF1 	7 	66 	
RCN1 	12 	129 	
APE2 	38 	1107 	
RPS27A 	8 	84 	
YKL156C-A 	1 	0 	
RSM22 	32 	332 	
SRP102 	3 	13 	
YKL153W 	1 	0 	
GPM1 	1 	0 	
YKL151C 	38 	1379 	
MCR1 	14 	186 	
DBR1 	8 	141 	
SDH1 	33 	866 	
YKL147C 	23 	651 	
AVT3 	35 	689 	
RPT1 	0 	0 	
YKL145W-A 	0 	0 	
RPC25 	0 	0 	
LTV1 	7 	284 	
MRP8 	8 	62 	
SDH3 	6 	16 	
TGL1 	19 	477 	
CTK1 	1 	0 	
HSK3 	0 	0 	
MRPL31 	2 	12 	
CMC1 	7 	40 	
YKL136W 	5 	219 	
APL2 	18 	480 	
OCT1 	21 	271 	
YKL133C 	17 	173 	
RMA1 	19 	176 	
YKL131W 	10 	46 	
SHE2 	5 	19 	
MYO3 	42 	630 	
PMU1 	31 	1370 	
PGM1 	48 	1146 	
YPK1 	7 	195 	
RRN3 	4 	76 	
SSH4 	26 	669 	
YKL123W 	3 	2 	
SRP21 	7 	49 	
DGR2 	16 	598 	
OAC1 	14 	186 	
VPH2 	1 	0 	
YKL118W 	11 	284 	
SBA1 	10 	178 	
PRR1 	30 	526 	
YKL115C 	23 	113 	
APN1 	26 	892 	
RAD27 	19 	229 	
ABF1 	7 	38 	
YKL111C 	7 	51 	
KTI12 	26 	558 	
HAP4 	16 	281 	
SLD2 	12 	79 	
YKL107W 	20 	603 	
YKL106C-A 	6 	10 	
AAT1 	21 	1094 	
SEG2 	47 	906 	
GFA1 	0 	0 	
APE1 	31 	1051 	
YKL102C 	21 	328 	
HSL1 	60 	1618 	
YKL100C 	12 	343 	
YKL100W-A 	0 	0 	
UTP11 	4 	28 	
MTC2 	15 	154 	
YKL097C 	22 	1111 	
YKL096C-B 	8 	15 	
CWP2 	3 	2 	
CWP1 	10 	187 	
YJU2 	9 	203 	
YJU3 	14 	291 	
MBR1 	17 	245 	
BUD2 	32 	806 	
YKL091C 	19 	408 	
CUE2 	27 	538 	
MIF2 	2 	12 	
CAB3 	7 	63 	
CYT2 	17 	435 	
SRX1 	34 	968 	
MDH1 	14 	248 	
HOT13 	10 	533 	
YKL083W 	2 	1 	
RRP14 	3 	3 	
TEF4 	12 	216 	
VMA5 	1 	0 	
SMY1 	22 	536 	
DHR2 	6 	40 	
YKL077W 	19 	589 	
PSY1 	3 	8 	
YKL075C 	25 	527 	
MUD2 	33 	813 	
LHS1 	25 	401 	
STB6 	37 	981 	
YKL071W 	21 	385 	
YKL070W 	13 	74 	
YKL069W 	9 	513 	
YKL068W-A 	3 	5 	
NUP100 	32 	692 	
YNK1 	14 	234 	
YKL066W 	30 	423 	
YKL065W-A 	5 	35 	
YET1 	15 	332 	
MNR2 	50 	1583 	
YKL063C 	6 	54 	
MSN4 	30 	874 	
BLI1 	13 	367 	
FBA1 	1 	0 	
MPE1 	18 	461 	
TOA2 	0 	0 	
NUP120 	34 	472 	
TMA19 	7 	16 	
OAR1 	26 	339 	
DEF1 	5 	6 	
MDM35 	3 	83 	
YKL053W 	30 	712 	
ASK1 	40 	858 	
SFK1 	36 	1013 	
YKL050C 	41 	1634 	
CSE4 	2 	9 	
ELM1 	25 	316 	
ANR2 	45 	1585 	
DCW1 	28 	494 	
PRI2 	4 	8 	
YKL044W 	15 	119 	
PHD1 	25 	561 	
SPC42 	3 	30 	
VPS24 	1 	0 	
NFU1 	20 	355 	
PTM1 	25 	479 	
RGT1 	65 	1515 	
AIM26 	41 	2301 	
YKL036C 	31 	1698 	
UGP1 	3 	8 	
TUL1 	49 	1416 	
YKL033W-A 	21 	391 	
TTI1 	0 	0 	
IXR1 	71 	1652 	
YKL031W 	37 	1208 	
YKL030W 	48 	4379 	
MAE1 	128 	9220 	
TFA1 	16 	241 	
TCD2 	79 	2998 	
GPX1 	20 	384 	
PAN3 	91 	3698 	
URA6 	3 	2 	
YKL023C-A 	20 	1177 	
YKL023W 	32 	1257 	
CDC16 	21 	1051 	
MAK11 	21 	535 	
SPT23 	67 	2004 	
RAM2 	0 	0 	
YKL018C-A 	16 	397 	
SWD2 	0 	0 	
HCS1 	101 	3536 	
ATP7 	17 	322 	
PUT3 	94 	3529 	
URB1 	23 	89 	
ARC19 	2 	1 	
PRP40 	32 	446 	
CCE1 	47 	2901 	
UFD4 	207 	10468 	
MRT4 	18 	213 	
LAC1 	106 	4679 	
CAP1 	58 	1881 	
SFT1 	13 	355 	
RPL14A 	10 	79 	
BYE1 	157 	5572 	
AUR1 	16 	412 	
MRP17 	22 	794 	
DID4 	14 	388 	
MET14 	59 	1567 	
VPS1 	101 	1419 	
PAP1 	14 	2079 	
OSH6 	111 	6528 	
ECM9 	11 	101 	
YKR005C 	151 	10718 	
MRPL13 	30 	435 	
MEH1 	28 	824 	
RSC4 	0 	0 	
FOX2 	169 	6775 	
TOF2 	115 	3211 	
YKR011C 	49 	2642 	
YKR012C 	32 	1286 	
PRY2 	68 	2449 	
YPT52 	15 	118 	
YKR015C 	68 	2155 	
MIC60 	70 	1783 	
HEL1 	57 	1618 	
YKR018C 	76 	2501 	
IRS4 	73 	1884 	
VPS51 	14 	120 	
ALY1 	74 	2328 	
NTR2 	20 	657 	
YKR023W 	62 	2491 	
DBP7 	32 	409 	
RPC37 	6 	45 	
GCN3 	59 	1309 	
BCH2 	89 	2888 	
SAP190 	54 	1096 	
SET3 	39 	1113 	
GMH1 	15 	108 	
SPO14 	79 	3032 	
YKR032W 	25 	1616 	
YKR033C 	14 	145 	
DAL80 	33 	851 	
OPI8 	1 	0 	
DID2 	1 	0 	
CAF4 	67 	2480 	
SPC34 	9 	77 	
KAE1 	0 	0 	
GAP1 	73 	1510 	
YKR040C 	44 	2421 	
YKR041W 	72 	4219 	
UTH1 	6 	17 	
SHB17 	30 	1161 	
UIP5 	77 	3643 	
YKR045C 	32 	1870 	
PET10 	13 	237 	
YKR047W 	6 	24 	
NAP1 	27 	787 	
FMP46 	18 	231 	
TRK2 	58 	1850 	
YKR051W 	25 	975 	
MRS4 	20 	233 	
YSR3 	58 	1649 	
DYN1 	107 	1463 	
RHO4 	21 	516 	
TRM2 	55 	722 	
RPS21A 	9 	132 	
GLG1 	28 	203 	
TIF1 	7 	72 	
UTP30 	19 	405 	
KTR2 	48 	2243 	
TFA2 	0 	0 	
LAS1 	1 	0 	
OAF3 	38 	1172 	
PAM17 	12 	194 	
CCP1 	26 	808 	
GPT2 	56 	1445 	
BET3 	1 	0 	
MET1 	47 	1222 	
YKR070W 	46 	1067 	
DRE2 	3 	3 	
SIS2 	32 	817 	
YKR073C 	17 	673 	
AIM29 	11 	270 	
YKR075C 	28 	912 	
YKR075W-A 	17 	523 	
ECM4 	41 	1175 	
MSA2 	27 	440 	
YKR078W 	26 	827 	
TRZ1 	2 	3 	
MTD1 	13 	234 	
RPF2 	6 	120 	
NUP133 	25 	229 	
DAD2 	0 	0 	
HBS1 	22 	499 	
MRPL20 	10 	250 	
PRP16 	7 	213 	
OMA1 	17 	592 	
TVP38 	21 	150 	
TGL4 	46 	748 	
PXL1 	38 	1267 	
SRL3 	12 	215 	
SRP40 	13 	259 	
PTR2 	29 	1236 	
RPL40B 	3 	13 	
MLP1 	44 	1117 	
PCC1 	2 	1 	
ESL2 	44 	1854 	
PCK1 	31 	1113 	
UBP11 	21 	663 	
BAS1 	16 	244 	
SKG1 	22 	190 	
SIR1 	28 	780 	
FLO10 	63 	1946 	
NFT1 	44 	1089 	
YKR104W 	12 	120 	
VBA5 	13 	180 	
GEX2 	21 	311 	
YLL067C 	0 	0 	
YLL067W-A 	0 	0 	
YLL066W-B 	3 	15 	
YLL066C 	1 	0 	
YLL066W-A 	1 	0 	
YLL065W 	5 	9 	
PAU18 	0 	0 	
AYT1 	18 	917 	
MHT1 	11 	239 	
MMP1 	35 	829 	
GTT2 	26 	749 	
YLL059C 	25 	1586 	
YLL058W 	19 	455 	
JLP1 	41 	1094 	
YLL056C 	29 	544 	
YCT1 	24 	518 	
YLL054C 	19 	408 	
YLL053C 	11 	194 	
AQY2 	10 	94 	
FRE6 	36 	1049 	
COF1 	0 	0 	
LDB18 	5 	12 	
YBT1 	52 	1819 	
YLL047W 	12 	153 	
RNP1 	13 	148 	
RPL8B 	9 	43 	
YLL044W 	4 	22 	
FPS1 	11 	46 	
ATG10 	10 	107 	
SDH2 	15 	286 	
VPS13 	110 	4175 	
UBI4 	9 	87 	
ENT4 	34 	1982 	
YLL037W 	10 	61 	
PRP19 	2 	1 	
GRC3 	1 	0 	
RIX7 	1 	0 	
IRC19 	8 	26 	
YLL032C 	32 	643 	
GPI13 	1 	0 	
RRT7 	11 	838 	
FRA1 	79 	4247 	
TPO1 	63 	1144 	
ISA1 	1 	0 	
HSP104 	59 	1948 	
PAU17 	15 	329 	
SSA2 	34 	941 	
POM33 	25 	1467 	
HIF1 	48 	1455 	
SPA2 	72 	1927 	
YLL020C 	11 	484 	
KNS1 	111 	3114 	
YLL019W-A 	10 	305 	
COX19 	10 	23 	
DPS1 	3 	24 	
BPT1 	112 	2894 	
EMC6 	2 	9 	
PUF3 	94 	3047 	
YEH1 	121 	7742 	
SOF1 	9 	122 	
PSR1 	59 	4092 	
COX17 	8 	101 	
DRS1 	25 	414 	
YLL007C 	76 	1518 	
YLL006W-A 	17 	2062 	
MMM1 	11 	403 	
SPO75 	115 	4799 	
ORC3 	3 	14 	
SFI1 	22 	2300 	
RTT109 	48 	1454 	
DNM1 	203 	10150 	
YLR001C 	220 	12556 	
NOC3 	23 	278 	
CMS1 	73 	1879 	
THI73 	114 	6907 	
SSL1 	7 	576 	
SSK1 	104 	2780 	
NSE1 	6 	69 	
PAM18 	1 	0 	
RLP24 	0 	0 	
TEN1 	1 	0 	
LOT6 	27 	2104 	
YLR012C 	9 	286 	
GAT3 	10 	57 	
PPR1 	94 	4855 	
BRE2 	60 	1632 	
PML1 	29 	1013 	
MEU1 	57 	1270 	
POM34 	36 	1051 	
PSR2 	47 	1524 	
YEH2 	56 	2425 	
IRC25 	16 	114 	
SDO1 	4 	18 	
IZH3 	32 	916 	
UBR2 	186 	10377 	
SNF7 	2 	1 	
SED5 	0 	0 	
AAT2 	2 	22 	
ADE16 	45 	1950 	
RPL15A 	0 	0 	
YLR030W 	19 	800 	
YLR031W 	16 	367 	
RAD5 	48 	751 	
RSC58 	1 	0 	
SMF3 	25 	518 	
MLH2 	63 	2499 	
YLR036C 	10 	120 	
PAU23 	10 	152 	
COX12 	6 	118 	
RIC1 	26 	359 	
AFB1 	10 	263 	
YLR041W 	3 	58 	
YLR042C 	8 	208 	
TRX1 	6 	68 	
PDC1 	24 	297 	
STU2 	25 	350 	
YLR046C 	11 	58 	
FRE8 	30 	683 	
RPS0B 	3 	3 	
YLR049C 	16 	225 	
YLR050C 	12 	177 	
FCF2 	6 	47 	
IES3 	9 	27 	
YLR053C 	7 	25 	
OSW2 	41 	1039 	
SPT8 	46 	836 	
ERG3 	6 	34 	
MNL2 	34 	763 	
SHM2 	2 	1 	
REX2 	27 	922 	
FRS1 	2 	2 	
RPL22A 	2 	3 	
BUD28 	2 	3 	
BMT6 	17 	225 	
PER33 	10 	59 	
ENV10 	4 	13 	
SPC3 	0 	0 	
PET309 	24 	441 	
FYV7 	2 	1 	
MEF1 	17 	240 	
XYL2 	29 	753 	
RGR1 	11 	208 	
YLR072W 	23 	352 	
RFU1 	27 	487 	
BUD20 	11 	104 	
RPL10 	0 	0 	
YLR076C 	0 	0 	
FMP25 	31 	622 	
BOS1 	5 	76 	
SIC1 	6 	45 	
EMP46 	37 	1323 	
GAL2 	3 	6 	
SRL2 	23 	252 	
EMP70 	30 	508 	
RAX2 	57 	1907 	
ARP6 	11 	203 	
SMC4 	0 	0 	
CSF1 	65 	1489 	
GAA1 	1 	0 	
ALT1 	9 	50 	
XDJ1 	20 	346 	
GEP5 	33 	758 	
SUL2 	46 	1263 	
NYV1 	14 	180 	
GIS3 	33 	967 	
IOC2 	26 	265 	
KIN2 	23 	370 	
HRT3 	13 	165 	
CHA4 	24 	517 	
ICT1 	15 	219 	
MIM2 	2 	3 	
ERG27 	0 	0 	
YLR101C 	4 	7 	
APC9 	7 	46 	
CDC45 	0 	0 	
LCL2 	4 	13 	
SEN2 	2 	2 	
MDN1 	3 	73 	
REX3 	18 	346 	
