gene_name	number_of_transposon_per_gene	number_of_read_pergene
RCR2 	65 	4414 	
YDR003W-A 	10 	56 	
RAD57 	80 	1077 	
MAF1 	29 	605 	
SOK1 	84 	2695 	
TRP1 	50 	2366 	
YDR008C 	25 	1829 	
GAL3 	86 	3970 	
YDR010C 	33 	5771 	
SNQ2 	160 	6443 	
RPL4B 	19 	463 	
PSF1 	1 	0 	
RAD61 	54 	1545 	
HED1 	13 	388 	
YDR015C 	5 	68 	
DAD1 	2 	2 	
KCS1 	64 	2034 	
YDR018C 	88 	2925 	
GCV1 	75 	3351 	
DAS2 	35 	2111 	
FAL1 	0 	0 	
ATG31 	18 	709 	
SES1 	5 	8 	
FYV1 	39 	965 	
RPS11A 	9 	43 	
NSI1 	50 	1637 	
VPS54 	14 	65 	
REG1 	31 	840 	
YDR029W 	12 	100 	
RAD28 	33 	987 	
MIX14 	8 	170 	
PST2 	21 	747 	
MRH1 	20 	1024 	
LYS14 	31 	610 	
YDR034C-A 	4 	18 	
YDR034W-B 	9 	63 	
ARO3 	26 	1153 	
EHD3 	37 	924 	
KRS1 	3 	2 	
ENA5 	27 	662 	
ENA2 	0 	0 	
ENA1 	8 	74 	
RSM10 	5 	45 	
YDR042C 	9 	68 	
NRG1 	14 	180 	
HEM13 	0 	0 	
RPC11 	0 	0 	
BAP3 	31 	594 	
HEM12 	0 	0 	
YDR048C 	14 	308 	
VMS1 	13 	92 	
TPI1 	1 	0 	
DET1 	25 	339 	
DBF4 	0 	0 	
YDR053W 	0 	0 	
CDC34 	4 	52 	
PST1 	22 	293 	
YDR056C 	20 	272 	
YOS9 	24 	413 	
TGL2 	17 	247 	
UBC5 	9 	223 	
MAK21 	8 	100 	
YDR061W 	27 	663 	
LCB2 	1 	0 	
AIM7 	5 	187 	
RPS13 	0 	0 	
RRG1 	10 	235 	
RTR2 	8 	151 	
OCA6 	12 	212 	
DOS2 	12 	95 	
DOA4 	1 	0 	
FMP16 	5 	69 	
PAA1 	5 	48 	
IPT1 	44 	1005 	
SNF11 	11 	128 	
TPS2 	5 	32 	
PPH3 	10 	87 	
RAD55 	27 	638 	
SED1 	15 	164 	
SHU2 	14 	140 	
PET100 	11 	124 	
TFB5 	1 	0 	
VPS41 	9 	30 	
PDC2 	1 	0 	
STN1 	1 	0 	
RRP8 	17 	537 	
TVP23 	12 	322 	
AFR1 	12 	259 	
SSS1 	0 	0 	
RRP1 	0 	0 	
SLU7 	5 	73 	
YDR089W 	43 	1635 	
YDR090C 	13 	82 	
RLI1 	0 	0 	
UBC13 	15 	158 	
DNF2 	152 	5689 	
YDR094W 	29 	1143 	
YDR095C 	37 	974 	
GIS1 	26 	232 	
MSH6 	36 	588 	
GRX3 	15 	273 	
BMH2 	36 	511 	
TVP15 	13 	119 	
ARX1 	18 	550 	
YDR102C 	11 	316 	
STE5 	25 	467 	
SPO71 	25 	506 	
TMS1 	17 	205 	
ARP10 	14 	486 	
TMN2 	33 	688 	
TRS85 	22 	398 	
YDR109C 	15 	149 	
FOB1 	23 	981 	
ALT2 	25 	269 	
IRC2 	6 	44 	
PDS1 	9 	124 	
YDR114C 	10 	144 	
YDR115W 	1 	0 	
MRPL1 	7 	86 	
TMA64 	8 	80 	
APC4 	21 	437 	
YDR118W-A 	5 	46 	
VBA4 	49 	1212 	
COX26 	0 	0 	
TRM1 	35 	565 	
DPB4 	4 	93 	
KIN1 	16 	289 	
INO2 	5 	24 	
YDR124W 	14 	276 	
ECM18 	13 	229 	
SWF1 	12 	133 	
ARO1 	20 	169 	
MTC5 	46 	1504 	
SAC6 	9 	96 	
FIN1 	12 	81 	
YDR131C 	19 	563 	
YDR132C 	17 	337 	
YDR133C 	1 	0 	
YCF1 	20 	321 	
VPS61 	24 	818 	
RGP1 	5 	44 	
HPR1 	5 	6 	
RUB1 	3 	8 	
MTQ2 	1 	0 	
DOP1 	1 	0 	
PEX7 	7 	79 	
SAN1 	29 	528 	
MKC7 	14 	269 	
TAF12 	5 	25 	
SWI5 	23 	729 	
EKI1 	13 	332 	
KGD2 	14 	266 	
YDR149C 	6 	26 	
NUM1 	28 	460 	
CTH1 	6 	79 	
GIR2 	7 	39 	
ENT5 	11 	40 	
YDR154C 	6 	80 	
CPR1 	4 	63 	
RPA14 	11 	143 	
YDR157W 	20 	349 	
HOM2 	9 	87 	
SAC3 	12 	147 	
SSY1 	1 	0 	
YDR161W 	5 	26 	
NBP2 	8 	79 	
CWC15 	8 	39 	
SEC1 	5 	65 	
TRM82 	18 	112 	
SEC5 	20 	236 	
TAF10 	2 	1 	
CDC37 	1 	0 	
STB3 	4 	45 	
YDR169C-A 	4 	42 	
SEC7 	3 	18 	
HSP42 	13 	128 	
SUP35 	2 	1 	
ARG82 	0 	0 	
HMO1 	14 	415 	
RSM24 	12 	204 	
NGG1 	6 	54 	
UBC1 	0 	0 	
SDH4 	5 	66 	
CSN9 	0 	0 	
YDR179W-A 	3 	10 	
SCC2 	3 	2 	
SAS4 	26 	354 	
CDC1 	0 	0 	
YDR182W-A 	2 	2 	
PLP1 	10 	138 	
YDR183C-A 	4 	4 	
ATC1 	10 	159 	
UPS3 	5 	92 	
YDR186C 	9 	59 	
YDR187C 	10 	275 	
CCT6 	1 	0 	
SLY1 	1 	0 	
RVB1 	0 	0 	
HST4 	12 	134 	
NUP42 	10 	93 	
YDR193W 	4 	16 	
MSS116 	7 	81 	
YDR194W-A 	2 	1 	
REF2 	16 	276 	
CAB5 	2 	120 	
CBS2 	8 	33 	
RKM2 	9 	68 	
YDR199W 	5 	16 	
VPS64 	9 	22 	
SPC19 	0 	0 	
RAV2 	6 	10 	
YDR203W 	1 	0 	
COQ4 	8 	83 	
MSC2 	17 	493 	
EBS1 	21 	429 	
UME6 	18 	453 	
MSS4 	6 	59 	
YDR209C 	2 	16 	
YDR210W 	0 	0 	
GCD6 	3 	24 	
TCP1 	2 	1 	
UPC2 	35 	868 	
AHA1 	9 	100 	
YDR215C 	40 	1190 	
ADR1 	20 	248 	
RAD9 	9 	200 	
SPR28 	21 	617 	
MFB1 	7 	9 	
YDR220C 	9 	22 	
GTB1 	26 	852 	
YDR222W 	11 	103 	
CRF1 	19 	142 	
HTB1 	0 	0 	
HTA1 	0 	0 	
ADK1 	1 	0 	
SIR4 	28 	391 	
PCF11 	1 	0 	
IVY1 	25 	548 	
YDR230W 	11 	124 	
COX20 	13 	205 	
HEM1 	0 	0 	
RTN1 	4 	38 	
LYS4 	29 	457 	
PRP42 	0 	0 	
FMN1 	0 	0 	
MRPL7 	8 	13 	
SEC26 	1 	0 	
YDR239C 	33 	539 	
SNU56 	2 	3 	
BUD26 	2 	16 	
AMD2 	16 	318 	
PRP28 	2 	142 	
PEX5 	15 	362 	
MNN10 	3 	40 	
TRS23 	2 	20 	
YDR246W-A 	16 	793 	
VHS1 	14 	181 	
YDR248C 	10 	46 	
YDR249C 	16 	290 	
YDR250C 	13 	695 	
PAM1 	15 	361 	
BTT1 	4 	30 	
MET32 	2 	2 	
CHL4 	11 	103 	
RMD5 	8 	201 	
CTA1 	43 	1164 	
RKM4 	10 	61 	
HSP78 	13 	358 	
YAP6 	18 	198 	
SWM1 	29 	1328 	
EXG2 	27 	1223 	
YDR262W 	7 	50 	
DIN7 	19 	485 	
AKR1 	6 	17 	
PEX10 	8 	36 	
HEL2 	15 	167 	
CIA1 	1 	0 	
MSW1 	4 	34 	
YDR269C 	5 	32 	
CCC2 	22 	614 	
YDR271C 	8 	87 	
GLO2 	7 	230 	
DON1 	9 	189 	
YDR274C 	38 	1699 	
BSC2 	11 	68 	
PMP3 	0 	0 	
MTH1 	14 	261 	
YDR278C 	7 	53 	
RNH202 	13 	303 	
RRP45 	2 	2 	
PHM6 	3 	2 	
YDR282C 	7 	89 	
GCN2 	37 	585 	
DPP1 	14 	82 	
ZIP1 	13 	355 	
YDR286C 	4 	40 	
INM2 	8 	117 	
NSE3 	1 	0 	
RTT103 	0 	0 	
YDR290W 	9 	84 	
HRQ1 	22 	573 	
SRP101 	0 	0 	
SSD1 	26 	866 	
DPL1 	12 	176 	
HDA2 	14 	135 	
MHR1 	5 	59 	
SUR2 	1 	0 	
ATP5 	2 	1 	
BFR2 	1 	0 	
PRO1 	0 	0 	
CFT1 	0 	0 	
GPI11 	1 	0 	
RSC3 	1 	0 	
CPR5 	4 	13 	
HNT2 	8 	92 	
YDR306C 	9 	91 	
PMT7 	16 	561 	
SRB7 	0 	0 	
GIC2 	14 	266 	
SUM1 	15 	323 	
TFB1 	1 	0 	
SSF2 	18 	225 	
PIB1 	13 	289 	
RAD34 	15 	219 	
IPK1 	2 	1 	
OMS1 	11 	86 	
HIM1 	5 	41 	
MCM21 	5 	20 	
YFT2 	7 	51 	
SWA2 	16 	259 	
DAD4 	0 	0 	
YDR320W-B 	8 	238 	
ASP1 	9 	569 	
MRPL35 	11 	107 	
TIM11 	1 	0 	
PEP7 	12 	734 	
UTP4 	3 	18 	
YCG1 	2 	1 	
YSP2 	36 	538 	
YDR327W 	1 	0 	
SKP1 	1 	0 	
PEX3 	10 	228 	
UBX5 	8 	98 	
GPI8 	4 	25 	
IRC3 	10 	248 	
RQC1 	17 	350 	
SWR1 	19 	419 	
MSN5 	13 	315 	
YDR336W 	12 	196 	
MRPS28 	4 	134 	
YDR338C 	32 	1240 	
FCF1 	1 	0 	
YDR340W 	11 	71 	
YDR341C 	0 	0 	
HXT7 	2 	56 	
HXT6 	1 	0 	
YDR344C 	23 	395 	
HXT3 	20 	692 	
SVF1 	17 	292 	
MRP1 	10 	46 	
PAL1 	25 	628 	
YPS7 	13 	225 	
ATP22 	6 	10 	
SBE2 	15 	274 	
YPQ2 	16 	87 	
TRR1 	4 	4 	
TRP4 	6 	27 	
YDR354C-A 	0 	0 	
YDR355C 	0 	0 	
SPC110 	1 	0 	
CNL1 	17 	213 	
GGA1 	12 	97 	
EAF1 	14 	423 	
OPI7 	3 	3 	
BCP1 	1 	0 	
TFC6 	4 	30 	
ESC2 	6 	60 	
SEM1 	1 	0 	
CDC40 	1 	0 	
ESF1 	2 	3 	
YDR366C 	3 	63 	
KEI1 	2 	1 	
YPR1 	9 	87 	
XRS2 	25 	451 	
DXO1 	14 	263 	
CTS2 	9 	218 	
YDR371C-A 	0 	0 	
VPS74 	4 	20 	
FRQ1 	1 	0 	
PHO92 	8 	96 	
WIP1 	2 	3 	
BCS1 	8 	91 	
ARH1 	1 	0 	
ATP17 	5 	39 	
LSM6 	0 	0 	
RGA2 	28 	478 	
SDH6 	7 	44 	
ARO10 	22 	531 	
YRA1 	1 	0 	
YDR381C-A 	1 	0 	
RPP2B 	3 	13 	
NKP1 	10 	127 	
ATO3 	17 	555 	
EFT2 	0 	0 	
MUS81 	29 	511 	
YDR387C 	16 	152 	
RVS167 	17 	145 	
SAC7 	22 	155 	
UBA2 	6 	131 	
YDR391C 	9 	182 	
SPT3 	5 	63 	
SHE9 	20 	324 	
RPT3 	1 	0 	
SXM1 	17 	90 	
YDR396W 	2 	1 	
NCB2 	2 	1 	
UTP5 	5 	20 	
HPT1 	5 	41 	
URH1 	8 	86 	
YDR401W 	16 	153 	
DIT2 	22 	223 	
DIT1 	19 	475 	
RPB7 	0 	0 	
MRP20 	23 	503 	
PDR15 	98 	3551 	
YDR406W-A 	2 	1 	
TRS120 	1 	0 	
ADE8 	0 	0 	
SIZ1 	18 	585 	
STE14 	6 	77 	
DFM1 	9 	211 	
RRP17 	1 	0 	
YDR413C 	1 	0 	
ERD1 	17 	190 	
YDR415C 	15 	275 	
SYF1 	10 	49 	
YDR417C 	2 	1 	
RPL12B 	2 	1 	
RAD30 	19 	242 	
HKR1 	22 	623 	
ARO80 	23 	539 	
SIP1 	12 	569 	
CAD1 	16 	297 	
DYN2 	4 	17 	
SNX41 	12 	322 	
YDR426C 	3 	3 	
RPN9 	2 	10 	
BNA7 	11 	207 	
TIF35 	0 	0 	
CYM1 	31 	901 	
YDR431W 	8 	44 	
NPL3 	0 	0 	
YDR433W 	0 	0 	
GPI17 	1 	0 	
PPM1 	10 	284 	
PPZ2 	18 	695 	
GPI19 	1 	0 	
THI74 	5 	226 	
LRS4 	6 	37 	
DOT1 	13 	196 	
APT2 	13 	376 	
YDR442W 	3 	26 	
SSN2 	17 	191 	
YDR444W 	20 	276 	
YDR445C 	9 	210 	
ECM11 	7 	117 	
RPS17B 	2 	1 	
ADA2 	2 	1 	
UTP6 	5 	47 	
RPS18A 	3 	5 	
YHP1 	21 	233 	
PPN1 	21 	487 	
TSA2 	16 	592 	
GUK1 	0 	0 	
YDR455C 	10 	153 	
NHX1 	19 	228 	
TOM1 	46 	1090 	
HEH2 	14 	208 	
PFA5 	17 	201 	
TFB3 	2 	2 	
MFA1 	1 	0 	
YDR461C-A 	1 	0 	
MRPL28 	2 	3 	
STP1 	4 	33 	
SPP41 	7 	40 	
YDR464C-A 	2 	1 	
RMT2 	11 	227 	
PKH3 	12 	191 	
YDR467C 	6 	191 	
TLG1 	4 	62 	
SDC1 	6 	67 	
UGO1 	8 	24 	
RPL27B 	5 	24 	
TRS31 	2 	1 	
PRP3 	5 	5 	
JIP4 	25 	504 	
YDR476C 	12 	168 	
SNF1 	3 	7 	
SNM1 	0 	0 	
PEX29 	15 	267 	
DIG2 	15 	858 	
PHO8 	12 	725 	
CWC21 	20 	590 	
KRE2 	9 	29 	
VPS52 	4 	23 	
VPS72 	16 	367 	
VPS60 	3 	168 	
RIB3 	0 	0 	
PAC11 	36 	530 	
SLD5 	1 	0 	
PKH1 	49 	1305 	
YDR491C 	20 	459 	
IZH1 	22 	278 	
MZM1 	4 	108 	
RSM28 	9 	96 	
VPS3 	10 	139 	
PUF6 	14 	381 	
ITR1 	7 	71 	
SEC20 	6 	30 	
LCD1 	4 	14 	
RPL37B 	5 	65 	
PLM2 	24 	455 	
SAM2 	11 	249 	
LPP1 	4 	92 	
SPG3 	2 	2 	
PSP1 	15 	139 	
GMC1 	45 	1082 	
GIN4 	29 	404 	
GNP1 	22 	666 	
YDR509W 	7 	46 	
SMT3 	0 	0 	
YDR510C-A 	1 	0 	
SDH7 	8 	125 	
EMI1 	22 	1071 	
GRX2 	3 	38 	
YDR514C 	22 	556 	
SLF1 	5 	35 	
EMI2 	15 	418 	
GRH1 	19 	344 	
EUG1 	19 	700 	
FPR2 	7 	309 	
URC2 	17 	239 	
YDR521W 	3 	53 	
SPS2 	8 	91 	
SPS1 	17 	289 	
AGE1 	16 	246 	
YDR524W-C 	0 	0 	
YDR524C-B 	2 	13 	
YDR524C-A 	8 	171 	
API2 	20 	370 	
SNA2 	12 	748 	
YDR526C 	0 	0 	
RBA50 	2 	52 	
HLR1 	16 	742 	
QCR7 	4 	32 	
APA2 	8 	124 	
CAB1 	1 	0 	
KRE28 	7 	11 	
HSP31 	8 	49 	
FIT1 	16 	235 	
YDR535C 	18 	832 	
STL1 	23 	776 	
YDR537C 	8 	115 	
PAD1 	12 	224 	
FDC1 	16 	198 	
IRC4 	4 	31 	
YDR541C 	19 	278 	
PAU10 	0 	0 	
YDR543C 	5 	5 	
YDR544C 	4 	6 	
YRF1-1 	0 	0 	
YDR545C-A 	0 	0 	
YEL077C 	20 	386 	
YEL077W-A 	3 	8 	
YEL076C-A 	0 	0 	
YEL076C 	0 	0 	
YEL075W-A 	1 	0 	
YEL075C 	1 	0 	
YEL074W 	21 	1111 	
YEL073C 	7 	85 	
RMD6 	10 	343 	
DLD3 	26 	543 	
DSF1 	16 	280 	
HXT13 	22 	563 	
YEL068C 	4 	21 	
YEL067C 	25 	1133 	
HPA3 	20 	487 	
SIT1 	33 	1126 	
AVT2 	23 	945 	
CAN1 	28 	637 	
NPR2 	10 	20 	
CIN8 	17 	172 	
PRB1 	32 	887 	
SOM1 	18 	243 	
HHY1 	30 	1672 	
PCM1 	0 	0 	
YEL057C 	22 	560 	
HAT2 	23 	210 	
POL5 	3 	2 	
RPL12A 	5 	17 	
YEL053W-A 	4 	4 	
MAK10 	31 	681 	
AFG1 	35 	505 	
VMA8 	2 	1 	
YEL050W-A 	6 	49 	
RML2 	36 	1108 	
PAU2 	4 	7 	
TCA17 	5 	14 	
FRD1 	35 	1825 	
GLY1 	2 	1 	
YEL045C 	29 	1235 	
IES6 	4 	11 	
YEL043W 	62 	3604 	
GDA1 	33 	834 	
YEF1 	31 	802 	
UTR2 	39 	1779 	
CYC7 	8 	84 	
UTR4 	28 	558 	
RAD23 	32 	528 	
ANP1 	14 	374 	
UTR5 	56 	2346 	
YEL034C-A 	4 	96 	
HYP2 	3 	52 	
MTC7 	25 	875 	
MCM3 	0 	0 	
YEL032C-A 	0 	0 	
SPF1 	77 	1924 	
YEL030C-A 	7 	38 	
ECM10 	68 	1179 	
BUD16 	16 	200 	
YEL028W 	16 	1064 	
VMA3 	2 	1 	
SNU13 	0 	0 	
YEL025C 	99 	3283 	
RIP1 	17 	435 	
YEL023C 	82 	2377 	
GEA2 	134 	3404 	
URA3 	17 	68663 	
YEL020C-B 	0 	0 	
TIM9 	3 	12 	
YEL020C 	83 	4509 	
MMS21 	14 	258 	
YEL018C-A 	12 	469 	
EAF5 	25 	784 	
PMP2 	9 	359 	
GTT3 	78 	1597 	
NPP2 	68 	3184 	
EDC3 	79 	4015 	
YEL014C 	25 	1042 	
VAC8 	49 	664 	
UBC8 	42 	1152 	
GLC3 	140 	7907 	
YEL010W 	31 	1424 	
YEL009C-A 	39 	1572 	
GCN4 	53 	1619 	
YEL008W 	28 	9203 	
YEL008C-A 	5 	75 	
MIT1 	56 	1114 	
YEA6 	79 	4237 	
VAB2 	52 	2133 	
YEA4 	78 	2558 	
GIM4 	29 	1919 	
WBP1 	7 	209 	
IRC22 	53 	3782 	
MNN1 	217 	15021 	
NOP16 	28 	398 	
PMI40 	3 	3 	
FMP52 	65 	3224 	
YND1 	143 	11021 	
NUG1 	20 	495 	
YER006C-A 	31 	1382 	
PAC2 	111 	5053 	
TMA20 	40 	1860 	
SEC3 	117 	3205 	
NTF2 	0 	0 	
YER010C 	40 	1453 	
TIR1 	38 	447 	
PRE1 	2 	2 	
PRP22 	29 	811 	
HEM14 	24 	458 	
BUD25 	43 	2332 	
FAA2 	85 	2632 	
BIM1 	57 	3610 	
AFG3 	73 	1362 	
SPC25 	6 	37 	
ISC1 	109 	4897 	
SBH2 	17 	335 	
GPA2 	60 	2015 	
RPN3 	7 	113 	
SRB4 	9 	52 	
PRO3 	0 	0 	
YER023C-A 	0 	0 	
YAT2 	104 	5675 	
GCD11 	1 	0 	
CHO1 	1 	0 	
GAL83 	34 	1133 	
MIG3 	62 	1910 	
SMB1 	11 	148 	
CHZ1 	6 	13 	
YPT31 	20 	583 	
FIR1 	61 	2255 	
ZRG8 	62 	1099 	
YER034W 	29 	4665 	
EDC2 	34 	782 	
ARB1 	8 	65 	
PHM8 	19 	584 	
KRE29 	2 	1 	
YER038W-A 	20 	496 	
HVG1 	29 	777 	
YER039C-A 	4 	126 	
GLN3 	39 	681 	
YEN1 	47 	1724 	
MXR1 	24 	819 	
SAH1 	0 	0 	
ERG28 	3 	32 	
MEI4 	53 	1596 	
ACA1 	24 	388 	
SPO73 	18 	551 	
YER046W-A 	8 	79 	
SAP1 	50 	1745 	
CAJ1 	21 	258 	
ISD11 	3 	35 	
TPA1 	24 	350 	
RSM18 	4 	13 	
JHD1 	32 	1047 	
HOM3 	28 	701 	
PIC2 	26 	433 	
YER053C-A 	2 	1 	
GIP2 	43 	1319 	
HIS1 	29 	657 	
FCY2 	29 	1060 	
RPL34A 	9 	68 	
HMF1 	5 	86 	
PET117 	11 	267 	
PCL6 	26 	493 	
FCY21 	32 	615 	
FCY22 	27 	778 	
CEM1 	23 	703 	
GPP2 	8 	61 	
THO1 	21 	496 	
VHR2 	39 	699 	
ICL1 	41 	1412 	
RRT13 	6 	231 	
YER066C-A 	13 	133 	
RGI1 	6 	47 	
YER067C-A 	4 	25 	
MOT2 	11 	124 	
YER068C-A 	10 	113 	
ARG5
RNR1 	13 	281 	
TDA2 	6 	14 	
VTC1 	12 	303 	
ALD5 	33 	682 	
RPS24A 	0 	0 	
YOS1 	0 	0 	
PTP3 	43 	561 	
YER076C 	33 	434 	
YER076W-A 	11 	120 	
YER077C 	28 	1005 	
ICP55 	36 	694 	
YER078W-A 	17 	108 	
YER079W 	10 	70 	
YER079C-A 	4 	51 	
AIM9 	20 	998 	
SER3 	23 	381 	
UTP7 	2 	2 	
GET2 	9 	120 	
YER084W 	17 	641 	
YER084W-A 	6 	56 	
YER085C 	6 	56 	
ILV1 	1 	0 	
AIM10 	14 	174 	
YER087C-A 	7 	101 	
SBH1 	5 	6 	
DOT6 	41 	1297 	
YER088C-A 	40 	1470 	
YER088W-B 	16 	1120 	
PTC2 	59 	2466 	
TRP2 	26 	445 	
YER090C-A 	1 	0 	
MET6 	23 	321 	
YER091C-A 	25 	1401 	
IES5 	15 	345 	
TSC11 	31 	509 	
AIM11 	5 	17 	
PUP3 	0 	0 	
RAD51 	15 	93 	
SHC1 	10 	124 	
YER097W 	16 	314 	
UBP9 	21 	335 	
PRS2 	12 	168 	
UBC6 	11 	384 	
AST2 	17 	302 	
RPS8B 	3 	2 	
SSA4 	18 	326 	
RTT105 	4 	29 	
NUP157 	38 	1187 	
MAM1 	19 	132 	
GLE2 	0 	0 	
YER107W-A 	4 	7 	
FLO8 	32 	251 	
KAP123 	16 	182 	
SWI4 	16 	198 	
LSM4 	0 	0 	
TMN3 	28 	548 	
BOI2 	27 	719 	
SPR6 	5 	29 	
SLX8 	11 	114 	
RPL23B 	1 	0 	
SHO1 	15 	106 	
AVT6 	19 	914 	
YER119C-A 	18 	527 	
SCS2 	10 	88 	
YER121W 	12 	55 	
GLO3 	18 	348 	
YCK3 	12 	19 	
DSE1 	21 	163 	
RSP5 	0 	0 	
NSA2 	0 	0 	
LCP5 	2 	1 	
VFA1 	6 	342 	
SAK1 	30 	907 	
COM2 	18 	644 	
RPS26B 	3 	30 	
PMD1 	53 	1266 	
GLC7 	3 	11 	
YER133W-A 	4 	27 	
YER134C 	7 	71 	
YER135C 	7 	50 	
GDI1 	0 	0 	
YER137C 	12 	188 	
YER137W-A 	7 	30 	
YER138W-A 	1 	0 	
RTR1 	5 	40 	
EMP65 	17 	375 	
COX15 	14 	254 	
MAG1 	8 	29 	
DDI1 	25 	402 	
UBP5 	36 	470 	
FTR1 	28 	280 	
YER145C-A 	12 	159 	
LSM5 	3 	28 	
SCC4 	3 	9 	
YER147C-A 	1 	0 	
SPT15 	1 	0 	
YER148W-A 	10 	266 	
PEA2 	22 	608 	
SPI1 	7 	69 	
UBP3 	18 	90 	
YER152C 	23 	724 	
YER152W-A 	11 	367 	
PET122 	23 	639 	
OXA1 	25 	374 	
BEM2 	32 	1056 	
YER156C 	7 	24 	
COG3 	17 	243 	
YER158C 	26 	342 	
YER158W-A 	5 	9 	
BUR6 	5 	213 	
SPT2 	12 	167 	
RAD4 	17 	216 	
GCG1 	6 	176 	
CHD1 	31 	571 	
PAB1 	1 	0 	
YER165C-A 	3 	16 	
DNF1 	45 	1501 	
BCK2 	14 	302 	
CCA1 	1 	0 	
RPH1 	9 	120 	
ADK2 	8 	197 	
RAD3 	5 	31 	
BRR2 	6 	192 	
YER172C-A 	4 	28 	
RAD24 	11 	177 	
GRX4 	14 	213 	
TMT1 	16 	411 	
YER175W-A 	1 	0 	
ECM32 	89 	3968 	
BMH1 	9 	163 	
PDA1 	22 	898 	
DMC1 	19 	604 	
ISC10 	13 	204 	
SLO1 	2 	2 	
YER181C 	1 	0 	
FMP10 	7 	134 	
FAU1 	11 	175 	
TOG1 	42 	842 	
PUG1 	12 	282 	
YER186C 	26 	470 	
YER187W 	11 	113 	
YER188W 	5 	57 	
YER188C-A 	15 	151 	
YER189W 	0 	0 	
YRF1-2 	12 	363 	
YER190C-A 	0 	0 	
YER190C-B 	0 	0 	
YFL068W 	0 	0 	
YFL067W 	1 	0 	
YFL066C 	0 	0 	
YFL065C 	2 	2 	
YFL064C 	0 	0 	
YFL063W 	8 	285 	
COS4 	5 	66 	
DDI2 	1 	0 	
SNO3 	4 	19 	
SNZ3 	5 	38 	
THI5 	11 	92 	
AAD16 	14 	136 	
AAD6 	12 	122 	
AGP3 	34 	760 	
YFL054C 	45 	1724 	
DAK2 	48 	1117 	
YFL052W 	21 	451 	
YFL051C 	8 	72 	
ALR2 	68 	2279 	
SWP82 	29 	688 	
EMP47 	19 	745 	
RGD2 	37 	633 	
FMP32 	19 	1378 	
SEC53 	1 	0 	
OTU1 	19 	936 	
YFL042C 	35 	1345 	
YFL041W-A 	4 	7 	
FET5 	40 	1354 	
YFL040W 	44 	2009 	
ACT1 	0 	0 	
YPT1 	0 	0 	
TUB2 	1 	0 	
RPO41 	34 	583 	
MOB2 	8 	246 	
RPL22B 	13 	101 	
YFL034W 	62 	2015 	
RIM15 	84 	2814 	
YFL032W 	14 	734 	
HAC1 	23 	578 	
YFL031C-A 	1 	0 	
AGX1 	62 	1652 	
CAK1 	1 	0 	
CAF16 	22 	840 	
GYP8 	41 	1013 	
STE2 	38 	965 	
BST1 	81 	1681 	
EPL1 	17 	285 	
BUD27 	74 	1867 	
FRS2 	1 	0 	
YFL021C-A 	77 	3499 	
GAT1 	97 	3427 	
PAU5 	8 	293 	
YFL019C 	10 	14 	
LPD1 	63 	1422 	
SMX2 	0 	0 	
GNA1 	1 	0 	
MDJ1 	67 	2824 	
YFL015W-A 	20 	905 	
YFL015C 	45 	4057 	
HSP12 	15 	244 	
YFL013W-A 	70 	9845 	
IES1 	129 	12934 	
YFL012W-A 	26 	3967 	
YFL012W 	20 	612 	
HXT10 	82 	4717 	
AUA1 	15 	276 	
WWM1 	41 	1159 	
CDC4 	9 	60 	
SMC1 	2 	25 	
BLM10 	225 	7443 	
SEC4 	0 	0 	
VTC2 	120 	4623 	
MSH4 	195 	9327 	
SPB4 	9 	111 	
DEG1 	110 	3775 	
LOC1 	36 	288 	
NIC96 	69 	2336 	
YPI1 	11 	89 	
RPN11 	8 	40 	
SAD1 	1 	0 	
YFR006W 	132 	8798 	
YFH7 	84 	4392 	
FAR7 	38 	543 	
GCN20 	127 	5142 	
YFR009W-A 	8 	84 	
UBP6 	20 	110 	
YFR010W-A 	12 	298 	
MIC19 	28 	2021 	
DCV1 	42 	2976 	
YFR012W-A 	6 	98 	
IOC3 	132 	4416 	
CMK1 	87 	3235 	
GSY1 	114 	6988 	
YFR016C 	140 	4310 	
IGD1 	40 	2974 	
YFR018C 	83 	15112 	
FAB1 	116 	4847 	
YFR020W 	49 	2083 	
ATG18 	72 	2420 	
ROG3 	99 	3532 	
PES4 	66 	2092 	
LSB3 	43 	856 	
HIS2 	47 	1620 	
ULI1 	37 	3474 	
ECO1 	0 	0 	
CDC14 	18 	188 	
PTR3 	2 	1 	
MET10 	71 	1631 	
SMC2 	0 	0 	
RPL2A 	35 	779 	
RRT5 	37 	1038 	
RPL29 	20 	376 	
YFR032C-B 	20 	278 	
QCR6 	30 	1821 	
PHO4 	76 	9337 	
YFR034W-A 	23 	3249 	
YFR035C 	23 	2015 	
CDC26 	15 	332 	
YFR036W-A 	13 	256 	
RSC8 	12 	253 	
IRC5 	56 	1266 	
OSW7 	20 	616 	
SAP155 	30 	269 	
ERJ5 	33 	1451 	
KEG1 	1 	0 	
IRC6 	20 	504 	
DUG1 	46 	3196 	
YFR045W 	21 	441 	
CNN1 	15 	250 	
BNA6 	22 	882 	
RMD8 	48 	1722 	
YMR31 	7 	76 	
PRE4 	0 	0 	
RET2 	37 	1578 	
RPN12 	2 	1 	
YFR052C-A 	14 	41 	
HXK1 	27 	775 	
YFR054C 	8 	120 	
YFR056C 	16 	264 	
IRC7 	18 	260 	
YFR057W 	1 	0 	
COS12 	1 	0 	
