gene_name number_of_transposon_per_gene number_of_read_per_gene
YDR406W-A 5 14
TRS120 5 30
ADE8 5 17
SIZ1 14 190
STE14 28 712
DFM1 13 248
RRP17 0 0
YDR413C 0 0
ERD1 11 83
YDR415C 10 238
SYF1 18 624
YDR417C 1 0
RPL12B 0 0
RAD30 16 104
HKR1 36 957
ARO80 25 758
SIP1 31 1302
CAD1 13 266
DYN2 1 0
SNX41 19 426
YDR426C 5 18
RPN9 2 1
BNA7 6 70
TIF35 2 1
CYM1 41 1697
YDR431W 14 457
NPL3 3 5
YDR433W 3 5
GPI17 4 3
PPM1 10 195
PPZ2 22 637
GPI19 0 0
THI74 22 462
LRS4 4 52
DOT1 22 621
APT2 8 288
YDR442W 12 491
SSN2 56 2833
YDR444W 33 953
YDR445C 15 558
ECM11 12 196
RPS17B 9 153
ADA2 6 18
UTP6 5 34
RPS18A 6 64
YHP1 27 682
PPN1 41 2424
TSA2 21 950
GUK1 0 0
YDR455C 5 24
NHX1 10 216
TOM1 83 3433
HEH2 12 138
PFA5 13 109
TFB3 1 0
MFA1 6 96
YDR461C-A 6 8
MRPL28 1 0
STP1 20 281
SPP41 10 56
YDR464C-A 0 0
RMT2 12 314
PKH3 21 686
YDR467C 6 132
TLG1 4 16
SDC1 4 33
UGO1 6 35
RPL27B 11 36
TRS31 2 1
PRP3 8 27
JIP4 24 897
YDR476C 37 1469
SNF1 4 4
SNM1 2 1
PEX29 20 577
DIG2 22 706
PHO8 33 2511
CWC21 13 276
KRE2 20 209
VPS52 4 4
VPS72 28 1103
VPS60 3 2
RIB3 0 0
PAC11 3 50
SLD5 3 2
PKH1 39 1019
YDR491C 36 1216
IZH1 7 153
MZM1 7 76
RSM28 9 135
VPS3 20 613
PUF6 11 298
ITR1 24 814
SEC20 6 105
LCD1 11 287
RPL37B 14 108
PLM2 29 1219
SAM2 23 489
LPP1 10 314
SPG3 0 0
PSP1 11 91
GMC1 80 3550
GIN4 10 45
GNP1 19 1011
YDR509W 8 171
SMT3 0 0
YDR510C-A 4 216
SDH7 11 182
EMI1 24 660
GRX2 4 24
YDR514C 24 820
SLF1 11 57
EMI2 17 671
GRH1 15 751
EUG1 15 617
FPR2 3 14
URC2 15 503
YDR521W 3 39
SPS2 21 643
SPS1 27 396
AGE1 11 81
YDR524W-C 7 226
YDR524C-B 5 27
YDR524C-A 10 92
API2 29 576
SNA2 24 1730
YDR526C 0 0
RBA50 4 3
HLR1 17 437
QCR7 2 5
APA2 15 240
CAB1 3 13
KRE28 10 236
HSP31 8 35
FIT1 15 441
YDR535C 36 1957
STL1 23 822
YDR537C 4 30
PAD1 11 350
FDC1 22 333
IRC4 7 184
YDR541C 14 339
PAU10 0 0
YDR543C 24 354
YDR544C 15 442
YRF1-1 17 45
YDR545C-A 0 0
YEL077C 69 1884
YEL077W-A 6 134
YEL076C-A 5 4
YEL076C 5 4
YEL075W-A 7 7
YEL075C 1 0
YEL074W 44 2323
YEL073C 7 201
RMD6 11 291
DLD3 39 1302
DSF1 22 1055
HXT13 18 484
YEL068C 4 41
YEL067C 50 2756
HPA3 12 229
SIT1 35 1801
AVT2 32 1480
CAN1 29 1038
NPR2 4 48
CIN8 13 47
PRB1 54 2157
SOM1 21 240
HHY1 57 2404
PCM1 2 1
YEL057C 29 1380
HAT2 17 620
POL5 7 8
RPL12A 12 275
YEL053W-A 9 157
MAK10 27 1178
AFG1 24 704
VMA8 1 0
YEL050W-A 3 72
RML2 14 159
PAU2 6 56
TCA17 4 78
FRD1 31 1132
GLY1 11 641
YEL045C 57 1997
IES6 2 1
YEL043W 64 2661
GDA1 20 236
YEF1 37 1566
UTR2 37 1176
CYC7 8 48
UTR4 20 772
RAD23 19 355
ANP1 12 341
UTR5 87 2347
YEL034C-A 9 115
HYP2 5 7
MTC7 66 3446
MCM3 6 8
YEL032C-A 1 0
SPF1 45 1688
YEL030C-A 3 2
ECM10 31 279
BUD16 9 87
YEL028W 3 87
VMA3 2 1
SNU13 0 0
YEL025C 80 3921
RIP1 3 2
YEL023C 43 1616
GEA2 53 1287
URA3 616 80814
YEL020C-B 1 0
TIM9 4 22
YEL020C 59 2335
MMS21 9 201
YEL018C-A 8 129
EAF5 29 1195
PMP2 4 56
GTT3 40 1271
NPP2 61 3388
EDC3 40 1596
YEL014C 59 2001
VAC8 5 14
UBC8 33 631
GLC3 99 4536
YEL010W 39 1551
YEL009C-A 48 2030
GCN4 18 342
YEL008W 114 10229
YEL008C-A 33 2241
MIT1 32 540
YEA6 59 1695
VAB2 26 1187
YEA4 45 2343
GIM4 27 1392
WBP1 7 98
IRC22 40 2229
MNN1 108 4205
NOP16 22 486
PMI40 3 2
FMP52 71 4114
YND1 109 6924
NUG1 12 231
YER006C-A 26 1028
PAC2 51 1956
TMA20 29 1124
SEC3 48 2656
NTF2 0 0
YER010C 31 869
TIR1 18 653
PRE1 4 27
PRP22 21 444
HEM14 16 119
BUD25 55 2350
FAA2 57 3080
BIM1 30 1679
AFG3 36 425
SPC25 7 97
ISC1 150 9021
SBH2 8 77
GPA2 49 1401
RPN3 16 579
SRB4 13 295
PRO3 2 2
YER023C-A 1 0
YAT2 80 4835
GCD11 4 7
CHO1 1 0
GAL83 33 1168
MIG3 57 1971
SMB1 6 169
CHZ1 4 37
YPT31 17 248
FIR1 53 3040
ZRG8 38 854
YER034W 69 4203
EDC2 73 4009
ARB1 6 13
PHM8 26 992
KRE29 5 15
YER038W-A 11 522
HVG1 18 627
YER039C-A 6 92
GLN3 34 1666
YEN1 47 1271
MXR1 14 489
SAH1 4 3
ERG28 9 107
MEI4 57 2653
ACA1 21 805
SPO73 14 516
YER046W-A 9 376
SAP1 37 1761
CAJ1 21 1198
ISD11 4 59
TPA1 23 464
RSM18 1 0
JHD1 42 2001
HOM3 50 1985
PIC2 21 740
YER053C-A 2 1
GIP2 33 1245
HIS1 30 1271
FCY2 24 767
RPL34A 7 46
HMF1 6 54
PET117 2 1
PCL6 27 857
FCY21 22 982
FCY22 26 672
CEM1 22 637
GPP2 15 630
THO1 22 1186
VHR2 25 652
ICL1 38 1361
RRT13 8 53
YER066C-A 16 183
RGI1 4 141
YER067C-A 2 78
MOT2 13 224
YER068C-A 4 69
ARG5,6 11 26
RNR1 9 121
TDA2 4 116
VTC1 12 237
ALD5 33 1178
RPS24A 1 0
YOS1 0 0
PTP3 31 1062
YER076C 30 907
YER076W-A 16 365
YER077C 24 750
ICP55 42 2080
YER078W-A 25 354
YER079W 9 123
YER079C-A 7 165
AIM9 17 475
SER3 38 1503
UTP7 9 255
GET2 14 352
YER084W 22 853
YER084W-A 5 250
YER085C 5 250
ILV1 26 607
AIM10 9 162
YER087C-A 3 18
SBH1 0 0
DOT6 60 1875
YER088C-A 48 1180
YER088W-B 12 378
PTC2 47 2527
TRP2 33 1431
YER090C-A 1 0
MET6 30 370
YER091C-A 52 1981
IES5 7 22
TSC11 39 1343
AIM11 8 70
PUP3 0 0
RAD51 4 9
SHC1 28 1030
YER097W 14 140
UBP9 22 610
PRS2 23 1157
UBC6 12 373
AST2 21 981
RPS8B 8 170
SSA4 29 977
RTT105 10 370
NUP157 40 2314
MAM1 6 116
GLE2 4 4
YER107W-A 6 18
KAP123 21 320
SWI4 6 11
LSM4 3 4
TMN3 22 212
BOI2 37 1926
SPR6 3 3
SLX8 13 561
RPL23B 2 1
SHO1 14 201
AVT6 25 509
YER119C-A 31 1915
SCS2 11 206
YER121W 14 575
GLO3 10 51
YCK3 9 44
DSE1 23 411
RSP5 3 2
NSA2 2 2
LCP5 3 2
VFA1 16 607
SAK1 43 1854
COM2 19 672
RPS26B 9 123
PMD1 76 3101
GLC7 2 1
YER133W-A 1 0
YER134C 6 66
YER135C 4 39
GDI1 2 1
YER137C 16 1088
YER137W-A 8 230
YER138W-A 0 0
RTR1 5 91
EMP65 27 1705
COX15 20 454
MAG1 10 459
DDI1 22 578
UBP5 32 1619
FTR1 20 679
YER145C-A 18 757
LSM5 2 7
SCC4 24 459
YER147C-A 2 3
SPT15 1 0
YER148W-A 8 167
PEA2 18 365
SPI1 15 1320
UBP3 17 373
YER152C 35 769
YER152W-A 11 337
PET122 30 441
OXA1 23 255
BEM2 11 96
YER156C 10 91
COG3 19 481
YER158C 21 412
YER158W-A 5 57
BUR6 3 2
SPT2 15 279
RAD4 14 331
GCG1 9 98
CHD1 24 323
PAB1 2 1
YER165C-A 2 48
DNF1 43 1285
BCK2 13 174
CCA1 3 2
RPH1 30 1035
ADK2 14 390
RAD3 5 26
BRR2 14 51
YER172C-A 2 7
RAD24 23 450
GRX4 21 393
TMT1 21 801
YER175W-A 4 13
ECM32 98 5064
BMH1 21 485
PDA1 20 688
DMC1 34 1940
ISC10 11 159
SLO1 5 41
YER181C 3 10
FMP10 11 296
FAU1 9 267
TOG1 25 831
PUG1 14 487
YER186C 25 1151
YER187W 12 598
YER188W 11 144
YER188C-A 28 1111
YER189W 2 1
YRF1-2 42 795
YER190C-A 1 0
YER190C-B 2 1
YFL068W 0 0
YFL067W 11 50
YFL066C 4 3
YFL065C 3 8
YFL064C 4 3
YFL063W 22 430
COS4 20 650
DDI2 3 3
SNO3 8 156
SNZ3 6 58
THI5 12 427
AGP3 30 1239
YFL054C 48 2596
DAK2 24 884
YFL052W 21 655
YFL051C 11 238
ALR2 72 3286
SWP82 37 970
EMP47 19 393
RGD2 33 1096
FMP32 26 1554
SEC53 0 0
OTU1 22 769
YFL042C 42 2078
YFL041W-A 2 11
FET5 43 1976
YFL040W 73 4374
ACT1 1 0
YPT1 0 0
TUB2 5 4
RPO41 18 66
MOB2 12 406
RPL22B 21 927
YFL034W 71 3421
RIM15 67 1648
YFL032W 40 1421
HAC1 5 76
YFL031C-A 0 0
AGX1 38 2521
CAK1 2 1
CAF16 32 1523
GYP8 53 1678
STE2 30 1577
BST1 40 928
EPL1 24 729
BUD27 62 3474
FRS2 3 2
YFL021C-A 124 6175
GAT1 71 1630
PAU5 7 63
YFL019C 7 13
LPD1 23 255
SMX2 1 0
GNA1 1 0
MDJ1 61 1975
YFL015W-A 28 956
YFL015C 63 3190
HSP12 19 503
YFL013W-A 83 4083
IES1 96 4775
YFL012W-A 70 4239
YFL012W 14 309
HXT10 53 2050
AUA1 14 614
WWM1 29 1009
CDC4 12 151
SMC1 5 7
BLM10 223 10560
SEC4 1 0
VTC2 56 1956
MSH4 171 7965
SPB4 6 13
DEG1 48 1372
LOC1 11 116
NIC96 44 3001
YPI1 0 0
RPN11 7 45
SAD1 5 4
YFR006W 95 5679
YFH7 76 4421
FAR7 11 25
GCN20 80 4171
YFR009W-A 3 28
UBP6 34 258
YFR010W-A 9 215
MIC19 24 920
DCV1 47 2156
YFR012W-A 1 0
IOC3 73 4707
CMK1 51 2365
GSY1 89 3648
YFR016C 100 4762
IGD1 48 2375
YFR018C 199 12941
FAB1 82 2974
YFR020W 21 548
ATG18 57 1593
ROG3 68 2587
PES4 54 2501
LSB3 45 1217
HIS2 62 3690
ULI1 72 3529
ECO1 1 0
CDC14 11 609
PTR3 19 239
MET10 53 1457
SMC2 6 8
RPL2A 20 355
RRT5 47 2239
RPL29 24 1038
YFR032C-B 46 2257
QCR6 30 1161
PHO4 158 5311
YFR034W-A 79 4933
YFR035C 61 2796
CDC26 5 35
YFR036W-A 7 183
RSC8 8 184
IRC5 43 1538
OSW7 0 0
SAP155 18 245
ERJ5 25 1405
KEG1 1 0
IRC6 18 742
DUG1 61 4147
YFR045W 22 861
CNN1 13 181
BNA6 20 407
RMD8 52 1870
YMR31 16 463
PRE4 4 4
RET2 31 1486
RPN12 6 27
YFR052C-A 9 206
HXK1 39 2276
YFR054C 6 28
YFR056C 16 635
IRC7 15 276
YFR057W 5 40
COS12 0 0
YGL262W 0 0
PAU11 0 0
YGL260W 2 1
YPS5 1 0
YGL258W-A 2 25
VEL1 11 176
MNT2 25 642
ADH4 9 281
ZRT1 1 0
FZF1 30 2086
HXK2 23 1178
RTG2 9 123
HFM1 35 1549
RMR1 4 28
ZIP2 48 2609
PDE1 25 965
BRR6 2 2
RAI1 10 98
GUS1 3 2
RTF1 7 10
TAD1 14 181
YGL242C 10 686
KAP114 17 463
DOC1 0 0
YGL239C 8 211
CSE1 8 132
HAP2 15 334
MTO1 29 1181
YGL235W 12 474
ADE5,7 2 1
SEC15 3 3
TAN1 12 391
EMC4 12 210
YGL230C 4 34
SAP4 32 1032
SHE10 29 1077
VID30 27 1014
OST5 8 36
MTC3 5 95
VRG4 1 0
SDT1 15 301
COG1 11 178
EDC1 9 246
NIF3 7 278
FRA2 8 284
MDM34 4 36
YGL218W 1 0
YGL217C 5 156
KIP3 26 652
CLG1 8 256
YGL214W 3 21
SKI8 4 52
VAM7 2 1
NCS6 3 10
YPT32 10 377
MIG2 16 430
SIP2 34 981
SPT16 8 101
CHC1 12 71
POX1 41 1411
YGL204C 6 34
KEX1 20 248
ARO8 12 248
MCM6 11 14
EMP24 18 479
YGL199C 9 226
YIP4 11 171
MDS3 29 383
DSD1 25 736
GCN1 49 1674
YGL194C-A 5 56
HOS2 15 141
YGL193C 7 212
IME4 20 611
COX13 4 10
CDC55 3 2
RPS26A 0 0
YGL188C-A 0 0
YGL188C 18 292
COX4 12 152
TPN1 25 668
YGL185C 29 1498
STR3 28 1396
MND1 16 978
YGL182C 7 148
GTS1 40 1464
ATG1 20 906
TOS3 31 1548
MPT5 33 984
YGL177W 13 479
YGL176C 29 463
SAE2 13 150
BUD13 19 944
XRN1 13 337
NUP49 8 175
ROK1 7 17
SPO74 14 310
SUA5 4 22
HUR1 9 199
PMR1 5 6
CUP2 7 14
YGL165C 29 442
YRB30 15 471
RAD54 10 39
SUT1 7 210
YIP5 11 216
AIM14 19 222
YGL159W 11 106
RCK1 34 1417
ARI1 15 246
AMS1 45 1570
CDC43 3 2
LYS5 9 84
PEX14 9 333
YGL152C 17 528
NUT1 22 1382
INO80 13 174
YGL149W 20 461
ARO2 12 105
RPL9A 8 244
RRT6 18 899
TIP20 13 376
ROG1 23 981
MRF1 15 111
GPI10 1 0
HUL5 24 500
YGL140C 40 1779
FLC3 16 355
YGL138C 10 428
SEC27 6 7
MRM2 13 354
RPL1B 5 4
PCL10 13 520
ITC1 48 2034
YGL132W 5 51
SNT2 41 1530
CEG1 0 0
RSM23 3 5
CWC23 3 12
SOH1 4 17
SCS3 95 3305
MET13 33 1249
MON1 14 530
RPS2 0 0
YGL123C-A 0 0
NAB2 10 16
GPG1 3 66
PRP43 12 138
COQ8 8 57
YGL118C 26 1747
YGL117W 15 512
CDC20 2 1
SNF4 5 11
YGL114W 35 1310
SLD3 7 102
TAF6 0 0
NSA1 2 5
CUE3 21 902
YGL109W 16 792
YGL108C 10 232
RMD9 9 81
MLC1 0 0
ARC1 11 122
VPS73 21 295
RPL28 1 0
YGL102C 0 0
YGL101W 7 159
SEH1 2 30
LSG1 6 38
USE1 0 0
SRM1 8 24
TOS8 32 1413
VPS45 3 10
PAN2 30 628
SPC105 15 157
NUP145 24 416
NBP35 6 46
LIF1 20 603
MF(ALPHA)2 7 192
YGL088W 18 712
MMS2 16 300
MAD1 43 2162
LCL3 10 378
GUP1 11 124
SCY1 41 1472
YGL082W 18 174
YGL081W 14 356
MPC1 11 263
KXD1 5 79
DBP3 9 167
HNM1 30 1048
RPL7A 4 4
MPS2 13 86
YGL074C 13 682
HSF1 34 1768
YGL072C 30 2060
AFT1 17 383
RPB9 6 165
YGL069C 0 0
MNP1 0 0
NPY1 21 394
SGF73 19 738
ALG2 7 44
MRH4 24 291
PUS2 91 4939
YGL063C-A 29 2166
PYC1 40 2355
DUO1 9 143
YBP2 19 407
PKP2 35 1822
RAD6 1 0
GEP7 18 284
SDS23 42 1474
OLE1 5 100
ERV14 3 3
PRM8 8 93
YGL052W 7 364
MST27 35 1702
TYW3 19 783
TIF4632 24 788
RPT6 2 1
ALG13 2 40
RIM8 43 1348
RNA15 0 0
DST1 18 405
YGL042C 11 572
YGL041C-B 17 729
YGL041W-A 14 271
YGL041C 5 11
HEM2 1 0
YGL039W 15 219
OCH1 3 9
PNC1 14 434
YGL036W 43 1541
MIG1 23 409
YGL034C 34 696
HOP2 14 432
AGA2 10 248
RPL24A 15 148
RPL30 2 1
CGR1 2 2
SCW11 27 738
CWH41 54 1747
TRP5 48 1523
PGD1 18 174
YGL024W 28 643
PIB2 39 995
STT3 7 40
ALK1 52 3103
GET1 10 93
CKB1 19 80
JAC1 1 0
ATE1 35 1551
KAP122 61 2515
YGL015C 20 718
PUF4 50 2617
YGL014C-A 3 2
PDR1 67 2868
ERG4 11 51
SCL1 1 0
MPO1 32 1919
LEU1 98 4746
PMA1 5 4
YGL007C-A 4 37
BRP1 52 2930
YGL006W-A 24 898
PMC1 111 5285
COG7 30 786
RPN14 79 3370
CDH1 63 1636
ERP6 45 2604
ERG26 3 2
EFM5 48 1134
SWC4 40 1774
CUL3 75 3128
PEX31 14 202
TFG2 8 92
PRP18 24 1803
ECT1 43 2383
STF2 18 371
SEC9 9 62
NMA2 42 1526
YGR011W 8 471
YGR012W 50 2848
SNU71 47 997
MSB2 80 1912
YGR015C 67 3559
YGR016W 32 1950
YGR017W 32 1143
YGR018C 13 253
UGA1 92 5156
VMA7 4 21
YGR021W 57 1656
YGR022C 19 1142
MTL1 47 1852
THG1 1 0
YGR025W 52 3272
YGR026W 34 1738
RPS25A 7 91
MSP1 21 523
ERV1 1 0
POP6 1 0
IMO32 94 3239
NAG1 36 952
GSC2 172 9915
TIM21 19 248
RPL26B 18 505
YGR035C 7 48
YGR035W-A 20 892
CAX4 5 9
ACB1 2 1
ORM1 16 456
YGR039W 15 406
KSS1 14 473
BUD9 43 1876
YGR042W 30 434
NQM1 19 817
RME1 20 989
YGR045C 50 2404
TAM41 9 301
TFC4 3 3
UFD1 6 24
SCM4 36 762
YGR050C 43 1721
YGR051C 28 854
FMP48 19 400
YGR053C 14 198
YGR054W 29 705
MUP1 18 213
RSC1 31 964
LST7 2 1
PEF1 10 217
SPR3 18 907
ERG25 2 1
ADE6 4 4
COX18 4 52
SPT4 7 142
YGR064W 19 482
VHT1 6 16
YGR066C 15 532
YGR067C 50 2787
ART5 115 5537
YGR068W-A 1 0
YGR069W 14 730
ROM1 62 2903
ENV11 18 758
UPF3 10 145
YGR073C 5 14
SMD1 3 11
PRP38 0 0
MRPL25 7 41
PEX8 25 473
PAC10 4 20
YGR079W 23 1021
TWF1 12 360
SLX9 13 1135
TOM20 3 4
GCD2 0 0
MRP13 20 394
RPL11B 2 2
PIL1 10 233
PDC6 73 3421
CTT1 28 557
NNF2 40 1607
UTP22 2 1
PRP31 14 489
DBF2 11 205
DRN1 20 419
VAS1 16 83
RRP46 3 2
TPC1 58 2750
ASK10 49 1722
ESP1 5 18
TEL2 6 78
MDR1 30 1286
PCP1 19 344
GTF1 3 16
NOP7 1 0
SRB5 4 9
VMA21 0 0
VOA1 8 159
YGR107W 37 1615
CLB1 18 699
CLB6 25 1600
CLD1 10 254
YGR111W 7 115
SHY1 10 270
DAM1 8 265
YGR114C 15 539
YGR115C 0 0
SPT6 9 25
YGR117C 17 531
RPS23A 6 13
NUP57 2 2
COG2 5 145
MEP1 44 1825
YGR121W-A 27 1199
YGR122W 13 212
YGR122C-A 1 0
PPT1 17 747
ASN2 27 1272
YGR125W 33 1310
YGR126W 7 156
YGR127W 18 714
UTP8 4 13
SYF2 8 216
YGR130C 28 793
FHN1 10 126
PHB1 8 87
PEX4 9 196
CAF130 32 1276
PRE9 8 70
LSB1 9 74
YGR137W 8 81
TPO2 18 748
YGR139W 16 552
CBF2 9 27
VPS62 70 2519
BTN2 21 307
SKN1 34 819
THI4 33 601
ENP2 12 269
ECL1 0 0
YGR146C-A 15 377
NAT2 15 436
RPL24B 15 255
YGR149W 11 190
CCM1 18 146
YGR151C 5 131
RSR1 10 239
YGR153W 6 114
GTO1 20 831
CYS4 5 49
PTI1 2 2
CHO2 33 1474
MTR3 1 0
NSR1 6 18
YGR160W 4 10
RTS3 28 1018
YGR161W-C 5 13
TIF4631 22 449
GTR2 10 100
YGR164W 15 322
MRPS35 10 30
TRS65 33 1116
CLC1 0 0
YGR168C 18 721
PUS6 24 1179
LSO2 5 43
PSD2 39 1505
MSM1 7 205
YIP1 3 3
RBG2 14 445
CBP4 7 77
YGR174W-A 2 9
ERG1 1 0
YGR176W 42 2870
ATF2 68 3687
PBP1 35 891
OKP1 9 60
RNR4 7 89
TIM13 13 273
YGR182C 10 113
QCR9 3 34
UBR1 35 238
TYS1 3 2
TFG1 7 216
HGH1 7 242
BUB1 5 6
CRH1 7 94
YGR190C 3 53
HIP1 6 6
TDH3 27 480
PDX1 31 980
XKS1 32 1248
SKI6 4 45
FYV8 25 1223
SNG1 18 311
YPP1 5 8
PMT6 26 1167
ELP2 16 310
YGR201C 19 1105
PCT1 22 232
YCH1 64 2494
ADE3 18 379
YGR204C-A 2 4
TDA10 14 648
MVB12 4 13
CIR1 6 63
SER2 2 1
TRX2 9 159
YGR210C 26 1047
ZPR1 4 3
SLI1 20 1249
RTA1 9 234
RPS0A 12 97
RSM27 4 48
GPI1 4 10
CCH1 44 2831
CRM1 12 23
YGR219W 6 209
MRPL9 6 19
TOS2 25 1104
PET54 7 41
HSV2 17 315
AZR1 23 874
AMA1 17 468
YGR226C 2 13
DIE2 6 46
YGR228W 5 133
SMI1 18 457
BNS1 16 411
PHB2 14 470
NAS6 11 866
PHO81 38 1293
YHB1 23 799
MIC26 17 346
SPG1 8 44
YGR237C 21 609
KEL2 35 2344
PEX21 27 1088
PFK1 52 2392
YGR240C-A 21 1078
YAP1802 19 770
YGR242W 3 31
MPC3 2 58
LSC2 35 1614
SDA1 8 31
BRF1 1 0
CPD1 19 1004
SOL4 14 374
MGA1 11 227
YGR250C 20 510
NOP19 4 3
GCN5 10 42
PUP2 4 3
ENO1 24 560
COQ6 16 150
GND2 23 1025
MTM1 7 6
RAD2 35 1227
YGR259C 7 163
TNA1 30 1588
APL6 19 369
BUD32 5 19
SAY1 25 549
MES1 2 1
YGR265W 14 242
YGR266W 35 953
FOL2 2 1
HUA1 21 884
YGR269W 29 1906
YTA7 39 723
YGR270C-A 2 1
SLH1 58 2288
EFG1 7 103
YGR273C 4 40
TAF1 6 14
RTT102 5 50
RNH70 25 985
CAB4 0 0
CWC22 4 116
SCW4 12 119
PXR1 4 31
YOR1 77 3438
BGL2 14 386
YGR283C 9 294
ERV29 8 80
ZUO1 7 8
BIO2 16 741
IMA1 37 1408
MAL13 26 1314
MAL11 16 296
YGR290W 2 13
YGR291C 9 194
MAL12 9 127
YGR293C 4 11
PAU12 0 0
COS6 4 137
YRF1-3 18 24
YGR296C-A 1 0
YGR296C-B 0 0
YHL050C 26 341
YHL050W-A 8 17
YHL049C 5 4
YHL048C-A 5 21
COS8 26 1036
ARN2 38 1540
YHL046W-A 3 11
PAU13 4 169
YHL045W 20 675
YHL044W 10 339
ECM34 17 499
YHL042W 37 1951
YHL041W 43 812
ARN1 39 1576
EFM1 42 1876
CBP2 13 164
YHL037C 41 1784
MUP3 45 2202
VMR1 114 5443
YHL034W-A 3 8
SBP1 6 17
RPL8A 10 97
GUT1 73 4436
GOS1 3 18
YHL030W-A 3 4
ECM29 87 3404
OCA5 67 5473
WSC4 33 954
RIM101 59 2395
YHL026C 57 3266
SNF6 108 6341
RIM4 68 2785
NPR3 39 776
SPO11 34 655
AIM17 55 3244
OPI1 25 1064
YHL019W-A 28 1325
APM2 62 2590
YHL018W 16 818
YHL017W 57 2806
DUR3 97 4161
YHL015W-A 1 0
RPS20 0 0
YLF2 49 2269
OTU2 35 1600
YHL012W 51 2969
PRS3 3 105
ETP1 61 2245
YAP3 37 2192
YHL008C 195 9116
STE20 99 4814
YHL006W-A 19 884
SHU1 153 8971
YHL005C 135 7877
MRP4 43 769
LAG1 45 1837
YHL002C-A 35 1499
HSE1 103 5943
RPL14B 38 1547
OSH7 66 2694
QCR10 21 651
LEU5 44 1797
TCD1 97 4957
NEM1 54 1410
GPA1 8 31
TIM10 4 124
STP2 58 2023
ERG11 0 0
YHR007C-A 79 5285
SOD2 44 1068
TDA3 48 1851
RPL27A 5 6
DIA4 17 100
VPS29 2 2
ARD1 5 24
SPO13 20 451
MIP6 51 2069
YSC84 47 2720
YSC83 81 2893
ARG4 3 2
DED81 2 3
YHR020W 3 11
RPS27B 2 1
ECM12 20 978
YHR022C 23 769
YHR022C-A 13 569
MYO1 18 213
MAS2 4 97
THR1 21 773
VMA16 3 37
RPN1 3 3
DAP2 49 2178
YHR028W-A 47 1221
YHI9 24 1453
SLT2 27 1107
RRM3 64 2350
ERC1 91 5323
YHR032W-A 10 53
YHR032C-A 9 35
YHR033W 79 3638
PIH1 27 745
NEL1 31 1371
BRL1 7 76
PUT2 50 2435
RRF1 9 190
MSC7 31 1685
VMA10 1 0
BCD1 12 371
SRB2 9 46
NCP1 23 200
DOG2 14 610
DOG1 12 328
YHR045W 19 760
INM1 18 699
AAP1 32 1868
YHK8 45 2187
FSH1 11 359
YHR049C-A 32 959
SMF2 30 985
YHR050W-A 12 246
COX6 0 0
CIC1 1 0
YHR052W-A 1 0
CUP1-1 0 0
YHR054C 19 78
YHR054W-A 5 4
CUP1-2 2 1
RSC30 53 972
YHR056W-A 20 659
CPR2 17 973
MED6 9 359
FYV4 2 1
VMA22 3 74
GIC1 22 1012
RPP1 2 1
PAN5 24 583
YHR063W-A 6 106
SSZ1 9 16
RRP3 3 2
SSF1 20 726
HTD2 17 500
DYS1 3 2
RRP4 3 12
YHR069C-A 0 0
TRM5 4 6
YHR070C-A 13 593
PCL5 33 888
YHR071C-A 11 311
ERG7 6 104
NOP10 0 0
OSH3 42 2048
YHR073W-A 1 0
YHR073C-B 2 38
QNS1 1 0
PPE1 16 534
PTC7 15 374
NMD2 11 44
YHR078W 26 1184
IRE1 6 49
SAE3 3 13
YHR080C 72 3402
LRP1 6 70
KSP1 34 1105
SAM35 2 1
STE12 15 383
IPI1 0 0
NAM8 37 1647
YHR086W-A 33 1049
RTC3 11 381
RPF1 1 0
GAR1 3 11
YNG2 8 305
MSR1 29 619
HXT4 20 664
AHT1 17 188
HXT1 41 2213
YHR095W 23 859
HXT5 37 1422
YHR097C 52 1835
SFB3 34 1107
TRA1 34 1270
GEP4 12 270
BIG1 3 8
KIC1 15 148
SBE22 25 578
GRE3 15 423
YPT35 13 250
TRR2 13 143
CDC12 0 0
GGA2 24 931
CTM1 27 673
ERP5 13 313
UBA4 5 19
YHR112C 19 757
APE4 23 896
BZZ1 22 379
DMA1 33 1259
COX23 16 525
TOM71 24 554
ORC6 1 0
SET1 10 41
MSH1 36 2041
LSM12 8 245
CIA2 7 77
EPT1 21 491
NDT80 40 1368
YHR125W 5 130
ANS1 16 666
YHR127W 14 416
FUR1 12 528
ARP1 1 0
YHR130C 5 15
YHR131C 28 954
YHR131W-A 3 4
ECM14 23 611
IGO2 5 6
NSG1 13 698
WSS1 15 263
YCK1 28 504
SPL2 9 204
ARO9 23 550
YHR137C-A 9 318
YHR138C 5 68
SPS100 16 573
YHR139C-A 18 1009
YHR140W 27 1521
RPL42B 1 0
CHS7 7 57
DSE2 8 71
RPC10 0 0
DCD1 12 504
YHR145C 8 225
CRP1 12 536
MRPL6 3 30
IMP3 2 1
SKG6 23 931
PEX28 25 972
MTC6 14 93
SPO12 7 287
SPO16 9 102
RTT107 42 1104
YSP1 35 1618
LIN1 26 1096
REC104 12 632
KEL1 36 1394
TDA11 26 1273
PEX18 8 206
YAP1801 22 555
MPC2 5 7
SOL3 9 478
DNA2 11 220
PRP8 24 318
YHR165W-A 8 187
CDC23 11 292
THP2 9 233
MTG2 13 118
DBP8 4 4
NMD3 4 6
ATG7 39 1945
SPC97 28 1094
YHR173C 23 1004
