gene_name number_of_transposon_per_gene number_of_read_per_gene
ENO2 19 562
CTR2 14 477
YHR175W-A 6 219
FMO1 33 822
YHR177W 20 433
STB5 8 16
OYE2 17 314
YHR180W 8 80
YHR180W-A 9 164
YHR180C-B 0 0
SVP26 3 117
YHR182W 45 1783
YHR182C-A 0 0
GND1 4 5
SSP1 17 487
PFS1 11 220
KOG1 20 149
IKI1 10 39
GPI16 2 1
PTH1 16 347
ERG9 5 4
CTF8 7 37
LNP1 20 925
EGD2 12 128
YHR193C-A 11 481
MDM31 52 2122
NVJ1 13 619
UTP9 6 10
RIX1 3 3
AIM18 17 288
AIM46 24 753
NBL1 2 1
RPN10 4 10
PPX1 12 204
YHR202W 30 1488
RPS4B 3 6
MNL1 32 1186
SCH9 1 0
SKN7 15 917
SET5 22 1327
BAT1 23 1468
CRG1 10 277
YHR210C 14 490
FLO5 103 4601
YHR212C 2 1
YHR212W-A 0 0
YHR213W 0 0
YHR213W-A 1 0
YHR213W-B 9 37
YHR214W 0 0
YHR214W-A 1 0
YHR214C-D 0 0
YHR214C-E 4 3
PHO12 8 13
IMD2 29 1129
YHR217C 12 286
YHR218W 17 31
YHR218W-A 0 0
YHR219W 7 6
YHR219C-A 2 1
YIL177C 32 39
YIL177W-A 0 0
PAU14 1 0
VTH1 23 769
IMA3 4 3
YIL171W-A 0 0
YIL169C 7 78
YIL166C 36 1263
YIL165C 11 540
NIT1 22 628
YIL163C 17 474
SUC2 32 1039
YIL161W 10 187
POT1 27 777
BNR1 59 2339
AIM20 12 181
COA1 7 225
YIL156W-A 33 2170
YIL156W-B 6 71
UBP7 45 1987
GUT2 33 1189
IMP2' 38 1185
RRD1 17 39
YIL152W 17 298
ESL1 37 1595
MCM10 13 89
MLP2 48 2545
RPL40A 4 16
SLN1 5 18
ATG32 10 126
PAN6 0 0
NDC80 11 252
SSL2 14 217
YIL142C-A 9 198
CCT2 4 4
YIL141W 16 210
AXL2 44 1199
REV7 9 300
TPM2 2 2
TMA108 26 361
OM45 20 629
VHS2 22 479
YIL134C-A 7 290
FLX1 9 142
RPL16A 10 100
CSM2 23 1488
FKH1 17 597
ASG1 29 1169
TAO3 45 1456
MET18 26 879
RRT14 2 21
STH1 14 401
KGD1 34 1257
AYR1 20 446
SIM1 68 2451
POG1 11 118
QDR2 37 2148
QDR1 40 1055
RPI1 8 29
RHO3 3 2
PRM5 11 66
HIS5 45 1731
YIL115W-A 5 78
NUP159 7 13
POR2 10 358
SDP1 22 979
HOS4 56 3484
COX5B 24 1419
HPM1 15 309
SEC24 7 28
YIL108W 40 2155
PFK26 38 1549
MOB1 6 83
SLM1 34 1267
YIL105W-A 3 78
SHQ1 5 4
DPH1 21 948
YIL102C-A 1 0
YIL102C 5 38
XBP1 29 1816
YIL100C-A 41 1165
YIL100W 44 1248
SGA1 27 846
FMC1 7 294
FYV10 7 149
BMT5 18 1177
PRK1 40 1974
LYS12 21 1178
RSM25 17 242
YIL092W 20 1020
UTP25 9 20
ICE2 24 795
YIL089W 13 142
AVT7 29 897
AIM19 12 379
YIL086C 23 1389
KTR7 33 1910
SDS3 11 144
CAB2 2 2
YIL082W 18 689
AIR1 13 407
THS1 5 6
YIL077C 27 1287
SEC28 22 974
RPN2 18 257
SER33 27 1227
SPO22 31 553
HOP1 24 474
YIL071W-A 12 782
PCI8 18 938
MAM33 15 373
RPS24B 8 122
YIL068W-A 8 84
SEC6 9 85
YIL067C 37 1365
YIL066W-A 3 137
RNR3 42 2331
FIS1 12 371
EFM4 22 1022
YRB2 4 8
ARC15 4 11
SNP1 12 89
YIL060W 6 85
YIL059C 7 230
YIL058W 22 669
RGI2 12 219
VHR1 86 4965
YIL055C 54 2887
YIL054W 40 1427
GPP1 19 968
RPL34B 3 4
MMF1 28 1257
PCL7 23 534
DFG10 4 30
NEO1 7 32
YIL047C-A 12 474
SYG1 57 2411
YIL046W-A 53 2880
MET30 7 30
PIG2 27 1025
AGE2 19 184
CBR1 19 444
PKP1 32 870
GVP36 17 641
APQ12 2 1
TED1 42 2931
NOT3 27 542
PRM2 48 1291
CST6 37 1124
CKA1 25 1093
CAP2 19 438
BCY1 16 411
YIL032C 16 279
ULP2 22 524
YIL030W-A 16 332
SSM4 84 4568
YIL029W-A 14 490
YIL029C 9 154
YIL028W 2 5
EMC5 12 578
IRR1 8 159
YIL025C 9 230
YIL024C 15 1213
YKE4 48 3049
TIM44 3 63
RPB3 6 7
YIL021C-A 2 1
YIL020C-A 7 23
HIS6 25 1734
FAF1 5 5
RPL2B 18 180
VID28 69 2729
SNL1 20 590
BAR1 74 4313
YIL014C-A 2 1
MNT3 47 3096
PDR11 151 8291
YIL012W 48 2674
TIR3 31 1307
DOT5 21 605
EST3 25 879
FAA3 103 5675
URM1 3 2
NAS2 32 1578
YIA6 61 2140
EPS1 98 4492
BET1 1 0
CFD1 13 580
YIL002W-A 8 141
INP51 41 839
YIL001W 111 5880
SGN1 54 2194
MPH1 123 6521
AIM21 96 3289
DJP1 40 1356
IST3 30 756
PAN1 134 7017
YIR007W 70 3080
PRI1 1 0
MSL1 3 87
DSN1 13 375
STS1 9 73
SQT1 5 8
GAT4 23 1540
YIR014W 45 2422
RPR2 4 18
YIR016W 78 3012
MET28 105 6721
YIR017W-A 113 7068
YAP5 29 1771
YIR018C-A 9 203
FLO11 52 1560
YIR020C 6 468
YIR020W-A 8 196
YIR020C-B 14 405
MRS1 11 154
YIR021W-A 30 1421
SEC11 1 0
DAL81 68 3103
YIR023C-A 15 253
INA22 10 493
MND2 20 734
YVH1 13 257
DAL1 54 2160
DAL4 108 5401
DAL2 33 2465
DCG1 28 698
YIR030W-A 10 364
DAL7 42 2423
DAL3 36 2066
MGA2 61 3337
LYS1 34 1177
YIR035C 43 2521
IRC24 30 990
YIR036W-A 23 577
HYR1 19 405
GTT1 22 933
YPS6 20 399
YIR040C 1 0
PAU15 3 4
YIR042C 12 577
YJL225C 26 31
YJL225W-A 1 0
PAU1 0 0
YJL222W-B 0 0
YJL222W-A 1 0
VTH2 26 702
IMA4 5 4
YJL220W 0 0
HXT9 23 445
YJL218W 9 203
REE1 10 541
IMA5 21 660
YJL215C 14 359
HXT8 28 1273
YJL213W 15 573
OPT1 63 3345
YJL211C 37 1979
PEX2 53 1967
CBP1 12 57
NUC1 23 1156
LAA1 59 2346
YJL206C 24 619
NCE101 14 412
RCY1 16 262
PRP21 4 39
YJL202C 10 342
ECM25 24 1757
ACO2 28 568
MBB1 3 16
PHO90 44 2301
UBP12 34 814
YJL197C-A 1 0
ELO1 10 255
YJL195C 0 0
CDC6 0 0
YJL193W 11 568
SOP4 13 271
RPS14B 25 836
RPS22A 4 7
RPL39 1 0
BUD19 0 0
SWE1 26 1150
MNN5 21 495
ATG36 21 923
GON7 0 0
MNN11 15 757
YJL182C 31 635
YJL181W 33 809
ATP12 7 96
PFD1 6 125
ATG27 13 286
RPL17B 8 92
SWI3 6 81
YJL175W 3 2
KRE9 4 9
RFA3 0 0
CPS1 31 871
YJL171C 13 395
ASG7 23 829
YJL169W 6 23
SET2 24 744
ERG20 2 1
QCR8 3 2
HAL5 23 454
TPK1 23 336
YJL163C 34 1181
JJJ2 26 1443
FMP33 31 945
YJL160C 26 735
HSP150 7 32
CIS3 28 1059
FAR1 33 1908
YJL156W-A 15 641
SSY5 7 16
FBP26 27 875
VPS35 11 48
INO1 19 372
YJL152W 64 5599
SNA3 45 5124
YJL150W 28 1274
DAS1 26 1172
RPA34 9 26
YJL147C 11 408
IDS2 19 623
SFH5 21 473
YJL144W 10 249
TIM17 3 2
IRC9 8 172
YAK1 29 634
RPB4 0 0
YUR1 18 746
TIF2 5 4
GLG2 22 740
YJL136W-A 9 139
RPS21B 5 14
YJL135W 13 647
LCB3 17 218
YJL133C-A 26 1102
MRS3 19 761
YJL132W 34 1504
AIM23 12 269
URA2 122 6274
TRK1 17 157
PBS2 28 1325
YJL127W-A 5 91
YJL127C-B 7 172
SPT10 21 561
NIT2 12 185
GCD14 3 3
LSM1 0 0
MTC1 21 734
ALB1 3 15
RPE1 11 159
YJL120W 7 125
YJL119C 18 892
YJL118W 35 1425
PHO86 30 1715
NCA3 23 1039
ASF1 7 114
MDV1 32 750
CCT7 4 24
GZF3 22 611
UTP10 10 39
PRM10 17 435
YJL107C 16 873
IME2 21 331
SET4 15 168
PAM16 4 108
GSM1 22 753
MEF2 26 358
GSH1 18 546
LSB6 30 1025
CHS6 35 1477
SAP185 44 1767
PHS1 1 0
MRPL49 2 1
BCK1 10 15
KHA1 23 818
TOK1 30 910
SRS2 35 1774
GWT1 4 5
DPB11 4 10
SIP4 49 1736
ARG3 4 4
TRL1 6 16
YJL086C 16 411
EXO70 5 6
ALY2 34 993
TAX4 31 929
IML2 25 820
ARP4 0 0
SCP160 31 1096
PRY1 10 113
PRY3 103 3523
YJL077W-B 0 0
ICS3 26 1062
YJL077W-A 3 42
NET1 37 733
APQ13 13 328
SMC3 9 23
JEM1 38 1425
PSF2 1 0
ARG2 3 2
YJL070C 34 1164
UTP18 3 2
YJL068C 14 244
YJL067W 13 366
MPM1 18 670
DLS1 14 179
YJL064W 11 172
MRPL8 7 148
COA3 7 117
LAS21 8 54
NUP82 9 110
BNA3 21 368
YHC3 32 1047
BIT61 30 1715
IKS1 28 999
ZAP1 10 109
YJL055W 14 590
TIM54 6 51
PEP8 0 0
YJL052C-A 28 1494
TDH1 34 1125
IRC8 37 1372
MTR4 7 6
YJL049W 7 143
UBX6 24 695
YJL047C-A 16 213
RTT101 41 1054
AIM22 13 660
YJL045W 52 2042
GYP6 34 1428
YJL043W 81 3887
MHP1 76 3175
NSP1 0 0
NUP192 8 157
LOH1 9 103
IRC18 30 492
SNX4 14 316
TAD2 4 51
KAR2 5 69
HCA4 3 2
YJL032W 0 0
BET4 0 0
MAD2 16 550
VPS53 11 219
YJL028W 75 4117
YJL027C 75 3660
RNR2 9 116
YJL026C-A 1 0
RRN7 3 9
APS3 5 21
PET130 19 454
YJL022W 11 113
BBC1 87 2987
YJL020W-A 5 94
MPS3 52 2208
YJL016W 61 3112
YJL015C 53 5205
CCT3 1 0
MAD3 37 1947
VTC4 47 1526
RPC17 1 0
NOP9 8 118
YJL009W 9 308
CCT8 5 41
YJL007C 37 3069
CTK2 1 0
CYR1 27 412
SYS1 25 413
COX16 14 82
OST1 1 0
PRE3 2 8
AVT1 118 7037
MPP10 40 959
YJR003C 109 6229
SAG1 114 6836
APL1 51 2531
LSO1 11 213
POL31 0 0
SUI2 13 504
MHO1 42 2182
TDH2 43 1828
MET3 54 2118
SPC1 19 813
YJR011C 20 367
YJR012C 52 2491
GPI14 1 0
TMA22 17 398
YJR015W 89 4375
ILV3 11 61
ESS1 4 140
YJR018W 16 236
TES1 45 2688
YJR020W 22 1803
REC107 53 2143
LSM8 1 0
YJR023C 0 0
MDE1 25 1015
BNA1 24 964
YJR030C 82 4919
GEA1 64 2906
CPR7 26 831
RAV1 27 517
PET191 5 57
RAD26 65 2925
HUL4 48 2485
YJR037W 5 62
YJR038C 10 364
YJR039W 68 4578
GEF1 10 136
URB2 2 2
NUP85 3 6
POL32 15 185
VPS55 8 136
SSC1 10 149
TAH11 2 1
ANB1 12 242
CYC1 17 378
UTR1 111 28168
ISY1 21 922
OSM1 33 1332
RAD7 32 826
BFA1 21 683
KCH1 17 477
HIT1 7 156
YJR056C 17 635
CDC8 2 2
APS2 13 409
PTK2 50 1291
CBF1 28 1061
YJR061W 51 2296
NTA1 34 2018
RPA12 0 0
CCT5 9 177
ARP3 8 21
TOR1 50 1191
YAE1 0 0
RFC2 2 1
HAM1 16 756
LIA1 13 441
YJR071W 10 258
NPA3 10 158
OPI3 15 259
MOG1 34 2264
HOC1 22 748
CDC11 2 2
MIR1 19 360
BNA2 67 2914
YJR079W 15 225
AIM24 17 502
EAF6 13 346
ACF4 18 485
YJR084W 30 1148
YJR085C 12 200
STE18 5 105
YJR087W 12 411
EMC2 17 665
BIR1 31 2082
GRR1 19 475
JSN1 34 1201
BUD4 49 2206
FIP1 6 111
IME1 29 1009
RPL43B 8 68
SFC1 29 797
YJR096W 35 1376
JJJ3 9 243
YJR098C 24 1465
YUH1 7 76
AIM25 19 711
RSM26 9 67
VPS25 3 3
URA8 61 3690
SOD1 3 3
ADO1 7 90
ECM27 35 1867
YJR107W 16 218
ABM1 37 3100
CPA2 6 11
YMR1 23 724
YJR111C 18 653
NNF1 0 0
YJR112W-A 10 143
RSM7 7 24
YJR114W 2 6
YJR115W 37 993
TDA4 29 2271
STE24 29 2319
ILM1 7 193
JHD2 32 1332
YJR120W 48 1698
ATP2 9 67
IBA57 2 1
RPS5 0 0
YJR124C 16 261
ENT3 18 535
VPS70 33 904
RSF2 97 4738
YJR128W 27 433
EFM3 46 2406
STR2 19 758
MNS1 35 1169
NMD5 31 489
XPT1 26 1032
SGM1 23 591
MCM22 23 603
TIM8 2 17
TTI2 0 0
MET5 68 2016
IML1 34 915
HOM6 10 121
HIR3 34 523
YJR140W-A 2 5
YJR141W 0 0
YJR142W 24 1198
PMT4 11 71
MGM101 5 41
RPS4A 4 29
YJR146W 20 764
HMS2 26 548
BAT2 43 2577
YJR149W 23 1017
DAN1 21 381
DAN4 28 471
YJR151W-A 1 0
DAL5 12 309
PGU1 14 267
YJR154W 28 963
AAD10 23 770
THI11 17 476
YJR157W 2 4
HXT16 4 3
SOR1 7 16
MPH3 4 3
COS5 7 223
YJR162C 2 1
YKL225W 13 352
PAU16 3 3
YKL223W 2 1
YKL222C 16 419
MCH2 30 1240
FRE2 22 1039
COS9 9 164
SRY1 27 2380
JEN1 26 1307
URA1 15 276
OXP1 42 1739
YRA2 7 14
DOA1 5 19
SAC1 3 2
TRP3 21 730
UBA1 3 3
STE6 53 2085
CBT1 9 103
EMC3 17 1061
ADD66 8 127
LOS1 47 2001
EAP1 20 353
TOR2 14 20
YKL202W 6 94
MNN4 58 3045
PTK1 174 9914
PEX1 106 5152
YKT6 1 0
MIA40 6 27
MST1 7 117
SDS22 2 2
ACP1 2 1
DPH2 23 589
CNB1 9 66
HYM1 14 262
PXA2 27 1020
FAT3 52 2652
MTR2 16 626
ASH1 34 916
SPE1 9 268
YKL183C-A 25 1322
LOT5 64 3845
FAS1 6 7
PRS1 4 6
RPL17A 1 0
COY1 28 594
STE3 20 615
YKL177W 9 216
LST4 6 68
ZRT3 7 15
TPO5 6 27
SNU114 2 2
EBP2 5 50
NNK1 38 1457
MRPL38 3 17
YKL169C 2 7
KKQ8 43 1979
MRP49 6 203
TPK3 16 476
YKL165C-A 5 36
MCD4 6 5
PIR1 16 313
PIR3 5 105
YKL162C-A 6 172
YKL162C 18 593
KDX1 17 364
ELF1 4 92
RCN1 4 13
APE2 72 2649
RPS27A 6 38
YKL156C-A 2 1
RSM22 18 501
SRP102 2 1
YKL153W 0 0
GPM1 0 0
YKL151C 49 3506
MCR1 26 1474
DBR1 19 307
SDH1 44 1470
YKL147C 26 1356
AVT3 40 1292
RPT1 3 2
YKL145W-A 0 0
RPC25 1 0
LTV1 14 160
MRP8 8 131
SDH3 9 86
TGL1 14 745
CTK1 3 20
HSK3 1 0
MRPL31 3 67
CMC1 10 78
YKL136W 3 15
APL2 20 327
OCT1 23 339
YKL133C 14 334
RMA1 14 275
YKL131W 6 113
SHE2 5 23
MYO3 39 1436
PMU1 30 721
PGM1 30 889
YPK1 5 34
RRN3 7 253
SSH4 30 1310
YKL123W 10 152
SRP21 2 85
DGR2 44 2275
OAC1 18 1123
VPH2 3 2
YKL118W 7 265
SBA1 10 433
PRR1 23 735
YKL115C 21 132
APN1 36 1293
RAD27 27 836
ABF1 4 9
YKL111C 4 36
KTI12 20 432
HAP4 26 883
SLD2 17 437
YKL107W 23 704
YKL106C-A 6 91
AAT1 16 274
SEG2 48 3484
GFA1 1 0
APE1 36 1470
YKL102C 29 679
HSL1 15 131
YPF1 25 732
YKL100W-A 0 0
UTP11 4 5
MTC2 7 23
YKL097C 27 1215
YKL096C-B 5 6
CWP2 13 108
CWP1 24 741
YJU2 4 25
YJU3 20 900
MBR1 16 299
BUD2 29 1017
YKL091C 22 1226
CUE2 14 410
MIF2 2 2
CAB3 15 231
CYT2 7 55
SRX1 48 1324
MDH1 8 209
HOT13 14 505
YKL083W 2 2
RRP14 2 1
TEF4 19 828
VMA5 0 0
SMY1 16 328
DHR2 7 481
YKL077W 20 162
PSY1 5 107
YKL075C 19 682
MUD2 22 722
LHS1 37 1869
STB6 21 798
YKL071W 14 880
YKL070W 11 174
YKL069W 14 675
YKL068W-A 4 27
NUP100 42 1890
YNK1 16 642
YKL066W 29 980
YKL065W-A 7 133
YET1 8 38
MNR2 55 2587
YKL063C 7 49
MSN4 29 614
BLI1 6 74
FBA1 4 4
MPE1 10 217
TOA2 0 0
NUP120 12 80
TMA19 15 332
OAR1 8 295
DEF1 7 40
MDM35 4 163
YKL053W 23 928
ASK1 10 365
SFK1 40 1876
YKL050C 50 1654
CSE4 0 0
ELM1 6 192
ANR2 30 633
DCW1 31 755
PRI2 8 68
YKL044W 12 87
PHD1 17 326
SPC42 5 30
VPS24 0 0
NFU1 15 463
PTM1 22 1144
RGT1 73 4032
AIM26 62 2983
YKL036C 43 1749
UGP1 3 23
TUL1 62 2830
YKL033W-A 11 538
TTI1 7 15
IXR1 63 1879
YKL031W 49 1673
YKL030W 74 3752
MAE1 152 7490
TFA1 17 211
TCD2 44 1649
GPX1 30 1673
PAN3 60 3475
URA6 1 0
YKL023C-A 8 371
YKL023W 20 1019
CDC16 42 2008
MAK11 30 1757
SPT23 31 1089
RAM2 2 1
YKL018C-A 9 198
SWD2 0 0
HCS1 54 1845
ATP7 6 97
PUT3 69 3053
URB1 17 110
ARC19 0 0
PRP40 24 696
CCE1 55 2103
UFD4 149 10003
MRT4 7 129
LAC1 54 2714
CAP1 28 1025
SFT1 14 1116
RPL14A 6 28
BYE1 85 3981
AUR1 10 71
MRP17 1 0
DID4 7 90
MET14 26 529
VPS1 6 12
PAP1 13 127
OSH6 107 6187
ECM9 19 315
YKR005C 117 5389
MRPL13 10 34
MEH1 15 89
RSC4 2 1
FOX2 155 7172
TOF2 54 1616
YKR011C 42 1846
YKR012C 31 1746
PRY2 51 2276
YPT52 12 121
YKR015C 68 2139
MIC60 29 1134
HEL1 48 2665
YKR018C 65 2503
IRS4 14 57
VPS51 0 0
ALY1 59 3223
NTR2 11 265
YKR023W 31 905
DBP7 27 575
RPC37 3 87
GCN3 14 162
BCH2 62 3473
SAP190 18 325
SET3 49 1123
GMH1 21 518
SPO14 57 1297
YKR032W 37 1897
YKR033C 11 231
DAL80 19 398
OPI8 4 198
DID2 3 67
CAF4 55 3006
SPC34 4 5
KAE1 2 1
GAP1 78 3474
YKR040C 47 1660
YKR041W 87 3978
UTH1 11 96
SHB17 26 1047
UIP5 34 1624
YKR045C 27 1418
PET10 24 553
YKR047W 12 61
NAP1 17 130
FMP46 11 437
TRK2 57 2130
YKR051W 38 1096
MRS4 8 115
YSR3 34 1787
DYN1 13 29
RHO4 17 370
TRM2 55 2717
RPS21A 10 127
GLG1 33 748
TIF1 10 96
UTP30 26 666
KTR2 41 1478
TFA2 0 0
LAS1 5 4
OAF3 44 1767
PAM17 20 847
CCP1 34 1500
GPT2 48 2420
BET3 3 2
MET1 31 807
YKR070W 31 1232
DRE2 13 230
SIS2 24 731
YKR073C 38 2236
AIM29 7 64
YKR075C 39 1712
YKR075W-A 26 1493
ECM4 21 1051
MSA2 17 311
YKR078W 28 1386
TRZ1 9 41
MTD1 23 1164
RPF2 6 89
NUP133 13 181
DAD2 0 0
HBS1 24 715
MRPL20 4 27
PRP16 7 25
OMA1 25 1102
TVP38 23 534
TGL4 52 1813
PXL1 46 1711
SRL3 27 2009
SRP40 52 1117
PTR2 56 2870
RPL40B 8 84
MLP1 49 1648
PCC1 3 3
ESL2 80 5312
PCK1 32 1570
UBP11 29 1501
BAS1 16 500
SKG1 20 321
SIR1 17 341
FLO10 44 1249
NFT1 40 1143
YKR104W 16 450
VBA5 15 224
GEX2 30 1003
YLL067C 23 40
YLL067W-A 3 2
YLL066W-B 12 90
YLL066C 22 44
YLL066W-A 0 0
YLL065W 15 342
PAU18 0 0
AYT1 30 1627
MHT1 19 863
MMP1 40 2671
GTT2 24 1043
YLL059C 47 2273
YLL058W 21 622
JLP1 34 1051
YLL056C 17 480
YCT1 30 1278
YLL054C 21 546
YLL053C 10 200
AQY2 17 892
FRE6 37 1167
COF1 1 0
LDB18 2 79
YBT1 63 3026
YLL047W 11 227
RNP1 12 245
RPL8B 17 444
YLL044W 12 165
FPS1 17 384
ATG10 20 349
SDH2 14 44
VPS13 128 5680
UBI4 21 655
ENT4 47 3208
YLL037W 22 434
PRP19 0 0
GRC3 5 4
RIX7 5 9
IRC19 9 66
YLL032C 24 740
GPI13 5 18
RRT7 25 1265
FRA1 89 3803
TPO1 34 1030
ISA1 0 0
HSP104 90 4429
PAU17 24 172
SSA2 40 1602
POM33 49 2746
HIF1 29 2149
SPA2 34 1197
YLL020C 8 422
KNS1 41 1599
YLL019W-A 0 0
COX19 8 97
DPS1 4 3
BPT1 97 3625
EMC6 20 372
PUF3 73 2363
YEH1 75 3501
SOF1 14 195
PSR1 74 5998
COX17 2 1
DRS1 9 114
YLL007C 25 610
YLL006W-A 57 4033
MMM1 10 218
SPO75 74 3430
ORC3 3 2
SFI1 24 1005
RTT109 41 1022
DNM1 87 4251
YLR001C 103 4087
NOC3 10 40
CMS1 50 1755
THI73 110 6180
SSL1 12 275
SSK1 79 3363
NSE1 3 6
PAM18 0 0
RLP24 0 0
TEN1 0 0
LOT6 30 1904
YLR012C 6 82
GAT3 12 118
PPR1 63 2105
BRE2 12 206
PML1 13 232
MEU1 29 942
POM34 29 1048
PSR2 35 1521
YEH2 57 3657
IRC25 6 27
SDO1 1 0
IZH3 35 1711
UBR2 171 11012
SNF7 0 0
SED5 1 0
AAT2 9 104
ADE16 55 2954
RPL15A 0 0
YLR030W 17 463
YLR031W 4 38
RAD5 38 1079
RSC58 0 0
SMF3 16 169
MLH2 53 1909
YLR036C 14 314
PAU23 12 648
COX12 2 2
RIC1 24 444
AFB1 10 114
YLR041W 3 5
YLR042C 13 123
TRX1 5 57
PDC1 41 1173
STU2 14 175
YLR046C 10 177
FRE8 32 1390
RPS0B 5 5
YLR049C 11 42
YLR050C 5 41
FCF2 5 23
IES3 3 50
YLR053C 8 70
OSW2 39 1824
SPT8 13 85
ERG3 6 30
MNL2 47 2311
SHM2 8 43
REX2 60 3884
FRS1 5 8
RPL22A 8 14
BUD28 5 4
BMT6 10 195
PER33 12 372
ENV10 4 17
SPC3 2 1
PET309 15 57
FYV7 6 11
MEF1 14 183
XYL2 20 860
RGR1 10 174
YLR072W 24 1079
RFU1 16 263
BUD20 3 2
RPL10 0 0
YLR076C 0 0
FMP25 28 764
BOS1 3 60
SIC1 7 101
EMP46 25 759
GAL2 31 747
SRL2 18 340
EMP70 18 354
RAX2 31 1287
ARP6 28 1144
SMC4 5 4
CSF1 71 1875
GAA1 5 4
ALT1 13 66
XDJ1 24 607
GEP5 25 367
SUL2 52 2879
NYV1 13 432
GIS3 72 2970
IOC2 24 1432
KIN2 22 311
HRT3 10 365
CHA4 15 128
ICT1 31 829
MIM2 2 18
ERG27 4 3
YLR101C 4 72
APC9 13 127
CDC45 2 1
LCL2 2 65
SEN2 2 10
MDN1 18 41
REX3 21 1283
YLR108C 20 402
AHP1 7 181
CCW12 13 172
YLR111W 23 708
YLR112W 19 621
HOG1 28 869
AVL9 8 228
CFT2 0 0
MSL5 15 134
CLF1 17 931
YLR118C 5 147
SRN2 18 660
YPS1 27 652
YLR120W-A 5 151
YPS3 41 1088
YLR122C 16 509
YLR123C 13 496
YLR124W 19 243
YLR125W 2 1
YLR126C 6 139
APC2 11 51
DCN1 11 331
DIP2 9 106
ZRT2 36 1695
ACE2 59 2742
USB1 0 0
CKI1 16 225
PDC5 11 141
SLX4 18 837
TIS11 10 309
RKM5 25 851
NHA1 38 1279
SLS1 4 24
YLR140W 23 521
RRN5 8 26
PUT1 24 440
DPH6 25 654
ACF2 23 905
RMP1 4 12
SPE4 9 282
YLR146W-A 2 2
SMD3 1 0
PEP3 9 44
YLR149C 23 718
YLR149C-A 1 0
STM1 4 24
PCD1 17 1135
YLR152C 24 993
ACS2 7 6
RNH203 3 41
YLR154W-A 27 64
YLR154W-B 44 123
TAR1 28 129
YLR154W-E 18 18
YLR154W-F 2 1
YLR154C-G 12 11
YLR154C-H 5 5
ASP3-1 4 3
YLR156W 1 0
YLR156C-A 6 6
ASP3-2 3 2
YLR157W-D 1 0
YLR157W-E 0 0
YLR157C-C 7 8
ASP3-3 3 3
YLR159W 3 2
YLR159C-A 5 7
ASP3-4 2 1
YLR161W 3 2
YLR162W 45 1192
RRT15 15 26
MAS1 0 0
YLR163W-A 0 0
SHH4 9 31
PUS5 14 235
SEC10 3 2
RPS31 1 0
UPS2 10 344
YLR169W 36 1435
APS1 27 768
YLR171W 7 127
DPH5 12 290
YLR173W 27 996
IDP2 20 635
CBF5 0 0
RFX1 18 286
YLR177W 27 1238
TFS1 23 857
YLR179C 32 978
SAM1 20 467
VTA1 16 327
SWI6 4 13
TOS4 37 2726
YLR184W 14 210
RPL37A 5 28
EMG1 0 0
SKG3 20 474
MDL1 36 1007
ATG26 25 564
MMR1 25 1233
PEX13 7 87
HCR1 3 3
UPS1 7 103
YLR194C 10 182
NMT1 1 0
PWP1 2 2
NOP56 2 2
YLR198C 2 2
PBA1 9 232
YKE2 3 10
COQ9 6 11
YLR202C 15 749
MSS51 9 83
QRI5 5 75
HMX1 23 1143
ENT2 15 294
HRD3 39 2023
SEC13 3 3
PNP1 9 380
CLB4 17 428
ATG38 7 101
TUB4 0 0
CRR1 20 539
FRE1 27 1021
CDC123 2 1
CPR6 9 107
YLR217W 4 7
COA4 14 763
MSC3 30 952
CCC1 10 357
RSA3 5 140
UTP13 2 1
YLR222C-A 2 83
IFH1 27 1569
YLR224W 12 334
YLR225C 7 83
BUR2 5 58
ADY4 14 110
ECM22 43 1969
CDC42 0 0
YLR230W 2 13
BNA5 13 278
YLR232W 10 306
EST1 25 1578
TOP3 7 178
YLR235C 23 739
YLR236C 41 1763
THI7 24 800
FAR10 12 170
LIP2 4 58
VPS34 4 3
CSC1 15 204
ARV1 2 1
GPN3 0 0
MAP1 5 4
CDD1 13 322
ERF2 8 200
IRC20 42 1311
RCK2 13 364
YEF3 2 3
SSP120 5 15
SYM1 6 46
YLR252W 0 0
MCP2 19 1001
NDL1 6 65
YLR255C 32 870
HAP1 64 2148
YLR257W 19 442
GSY2 40 1938
HSP60 3 2
LCB5 16 253
VPS63 0 0
YPT6 2 1
TMA7 6 110
RED1 24 943
RPS28B 0 0
YLR264C-A 0 0
NEJ1 7 30
PDR8 16 400
BOP2 14 567
SEC22 5 45
YLR269C 16 593
DCS1 12 107
YLR271W 12 617
YCS4 3 2
PIG1 9 611
MCM5 4 3
SMD2 0 0
DBP9 0 0
YSH1 4 3
YLR278C 48 1953
YLR279W 31 656
YLR280C 16 193
YLR281C 17 232
YLR282C 7 113
YLR283W 10 123
ECI1 5 101
NNT1 3 4
YLR285C-A 2 7
CTS1 13 562
YLR286W-A 0 0
YLR287C 8 228
RPS30A 4 64
MEC3 18 556
GUF1 22 1255
YLR290C 8 161
GCD7 5 33
SEC72 1 0
GSP1 0 0
YLR294C 3 24
ATP14 2 2
YLR296W 20 499
YLR297W 8 394
YHC1 16 275
ECM38 42 2250
YLR299C-A 8 374
EXG1 13 217
HRI1 6 185
YLR302C 22 847
MET17 13 350
ACO1 4 3
STT4 6 5
UBC12 6 239
CDA1 22 384
YLR307C-A 5 85
CDA2 10 375
IMH1 20 874
