gene_name number_of_transposon_per_gene number_of_read_per_gene
DFM1 25 573
RRP17 1 0
YDR413C 1 0
ERD1 1 0
YDR415C 16 159
SYF1 17 173
YDR417C 0 0
RPL12B 0 0
RAD30 18 332
HKR1 61 1595
ARO80 34 879
SIP1 33 410
CAD1 20 466
DYN2 3 16
SNX41 24 404
YDR426C 9 25
RPN9 1 0
BNA7 9 18
TIF35 2 1
CYM1 42 2039
YDR431W 15 134
NPL3 3 3
YDR433W 2 2
GPI17 3 2
PPM1 9 52
PPZ2 32 990
GPI19 2 1
THI74 14 145
LRS4 6 46
DOT1 18 403
APT2 12 214
YDR442W 13 563
SSN2 60 3992
YDR444W 26 888
YDR445C 15 483
ECM11 18 749
RPS17B 11 41
ADA2 2 1
UTP6 2 1
RPS18A 8 68
YHP1 27 956
PPN1 31 1753
TSA2 26 1033
GUK1 0 0
YDR455C 7 202
NHX1 26 567
TOM1 119 2885
HEH2 29 839
PFA5 11 317
TFB3 2 1
MFA1 0 0
YDR461C-A 2 1
MRPL28 2 35
STP1 9 118
SPP41 6 34
YDR464C-A 2 1
RMT2 13 264
PKH3 27 814
YDR467C 4 23
TLG1 6 94
SDC1 4 50
UGO1 3 2
RPL27B 6 97
TRS31 6 70
PRP3 6 8
JIP4 33 647
YDR476C 41 752
SNF1 12 89
SNM1 0 0
PEX29 26 844
DIG2 20 609
PHO8 37 1583
CWC21 31 1139
KRE2 19 230
VPS52 5 15
VPS72 26 597
VPS60 4 31
RIB3 1 0
PAC11 12 39
SLD5 2 2
PKH1 39 1352
YDR491C 34 1307
IZH1 24 722
MZM1 2 2
RSM28 8 96
VPS3 11 189
PUF6 17 416
ITR1 30 810
SEC20 4 16
LCD1 16 286
RPL37B 13 142
PLM2 43 1798
SAM2 17 555
LPP1 13 217
SPG3 1 0
PSP1 17 293
GMC1 90 4790
GIN4 17 102
GNP1 31 892
YDR509W 7 43
SMT3 1 0
YDR510C-A 3 32
SDH7 9 158
EMI1 45 1661
GRX2 10 245
YDR514C 25 822
SLF1 9 24
EMI2 23 376
GRH1 17 325
EUG1 20 208
FPR2 9 72
URC2 26 1274
YDR521W 4 16
SPS2 12 45
SPS1 40 1715
AGE1 15 224
YDR524W-C 2 19
YDR524C-B 1 0
YDR524C-A 20 265
API2 35 535
SNA2 17 566
YDR526C 3 6
RBA50 9 460
HLR1 11 456
QCR7 0 0
APA2 17 254
CAB1 4 36
KRE28 5 15
HSP31 19 320
FIT1 14 162
YDR535C 35 1693
STL1 24 994
YDR537C 12 114
PAD1 14 116
FDC1 18 497
IRC4 5 61
YDR541C 16 146
PAU10 1 0
YDR543C 20 257
YDR544C 10 47
YRF1-1 30 46
YDR545C-A 2 1
YEL077C 78 1868
YEL077W-A 8 10
YEL076C-A 2 1
YEL076C 1 0
YEL075W-A 2 1
YEL075C 0 0
YEL074W 34 1362
YEL073C 10 109
RMD6 27 1688
DLD3 39 1735
DSF1 26 1104
HXT13 19 564
YEL068C 7 68
YEL067C 55 3521
HPA3 15 267
SIT1 47 1598
AVT2 35 1335
CAN1 53 1706
NPR2 16 635
CIN8 14 259
PRB1 56 2136
SOM1 15 125
HHY1 90 4863
PCM1 6 32
YEL057C 31 509
HAT2 19 278
POL5 7 87
RPL12A 5 20
YEL053W-A 5 11
MAK10 33 806
AFG1 31 687
VMA8 2 3
YEL050W-A 8 425
RML2 9 34
PAU2 7 200
TCA17 5 29
FRD1 39 1427
GLY1 16 121
YEL045C 45 1757
IES6 1 0
YEL043W 57 3207
GDA1 16 211
YEF1 35 694
UTR2 34 962
CYC7 10 92
UTR4 22 648
RAD23 21 331
ANP1 12 116
UTR5 109 4566
YEL034C-A 16 378
HYP2 10 338
MTC7 61 1758
MCM3 5 5
YEL032C-A 1 0
SPF1 48 1033
YEL030C-A 8 242
ECM10 44 567
BUD16 15 397
YEL028W 23 759
VMA3 0 0
SNU13 0 0
YEL025C 93 4569
RIP1 5 36
YEL023C 58 2564
GEA2 75 2057
URA3 694 81444
YEL020C-B 0 0
TIM9 2 1
YEL020C 86 2899
MMS21 12 169
YEL018C-A 16 412
EAF5 26 563
PMP2 4 28
GTT3 54 1664
NPP2 40 1916
EDC3 48 1557
YEL014C 59 876
VAC8 15 113
UBC8 25 661
GLC3 140 6328
YEL010W 36 1710
YEL009C-A 41 2014
GCN4 13 85
YEL008W 118 10541
YEL008C-A 26 1423
MIT1 33 973
YEA6 64 1530
VAB2 48 2501
YEA4 60 2356
GIM4 46 2412
WBP1 5 6
IRC22 47 1881
MNN1 159 8295
NOP16 11 178
PMI40 1 0
FMP52 64 2149
YND1 100 4915
NUG1 17 233
YER006C-A 28 1562
PAC2 67 2810
TMA20 23 300
SEC3 68 1872
NTF2 0 0
YER010C 46 1104
TIR1 16 167
PRE1 2 2
PRP22 35 1189
HEM14 14 135
BUD25 62 2753
FAA2 51 1567
BIM1 32 1284
AFG3 26 437
SPC25 7 84
ISC1 190 9576
SBH2 11 86
GPA2 77 1949
RPN3 4 5
SRB4 9 92
PRO3 1 0
YER023C-A 0 0
YAT2 115 4580
GCD11 2 1
CHO1 1 0
GAL83 22 563
MIG3 58 1352
SMB1 7 52
CHZ1 5 55
YPT31 16 164
FIR1 54 1688
ZRG8 63 2109
YER034W 79 4183
EDC2 74 2508
ARB1 8 149
PHM8 27 929
KRE29 5 7
YER038W-A 11 101
HVG1 24 526
YER039C-A 4 12
GLN3 24 723
YEN1 67 2833
MXR1 13 521
SAH1 1 0
ERG28 7 45
MEI4 57 2161
ACA1 40 1189
SPO73 19 650
YER046W-A 12 233
SAP1 59 3767
CAJ1 35 1269
ISD11 3 24
TPA1 33 950
RSM18 8 186
JHD1 46 1319
HOM3 30 599
PIC2 30 1287
YER053C-A 2 6
GIP2 48 2000
HIS1 36 989
FCY2 42 1858
RPL34A 7 52
HMF1 15 372
PET117 4 9
PCL6 24 552
FCY21 31 895
FCY22 23 721
CEM1 25 478
GPP2 15 443
THO1 21 623
VHR2 34 355
ICL1 62 3513
RRT13 5 31
YER066C-A 17 176
RGI1 5 12
YER067C-A 4 11
MOT2 11 225
YER068C-A 9 167
ARG5,6 6 5
RNR1 9 69
TDA2 4 15
VTC1 16 438
ALD5 43 1155
RPS24A 2 3
YOS1 0 0
PTP3 47 1603
YER076C 36 826
YER076W-A 8 35
YER077C 37 1289
ICP55 45 1178
YER078W-A 17 191
YER079W 8 243
YER079C-A 8 368
AIM9 33 1398
SER3 48 1531
UTP7 8 43
GET2 15 699
YER084W 49 2978
YER084W-A 4 12
YER085C 4 12
ILV1 37 903
AIM10 15 185
YER087C-A 8 49
SBH1 4 15
DOT6 90 3400
YER088C-A 58 971
YER088W-B 24 830
PTC2 56 2606
TRP2 38 1087
YER090C-A 2 3
MET6 24 212
YER091C-A 52 1997
IES5 17 147
TSC11 30 438
AIM11 20 403
PUP3 0 0
RAD51 10 137
SHC1 22 441
YER097W 20 295
UBP9 36 1122
PRS2 11 412
UBC6 12 162
AST2 29 1135
RPS8B 6 73
SSA4 37 540
RTT105 8 175
NUP157 61 1986
MAM1 11 47
GLE2 2 1
YER107W-A 6 90
KAP123 19 311
SWI4 11 19
LSM4 1 0
TMN3 18 250
BOI2 43 2113
SPR6 9 554
SLX8 7 256
RPL23B 5 20
SHO1 17 275
AVT6 29 783
YER119C-A 17 442
SCS2 12 68
YER121W 20 982
GLO3 7 237
YCK3 10 144
DSE1 22 396
RSP5 1 0
NSA2 2 1
LCP5 3 5
VFA1 9 153
SAK1 34 1233
COM2 36 1063
RPS26B 8 35
PMD1 98 3616
GLC7 2 2
YER133W-A 4 38
YER134C 14 180
YER135C 10 250
GDI1 4 7
YER137C 9 195
YER137W-A 3 14
YER138W-A 3 2
RTR1 5 12
EMP65 35 1737
COX15 8 50
MAG1 15 506
DDI1 30 774
UBP5 47 1837
FTR1 44 2118
YER145C-A 18 463
LSM5 3 12
SCC4 20 328
YER147C-A 6 60
SPT15 3 2
YER148W-A 13 221
PEA2 26 1191
SPI1 20 567
UBP3 28 1645
YER152C 41 935
YER152W-A 16 360
PET122 32 600
OXA1 13 231
BEM2 21 229
YER156C 21 430
COG3 8 73
YER158C 22 590
YER158W-A 7 77
BUR6 9 78
SPT2 9 414
RAD4 30 1133
GCG1 21 705
CHD1 21 473
PAB1 1 0
YER165C-A 2 2
DNF1 51 1393
BCK2 18 142
CCA1 4 3
RPH1 29 306
ADK2 14 391
RAD3 4 8
BRR2 19 84
YER172C-A 3 5
RAD24 38 1011
GRX4 14 413
TMT1 13 270
YER175W-A 4 49
ECM32 122 5235
BMH1 38 1105
PDA1 16 552
DMC1 32 874
ISC10 6 83
SLO1 4 20
YER181C 3 43
FMP10 9 282
FAU1 14 471
TOG1 29 657
PUG1 21 1110
YER186C 29 1145
YER187W 17 320
YER188W 15 406
YER188C-A 36 2011
YER189W 3 2
YRF1-2 35 276
YER190C-A 2 1
YER190C-B 1 0
YFL068W 3 2
YFL067W 6 44
YFL066C 7 6
YFL065C 2 1
YFL064C 5 20
YFL063W 28 930
COS4 18 270
DDI2 5 4
SNO3 7 39
SNZ3 9 253
THI5 10 83
AGP3 43 1423
YFL054C 62 2878
DAK2 35 1307
YFL052W 22 460
YFL051C 17 380
ALR2 78 2787
SWP82 27 528
EMP47 19 366
RGD2 28 679
FMP32 22 665
SEC53 0 0
OTU1 16 300
YFL042C 58 2156
YFL041W-A 4 122
FET5 58 1640
YFL040W 73 2544
ACT1 4 10
YPT1 1 0
TUB2 6 8
RPO41 11 90
MOB2 9 104
RPL22B 23 439
YFL034W 73 2516
RIM15 101 3165
YFL032W 47 998
HAC1 12 95
YFL031C-A 0 0
AGX1 44 1620
CAK1 2 1
CAF16 33 1092
GYP8 39 1133
STE2 40 697
BST1 35 554
EPL1 25 635
BUD27 79 2394
FRS2 5 4
YFL021C-A 145 6387
GAT1 89 2653
PAU5 13 116
YFL019C 6 8
LPD1 13 189
SMX2 0 0
GNA1 4 4
MDJ1 48 1467
YFL015W-A 26 197
YFL015C 71 2212
HSP12 39 1734
YFL013W-A 81 3814
IES1 118 4728
YFL012W-A 76 3916
YFL012W 19 646
HXT10 52 2237
AUA1 16 416
WWM1 42 1383
CDC4 7 26
SMC1 4 6
BLM10 240 10088
SEC4 1 0
VTC2 94 4693
MSH4 207 8559
SPB4 6 134
DEG1 40 644
LOC1 15 283
NIC96 57 2765
YPI1 4 62
RPN11 4 19
SAD1 8 154
YFR006W 108 3925
YFH7 77 3831
FAR7 14 230
GCN20 98 2737
YFR009W-A 9 69
UBP6 33 831
YFR010W-A 9 102
MIC19 31 579
DCV1 64 2188
YFR012W-A 2 5
IOC3 113 5926
CMK1 60 2525
GSY1 102 4848
YFR016C 112 4277
IGD1 54 1830
YFR018C 224 17429
FAB1 99 2281
YFR020W 24 469
ATG18 58 1769
ROG3 91 4167
PES4 69 3923
LSB3 30 811
HIS2 46 1706
ULI1 92 4493
ECO1 3 2
CDC14 12 388
PTR3 20 251
MET10 92 2305
SMC2 9 9
RPL2A 27 411
RRT5 39 691
RPL29 44 911
YFR032C-B 51 1997
QCR6 24 363
PHO4 172 5830
YFR034W-A 83 3349
YFR035C 77 3120
CDC26 8 20
YFR036W-A 8 59
RSC8 8 58
IRC5 28 687
OSW7 11 113
SAP155 13 65
ERJ5 32 1417
KEG1 0 0
IRC6 24 508
DUG1 67 4075
YFR045W 29 1492
CNN1 27 610
BNA6 23 774
RMD8 47 1364
YMR31 11 118
PRE4 5 29
RET2 36 929
RPN12 5 133
YFR052C-A 20 210
HXK1 44 980
YFR054C 6 17
YFR056C 17 348
IRC7 17 714
YFR057W 3 32
COS12 0 0
YGL262W 0 0
PAU11 2 1
YGL260W 2 1
YPS5 4 4
YGL258W-A 2 1
VEL1 8 54
MNT2 33 940
ADH4 13 189
ZRT1 9 10
FZF1 43 1787
HXK2 30 644
RTG2 11 40
HFM1 52 1272
RMR1 9 48
ZIP2 46 1837
PDE1 32 1645
BRR6 1 0
RAI1 2 1
GUS1 1 0
RTF1 6 6
TAD1 18 538
YGL242C 9 168
KAP114 39 1510
DOC1 4 23
YGL239C 14 132
CSE1 8 25
HAP2 13 254
MTO1 48 1483
YGL235W 27 782
ADE5,7 2 1
SEC15 8 66
TAN1 18 638
EMC4 11 228
YGL230C 8 64
SAP4 45 1219
SHE10 32 1477
VID30 20 512
OST5 4 4
MTC3 6 36
VRG4 1 0
SDT1 18 272
COG1 6 57
EDC1 11 111
NIF3 12 111
FRA2 14 292
MDM34 10 439
YGL218W 8 35
YGL217C 7 144
KIP3 17 400
CLG1 9 97
YGL214W 6 13
SKI8 13 185
VAM7 2 1
NCS6 2 1
YPT32 14 408
MIG2 21 1471
SIP2 23 414
SPT16 6 15
CHC1 6 12
POX1 30 1154
YGL204C 8 25
KEX1 12 236
ARO8 16 376
MCM6 11 60
EMP24 20 459
YGL199C 10 307
YIP4 8 164
MDS3 21 296
DSD1 28 831
GCN1 53 1131
YGL194C-A 2 1
HOS2 21 924
YGL193C 7 18
IME4 34 861
COX13 8 233
CDC55 5 6
RPS26A 2 1
YGL188C-A 0 0
YGL188C 26 507
COX4 7 102
TPN1 36 909
YGL185C 50 2034
STR3 26 937
MND1 38 1073
YGL182C 18 471
GTS1 53 1424
ATG1 30 317
TOS3 37 968
MPT5 45 1350
YGL177W 19 737
YGL176C 31 880
SAE2 11 105
BUD13 24 681
XRN1 33 783
NUP49 8 73
ROK1 5 69
SPO74 7 29
SUA5 2 1
HUR1 8 41
PMR1 6 24
CUP2 3 12
YGL165C 21 251
YRB30 24 651
RAD54 13 109
SUT1 21 693
YIP5 12 181
AIM14 22 1092
YGL159W 9 64
RCK1 34 542
ARI1 16 223
AMS1 54 2016
CDC43 4 3
LYS5 18 467
PEX14 14 1128
YGL152C 25 1253
NUT1 61 3135
INO80 27 477
YGL149W 27 1033
ARO2 11 143
RPL9A 8 155
RRT6 19 145
TIP20 17 518
ROG1 20 535
MRF1 8 72
GPI10 1 0
HUL5 30 406
YGL140C 38 1253
FLC3 22 523
YGL138C 15 203
SEC27 12 71
MRM2 12 159
RPL1B 2 1
PCL10 32 1315
ITC1 51 1380
YGL132W 3 2
SNT2 42 889
CEG1 1 0
RSM23 0 0
CWC23 4 7
SOH1 6 24
SCS3 113 5924
MET13 38 1089
MON1 6 38
RPS2 1 0
YGL123C-A 0 0
NAB2 6 58
GPG1 6 274
PRP43 5 9
COQ8 8 118
YGL118C 28 721
YGL117W 14 216
CDC20 6 6
SNF4 7 26
YGL114W 52 1046
SLD3 9 117
TAF6 0 0
NSA1 2 25
CUE3 25 560
YGL109W 21 588
YGL108C 11 211
RMD9 5 97
MLC1 0 0
ARC1 12 278
VPS73 29 895
RPL28 0 0
YGL102C 0 0
YGL101W 7 75
SEH1 5 12
LSG1 8 62
USE1 0 0
SRM1 5 42
TOS8 28 1335
VPS45 1 0
PAN2 31 1109
SPC105 11 111
NUP145 16 180
NBP35 5 90
LIF1 20 643
MF(ALPHA)2 10 155
YGL088W 18 866
MMS2 26 1178
MAD1 39 1802
LCL3 14 712
GUP1 18 216
SCY1 36 1272
YGL082W 23 754
YGL081W 18 768
MPC1 6 117
KXD1 13 306
DBP3 19 411
HNM1 42 807
RPL7A 10 35
MPS2 12 205
YGL074C 19 771
HSF1 58 2391
YGL072C 48 2121
AFT1 19 271
RPB9 8 86
YGL069C 5 16
MNP1 3 6
NPY1 14 427
SGF73 18 410
ALG2 3 63
MRH4 16 438
PUS2 78 2933
YGL063C-A 29 1048
PYC1 58 2100
DUO1 9 145
YBP2 27 1019
PKP2 29 749
RAD6 5 11
GEP7 21 775
SDS23 38 1058
OLE1 1 0
ERV14 5 105
PRM8 24 371
YGL052W 7 156
MST27 15 229
TYW3 25 278
TIF4632 43 1299
RPT6 0 0
ALG13 3 27
RIM8 49 1376
RNA15 2 7
DST1 19 1014
YGL042C 8 164
YGL041C-B 23 747
YGL041W-A 26 1000
YGL041C 3 11
HEM2 2 1
YGL039W 17 168
OCH1 3 2
PNC1 23 997
YGL036W 68 1955
MIG1 34 1060
YGL034C 43 931
HOP2 16 227
AGA2 12 146
RPL24A 15 93
RPL30 1 0
CGR1 0 0
SCW11 31 476
CWH41 86 3212
TRP5 51 1271
PGD1 27 1235
YGL024W 27 831
PIB2 46 1169
STT3 9 11
ALK1 55 1775
GET1 9 57
CKB1 8 45
JAC1 0 0
ATE1 44 1704
KAP122 96 2857
YGL015C 24 753
PUF4 75 2582
YGL014C-A 8 256
PDR1 87 3303
ERG4 4 7
SCL1 4 15
MPO1 45 1151
LEU1 129 6711
PMA1 2 1
YGL007C-A 4 78
BRP1 59 3475
YGL006W-A 27 1230
PMC1 142 5689
COG7 36 903
RPN14 78 2805
CDH1 74 3009
ERP6 53 1720
ERG26 4 5
EFM5 40 778
SWC4 62 2616
CUL3 91 3577
PEX31 31 384
TFG2 12 230
PRP18 32 1772
ECT1 69 2605
STF2 15 341
SEC9 5 18
NMA2 57 1581
YGR011W 15 774
YGR012W 54 2577
SNU71 38 769
MSB2 72 1433
YGR015C 71 3624
YGR016W 34 1363
YGR017W 53 1738
YGR018C 21 525
UGA1 105 3411
VMA7 4 3
YGR021W 67 2284
YGR022C 21 866
MTL1 53 2061
THG1 3 2
YGR025W 54 2595
YGR026W 29 1165
RPS25A 7 79
MSP1 35 1109
ERV1 2 2
POP6 2 1
IMO32 85 3114
NAG1 31 1097
GSC2 201 7592
TIM21 23 464
RPL26B 23 248
YGR035C 7 14
YGR035W-A 14 144
CAX4 8 132
ACB1 0 0
ORM1 13 339
YGR039W 23 415
KSS1 32 1224
BUD9 42 1266
YGR042W 43 780
NQM1 31 1922
RME1 19 448
YGR045C 70 4450
TAM41 16 215
TFC4 8 20
UFD1 4 13
SCM4 41 952
YGR050C 35 997
YGR051C 40 1144
FMP48 32 1326
YGR053C 21 957
YGR054W 17 108
MUP1 22 512
RSC1 26 483
LST7 10 400
PEF1 20 512
SPR3 21 608
ERG25 5 8
ADE6 7 9
COX18 13 253
SPT4 7 18
YGR064W 17 172
VHT1 2 1
YGR066C 19 665
YGR067C 55 2555
ART5 117 5068
YGR068W-A 1 0
YGR069W 31 1554
ROM1 38 1068
ENV11 29 753
UPF3 7 56
YGR073C 5 8
SMD1 1 0
PRP38 2 25
MRPL25 4 35
PEX8 26 628
PAC10 7 96
YGR079W 30 1765
TWF1 22 801
SLX9 12 570
TOM20 4 5
GCD2 4 3
MRP13 14 324
RPL11B 1 0
PIL1 12 139
PDC6 84 3202
CTT1 46 1566
NNF2 49 2590
UTP22 4 6
PRP31 15 325
DBF2 4 7
DRN1 15 290
VAS1 14 53
RRP46 0 0
TPC1 71 3136
ASK10 68 2472
ESP1 5 5
TEL2 3 2
MDR1 38 1239
PCP1 12 74
GTF1 5 107
NOP7 1 0
SRB5 3 6
VMA21 0 0
VOA1 13 281
YGR107W 43 2610
CLB1 20 345
CLB6 24 349
CLD1 12 56
YGR111W 18 206
SHY1 7 41
DAM1 4 9
YGR114C 17 363
YGR115C 1 0
SPT6 4 3
YGR117C 22 210
RPS23A 11 117
NUP57 4 24
COG2 3 76
MEP1 72 3121
YGR121W-A 40 1697
YGR122W 25 283
YGR122C-A 2 1
PPT1 28 672
ASN2 38 2433
YGR125W 33 1071
YGR126W 15 131
YGR127W 44 2319
UTP8 2 1
SYF2 5 47
YGR130C 36 1366
FHN1 10 141
PHB1 11 259
PEX4 7 131
CAF130 43 1155
PRE9 5 86
LSB1 12 175
YGR137W 7 31
TPO2 15 678
YGR139W 12 96
CBF2 7 9
VPS62 55 1591
BTN2 20 484
SKN1 48 1290
THI4 37 1080
ENP2 25 661
ECL1 8 26
YGR146C-A 11 343
NAT2 12 445
RPL24B 7 45
YGR149W 17 245
CCM1 9 51
YGR151C 2 12
RSR1 3 14
YGR153W 9 155
GTO1 20 370
CYS4 5 62
PTI1 6 59
CHO2 36 673
MTR3 0 0
NSR1 13 310
YGR160W 6 37
RTS3 17 627
YGR161W-C 7 116
TIF4631 13 388
GTR2 14 166
YGR164W 15 550
MRPS35 10 23
TRS65 20 406
CLC1 2 3
YGR168C 10 376
PUS6 48 2115
LSO2 9 240
PSD2 57 1397
MSM1 8 43
YIP1 4 5
RBG2 17 467
CBP4 11 224
YGR174W-A 3 16
ERG1 1 0
YGR176W 34 1551
ATF2 69 2887
PBP1 40 1239
OKP1 7 33
RNR4 2 2
TIM13 9 95
YGR182C 5 59
QCR9 5 4
UBR1 24 170
TYS1 3 2
TFG1 7 139
HGH1 13 550
BUB1 8 29
CRH1 12 345
YGR190C 2 2
HIP1 5 5
TDH3 16 130
PDX1 25 1257
XKS1 24 738
SKI6 6 39
FYV8 29 1097
SNG1 8 30
YPP1 4 3
PMT6 22 331
ELP2 23 170
YGR201C 22 781
PCT1 32 914
YCH1 63 2118
ADE3 55 1764
YGR204C-A 4 13
TDA10 9 100
MVB12 3 138
CIR1 13 185
SER2 7 6
TRX2 15 274
YGR210C 27 1541
ZPR1 3 5
SLI1 23 895
RTA1 20 409
RPS0A 9 41
RSM27 1 0
GPI1 3 8
CCH1 81 4167
CRM1 8 35
YGR219W 7 143
MRPL9 4 69
TOS2 38 859
PET54 5 4
HSV2 18 754
AZR1 26 968
AMA1 17 290
YGR226C 3 4
DIE2 13 203
YGR228W 2 3
SMI1 9 649
BNS1 12 332
PHB2 18 609
NAS6 19 626
PHO81 49 1832
YHB1 22 605
MIC26 13 153
SPG1 12 266
YGR237C 38 665
KEL2 56 1741
PEX21 19 226
PFK1 37 1908
YGR240C-A 12 172
YAP1802 29 1219
YGR242W 5 103
MPC3 3 3
LSC2 34 1699
SDA1 9 39
BRF1 4 3
CPD1 15 369
SOL4 26 1070
MGA1 23 868
YGR250C 26 617
NOP19 1 0
GCN5 11 138
PUP2 1 0
ENO1 27 513
COQ6 21 196
GND2 30 385
MTM1 5 22
RAD2 30 739
YGR259C 10 304
TNA1 34 1236
APL6 15 64
BUD32 2 1
SAY1 16 736
MES1 3 3
YGR265W 14 532
YGR266W 36 819
FOL2 1 0
HUA1 38 2129
YGR269W 40 1317
YTA7 44 1517
YGR270C-A 5 22
SLH1 72 2089
EFG1 4 5
YGR273C 6 190
TAF1 10 117
RTT102 4 80
RNH70 17 678
CAB4 2 1
CWC22 10 162
SCW4 13 348
PXR1 6 28
YOR1 69 3013
BGL2 8 11
YGR283C 13 186
ERV29 14 375
ZUO1 1 0
BIO2 20 509
IMA1 24 853
MAL13 20 558
MAL11 26 899
YGR290W 5 72
YGR291C 7 70
MAL12 10 93
YGR293C 1 0
PAU12 2 1
COS6 17 251
YRF1-3 34 43
YGR296C-A 3 2
YGR296C-B 3 4
YHL050C 55 1048
YHL050W-A 13 204
YHL049C 0 0
YHL048C-A 11 353
COS8 30 680
ARN2 33 1431
YHL046W-A 7 191
PAU13 5 39
YHL045W 21 488
YHL044W 30 1194
ECM34 20 534
YHL042W 49 2272
YHL041W 41 616
ARN1 55 1471
EFM1 39 1596
CBP2 10 102
YHL037C 49 2256
MUP3 38 577
VMR1 146 5763
YHL034W-A 4 35
SBP1 6 37
RPL8A 14 90
GUT1 80 4161
GOS1 6 82
YHL030W-A 6 106
ECM29 104 3901
OCA5 66 3619
WSC4 59 1552
RIM101 92 3397
YHL026C 64 3198
SNF6 107 5303
RIM4 115 4234
NPR3 39 865
SPO11 49 1214
AIM17 73 3058
OPI1 14 226
YHL019W-A 28 759
APM2 69 2037
YHL018W 23 507
YHL017W 88 4098
DUR3 92 4320
YHL015W-A 6 16
RPS20 0 0
YLF2 56 1386
OTU2 43 2230
YHL012W 76 2439
PRS3 4 4
ETP1 70 3294
YAP3 29 1010
YHL008C 210 7643
STE20 108 6610
YHL006W-A 49 3422
SHU1 128 8112
YHL005C 137 7150
MRP4 18 119
LAG1 61 2215
YHL002C-A 28 809
HSE1 118 4631
RPL14B 52 1934
OSH7 64 2269
QCR10 28 1278
LEU5 40 867
TCD1 120 5865
NEM1 53 1650
GPA1 10 289
TIM10 11 223
STP2 50 1024
ERG11 5 6
YHR007C-A 103 5634
SOD2 21 235
TDA3 51 919
RPL27A 0 0
DIA4 5 33
VPS29 1 0
ARD1 8 48
SPO13 28 557
MIP6 66 2673
YSC84 40 1064
YSC83 100 2875
ARG4 1 0
DED81 3 2
YHR020W 5 18
RPS27B 2 2
ECM12 11 303
YHR022C 36 1043
YHR022C-A 17 766
MYO1 21 358
MAS2 1 0
THR1 23 578
VMA16 1 0
RPN1 3 2
DAP2 49 1699
YHR028W-A 32 657
YHI9 32 1289
SLT2 18 1089
RRM3 65 2184
ERC1 87 4972
YHR032W-A 22 765
YHR032C-A 24 896
YHR033W 88 5609
PIH1 49 1675
NEL1 35 666
BRL1 10 107
PUT2 44 2119
RRF1 9 79
MSC7 35 832
VMA10 1 0
BCD1 13 298
SRB2 6 46
NCP1 15 209
DOG2 15 270
DOG1 17 219
YHR045W 34 1000
INM1 11 197
AAP1 39 767
YHK8 49 1275
FSH1 18 586
YHR049C-A 33 668
SMF2 32 559
YHR050W-A 17 180
COX6 2 4
CIC1 3 2
YHR052W-A 5 4
CUP1-1 6 5
YHR054C 26 28
YHR054W-A 2 1
CUP1-2 2 1
RSC30 55 1212
YHR056W-A 25 652
CPR2 23 941
MED6 10 270
FYV4 0 0
VMA22 3 32
GIC1 30 1157
RPP1 1 0
PAN5 16 276
YHR063W-A 12 145
SSZ1 14 293
RRP3 5 16
SSF1 35 1037
HTD2 20 491
DYS1 6 6
RRP4 4 3
YHR069C-A 0 0
TRM5 4 152
YHR070C-A 13 540
PCL5 28 1329
YHR071C-A 4 28
ERG7 11 28
NOP10 0 0
OSH3 50 2560
YHR073W-A 2 2
YHR073C-B 0 0
QNS1 3 3
PPE1 15 453
PTC7 22 700
NMD2 6 37
YHR078W 29 959
IRE1 17 27
SAE3 2 3
YHR080C 74 2219
LRP1 14 154
KSP1 41 914
SAM35 1 0
STE12 26 538
IPI1 0 0
NAM8 34 1367
YHR086W-A 20 406
RTC3 7 313
RPF1 1 0
GAR1 7 49
YNG2 10 53
MSR1 11 86
HXT4 28 449
AHT1 15 139
HXT1 53 2195
YHR095W 25 552
HXT5 50 1501
YHR097C 50 995
SFB3 39 912
TRA1 26 530
GEP4 6 11
BIG1 4 20
KIC1 7 84
SBE22 39 1814
GRE3 26 1169
YPT35 20 444
TRR2 14 202
CDC12 0 0
GGA2 17 379
CTM1 13 195
ERP5 11 51
UBA4 2 1
YHR112C 17 320
APE4 24 817
BZZ1 31 1267
DMA1 26 580
COX23 25 825
TOM71 26 825
ORC6 1 0
SET1 14 78
MSH1 32 916
LSM12 8 115
CIA2 10 253
EPT1 15 573
NDT80 46 1177
YHR125W 5 104
ANS1 25 1215
YHR127W 17 767
FUR1 8 506
ARP1 5 6
YHR130C 3 6
YHR131C 29 401
YHR131W-A 8 42
ECM14 29 970
IGO2 4 3
NSG1 5 127
WSS1 9 80
YCK1 38 935
SPL2 10 128
ARO9 18 114
YHR137C-A 7 36
YHR138C 12 256
SPS100 22 423
YHR139C-A 34 1981
YHR140W 35 1429
RPL42B 2 2
CHS7 12 279
DSE2 16 215
RPC10 0 0
DCD1 19 740
YHR145C 11 176
CRP1 14 839
MRPL6 0 0
IMP3 2 1
SKG6 36 1418
PEX28 27 617
MTC6 24 691
SPO12 5 152
SPO16 8 114
RTT107 41 1565
YSP1 47 1390
LIN1 22 683
REC104 12 223
KEL1 55 3064
TDA11 39 1445
PEX18 17 411
YAP1801 27 596
MPC2 7 23
SOL3 10 318
DNA2 10 51
PRP8 18 160
YHR165W-A 2 4
CDC23 18 539
THP2 8 37
MTG2 15 104
DBP8 10 25
NMD3 4 8
ATG7 33 694
SPC97 21 719
YHR173C 21 363
ENO2 27 863
CTR2 22 377
YHR175W-A 8 200
FMO1 33 622
YHR177W 29 937
STB5 15 25
