gene_name number_of_transposon_per_gene number_of_read_per_gene
OYE2 9 18
YHR180W 14 761
YHR180W-A 13 99
YHR180C-B 2 1
SVP26 13 245
YHR182W 39 1331
YHR182C-A 4 4
GND1 12 200
SSP1 42 926
PFS1 15 288
KOG1 20 26
IKI1 6 79
GPI16 6 10
PTH1 13 243
ERG9 5 21
CTF8 6 19
LNP1 17 293
EGD2 11 223
YHR193C-A 9 82
MDM31 47 775
NVJ1 23 431
UTP9 13 257
RIX1 4 10
AIM18 23 429
AIM46 20 454
NBL1 1 0
RPN10 3 9
PPX1 15 150
YHR202W 34 1099
RPS4B 6 28
MNL1 43 827
SCH9 6 15
SKN7 26 553
SET5 35 974
BAT1 23 762
CRG1 23 292
YHR210C 30 1683
FLO5 123 3589
YHR212C 0 0
YHR212W-A 0 0
YHR213W 1 0
YHR213W-A 2 1
YHR213W-B 14 229
YHR214W 3 41
YHR214W-A 5 5
YHR214C-D 1 0
YHR214C-E 6 24
PHO12 6 7
IMD2 27 784
YHR217C 16 301
YHR218W 15 20
YHR218W-A 0 0
YHR219W 6 10
YHR219C-A 3 2
YIL177C 34 49
YIL177W-A 3 2
PAU14 0 0
VTH1 13 348
IMA3 1 0
YIL171W-A 0 0
YIL169C 25 290
YIL166C 70 2776
YIL165C 11 120
NIT1 19 268
YIL163C 9 318
SUC2 29 701
YIL161W 6 20
POT1 38 933
BNR1 54 1556
AIM20 14 641
COA1 11 145
YIL156W-A 22 637
YIL156W-B 21 601
UBP7 44 708
GUT2 48 1652
IMP2' 43 1503
RRD1 14 62
YIL152W 24 837
ESL1 43 1290
MCM10 8 163
MLP2 48 1202
RPL40A 7 27
SLN1 8 167
ATG32 20 463
PAN6 3 18
NDC80 6 66
SSL2 15 365
YIL142C-A 11 237
CCT2 5 6
YIL141W 16 302
AXL2 50 1245
REV7 12 174
TPM2 4 14
TMA108 42 748
OM45 25 648
VHS2 20 222
YIL134C-A 12 436
FLX1 5 11
RPL16A 8 157
CSM2 30 1969
FKH1 28 754
ASG1 43 1798
TAO3 36 428
MET18 32 705
RRT14 9 337
STH1 13 199
KGD1 52 1123
AYR1 13 454
SIM1 84 3045
POG1 16 857
QDR2 36 1471
QDR1 51 1854
RPI1 24 728
RHO3 3 3
PRM5 11 56
HIS5 37 1417
YIL115W-A 15 542
NUP159 15 307
POR2 9 326
SDP1 32 1554
HOS4 76 3144
COX5B 15 358
HPM1 22 710
SEC24 5 14
YIL108W 57 1389
PFK26 40 1590
MOB1 5 134
SLM1 32 843
YIL105W-A 4 3
SHQ1 8 9
DPH1 17 335
YIL102C-A 1 0
YIL102C 0 0
XBP1 61 3333
YIL100C-A 37 574
YIL100W 42 878
SGA1 37 1306
FMC1 5 135
FYV10 14 243
BMT5 17 313
PRK1 45 1320
LYS12 31 613
RSM25 17 378
YIL092W 39 1257
UTP25 4 4
ICE2 28 1044
YIL089W 21 328
AVT7 49 1823
AIM19 11 256
YIL086C 31 1374
KTR7 39 1674
SDS3 10 310
CAB2 3 28
YIL082W 14 198
AIR1 22 767
THS1 6 9
YIL077C 35 1619
SEC28 18 334
RPN2 15 244
SER33 39 1556
SPO22 63 2756
HOP1 25 260
YIL071W-A 3 21
PCI8 25 1646
MAM33 25 731
RPS24B 8 61
YIL068W-A 7 56
SEC6 7 11
YIL067C 46 1328
YIL066W-A 11 215
RNR3 53 2067
FIS1 15 370
EFM4 37 2329
YRB2 4 6
ARC15 0 0
SNP1 12 187
YIL060W 9 62
YIL059C 9 63
YIL058W 15 123
RGI2 17 473
VHR1 111 2887
YIL055C 73 3927
YIL054W 50 1482
GPP1 29 848
RPL34B 3 4
MMF1 21 630
PCL7 15 439
DFG10 7 53
NEO1 12 116
YIL047C-A 16 838
SYG1 68 2484
YIL046W-A 59 3072
MET30 14 154
PIG2 23 547
AGE2 31 226
CBR1 33 1036
PKP1 47 1963
GVP36 15 316
APQ12 10 183
TED1 61 2031
NOT3 22 113
PRM2 51 1890
CST6 35 1201
CKA1 25 621
CAP2 27 934
BCY1 10 246
YIL032C 20 380
ULP2 43 1583
YIL030W-A 20 570
SSM4 90 3923
YIL029W-A 14 150
YIL029C 14 112
YIL028W 9 208
EMC5 23 1482
IRR1 21 349
YIL025C 17 496
YIL024C 26 1045
YKE4 62 2256
TIM44 4 4
RPB3 11 28
YIL021C-A 1 0
YIL020C-A 4 16
HIS6 45 2204
FAF1 4 22
RPL2B 12 101
VID28 52 1326
SNL1 24 533
BAR1 90 3453
YIL014C-A 9 58
MNT3 40 870
PDR11 153 5703
YIL012W 60 2867
TIR3 34 585
DOT5 23 650
EST3 24 1220
FAA3 92 4369
URM1 2 6
NAS2 50 1546
YIA6 91 3280
EPS1 134 6086
BET1 0 0
CFD1 24 1606
YIL002W-A 10 218
INP51 32 211
YIL001W 116 4293
SGN1 40 1266
MPH1 163 7708
AIM21 121 4218
DJP1 54 2055
IST3 21 776
PAN1 144 5260
YIR007W 95 2906
PRI1 2 4
MSL1 5 76
DSN1 13 165
STS1 11 170
SQT1 9 56
GAT4 34 1399
YIR014W 45 1828
RPR2 3 16
YIR016W 81 2175
MET28 105 3724
YIR017W-A 117 4179
YAP5 36 1661
YIR018C-A 8 150
FLO11 66 2239
YIR020C 4 11
YIR020W-A 9 162
YIR020C-B 12 66
MRS1 13 50
YIR021W-A 28 1296
SEC11 0 0
DAL81 62 1787
YIR023C-A 11 137
INA22 19 487
MND2 38 1664
YVH1 30 1095
DAL1 62 1794
DAL4 129 4092
DAL2 39 1780
DCG1 36 680
YIR030W-A 17 675
DAL7 50 2678
DAL3 47 1352
MGA2 54 1889
LYS1 51 1647
YIR035C 50 1960
IRC24 55 2078
YIR036W-A 34 1077
HYR1 16 505
GTT1 17 211
YPS6 21 448
YIR040C 8 8
PAU15 4 13
YIR042C 18 657
YJL225C 31 42
YJL225W-A 2 1
PAU1 0 0
YJL222W-B 1 0
YJL222W-A 3 2
VTH2 20 325
IMA4 4 4
YJL220W 1 0
HXT9 24 781
YJL218W 7 91
REE1 7 147
IMA5 22 603
YJL215C 24 520
HXT8 37 1490
YJL213W 16 330
OPT1 58 3529
YJL211C 53 2579
PEX2 50 1372
CBP1 16 37
NUC1 25 681
LAA1 76 3644
YJL206C 28 912
NCE101 11 163
RCY1 14 123
PRP21 10 103
YJL202C 10 250
ECM25 32 650
ACO2 38 1318
MBB1 6 47
PHO90 52 2405
UBP12 49 1794
YJL197C-A 2 1
ELO1 13 258
YJL195C 3 3
CDC6 2 2
YJL193W 16 70
SOP4 25 495
RPS14B 22 298
RPS22A 9 176
RPL39 3 2
BUD19 1 0
SWE1 31 1312
MNN5 21 276
ATG36 17 345
GON7 1 0
MNN11 10 83
YJL182C 19 432
YJL181W 28 978
ATP12 5 17
PFD1 6 268
ATG27 21 519
RPL17B 7 71
SWI3 8 93
YJL175W 6 21
KRE9 0 0
RFA3 0 0
CPS1 35 1374
YJL171C 25 803
ASG7 26 941
YJL169W 9 215
SET2 29 589
ERG20 2 1
QCR8 4 31
HAL5 34 784
TPK1 31 1225
YJL163C 67 2806
JJJ2 25 1005
FMP33 29 1194
YJL160C 31 394
HSP150 8 62
CIS3 25 656
FAR1 46 1930
YJL156W-A 21 624
SSY5 12 121
FBP26 33 1463
VPS35 9 90
INO1 38 1170
YJL152W 81 5457
SNA3 62 4290
YJL150W 29 1093
DAS1 46 2158
RPA34 10 100
YJL147C 12 190
IDS2 22 344
SFH5 13 309
YJL144W 12 154
TIM17 5 104
IRC9 15 502
YAK1 45 1961
RPB4 1 0
YUR1 23 1164
TIF2 4 7
GLG2 23 612
YJL136W-A 9 76
RPS21B 7 20
YJL135W 20 1033
LCB3 20 269
YJL133C-A 25 856
MRS3 22 1005
YJL132W 46 1673
AIM23 19 286
URA2 133 4661
TRK1 9 19
PBS2 41 2410
YJL127W-A 5 127
YJL127C-B 5 69
SPT10 34 947
NIT2 12 76
GCD14 3 2
LSM1 2 1
MTC1 12 221
ALB1 8 74
RPE1 6 126
YJL120W 13 433
YJL119C 17 316
YJL118W 24 368
PHO86 26 1485
NCA3 26 757
ASF1 7 83
MDV1 51 1748
CCT7 1 0
GZF3 23 226
UTP10 14 79
PRM10 10 162
YJL107C 17 331
IME2 25 613
SET4 31 637
PAM16 0 0
GSM1 23 562
MEF2 21 178
GSH1 25 376
LSB6 31 1160
CHS6 25 985
SAP185 50 2181
PHS1 4 4
MRPL49 0 0
BCK1 7 95
KHA1 31 582
TOK1 31 795
SRS2 64 11290
GWT1 3 61
DPB11 8 233
SIP4 76 1364
ARG3 3 2
TRL1 1 0
YJL086C 24 495
EXO70 5 7
ALY2 49 1680
TAX4 39 924
IML2 38 1511
ARP4 4 6
SCP160 39 452
PRY1 23 394
PRY3 107 2876
YJL077W-B 2 1
ICS3 41 2097
YJL077W-A 6 270
NET1 50 971
APQ13 26 512
SMC3 10 11
JEM1 35 1054
PSF2 1 0
ARG2 6 8
YJL070C 45 2177
UTP18 3 3
YJL068C 20 631
YJL067W 19 1263
MPM1 29 1209
DLS1 14 288
YJL064W 11 118
MRPL8 15 225
COA3 4 6
LAS21 7 13
NUP82 5 31
BNA3 29 358
YHC3 32 811
BIT61 34 882
IKS1 49 1469
ZAP1 10 25
YJL055W 28 682
TIM54 4 31
PEP8 4 8
YJL052C-A 35 1512
TDH1 29 1387
IRC8 35 859
MTR4 4 4
YJL049W 10 139
UBX6 33 906
YJL047C-A 16 265
RTT101 20 336
AIM22 23 447
YJL045W 68 3258
GYP6 26 900
YJL043W 97 4905
MHP1 83 2294
NSP1 1 0
NUP192 3 4
LOH1 6 64
IRC18 25 330
SNX4 10 150
TAD2 3 3
KAR2 7 33
HCA4 8 20
YJL032W 2 1
BET4 1 0
MAD2 43 2139
VPS53 5 17
YJL028W 96 7485
YJL027C 85 4075
RNR2 11 240
YJL026C-A 1 0
RRN7 6 5
APS3 12 255
PET130 6 50
YJL022W 2 1
BBC1 92 2491
YJL020W-A 1 0
MPS3 52 1874
YJL016W 75 2408
YJL015C 51 3964
CCT3 3 4
MAD3 62 2911
VTC4 52 1501
RPC17 2 2
NOP9 21 209
YJL009W 17 480
CCT8 8 159
YJL007C 41 2698
CTK2 8 39
CYR1 34 371
SYS1 27 680
COX16 8 75
OST1 8 102
PRE3 2 2
AVT1 130 5439
MPP10 34 1400
YJR003C 143 5197
SAG1 141 6380
APL1 65 1846
LSO1 16 320
POL31 1 0
SUI2 22 685
MHO1 65 2932
TDH2 59 2091
MET3 61 1734
SPC1 13 435
YJR011C 21 546
YJR012C 44 1391
GPI14 1 0
TMA22 20 302
YJR015W 99 4417
ILV3 20 436
ESS1 5 11
YJR018W 20 126
TES1 63 2637
YJR020W 33 1013
REC107 67 2352
LSM8 2 1
YJR023C 2 1
MDE1 35 771
BNA1 26 469
YJR030C 91 4965
GEA1 107 4949
CPR7 33 529
RAV1 40 1061
PET191 6 7
RAD26 93 2665
HUL4 71 1709
YJR037W 14 250
YJR038C 33 1386
YJR039W 97 5234
GEF1 40 785
URB2 5 9
NUP85 5 19
POL32 28 468
VPS55 21 246
SSC1 5 102
TAH11 3 40
ANB1 18 337
CYC1 9 134
UTR1 110 24820
ISY1 31 513
OSM1 35 668
RAD7 37 712
BFA1 39 1681
KCH1 19 271
HIT1 8 47
YJR056C 23 617
CDC8 4 23
APS2 25 594
PTK2 56 1461
CBF1 33 593
YJR061W 58 2266
NTA1 31 623
RPA12 4 46
CCT5 3 5
ARP3 3 2
TOR1 93 2859
YAE1 1 0
RFC2 0 0
HAM1 21 491
LIA1 11 60
YJR071W 16 346
NPA3 26 793
OPI3 13 310
MOG1 30 1292
HOC1 16 152
CDC11 5 44
MIR1 14 149
BNA2 60 2657
YJR079W 37 924
AIM24 33 908
EAF6 6 187
ACF4 14 318
YJR084W 29 1212
YJR085C 13 233
STE18 7 68
YJR087W 5 12
EMC2 16 449
BIR1 41 1566
GRR1 20 265
JSN1 53 1864
BUD4 76 2471
FIP1 10 58
IME1 28 1092
RPL43B 8 254
SFC1 35 1108
YJR096W 23 608
JJJ3 8 100
YJR098C 45 1582
YUH1 15 280
AIM25 20 938
RSM26 4 17
VPS25 4 21
URA8 84 3085
SOD1 2 1
ADO1 10 50
ECM27 48 2252
YJR107W 30 573
ABM1 54 2090
CPA2 7 8
YMR1 31 555
YJR111C 28 1301
NNF1 2 1
YJR112W-A 13 254
RSM7 2 1
YJR114W 5 46
YJR115W 32 826
TDA4 33 1532
STE24 21 1054
ILM1 11 375
JHD2 39 1190
YJR120W 47 1630
ATP2 2 1
IBA57 2 1
RPS5 0 0
YJR124C 22 722
ENT3 14 135
VPS70 39 1326
RSF2 119 3940
YJR128W 36 376
EFM3 55 2365
STR2 32 463
MNS1 51 1541
NMD5 30 586
XPT1 27 718
SGM1 22 423
MCM22 12 282
TIM8 3 80
TTI2 2 1
MET5 84 3579
IML1 32 307
HOM6 9 58
HIR3 39 776
YJR140W-A 2 1
YJR141W 0 0
YJR142W 19 383
PMT4 12 101
MGM101 10 358
RPS4A 5 18
YJR146W 24 745
HMS2 23 403
BAT2 61 2166
YJR149W 23 566
DAN1 29 921
DAN4 31 1207
YJR151W-A 1 0
DAL5 33 1082
PGU1 14 107
YJR154W 28 1030
AAD10 50 1600
THI11 14 399
YJR157W 1 0
HXT16 5 6
SOR1 5 4
MPH3 7 22
COS5 4 8
YJR162C 5 15
YKL225W 15 299
PAU16 2 1
YKL223W 4 4
YKL222C 15 133
MCH2 33 1090
FRE2 18 345
COS9 14 546
SRY1 30 778
JEN1 53 2392
URA1 18 363
OXP1 76 2397
YRA2 9 127
DOA1 6 24
SAC1 2 11
TRP3 24 785
UBA1 1 0
STE6 80 2291
CBT1 5 4
EMC3 15 532
ADD66 10 153
LOS1 51 1144
EAP1 15 149
TOR2 15 22
YKL202W 11 79
MNN4 68 1473
PTK1 199 10767
PEX1 100 3654
YKT6 1 0
MIA40 7 67
MST1 4 13
SDS22 1 0
ACP1 2 1
DPH2 26 405
CNB1 2 5
HYM1 13 129
PXA2 46 1627
FAT3 59 1556
MTR2 17 819
ASH1 40 1526
SPE1 13 84
YKL183C-A 23 1832
LOT5 53 2532
FAS1 9 11
PRS1 2 1
RPL17A 1 0
COY1 19 140
STE3 23 916
YKL177W 4 10
LST4 15 139
ZRT3 20 689
TPO5 11 39
SNU114 10 71
EBP2 7 53
NNK1 29 345
MRPL38 3 8
YKL169C 3 8
KKQ8 45 1692
MRP49 7 12
TPK3 29 355
YKL165C-A 10 118
MCD4 8 7
PIR1 21 303
PIR3 11 312
YKL162C-A 7 19
YKL162C 19 805
KDX1 27 512
ELF1 2 2
RCN1 12 765
APE2 68 1964
RPS27A 6 63
YKL156C-A 1 0
RSM22 16 186
SRP102 0 0
YKL153W 2 1
GPM1 2 1
YKL151C 50 2265
MCR1 27 641
DBR1 13 240
SDH1 44 1052
YKL147C 40 1417
AVT3 45 1624
RPT1 3 2
YKL145W-A 0 0
RPC25 0 0
LTV1 3 3
MRP8 2 18
SDH3 11 83
TGL1 31 1284
CTK1 1 0
HSK3 1 0
MRPL31 0 0
CMC1 8 59
YKL136W 8 151
APL2 30 322
OCT1 5 95
YKL133C 19 250
RMA1 20 133
YKL131W 17 124
SHE2 4 3
MYO3 53 1741
PMU1 24 827
PGM1 38 1143
YPK1 5 20
RRN3 7 137
SSH4 22 499
YKL123W 3 36
SRP21 7 46
DGR2 44 1426
OAC1 24 930
VPH2 5 48
YKL118W 10 193
SBA1 14 348
PRR1 30 739
YKL115C 23 163
APN1 20 242
RAD27 31 938
ABF1 9 100
YKL111C 8 279
KTI12 16 127
HAP4 30 1326
SLD2 4 141
YKL107W 43 1047
YKL106C-A 16 1168
AAT1 25 431
SEG2 53 1581
GFA1 2 1
APE1 40 1315
YKL102C 27 1734
HSL1 25 353
YPF1 27 423
YKL100W-A 2 1
UTP11 2 1
MTC2 20 506
YKL097C 37 1195
YKL096C-B 6 19
CWP2 12 154
CWP1 33 1043
YJU2 6 35
YJU3 18 104
MBR1 21 644
BUD2 35 574
YKL091C 20 389
CUE2 23 874
MIF2 0 0
CAB3 21 171
CYT2 6 34
SRX1 73 2168
MDH1 12 161
HOT13 20 445
YKL083W 2 1
RRP14 6 5
TEF4 20 656
VMA5 3 5
SMY1 21 249
DHR2 8 65
YKL077W 17 232
PSY1 5 11
YKL075C 28 632
MUD2 27 959
LHS1 43 782
STB6 26 1001
YKL071W 10 188
YKL070W 4 42
YKL069W 15 239
YKL068W-A 4 37
NUP100 33 708
YNK1 11 291
YKL066W 29 1130
YKL065W-A 8 41
YET1 16 407
MNR2 59 2046
YKL063C 4 9
MSN4 36 1125
BLI1 8 260
FBA1 2 1
MPE1 28 1150
TOA2 2 1
NUP120 4 10
TMA19 15 245
OAR1 14 283
DEF1 6 14
MDM35 3 39
YKL053W 17 491
ASK1 22 518
SFK1 32 1058
YKL050C 54 1699
CSE4 2 1
ELM1 8 213
ANR2 41 1129
DCW1 30 288
PRI2 9 67
YKL044W 24 431
PHD1 32 1019
SPC42 2 1
VPS24 0 0
NFU1 12 249
PTM1 35 1862
RGT1 102 4292
AIM26 71 4086
YKL036C 57 1953
UGP1 7 16
TUL1 54 2018
YKL033W-A 20 558
TTI1 3 4
IXR1 64 2651
YKL031W 54 1599
YKL030W 107 4072
MAE1 183 7685
TFA1 15 262
TCD2 48 1282
GPX1 21 1367
PAN3 102 3163
URA6 1 0
YKL023C-A 18 489
YKL023W 15 56
CDC16 45 2008
MAK11 35 2074
SPT23 52 2378
RAM2 1 0
YKL018C-A 13 408
SWD2 3 2
HCS1 58 2115
ATP7 4 28
PUT3 75 2873
URB1 24 263
ARC19 0 0
PRP40 25 388
CCE1 57 3178
UFD4 209 11384
MRT4 21 470
LAC1 61 2099
CAP1 28 582
SFT1 21 466
RPL14A 7 22
BYE1 118 5540
AUR1 18 197
MRP17 2 3
DID4 5 6
MET14 31 1167
VPS1 4 5
PAP1 14 232
OSH6 105 3680
ECM9 17 436
YKR005C 115 5389
MRPL13 6 38
MEH1 25 225
RSC4 4 11
FOX2 216 8791
TOF2 67 2122
YKR011C 47 2513
YKR012C 31 994
PRY2 63 1701
YPT52 8 53
YKR015C 79 3514
MIC60 30 681
HEL1 62 2609
YKR018C 69 2083
IRS4 22 95
VPS51 5 27
ALY1 75 3439
NTR2 9 22
YKR023W 50 2483
DBP7 30 576
RPC37 5 281
GCN3 9 135
BCH2 72 2698
SAP190 20 400
SET3 38 1260
GMH1 21 548
SPO14 109 5356
YKR032W 36 1511
YKR033C 9 97
DAL80 29 698
OPI8 6 13
DID2 6 13
CAF4 50 1757
SPC34 7 130
KAE1 2 1
GAP1 91 2404
YKR040C 74 3598
YKR041W 116 4974
UTH1 7 125
SHB17 31 1073
UIP5 73 3546
YKR045C 39 1627
PET10 25 259
YKR047W 16 109
NAP1 13 61
FMP46 15 290
TRK2 59 2209
YKR051W 34 1081
MRS4 11 179
YSR3 46 2143
DYN1 34 216
RHO4 14 337
TRM2 54 1137
RPS21A 10 233
GLG1 29 609
TIF1 9 120
UTP30 19 483
KTR2 59 3160
TFA2 0 0
LAS1 3 2
OAF3 43 1060
PAM17 15 91
CCP1 38 1451
GPT2 48 1508
BET3 1 0
MET1 35 635
YKR070W 49 1948
DRE2 7 94
SIS2 31 462
YKR073C 44 2020
AIM29 10 265
YKR075C 40 2140
YKR075W-A 29 1448
ECM4 38 2163
MSA2 15 106
YKR078W 40 1539
TRZ1 7 51
MTD1 30 1204
RPF2 4 30
NUP133 19 200
DAD2 3 2
HBS1 40 1023
MRPL20 4 62
PRP16 21 291
OMA1 31 957
TVP38 19 400
TGL4 59 2893
PXL1 51 1457
SRL3 27 1011
SRP40 93 1813
PTR2 48 1994
RPL40B 10 67
MLP1 79 2871
PCC1 1 0
ESL2 103 7020
PCK1 44 1894
UBP11 39 1081
BAS1 15 147
SKG1 11 86
SIR1 30 507
FLO10 73 2845
NFT1 40 956
YKR104W 11 302
VBA5 17 577
GEX2 29 943
YLL067C 17 33
YLL067W-A 2 1
YLL066W-B 21 164
YLL066C 19 45
YLL066W-A 3 2
YLL065W 13 261
PAU18 0 0
AYT1 25 943
MHT1 23 756
MMP1 36 1136
GTT2 17 1291
YLL059C 54 3028
YLL058W 20 529
JLP1 62 2169
YLL056C 25 759
YCT1 42 1903
YLL054C 34 1367
YLL053C 10 182
AQY2 18 508
FRE6 47 2221
COF1 2 1
LDB18 4 4
YBT1 74 2299
YLL047W 17 228
RNP1 19 270
RPL8B 16 278
YLL044W 9 128
FPS1 30 831
ATG10 13 175
SDH2 16 255
VPS13 138 6276
UBI4 21 206
ENT4 82 5519
YLL037W 11 116
PRP19 0 0
GRC3 7 29
RIX7 1 0
IRC19 5 6
YLL032C 31 1234
GPI13 7 12
RRT7 20 802
FRA1 126 7858
TPO1 45 1599
ISA1 3 2
HSP104 135 5197
PAU17 25 207
SSA2 43 772
POM33 47 2008
HIF1 42 1642
SPA2 69 1534
YLL020C 9 144
KNS1 57 1447
YLL019W-A 2 30
COX19 3 5
DPS1 9 9
BPT1 121 3413
EMC6 19 475
PUF3 71 2068
YEH1 88 3830
SOF1 7 54
PSR1 76 4509
COX17 3 12
DRS1 18 575
YLL007C 51 1895
YLL006W-A 46 2396
MMM1 11 454
SPO75 77 4568
ORC3 2 1
SFI1 20 952
RTT109 55 2246
DNM1 101 5745
YLR001C 125 4359
NOC3 15 196
CMS1 47 916
THI73 114 5948
SSL1 4 32
SSK1 129 7869
NSE1 8 25
PAM18 0 0
RLP24 0 0
TEN1 0 0
LOT6 36 1253
YLR012C 6 43
GAT3 18 225
PPR1 76 2689
BRE2 9 118
PML1 32 1147
MEU1 40 1189
POM34 41 1155
PSR2 35 1749
YEH2 44 1180
IRC25 5 57
SDO1 3 2
IZH3 28 1349
UBR2 220 14462
SNF7 0 0
SED5 2 1
AAT2 9 46
ADE16 54 1887
RPL15A 2 1
YLR030W 21 392
YLR031W 14 453
RAD5 17 201
RSC58 1 0
SMF3 20 189
MLH2 50 1775
YLR036C 7 51
PAU23 15 453
COX12 4 4
RIC1 19 406
AFB1 11 195
YLR041W 9 624
YLR042C 9 226
TRX1 4 53
PDC1 58 2005
STU2 24 490
YLR046C 18 368
FRE8 42 1323
RPS0B 2 3
YLR049C 12 117
YLR050C 10 57
FCF2 7 96
IES3 1 0
YLR053C 2 29
OSW2 46 1425
SPT8 15 277
ERG3 5 32
MNL2 66 1792
SHM2 6 16
REX2 79 3924
FRS1 8 10
RPL22A 3 4
BUD28 2 1
BMT6 11 176
PER33 6 116
ENV10 2 2
SPC3 3 2
PET309 11 49
FYV7 3 6
MEF1 9 31
XYL2 20 378
RGR1 19 665
YLR072W 33 1656
RFU1 16 140
BUD20 4 17
RPL10 0 0
YLR076C 0 0
FMP25 25 645
BOS1 4 52
SIC1 1 0
EMP46 18 480
GAL2 40 741
SRL2 26 633
EMP70 22 549
RAX2 44 1124
ARP6 30 1278
SMC4 6 6
CSF1 72 2823
GAA1 6 9
ALT1 6 64
XDJ1 24 659
GEP5 22 402
SUL2 51 945
NYV1 22 701
GIS3 86 2891
IOC2 24 415
KIN2 50 1203
HRT3 14 146
CHA4 17 843
ICT1 21 510
MIM2 4 8
ERG27 1 0
YLR101C 8 106
APC9 7 15
CDC45 0 0
LCL2 10 129
SEN2 2 2
MDN1 24 402
REX3 38 971
YLR108C 20 665
AHP1 12 167
CCW12 6 16
YLR111W 20 412
YLR112W 14 314
HOG1 46 3950
AVL9 19 311
CFT2 1 0
MSL5 8 98
CLF1 14 60
YLR118C 12 336
SRN2 12 424
YPS1 37 812
YLR120W-A 3 88
YPS3 41 613
YLR122C 9 216
YLR123C 5 46
YLR124W 14 271
YLR125W 5 161
YLR126C 9 80
APC2 9 62
DCN1 12 320
DIP2 5 9
ZRT2 38 1725
ACE2 55 1699
USB1 2 1
CKI1 18 304
PDC5 31 1434
SLX4 35 1565
TIS11 13 146
RKM5 38 1846
NHA1 43 826
SLS1 2 1
YLR140W 24 492
RRN5 15 199
PUT1 24 347
DPH6 28 189
ACF2 54 2251
RMP1 4 9
SPE4 17 374
YLR146W-A 1 0
SMD3 1 0
PEP3 8 43
YLR149C 20 807
YLR149C-A 1 0
STM1 5 9
PCD1 20 254
YLR152C 36 1043
ACS2 4 4
RNH203 11 356
YLR154W-A 27 275
YLR154W-B 51 348
TAR1 38 151
YLR154W-E 20 46
YLR154W-F 9 13
YLR154C-G 18 29
YLR154C-H 12 12
ASP3-1 3 2
YLR156W 1 0
YLR156C-A 5 4
ASP3-2 4 3
YLR157W-D 1 0
YLR157W-E 1 0
YLR157C-C 2 1
ASP3-3 4 3
YLR159W 1 0
YLR159C-A 8 7
ASP3-4 4 3
YLR161W 1 0
YLR162W 51 1130
RRT15 25 377
MAS1 3 2
YLR163W-A 0 0
SHH4 4 33
PUS5 11 106
SEC10 4 3
RPS31 0 0
UPS2 15 370
YLR169W 38 1384
APS1 22 224
YLR171W 7 41
DPH5 22 556
YLR173W 25 971
IDP2 29 1337
CBF5 3 3
RFX1 12 97
YLR177W 20 282
TFS1 22 778
YLR179C 31 855
SAM1 14 112
VTA1 9 246
SWI6 3 3
TOS4 20 498
YLR184W 15 365
RPL37A 14 813
EMG1 2 1
SKG3 40 915
MDL1 35 915
ATG26 24 402
MMR1 21 282
PEX13 6 78
HCR1 7 157
UPS1 5 57
YLR194C 12 79
NMT1 3 23
PWP1 4 3
NOP56 3 3
YLR198C 2 1
PBA1 8 228
YKE2 1 0
COQ9 2 2
YLR202C 25 487
MSS51 6 60
QRI5 3 3
HMX1 23 790
ENT2 11 190
HRD3 33 2298
SEC13 7 8
PNP1 9 136
CLB4 12 54
ATG38 6 7
TUB4 5 5
CRR1 22 480
FRE1 22 354
CDC123 1 0
CPR6 6 46
YLR217W 2 3
COA4 31 735
MSC3 24 912
CCC1 10 103
RSA3 7 90
UTP13 6 7
YLR222C-A 6 66
IFH1 30 689
YLR224W 34 818
YLR225C 8 45
BUR2 2 1
ADY4 13 232
ECM22 25 1359
CDC42 3 2
YLR230W 4 4
BNA5 11 391
YLR232W 6 36
EST1 36 1413
TOP3 10 76
YLR235C 12 133
YLR236C 31 1169
THI7 31 764
FAR10 13 324
LIP2 5 30
VPS34 2 1
CSC1 21 478
ARV1 1 0
GPN3 1 0
MAP1 0 0
CDD1 14 128
ERF2 10 120
IRC20 32 651
RCK2 15 408
YEF3 5 5
SSP120 2 1
SYM1 8 81
YLR252W 10 415
MCP2 21 367
NDL1 8 83
YLR255C 31 752
HAP1 89 2522
YLR257W 23 655
GSY2 45 947
HSP60 3 5
LCB5 26 410
VPS63 0 0
YPT6 1 0
TMA7 1 0
RED1 18 503
RPS28B 1 0
YLR264C-A 2 1
NEJ1 2 1
PDR8 20 547
BOP2 17 330
SEC22 4 8
YLR269C 14 441
DCS1 10 477
YLR271W 8 60
YCS4 5 6
PIG1 15 386
MCM5 4 3
SMD2 0 0
DBP9 3 3
YSH1 2 1
YLR278C 38 855
YLR279W 23 326
YLR280C 15 460
YLR281C 17 524
YLR282C 14 397
YLR283W 17 797
ECI1 6 197
NNT1 9 84
YLR285C-A 6 208
CTS1 11 199
YLR286W-A 2 7
YLR287C 11 135
RPS30A 3 4
MEC3 16 159
GUF1 15 170
YLR290C 4 52
GCD7 2 3
SEC72 7 100
GSP1 0 0
YLR294C 8 97
ATP14 2 3
YLR296W 10 161
YLR297W 3 32
YHC1 14 410
ECM38 46 1618
YLR299C-A 5 19
EXG1 13 143
HRI1 4 37
YLR302C 23 1034
MET17 22 495
ACO1 3 2
STT4 9 10
UBC12 10 288
CDA1 15 237
YLR307C-A 5 74
CDA2 15 153
IMH1 27 801
CDC25 11 239
YLR311C 17 264
YLR312C 13 240
MRPL15 4 5
SPH1 15 103
CDC3 1 0
NKP2 4 11
