gene_name number_of_transposon_per_gene number_of_read_per_gene
YDR415C 24 485
SYF1 16 300
YDR417C 0 0
RPL12B 0 0
RAD30 32 1094
HKR1 51 1520
ARO80 35 1127
SIP1 33 2085
CAD1 22 523
DYN2 3 2
SNX41 18 301
YDR426C 5 14
RPN9 3 3
BNA7 14 157
TIF35 0 0
CYM1 26 614
YDR431W 21 1097
NPL3 0 0
YDR433W 0 0
GPI17 2 1
PPM1 7 19
PPZ2 26 910
GPI19 2 1
THI74 21 215
LRS4 10 118
DOT1 23 811
APT2 13 311
YDR442W 10 296
SSN2 61 3544
YDR444W 42 1393
YDR445C 25 985
ECM11 10 267
RPS17B 6 30
ADA2 4 10
UTP6 2 1
RPS18A 2 6
YHP1 20 353
PPN1 35 1045
TSA2 30 1107
GUK1 0 0
YDR455C 7 109
NHX1 28 374
TOM1 102 3298
HEH2 15 349
PFA5 20 602
TFB3 4 90
MFA1 7 236
YDR461C-A 5 34
MRPL28 2 4
STP1 20 429
SPP41 7 32
YDR464C-A 1 0
RMT2 13 281
PKH3 26 947
YDR467C 3 2
TLG1 6 33
SDC1 5 49
UGO1 12 54
RPL27B 8 33
TRS31 2 1
PRP3 6 14
JIP4 35 1309
YDR476C 55 1419
SNF1 10 12
SNM1 1 0
PEX29 27 897
DIG2 27 555
PHO8 44 1983
CWC21 32 1377
KRE2 28 697
VPS52 11 340
VPS72 20 318
VPS60 6 25
RIB3 2 1
PAC11 8 63
SLD5 3 2
PKH1 56 1192
YDR491C 37 1296
IZH1 16 298
MZM1 6 30
RSM28 9 89
VPS3 15 607
PUF6 15 258
ITR1 34 1270
SEC20 10 131
LCD1 21 195
RPL37B 14 233
PLM2 33 1136
SAM2 20 224
LPP1 14 453
SPG3 6 69
PSP1 21 260
GMC1 84 5153
GIN4 13 30
GNP1 45 1147
YDR509W 10 71
SMT3 1 0
YDR510C-A 3 6
SDH7 14 262
EMI1 55 2652
GRX2 7 93
YDR514C 40 821
SLF1 13 267
EMI2 28 669
GRH1 21 395
EUG1 32 705
FPR2 9 253
URC2 25 597
YDR521W 9 258
SPS2 22 440
SPS1 31 855
AGE1 18 342
YDR524W-C 0 0
YDR524C-B 3 6
YDR524C-A 13 127
API2 32 561
SNA2 38 1980
YDR526C 1 0
RBA50 3 32
HLR1 23 675
QCR7 4 41
APA2 17 385
CAB1 2 2
KRE28 9 117
HSP31 16 273
FIT1 22 609
YDR535C 64 2386
STL1 36 1281
YDR537C 10 294
PAD1 12 428
FDC1 12 363
IRC4 3 7
YDR541C 15 558
PAU10 2 1
YDR543C 12 240
YDR544C 14 127
YRF1-1 32 53
YDR545C-A 0 0
YEL077C 77 1904
YEL077W-A 5 5
YEL076C-A 2 1
YEL076C 2 1
YEL075W-A 5 6
YEL075C 2 3
YEL074W 35 1143
YEL073C 9 348
RMD6 24 1052
DLD3 56 2152
DSF1 36 843
HXT13 22 234
YEL068C 10 313
YEL067C 58 2527
HPA3 25 692
SIT1 48 1799
AVT2 37 1472
CAN1 55 2087
NPR2 15 71
CIN8 11 116
PRB1 70 1501
SOM1 28 497
HHY1 66 2479
PCM1 3 2
YEL057C 42 1373
HAT2 18 350
POL5 4 20
RPL12A 7 49
YEL053W-A 6 34
MAK10 33 474
AFG1 34 1245
VMA8 3 45
YEL050W-A 5 41
RML2 7 72
PAU2 8 146
TCA17 4 6
FRD1 54 2155
GLY1 10 74
YEL045C 54 869
IES6 3 6
YEL043W 70 3494
GDA1 27 390
YEF1 36 1249
UTR2 56 1555
CYC7 16 449
UTR4 25 245
RAD23 21 337
ANP1 11 68
UTR5 109 3706
YEL034C-A 8 220
HYP2 2 11
MTC7 83 2966
MCM3 1 0
YEL032C-A 0 0
SPF1 56 767
YEL030C-A 8 184
ECM10 56 1348
BUD16 17 363
YEL028W 12 317
VMA3 1 0
SNU13 2 9
YEL025C 90 2491
RIP1 5 53
YEL023C 66 2917
GEA2 88 3437
URA3 684 85820
YEL020C-B 0 0
TIM9 2 1
YEL020C 71 1872
MMS21 14 401
YEL018C-A 19 394
EAF5 37 822
PMP2 4 28
GTT3 49 840
NPP2 64 2659
EDC3 78 3094
YEL014C 63 2397
VAC8 23 250
UBC8 33 520
GLC3 151 6068
YEL010W 41 1652
YEL009C-A 49 1892
GCN4 19 143
YEL008W 151 11584
YEL008C-A 40 2784
MIT1 41 811
YEA6 72 2744
VAB2 55 2703
YEA4 66 1710
GIM4 33 1636
WBP1 6 95
IRC22 62 2694
MNN1 151 4755
NOP16 22 341
PMI40 4 4
FMP52 83 3011
YND1 105 4766
NUG1 16 151
YER006C-A 39 1791
PAC2 57 1808
TMA20 32 715
SEC3 60 1285
NTF2 0 0
YER010C 32 567
TIR1 25 243
PRE1 4 75
PRP22 42 1290
HEM14 18 152
BUD25 80 2828
FAA2 73 2392
BIM1 44 2118
AFG3 34 472
SPC25 7 195
ISC1 242 9834
SBH2 15 125
GPA2 78 2185
RPN3 10 49
SRB4 11 176
PRO3 2 1
YER023C-A 1 0
YAT2 111 3727
GCD11 2 1
CHO1 4 17
GAL83 44 1758
MIG3 71 3211
SMB1 4 16
CHZ1 12 128
YPT31 16 328
FIR1 48 1682
ZRG8 76 1906
YER034W 100 5640
EDC2 70 2623
ARB1 6 12
PHM8 34 1076
KRE29 4 3
YER038W-A 29 726
HVG1 53 1797
YER039C-A 7 623
GLN3 33 922
YEN1 57 1777
MXR1 17 586
SAH1 3 2
ERG28 12 202
MEI4 79 2353
ACA1 32 857
SPO73 22 559
YER046W-A 9 128
SAP1 50 1478
CAJ1 31 1040
ISD11 4 7
TPA1 41 1539
RSM18 4 51
JHD1 64 3033
HOM3 47 1337
PIC2 41 1278
YER053C-A 1 0
GIP2 54 1457
HIS1 35 1333
FCY2 52 1523
RPL34A 8 42
HMF1 7 233
PET117 5 18
PCL6 21 528
FCY21 36 1343
FCY22 32 983
CEM1 20 388
GPP2 20 213
THO1 31 949
VHR2 41 761
ICL1 57 1641
RRT13 9 91
YER066C-A 26 150
RGI1 2 1
YER067C-A 1 0
MOT2 13 280
YER068C-A 8 135
ARG5,6 6 5
RNR1 13 179
TDA2 6 155
VTC1 10 187
ALD5 53 992
RPS24A 2 1
YOS1 0 0
PTP3 57 2210
YER076C 24 665
YER076W-A 6 160
YER077C 31 836
ICP55 48 1264
YER078W-A 22 240
YER079W 16 593
YER079C-A 5 18
AIM9 33 969
SER3 47 1705
UTP7 8 94
GET2 18 476
YER084W 39 1434
YER084W-A 7 87
YER085C 7 87
ILV1 33 639
AIM10 13 330
YER087C-A 1 0
SBH1 5 45
DOT6 93 2642
YER088C-A 64 1577
YER088W-B 15 194
PTC2 69 2769
TRP2 53 1784
YER090C-A 4 37
MET6 34 423
YER091C-A 55 1559
IES5 16 180
TSC11 32 1119
AIM11 11 232
PUP3 1 0
RAD51 12 54
SHC1 21 682
YER097W 17 287
UBP9 33 891
PRS2 27 1687
UBC6 14 557
AST2 34 929
RPS8B 4 12
SSA4 30 476
RTT105 10 66
NUP157 56 1238
MAM1 17 369
GLE2 2 1
YER107W-A 5 29
KAP123 33 819
SWI4 7 19
LSM4 3 2
TMN3 30 743
BOI2 43 1770
SPR6 20 483
SLX8 13 333
RPL23B 5 58
SHO1 19 414
AVT6 39 1453
YER119C-A 28 1039
SCS2 6 54
YER121W 20 404
GLO3 16 259
YCK3 10 63
DSE1 28 647
RSP5 1 0
NSA2 0 0
LCP5 0 0
VFA1 13 223
SAK1 53 1304
COM2 31 900
RPS26B 8 59
PMD1 117 6385
GLC7 2 1
YER133W-A 3 3
YER134C 12 146
YER135C 22 264
GDI1 2 1
YER137C 17 507
YER137W-A 4 15
YER138W-A 2 9
RTR1 9 72
EMP65 36 1452
COX15 20 288
MAG1 17 792
DDI1 15 508
UBP5 42 1852
FTR1 46 1534
YER145C-A 12 281
LSM5 8 193
SCC4 34 644
YER147C-A 5 18
SPT15 3 2
YER148W-A 7 59
PEA2 22 573
SPI1 15 391
UBP3 48 1562
YER152C 38 543
YER152W-A 21 318
PET122 39 536
OXA1 23 376
BEM2 24 346
YER156C 19 306
COG3 11 79
YER158C 24 777
YER158W-A 6 43
BUR6 8 65
SPT2 14 249
RAD4 34 815
GCG1 14 345
CHD1 30 495
PAB1 5 10
YER165C-A 7 48
DNF1 69 1340
BCK2 13 124
CCA1 3 2
RPH1 36 1174
ADK2 19 355
RAD3 4 3
BRR2 25 446
YER172C-A 5 130
RAD24 41 735
GRX4 22 423
TMT1 19 482
YER175W-A 8 79
ECM32 134 4608
BMH1 22 409
PDA1 28 569
DMC1 38 1299
ISC10 9 112
SLO1 3 8
YER181C 6 82
FMP10 15 277
FAU1 28 999
TOG1 31 1131
PUG1 23 545
YER186C 30 1044
YER187W 19 431
YER188W 18 515
YER188C-A 36 1420
YER189W 4 3
YRF1-2 26 232
YER190C-A 1 0
YER190C-B 2 2
YFL068W 1 0
YFL067W 6 41
YFL066C 6 21
YFL065C 8 24
YFL064C 8 131
YFL063W 34 1006
COS4 15 442
DDI2 7 103
SNO3 8 97
SNZ3 12 150
THI5 11 60
AGP3 44 1112
YFL054C 77 3636
DAK2 40 1978
YFL052W 32 599
YFL051C 10 254
ALR2 89 4461
SWP82 35 717
EMP47 17 295
RGD2 39 425
FMP32 24 933
SEC53 0 0
OTU1 31 847
YFL042C 57 1688
YFL041W-A 10 257
FET5 60 3857
YFL040W 87 4520
ACT1 3 2
YPT1 2 1
TUB2 7 6
RPO41 28 275
MOB2 23 326
RPL22B 23 821
YFL034W 93 2818
RIM15 129 3724
YFL032W 41 1370
HAC1 13 76
YFL031C-A 0 0
AGX1 46 1784
CAK1 5 4
CAF16 31 1564
GYP8 51 1613
STE2 37 1165
BST1 28 259
EPL1 24 509
BUD27 97 3867
FRS2 1 0
YFL021C-A 181 7183
GAT1 120 2251
PAU5 7 57
YFL019C 5 4
LPD1 12 78
SMX2 0 0
GNA1 0 0
MDJ1 76 2373
YFL015W-A 30 575
YFL015C 84 2152
HSP12 45 869
YFL013W-A 94 4089
IES1 112 5914
YFL012W-A 111 7197
YFL012W 17 414
HXT10 72 2207
AUA1 18 566
WWM1 40 1190
CDC4 9 152
SMC1 6 5
BLM10 312 13368
SEC4 0 0
VTC2 103 3319
MSH4 195 7054
SPB4 13 214
DEG1 51 1477
LOC1 11 50
NIC96 51 1328
YPI1 4 34
RPN11 4 5
SAD1 5 42
YFR006W 126 5129
YFH7 101 5617
FAR7 12 202
GCN20 96 4005
YFR009W-A 11 116
UBP6 32 422
YFR010W-A 7 101
MIC19 34 844
DCV1 75 3373
YFR012W-A 5 78
IOC3 114 4215
CMK1 71 2566
GSY1 101 3710
YFR016C 118 3415
IGD1 65 2287
YFR018C 228 12177
FAB1 106 2394
YFR020W 26 535
ATG18 75 2303
ROG3 67 2932
PES4 70 3094
LSB3 49 2037
HIS2 68 2907
ULI1 86 3356
ECO1 1 0
CDC14 3 2
PTR3 24 301
MET10 72 1450
SMC2 5 11
RPL2A 20 248
RRT5 48 944
RPL29 27 434
YFR032C-B 55 1946
QCR6 37 1194
PHO4 188 5275
YFR034W-A 87 3405
YFR035C 71 2527
CDC26 8 162
YFR036W-A 5 75
RSC8 6 67
IRC5 40 1137
OSW7 22 437
SAP155 17 254
ERJ5 35 1460
KEG1 0 0
IRC6 27 762
DUG1 50 2421
YFR045W 24 1215
CNN1 36 388
BNA6 33 1220
RMD8 50 1129
YMR31 20 679
PRE4 6 5
RET2 43 1431
RPN12 4 94
YFR052C-A 19 186
HXK1 55 1573
YFR054C 7 280
YFR056C 26 584
IRC7 37 1145
YFR057W 2 3
COS12 0 0
YGL262W 0 0
PAU11 0 0
YGL260W 2 1
YPS5 3 21
YGL258W-A 0 0
VEL1 12 92
MNT2 33 1256
ADH4 15 231
ZRT1 5 5
FZF1 48 1903
HXK2 38 1099
RTG2 13 67
HFM1 46 897
RMR1 12 277
ZIP2 52 2800
PDE1 43 1393
BRR6 1 0
RAI1 10 99
GUS1 2 1
RTF1 8 59
TAD1 17 321
YGL242C 9 135
KAP114 30 784
DOC1 4 46
YGL239C 16 249
CSE1 4 4
HAP2 15 216
MTO1 45 1686
YGL235W 16 301
ADE5,7 5 4
SEC15 6 30
TAN1 10 201
EMC4 23 821
YGL230C 6 78
SAP4 56 2512
SHE10 29 858
VID30 27 457
OST5 11 94
MTC3 12 129
VRG4 2 1
SDT1 20 549
COG1 12 141
EDC1 8 132
NIF3 8 51
FRA2 9 156
MDM34 9 178
YGL218W 4 50
YGL217C 8 165
KIP3 37 1120
CLG1 19 454
YGL214W 7 187
SKI8 12 367
VAM7 4 5
NCS6 7 39
YPT32 17 488
MIG2 19 850
SIP2 44 1294
SPT16 3 3
CHC1 6 5
POX1 28 668
YGL204C 9 33
KEX1 22 516
ARO8 13 367
MCM6 11 13
EMP24 19 713
YGL199C 10 107
YIP4 14 312
MDS3 30 261
DSD1 21 346
GCN1 70 1060
YGL194C-A 3 3
HOS2 20 256
YGL193C 13 162
IME4 20 629
COX13 11 172
CDC55 7 6
RPS26A 0 0
YGL188C-A 0 0
YGL188C 26 468
COX4 6 83
TPN1 32 1633
YGL185C 41 2167
STR3 23 708
MND1 33 1228
YGL182C 11 191
GTS1 52 1262
ATG1 36 950
TOS3 41 1322
MPT5 49 1691
YGL177W 15 575
YGL176C 21 416
SAE2 12 53
BUD13 29 1045
XRN1 38 419
NUP49 14 260
ROK1 4 4
SPO74 11 272
SUA5 1 0
HUR1 11 181
PMR1 3 3
CUP2 22 656
YGL165C 35 435
YRB30 25 209
RAD54 12 25
SUT1 23 744
YIP5 15 438
AIM14 18 231
YGL159W 8 157
RCK1 19 541
ARI1 12 166
AMS1 48 1182
CDC43 1 0
LYS5 22 538
PEX14 12 410
YGL152C 21 631
NUT1 59 2695
INO80 20 254
YGL149W 21 577
ARO2 14 200
RPL9A 5 26
RRT6 18 642
TIP20 9 61
ROG1 22 381
MRF1 7 47
GPI10 3 2
HUL5 39 701
YGL140C 42 1470
FLC3 25 1026
YGL138C 20 503
SEC27 10 40
MRM2 18 466
RPL1B 2 1
PCL10 20 1134
ITC1 46 1064
YGL132W 2 2
SNT2 35 868
CEG1 1 0
RSM23 5 17
CWC23 5 17
SOH1 6 43
SCS3 140 6464
MET13 35 941
MON1 23 258
RPS2 1 0
YGL123C-A 0 0
NAB2 5 96
GPG1 9 80
PRP43 10 38
COQ8 27 506
YGL118C 39 1323
YGL117W 27 594
CDC20 5 4
SNF4 10 157
YGL114W 35 721
SLD3 8 182
TAF6 0 0
NSA1 3 11
CUE3 43 1336
YGL109W 19 633
YGL108C 6 166
RMD9 7 46
MLC1 0 0
ARC1 9 283
VPS73 21 418
RPL28 2 2
YGL102C 2 2
YGL101W 12 257
SEH1 6 6
LSG1 7 33
USE1 1 0
SRM1 11 114
TOS8 21 353
VPS45 2 1
PAN2 34 707
SPC105 18 397
NUP145 32 892
NBP35 11 138
LIF1 22 324
MF(ALPHA)2 10 116
YGL088W 31 1038
MMS2 17 574
MAD1 39 1295
LCL3 13 117
GUP1 16 94
SCY1 42 833
YGL082W 41 1779
YGL081W 21 871
MPC1 8 71
KXD1 12 273
DBP3 21 244
HNM1 39 1303
RPL7A 9 61
MPS2 10 278
YGL074C 30 1271
HSF1 34 1327
YGL072C 30 1207
AFT1 20 516
RPB9 4 42
YGL069C 4 3
MNP1 2 1
NPY1 22 836
SGF73 22 223
ALG2 5 26
MRH4 20 349
PUS2 104 3981
YGL063C-A 28 1408
PYC1 74 2589
DUO1 14 237
YBP2 23 486
PKP2 45 2486
RAD6 3 4
GEP7 21 1077
SDS23 48 1748
OLE1 5 11
ERV14 7 43
PRM8 10 374
YGL052W 11 227
MST27 37 864
TYW3 35 1406
TIF4632 34 859
RPT6 2 1
ALG13 0 0
RIM8 41 1522
RNA15 7 52
DST1 25 586
YGL042C 9 208
YGL041C-B 18 920
YGL041W-A 14 153
YGL041C 5 18
HEM2 1 0
YGL039W 21 461
OCH1 1 0
PNC1 15 550
YGL036W 51 1965
MIG1 35 723
YGL034C 48 615
HOP2 17 377
AGA2 6 74
RPL24A 13 300
RPL30 0 0
CGR1 2 1
SCW11 34 906
CWH41 92 3813
TRP5 81 2873
PGD1 21 436
YGL024W 35 738
PIB2 62 1345
STT3 12 27
ALK1 60 2157
GET1 4 7
CKB1 7 59
JAC1 0 0
ATE1 55 2304
KAP122 82 2932
YGL015C 37 1918
PUF4 65 2326
YGL014C-A 7 91
PDR1 96 3775
ERG4 5 12
SCL1 5 61
MPO1 42 1059
LEU1 125 5148
PMA1 3 2
YGL007C-A 5 19
BRP1 71 3967
YGL006W-A 29 1177
PMC1 137 4470
COG7 47 1255
RPN14 94 3483
CDH1 102 3557
ERP6 53 1950
ERG26 1 0
EFM5 47 800
SWC4 54 2161
CUL3 90 4682
PEX31 33 782
TFG2 12 102
PRP18 34 2096
ECT1 79 2612
STF2 23 413
SEC9 7 138
NMA2 54 1855
YGR011W 16 616
YGR012W 59 1678
SNU71 50 715
MSB2 104 2495
YGR015C 74 3671
YGR016W 24 1073
YGR017W 47 1969
YGR018C 20 760
UGA1 121 4526
VMA7 3 7
YGR021W 99 2762
YGR022C 12 244
MTL1 44 782
THG1 2 1
YGR025W 65 3004
YGR026W 40 1257
RPS25A 14 130
MSP1 38 818
ERV1 1 0
POP6 2 1
IMO32 123 4940
NAG1 43 1704
GSC2 191 8411
TIM21 31 508
RPL26B 16 159
YGR035C 11 128
YGR035W-A 24 362
CAX4 4 30
ACB1 0 0
ORM1 14 1211
YGR039W 22 300
KSS1 33 1457
BUD9 51 2159
YGR042W 36 429
NQM1 47 1580
RME1 23 658
YGR045C 63 3053
TAM41 20 267
TFC4 5 188
UFD1 8 50
SCM4 32 1053
YGR050C 43 1755
YGR051C 48 1727
FMP48 41 1229
YGR053C 20 962
YGR054W 39 745
MUP1 24 425
RSC1 55 1583
LST7 3 27
PEF1 16 731
SPR3 22 714
ERG25 4 4
ADE6 2 1
COX18 22 332
SPT4 8 22
YGR064W 31 756
VHT1 6 6
YGR066C 25 863
YGR067C 61 1690
ART5 154 6074
YGR068W-A 4 10
YGR069W 20 489
ROM1 65 2244
ENV11 44 2004
UPF3 10 137
YGR073C 4 12
SMD1 1 0
PRP38 0 0
MRPL25 6 58
PEX8 34 955
PAC10 5 83
YGR079W 39 1956
TWF1 25 973
SLX9 14 186
TOM20 6 34
GCD2 1 0
MRP13 25 489
RPL11B 2 3
PIL1 14 196
PDC6 96 4554
CTT1 49 945
NNF2 35 943
UTP22 2 1
PRP31 16 340
DBF2 11 71
DRN1 21 507
VAS1 13 48
RRP46 1 0
TPC1 75 4224
ASK10 47 912
ESP1 2 1
TEL2 5 13
MDR1 31 1065
PCP1 30 887
GTF1 5 15
NOP7 5 4
SRB5 5 8
VMA21 1 0
VOA1 15 184
YGR107W 63 2482
CLB1 20 285
CLB6 32 903
CLD1 13 120
YGR111W 16 415
SHY1 16 228
DAM1 10 145
YGR114C 11 153
YGR115C 0 0
SPT6 8 9
YGR117C 22 313
RPS23A 3 7
NUP57 3 11
COG2 7 118
MEP1 69 2597
YGR121W-A 38 2122
YGR122W 31 710
YGR122C-A 0 0
PPT1 31 1693
ASN2 57 1820
YGR125W 56 1818
YGR126W 23 871
YGR127W 29 1267
UTP8 3 2
SYF2 13 230
YGR130C 38 1203
FHN1 10 29
PHB1 11 487
PEX4 13 235
CAF130 35 771
PRE9 5 7
LSB1 11 120
YGR137W 6 45
TPO2 13 374
YGR139W 18 261
CBF2 10 65
VPS62 48 1038
BTN2 21 382
SKN1 42 1229
THI4 31 837
ENP2 25 252
ECL1 9 133
YGR146C-A 19 506
NAT2 18 221
RPL24B 13 183
YGR149W 16 320
CCM1 11 87
YGR151C 2 1
RSR1 6 47
YGR153W 24 932
GTO1 25 815
CYS4 13 148
PTI1 5 28
CHO2 37 713
MTR3 4 80
NSR1 9 247
YGR160W 1 0
RTS3 19 558
YGR161W-C 5 9
TIF4631 20 127
GTR2 10 121
YGR164W 13 291
MRPS35 7 28
TRS65 26 659
CLC1 1 0
YGR168C 25 725
PUS6 42 1680
LSO2 6 148
PSD2 58 1261
MSM1 11 88
YIP1 1 0
RBG2 15 150
CBP4 12 227
YGR174W-A 3 14
ERG1 1 0
YGR176W 48 1483
ATF2 87 2055
PBP1 54 1298
OKP1 8 123
RNR4 11 66
TIM13 20 418
YGR182C 18 242
QCR9 8 259
UBR1 42 642
TYS1 3 3
TFG1 11 29
HGH1 12 318
BUB1 7 29
CRH1 20 334
YGR190C 0 0
HIP1 5 21
TDH3 24 397
PDX1 33 673
XKS1 33 490
SKI6 4 12
FYV8 27 485
SNG1 10 48
YPP1 3 2
PMT6 31 631
ELP2 15 133
YGR201C 25 657
PCT1 35 603
YCH1 73 1877
ADE3 49 1727
YGR204C-A 4 6
TDA10 15 312
MVB12 8 50
CIR1 10 249
SER2 4 3
TRX2 8 138
YGR210C 28 848
ZPR1 4 4
SLI1 22 514
RTA1 13 273
RPS0A 8 82
RSM27 2 25
GPI1 4 6
CCH1 70 3509
CRM1 3 2
YGR219W 9 128
MRPL9 8 39
TOS2 43 928
PET54 10 35
HSV2 16 657
AZR1 27 609
AMA1 20 467
YGR226C 0 0
DIE2 10 137
YGR228W 0 0
SMI1 10 139
BNS1 20 754
PHB2 16 292
NAS6 18 635
PHO81 53 958
YHB1 27 649
MIC26 19 599
SPG1 14 160
YGR237C 30 1023
KEL2 53 1288
PEX21 38 671
PFK1 65 2729
YGR240C-A 31 1012
YAP1802 37 1119
YGR242W 9 19
MPC3 7 55
LSC2 35 1109
SDA1 12 76
BRF1 9 148
CPD1 16 325
SOL4 25 699
MGA1 24 542
YGR250C 27 549
NOP19 5 59
GCN5 21 262
PUP2 5 4
ENO1 29 533
COQ6 18 99
GND2 23 370
MTM1 7 72
RAD2 47 1951
YGR259C 9 138
TNA1 24 722
APL6 16 102
BUD32 1 0
SAY1 32 730
MES1 9 11
YGR265W 22 660
YGR266W 44 1705
FOL2 3 2
HUA1 32 977
YGR269W 37 1719
YTA7 43 1308
YGR270C-A 7 70
SLH1 85 2492
EFG1 3 8
YGR273C 8 70
TAF1 12 205
RTT102 9 137
RNH70 25 809
CAB4 0 0
CWC22 11 208
SCW4 15 191
PXR1 7 75
YOR1 110 4410
BGL2 16 394
YGR283C 18 419
ERV29 22 886
ZUO1 9 90
BIO2 23 1308
IMA1 43 1093
MAL13 31 737
MAL11 22 637
YGR290W 2 6
YGR291C 10 76
MAL12 11 198
YGR293C 5 6
PAU12 2 1
COS6 9 92
YRF1-3 22 39
YGR296C-A 2 1
YGR296C-B 1 0
YHL050C 33 682
YHL050W-A 7 225
YHL049C 4 3
YHL048C-A 4 63
COS8 30 982
ARN2 26 374
YHL046W-A 6 119
PAU13 12 273
YHL045W 34 790
YHL044W 29 554
ECM34 21 596
YHL042W 65 3379
YHL041W 54 1022
ARN1 55 1245
EFM1 41 1526
CBP2 18 304
YHL037C 50 1764
MUP3 45 1800
VMR1 109 3400
YHL034W-A 6 21
SBP1 8 31
RPL8A 8 62
GUT1 64 2001
GOS1 4 22
YHL030W-A 4 51
ECM29 146 5011
OCA5 76 3774
WSC4 45 1018
RIM101 83 2389
YHL026C 71 3789
SNF6 116 5191
RIM4 114 4484
NPR3 41 687
SPO11 49 1313
AIM17 68 2562
OPI1 17 592
YHL019W-A 18 786
APM2 74 2302
YHL018W 27 1126
YHL017W 85 3000
DUR3 89 2990
YHL015W-A 6 30
RPS20 0 0
YLF2 83 3296
OTU2 34 1367
YHL012W 49 1554
PRS3 8 77
ETP1 93 3614
YAP3 36 761
YHL008C 248 7139
STE20 141 7334
YHL006W-A 41 2118
SHU1 155 9071
YHL005C 149 6586
MRP4 35 468
LAG1 57 2230
YHL002C-A 30 826
HSE1 118 4592
RPL14B 45 1123
OSH7 92 3380
QCR10 22 640
LEU5 40 943
TCD1 91 2658
NEM1 64 1564
GPA1 14 237
TIM10 7 69
STP2 77 2062
ERG11 6 16
YHR007C-A 93 5948
SOD2 51 1384
TDA3 65 1886
RPL27A 2 1
DIA4 18 159
VPS29 3 4
ARD1 2 1
SPO13 31 710
MIP6 64 2529
YSC84 60 2822
YSC83 83 2602
ARG4 3 7
DED81 0 0
YHR020W 11 45
RPS27B 5 21
ECM12 15 249
YHR022C 27 556
YHR022C-A 10 342
MYO1 30 303
MAS2 1 0
THR1 27 295
VMA16 1 0
RPN1 7 30
DAP2 60 1498
YHR028W-A 38 817
YHI9 29 1327
SLT2 29 727
RRM3 84 2650
ERC1 109 4754
YHR032W-A 27 1359
YHR032C-A 26 591
YHR033W 95 4191
PIH1 50 1374
NEL1 37 978
BRL1 13 377
PUT2 37 1130
RRF1 13 112
MSC7 70 2235
VMA10 2 1
BCD1 21 363
SRB2 14 73
NCP1 17 123
DOG2 16 487
DOG1 21 443
YHR045W 35 1235
INM1 18 693
AAP1 54 1488
YHK8 56 1597
FSH1 17 129
YHR049C-A 38 547
SMF2 37 815
YHR050W-A 20 534
COX6 5 38
CIC1 5 4
YHR052W-A 2 1
CUP1-1 3 2
YHR054C 25 30
YHR054W-A 4 3
CUP1-2 3 2
RSC30 41 782
YHR056W-A 23 640
CPR2 32 1627
MED6 17 612
FYV4 2 12
VMA22 1 0
GIC1 19 593
RPP1 0 0
PAN5 22 513
YHR063W-A 7 98
SSZ1 8 20
RRP3 4 10
SSF1 41 1663
HTD2 21 357
DYS1 7 8
RRP4 1 0
YHR069C-A 0 0
TRM5 7 77
YHR070C-A 13 332
PCL5 42 1578
YHR071C-A 14 633
ERG7 6 224
NOP10 0 0
OSH3 45 1865
YHR073W-A 0 0
YHR073C-B 0 0
QNS1 3 2
PPE1 19 346
PTC7 21 593
NMD2 7 64
YHR078W 29 601
IRE1 14 92
SAE3 1 0
YHR080C 81 3432
LRP1 15 282
KSP1 44 1444
SAM35 2 1
STE12 25 903
IPI1 1 0
NAM8 43 1009
YHR086W-A 31 797
RTC3 19 554
RPF1 0 0
GAR1 5 16
YNG2 6 34
MSR1 27 639
HXT4 25 678
AHT1 19 815
HXT1 47 1892
YHR095W 32 559
HXT5 43 1156
YHR097C 60 1617
SFB3 43 1564
TRA1 38 253
GEP4 15 240
BIG1 3 8
KIC1 14 149
SBE22 36 1220
GRE3 19 1119
YPT35 20 279
TRR2 17 105
CDC12 3 2
GGA2 29 551
CTM1 30 741
ERP5 15 144
UBA4 5 7
YHR112C 33 1302
APE4 29 1194
BZZ1 45 1328
DMA1 26 477
COX23 17 529
TOM71 33 1121
ORC6 0 0
SET1 21 154
MSH1 41 1213
LSM12 12 299
CIA2 10 427
EPT1 20 292
NDT80 53 1064
YHR125W 3 22
ANS1 23 726
YHR127W 22 486
FUR1 11 424
ARP1 1 0
YHR130C 3 3
YHR131C 31 765
YHR131W-A 6 45
ECM14 29 1078
IGO2 11 168
NSG1 13 300
WSS1 7 13
YCK1 42 933
SPL2 14 151
ARO9 18 157
YHR137C-A 6 56
YHR138C 13 460
SPS100 33 734
YHR139C-A 19 1132
YHR140W 39 1373
RPL42B 1 0
CHS7 9 59
DSE2 17 371
RPC10 0 0
DCD1 18 447
YHR145C 10 97
CRP1 8 191
MRPL6 2 2
IMP3 2 1
SKG6 27 1057
PEX28 36 652
MTC6 18 461
SPO12 9 287
SPO16 8 50
RTT107 41 1656
YSP1 49 1600
LIN1 24 627
REC104 11 169
KEL1 44 1905
TDA11 28 1757
PEX18 19 642
YAP1801 27 641
MPC2 6 13
SOL3 8 54
DNA2 13 145
PRP8 11 129
YHR165W-A 6 72
CDC23 8 235
THP2 9 169
MTG2 19 240
DBP8 5 70
NMD3 7 191
ATG7 29 985
SPC97 21 410
YHR173C 28 1212
ENO2 44 1025
CTR2 18 587
YHR175W-A 8 218
FMO1 21 461
YHR177W 26 592
STB5 12 37
OYE2 23 690
