gene_name number_of_transposon_per_gene number_of_read_per_gene
YAR066W 0 0
YAR068W 1 0
YAR069C 1 0
YAR070C 0 0
PHO11 5 5
IMD1 8 62
YAR075W 3 2
YBL113C 19 91
YBL113W-A 4 3
YBL112C 0 0
YBL111C 18 28
YBL109W 36 1085
PAU9 0 0
YBL108W 10 285
YBL107W-A 0 0
MIX23 22 585
SRO77 52 1121
PKC1 5 14
SEA4 64 1783
RTG3 24 627
SFT2 33 473
ECM21 87 2636
YBL100W-C 15 595
YBL100C 3 2
ATP1 8 22
BNA4 34 1313
BRN1 19 477
YBL096C 30 1204
YBL095W 25 1273
YBL094C 7 72
ROX3 20 985
RPL32 1 0
SCS22 16 245
MAP2 25 561
MRP21 8 90
AVT5 37 815
TEL1 129 3818
RPL23A 30 627
YBL086C 14 285
BOI1 51 1168
CDC27 5 6
YBL083C 0 0
ALG3 10 74
YBL081W 29 1014
PET112 17 158
NUP170 71 2359
ATG8 3 3
YBL077W 15 549
ILS1 3 2
SSA3 111 2544
AAR2 30 1120
YBL073W 25 876
RPS8A 4 27
YBL071C-B 5 7
KTI11 1 0
YBL071C 3 21
YBL070C 12 187
AST1 34 913
YBL068W-A 7 258
PRS4 17 665
UBP13 43 1855
SEF1 47 430
YBL065W 28 669
PRX1 24 602
KIP1 74 2359
YBL062W 8 96
SKT5 24 406
YEL1 39 600
CMC2 4 23
YBL059W 19 298
SHP1 19 498
PTH2 32 1345
PTC3 30 1187
YBL055C 51 1468
TOD6 44 1676
YBL053W 10 261
SAS3 45 1087
PIN4 25 220
SEC17 2 1
MOH1 9 213
RRT1 2 5
EDE1 51 1085
PSY4 37 1394
COR1 9 79
YBL044W 78 3925
ECM13 52 1339
FUI1 72 2180
PRE7 0 0
ERD2 6 8
YBL039W-B 3 4
URA7 41 835
YBL039C-A 1 0
MRPL16 8 81
APL3 75 2552
YBL036C 25 823
POL12 15 657
STU1 27 468
RIB1 7 34
HEK2 27 465
SHE1 29 1233
PET9 5 79
YBL029C-A 25 369
YBL029W 99 4091
YBL028C 14 418
RPL19B 11 94
LSM2 3 2
RRN10 2 2
NCL1 38 2199
MCM2 4 33
PIM1 48 651
HAP3 8 85
RFT1 5 8
APN2 80 2585
POP8 6 30
PEP1 112 3135
FUS3 62 2798
ACH1 48 1953
RRN6 7 51
FMT1 214 11546
YBL012C 37 1244
SCT1 77 2504
YBL010C 40 1216
ALK2 80 2661
YBL008W-A 31 652
HIR1 72 1372
SLA1 51 900
LDB7 41 1078
YBL006W-A 16 289
PDR3 180 8795
UTP20 11 63
HTA2 41 964
HTB2 47 1794
ECM15 36 1713
NTH2 169 7840
RER2 29 1804
COQ1 29 415
GPI18 0 0
RCR1 72 2920
UGA2 156 7823
DSF2 198 8738
FLR1 170 8571
HHF1 11 226
HHT1 25 417
IPP1 8 53
YBR012C 14 197
YBR013C 36 1295
GRX7 17 319
MNN2 45 611
YBR016W 39 1117
KAP104 7 21
GAL7 55 3547
GAL10 132 4690
GAL1 99 3685
FUR4 54 1587
POA1 37 1622
CHS3 17 214
SCO2 30 988
OLA1 29 730
ETR1 31 666
YBR027C 46 1626
YPK3 33 414
CDS1 4 4
RKM3 36 1257
RPL4A 8 123
YBR032W 49 1811
EDS1 117 4446
HMT1 18 467
PDX3 18 548
CSG2 6 29
SCO1 8 139
CHS2 4 4
ATP3 14 193
FIG1 16 209
FAT1 17 97
CST26 30 642
QDR3 66 2176
TCM62 49 936
GIP1 45 1357
ZTA1 21 305
FMP23 20 611
RPS11B 16 114
REB1 2 1
REG2 16 189
YBR051W 9 103
RFS1 33 614
YBR053C 25 1484
YRO2 40 1459
PRP6 28 788
YBR056W 40 1338
YBR056W-A 9 178
YBR056C-B 9 178
MUM2 21 311
UBP14 21 530
TSC3 0 0
AKL1 61 2917
ORC2 11 78
TRM7 9 145
YBR062C 11 215
YBR063C 12 228
YBR064W 6 24
ECM2 17 314
NRG2 24 585
TIP1 10 64
BAP2 80 2768
TAT1 49 1337
ALG14 1 0
YBR071W 33 758
HSP26 31 802
YBR072C-A 17 243
RDH54 35 922
PFF1 34 1810
ECM8 57 3414
YBR076C-A 36 1778
SLM4 14 92
ECM33 6 13
RPG1 10 53
SEC18 2 1
SPT7 12 69
UBC4 20 798
TEC1 47 1868
MIS1 60 1848
RPL19A 15 240
AAC3 18 899
YBR085C-A 9 152
IST2 50 1946
RFC5 1 0
POL30 1 0
YBR089W 1 0
NHP6B 24 306
YBR090C 56 777
TIM12 1 0
PHO3 24 965
PHO5 24 497
PBY1 43 993
RXT2 7 109
YBR096W 10 191
VPS15 22 399
MMS4 24 459
YBR099C 4 12
FES1 7 29
EXO84 28 716
SIF2 32 1048
YBR103C-A 19 708
YMC2 25 1661
VID24 34 419
PHO88 22 537
IML3 12 83
AIM3 64 3013
CMD1 0 0
YBR109W-A 14 294
ALG1 1 0
YSA1 18 366
SUS1 3 4
CYC8 22 301
YBR113W 14 236
RAD16 60 1965
LYS2 68 1793
YBR116C 47 1283
TKL2 66 2242
TEF2 15 107
MUD1 12 119
CBP6 1 0
GRS1 1 0
YBR121C-A 0 0
MRPL36 6 54
TFC1 7 77
YBR124W 22 546
PTC4 14 133
TPS1 7 92
YBR126W-A 18 468
YBR126W-B 11 322
VMA2 7 22
ATG14 25 698
OPY1 8 72
SHE3 13 496
CCZ1 10 72
YBR131C-A 1 0
AGP2 36 1469
HSL7 17 289
YBR134W 26 880
CKS1 1 0
MEC1 69 2283
YBR137W 9 353
YBR138C 18 441
YBR139W 38 1226
IRA1 34 220
BMT2 37 1084
YBR141W-A 3 13
MAK5 9 28
SUP45 0 0
YBR144C 51 2943
ADH5 25 866
MRPS9 4 11
RTC2 27 718
YSW1 48 1000
ARA1 22 680
TBS1 52 1509
APD1 20 556
SPP381 10 252
RIB7 5 52
RPB5 0 0
CNS1 2 2
SLI15 6 58
ICS2 19 567
AMN1 35 1702
IFA38 4 3
CDC28 0 0
CSH1 20 237
TOS1 42 1627
YSY6 3 8
EXO5 16 314
ARL1 3 12
UBS1 12 220
TYR1 33 878
POP7 1 0
PEX32 21 827
SSE2 38 995
NPL4 10 102
SEC66 3 30
SMY2 27 794
UMP1 0 0
YBR174C 5 112
SWD3 7 118
ECM31 2 1
EHT1 38 803
YBR178W 38 617
FZO1 22 206
DTR1 43 1391
RPS6B 2 9
SMP1 8 187
YBR182C-A 7 124
YPC1 17 617
YBR184W 31 1671
MBA1 11 96
PCH2 48 1956
GDT1 14 416
NTC20 6 87
RPS9B 2 5
YBR190W 8 143
RPL21A 5 8
YBR191W-A 0 0
RIM2 5 22
MED8 1 0
AIM4 9 175
MSI1 22 587
PGI1 1 0
YBR196C-A 19 233
YBR196C-B 10 699
YBR197C 44 1736
TAF5 6 12
KTR4 21 641
BEM1 17 456
YBR200W-A 2 1
DER1 10 317
YBR201C-A 6 34
MCM7 10 340
COS111 37 951
LDH1 14 437
KTR3 23 357
YBR206W 9 123
FTH1 34 1092
DUR1,2 95 3298
YBR209W 41 2266
ERV15 7 149
AME1 7 27
NGR1 21 769
MET8 33 707
SDS24 43 1389
HPC2 21 68
YBP1 18 189
ATG12 7 68
PYC2 66 1908
YBR219C 58 2135
YBR220C 33 1220
PDB1 17 660
YBR221W-A 29 757
PCS60 37 769
TDP1 45 1398
YBR223W-A 12 291
YBR224W 25 498
YBR225W 27 371
YBR226C 8 118
MCX1 25 435
SLX1 15 542
ROT2 48 1387
OM14 17 338
YBR230W-A 23 817
SWC5 21 663
YBR232C 11 126
PBP2 26 779
DAD3 1 0
ARC40 2 1
VHC1 50 861
ABD1 4 4
PRP5 3 2
YBR238C 27 1186
ERT1 38 925
THI2 38 1802
YBR241C 57 1975
YBR242W 15 401
ALG7 2 1
GPX2 13 264
ISW1 57 2788
RRT2 25 1270
ENP1 1 0
HIS7 22 507
ARO4 19 800
SPO23 25 570
MRPS5 14 60
DUT1 1 0
SRB6 3 11
TRS20 1 0
MTC4 17 388
YBR255C-A 10 150
RIB5 7 30
POP4 2 1
SHG1 9 172
YBR259W 45 1407
RGD1 42 1079
TAE1 14 524
MIC12 8 123
SHM1 28 710
YPT10 12 105
TSC10 2 2
REI1 13 224
SLM6 2 13
MRPL37 2 11
SDH8 6 11
BIT2 25 595
EFM2 21 343
HSM3 14 136
UBX7 37 1017
CHK1 20 711
RIF1 76 3277
PPS1 33 637
YBR277C 17 365
DPB3 13 327
PAF1 12 245
SAF1 26 970
DUG2 32 459
MRPL27 3 6
SSH1 19 276
YBR284W 45 1266
YBR285W 4 5
APE3 44 1912
YBR287W 12 116
APM3 11 64
SNF5 12 228
BSD2 11 151
CTP1 35 1823
YBR292C 19 485
VBA2 25 752
SUL1 39 1146
PCA1 64 1815
PHO89 45 1367
YBR296C-A 2 11
MAL33 18 464
MAL31 16 800
YBR298C-A 13 219
MAL32 15 544
YBR300C 14 37
PAU24 6 13
COS2 2 1
YCL076W 1 0
GEX1 9 101
VBA3 4 5
YCL068C 9 348
HMLALPHA2 0 0
HMLALPHA1 2 1
YCL065W 0 0
CHA1 19 455
VAC17 19 267
MRC1 37 906
KRR1 4 27
FYV5 19 428
ADF1 9 81
MIC10 24 829
PRD1 47 1490
PEX34 9 68
KAR4 7 74
RDT1 0 0
SPB1 11 31
PBN1 11 109
LRE1 46 2238
APA1 18 722
YCL049C 32 994
YCL048W-A 10 64
SPS22 62 2419
POF1 23 571
EMC1 45 1189
YCL046W 15 101
MGR1 54 2069
PDI1 17 270
YCL041C 37 119
YCL042W 41 781
GLK1 129 4272
GID7 75 2237
ATG22 47 930
SRO9 39 963
GFD2 97 3007
GRX1 13 270
LSB5 63 3382
MXR2 24 418
STE50 32 1332
RRP7 2 1
HIS4 135 4531
BIK1 90 3993
RNQ1 48 2259
FUS1 61 2181
HBN1 25 349
FRM2 40 1387
AGP1 130 5077
YCL023C 36 2018
KCC4 140 5164
YCL022C 27 1178
YCL021W-A 28 637
LEU2 79 2493
NFS1 8 45
DCC1 35 352
BUD3 164 5488
YCL012C 32 411
GBP2 77 1525
SGF29 52 1559
ILV6 105 4161
STP22 77 2949
YCL007C 11 289
VMA9 5 5
LDB16 59 1600
PGS1 27 826
YCL002C 65 2177
RER1 33 293
YCL001W-A 12 214
YCL001W-B 11 297
YCR001W 24 899
CDC10 1 0
MRPL32 17 125
YCP4 22 486
CIT2 110 5378
YCR006C 237 9169
YCR007C 69 1422
SAT4 64 1363
RVS161 25 311
ADY2 52 1757
ADP1 149 6249
PGK1 5 9
YCR013C 8 21
POL4 83 2178
YCR015C 41 889
YCR016W 22 438
CWH43 23 296
SRD1 5 74
YCR018C-A 18 770
MAK32 43 2319
PET18 26 605
MAK31 8 214
HTL1 1 0
HSP30 52 2699
YCR022C 57 2159
YCR023C 67 3369
SLM5 24 303
YCR024C-B 7 166
PMP1 5 11
YCR025C 78 1690
NPP1 124 3609
RHB1 12 104
FEN2 38 751
RIM1 5 15
SYP1 53 1815
RPS14A 8 82
BPH1 118 3383
SNT1 82 3162
ELO2 4 37
RRP43 1 0
RBK1 37 1353
PHO87 60 2485
BUD5 31 372
YCR038W-A 3 2
MATALPHA2 0 0
MATALPHA1 1 0
YCR041W 4 75
TAF2 18 577
YCR043C 12 318
PER1 6 8
RRT12 59 2602
YCR045W-A 25 810
IMG1 11 120
BUD23 1 0
YCR047W-A 0 0
YCR049C 23 621
ARE1 77 2888
YCR050C 12 111
YCR051W 27 769
RSC6 3 8
THR4 23 794
CTR86 13 237
PWP2 14 281
YIH1 45 1229
TAH1 15 377
YCR061W 189 9311
YCR064C 56 2327
BUD31 24 405
HCM1 46 1164
RAD18 11 125
SED4 57 1372
ATG15 63 1414
CPR4 29 884
IMG2 7 117
RSA4 3 2
SSK22 94 4992
SOL2 38 1021
ERS1 26 412
YCR075W-A 2 6
FUB1 18 632
PAT1 19 262
PTC6 41 608
SRB8 122 7628
YCR081C-A 12 612
AHC2 10 215
TRX3 8 206
TUP1 5 5
YCR085W 12 99
CSM1 11 158
YCR087W 8 78
YCR087C-A 8 78
ABP1 42 1490
FIG2 48 1509
YCR090C 13 404
KIN82 40 1690
MSH3 82 2912
CDC39 28 307
CDC50 27 964
OCA4 14 198
YCR095W-A 5 103
HMRA2 0 0
HMRA1 0 0
YCR097W-A 1 0
GIT1 56 1944
YCR099C 13 733
YCR100C 16 462
YCR101C 11 254
YCR102C 55 2916
YCR102W-A 4 29
PAU3 9 105
ADH7 48 1470
RDS1 47 1317
AAD3 32 927
YCR108C 11 354
COS7 4 44
YDL247W-A 1 0
MPH2 3 5
SOR2 3 3
HXT15 11 211
THI13 15 81
AAD4 24 625
YDL242W 16 872
YDL241W 5 18
YDL240C-A 31 1015
LRG1 33 420
ADY3 17 239
GUD1 17 312
AIM6 17 343
PHO13 8 47
YPD1 0 0
GYP7 42 1528
MFG1 24 740
OST4 0 0
BRE4 48 803
PTP1 32 964
SSB1 20 406
YDL228C 11 206
HO 76 2085
GCS1 10 123
SHS1 26 538
WHI4 22 832
HBT1 108 4005
FMP45 31 547
YDL221W 55 2040
CDC13 35 871
DTD1 1 0
YDL218W 37 766
TIM22 1 0
RRI1 21 725
GDH2 71 3133
PRR2 40 884
NOP6 8 115
SHR3 2 1
YDL211C 24 670
UGA4 56 1902
CWC2 0 0
NHP2 0 0
GLE1 3 22
YDL206W 27 683
HEM3 3 2
RTN2 32 1109
ACK1 34 661
MRPL11 5 29
TRM8 26 1108
MGT1 17 253
YDL199C 25 878
GGC1 1 0
ASF2 52 884
YDL196W 62 2885
SEC31 15 55
SNF3 23 279
NUS1 1 0
ARF1 2 4
RPL35A 1 0
UFD2 21 326
RBS1 27 499
PPH22 23 938
YDL187C 6 48
YDL186W 7 182
YDL185C-A 18 239
VMA1 7 23
RPL41A 4 59
YDL183C 20 1024
LYS20 45 1192
INH1 10 56
YDL180W 18 202
PCL9 12 327
DLD2 34 995
YDL177C 21 528
YDL176W 34 823
AIR2 15 301
DLD1 32 1303
PAR32 13 179
YDL172C 9 28
GLT1 118 4156
UGA3 26 447
UGX2 16 480
SFA1 38 1366
NRP1 4 9
FAP7 5 13
CDC36 0 0
CDC9 13 134
YDL163W 7 104
YDL162C 32 1530
ENT1 22 842
MHF2 4 71
DHH1 11 64
YDL159W-A 10 270
STE7 37 1142
YDL159C-B 4 4
YDL158C 5 50
YDL157C 8 74
CMR1 44 1605
CLB3 18 816
MSH5 50 1882
SAS10 11 18
YDL152W 15 178
BUD30 3 13
RPC53 6 38
ATG9 36 900
NOP14 17 160
RPN5 0 0
LDB17 15 177
COP1 5 4
YDL144C 33 1147
CCT4 1 0
CRD1 28 603
BPL1 6 5
RPO21 13 37
SCM3 2 1
RGT2 40 1065
ARF2 12 241
RPL35B 11 160
RDI1 15 312
PPH21 21 584
RPL41B 1 0
SRF1 30 746
CDC53 8 24
LYS21 23 590
STF1 14 91
RPP1B 11 367
YDL129W 14 374
VCX1 25 507
PCL2 36 1402
CDC48 9 11
HNT1 5 16
YDL124W 16 366
SNA4 10 172
UBP1 28 607
YDL121C 12 182
YFH1 5 6
YDL119C 28 1113
YDL118W 8 145
CYK3 17 585
NUP84 11 40
IWR1 17 270
YDL114W-A 0 0
YDL114W 21 501
ATG20 18 558
TRM3 45 2225
RRP42 4 11
TMA17 15 344
YDL109C 50 1590
KIN28 5 11
MSS2 17 312
PHO2 21 349
NSE4 0 0
QRI7 27 761
QRI1 4 7
POL3 8 20
DUN1 23 479
GET3 16 214
BUG1 10 286
SNU23 5 74
RPN6 1 0
OPI6 8 35
PMT1 18 232
YDL094C 34 1786
PMT5 43 1012
SRP14 20 459
UBX3 23 1061
RAM1 3 8
NUR1 22 276
ASM4 24 585
LUC7 5 15
YDL086W 32 1107
YDL086C-A 22 706
YDL085C-A 5 249
NDE2 33 901
SUB2 4 3
RPS16B 6 10
RPL13A 18 243
RPP1A 1 0
THI3 36 835
MRK1 50 1390
MDH3 22 285
VAM6 9 42
RXT3 29 655
RPL31A 1 0
BRE1 5 6
YDL073W 39 1614
YET3 10 189
YDL071C 41 1137
BDF2 33 598
CBS1 9 81
YDL068W 3 7
COX9 3 2
IDP1 34 644
PEX19 13 325
UBC9 2 1
SYO1 13 159
YDL062W 7 86
RPS29B 2 1
TSR1 3 2
RAD59 21 399
USO1 37 1670
YDL057W 20 443
MBP1 21 114
PSA1 1 0
MCH1 83 3606
PBP4 14 222
SLC1 21 367
LHP1 44 1444
YDL050C 27 544
KNH1 70 2133
STP4 65 2157
SIT4 4 33
NPC2 18 245
MRP10 3 2
FAD1 2 1
MTF2 10 151
PRP11 0 0
SIR2 53 920
YDL041W 20 242
NAT1 33 1185
PRM7 49 1363
BSC1 13 192
PUS9 41 1888
GPR1 40 548
YDL034W 9 67
SLM3 61 1834
YDL032W 12 304
DBP10 5 13
PRP9 9 24
ARP2 2 1
MPS1 17 430
YDL027C 30 455
YDL026W 10 65
RTK1 40 907
YDL025W-A 3 3
DIA3 45 1221
YDL022C-A 8 128
YDL023C 22 678
GPD1 52 1257
GPM2 55 1144
RPN4 76 2446
OSH2 110 3560
ERP3 21 243
CDC7 10 189
YDL016C 12 224
TSC13 2 1
NOP1 1 0
SLX5 51 800
YDL012C 28 786
YDL011C 27 861
GRX6 36 1127
YDL009C 6 40
APC11 8 205
YDL007C-A 3 5
RPT2 1 0
PTC1 1 0
MED2 35 769
ATP16 6 44
MCD1 5 5
NHP10 22 297
RMD1 89 2771
NTH1 163 5222
YRB1 0 0
RCR2 64 1659
YDR003W-A 8 25
RAD57 41 845
MAF1 19 112
SOK1 68 1430
TRP1 60 1701
YDR008C 66 2030
GAL3 84 3266
YDR010C 85 4395
SNQ2 194 6534
RPL4B 15 461
PSF1 3 9
RAD61 48 1125
HED1 14 357
YDR015C 8 145
DAD1 1 0
KCS1 38 756
YDR018C 56 2296
GCV1 48 1583
DAS2 51 2081
FAL1 4 67
ATG31 13 393
SES1 7 36
FYV1 47 622
RPS11A 6 42
NSI1 54 2527
VPS54 13 335
REG1 31 526
YDR029W 16 121
RAD28 57 2653
MIX14 10 193
PST2 20 316
MRH1 23 466
LYS14 71 2698
YDR034C-A 4 126
YDR034W-B 6 139
ARO3 37 1290
EHD3 51 2154
KRS1 5 4
ENA5 33 814
ENA2 19 20
ENA1 34 777
RSM10 3 3
YDR042C 15 88
NRG1 13 463
HEM13 0 0
RPC11 1 0
BAP3 49 1440
HEM12 5 5
YDR048C 30 1050
VMS1 5 31
TPI1 1 0
DET1 36 770
DBF4 1 0
YDR053W 0 0
CDC34 1 0
PST1 37 636
YDR056C 30 880
YOS9 39 1861
TGL2 19 651
UBC5 6 83
MAK21 6 87
YDR061W 39 1723
LCB2 4 3
AIM7 8 64
RPS13 0 0
RRG1 10 31
RTR2 22 715
OCA6 14 517
DOS2 10 122
DOA4 5 4
FMP16 9 39
PAA1 8 32
IPT1 52 1185
SNF11 11 111
TPS2 23 338
PPH3 10 219
RAD55 34 912
SED1 25 279
SHU2 35 1447
PET100 8 122
TFB5 6 28
VPS41 10 86
PDC2 3 3
STN1 12 124
RRP8 13 145
TVP23 7 69
AFR1 18 763
SSS1 0 0
RRP1 0 0
SLU7 8 61
YDR089W 42 1677
YDR090C 13 379
RLI1 2 2
UBC13 13 219
DNF2 171 6866
YDR094W 74 3954
YDR095C 58 2228
GIS1 56 2427
MSH6 47 1075
GRX3 13 357
BMH2 55 1035
TVP15 17 244
ARX1 17 541
YDR102C 28 1337
STE5 31 418
SPO71 53 1721
TMS1 27 774
ARP10 29 467
TMN2 34 844
TRS85 29 474
YDR109C 22 491
FOB1 34 704
ALT2 42 885
IRC2 14 454
PDS1 7 105
YDR114C 16 349
YDR115W 4 11
MRPL1 15 288
TMA64 3 2
APC4 17 379
YDR118W-A 4 25
VBA4 51 1436
COX26 6 66
TRM1 34 921
DPB4 2 2
KIN1 42 1574
INO2 5 13
YDR124W 22 941
ECM18 22 420
SWF1 64 2570
ARO1 52 1153
MTC5 67 2689
SAC6 19 290
FIN1 14 318
YDR131C 34 902
YDR132C 27 742
YDR133C 4 27
YCF1 72 2622
VPS61 46 1477
RGP1 6 9
HPR1 14 112
RUB1 5 55
MTQ2 10 104
DOP1 10 23
PEX7 18 303
SAN1 38 521
MKC7 29 694
TAF12 5 36
SWI5 17 216
EKI1 21 866
KGD2 21 211
YDR149C 11 68
NUM1 36 990
CTH1 31 685
GIR2 14 234
ENT5 18 303
YDR154C 6 10
CPR1 6 46
RPA14 26 353
YDR157W 40 1286
HOM2 16 178
SAC3 24 309
SSY1 7 11
YDR161W 5 14
NBP2 5 37
CWC15 14 191
SEC1 4 7
TRM82 15 110
SEC5 15 103
TAF10 2 16
CDC37 4 4
STB3 11 85
YDR169C-A 6 60
SEC7 13 103
HSP42 24 478
SUP35 3 2
ARG82 6 11
HMO1 11 79
RSM24 0 0
NGG1 12 55
UBC1 3 7
SDH4 8 96
CSN9 7 109
YDR179W-A 12 423
SCC2 2 2
SAS4 24 514
CDC1 3 3
YDR182W-A 5 23
PLP1 22 907
YDR183C-A 6 197
ATC1 6 38
UPS3 19 255
YDR186C 21 291
YDR187C 23 281
CCT6 6 8
SLY1 3 3
RVB1 1 0
HST4 17 574
NUP42 11 166
YDR193W 5 121
MSS116 6 34
YDR194W-A 4 13
REF2 8 74
CAB5 1 0
CBS2 6 22
RKM2 21 459
YDR199W 10 314
VPS64 13 384
SPC19 0 0
RAV2 9 203
YDR203W 7 118
COQ4 6 19
MSC2 12 27
EBS1 22 274
UME6 38 581
MSS4 16 172
YDR209C 6 46
YDR210W 4 27
GCD6 4 4
TCP1 2 1
UPC2 67 1649
AHA1 32 1460
YDR215C 38 1224
ADR1 51 1413
RAD9 62 1682
SPR28 14 306
MFB1 8 119
YDR220C 15 623
GTB1 30 634
YDR222W 15 404
CRF1 18 622
HTB1 0 0
HTA1 1 0
ADK1 4 4
SIR4 22 354
PCF11 7 43
IVY1 24 502
YDR230W 12 313
COX20 15 258
HEM1 2 1
RTN1 9 141
LYS4 28 647
PRP42 4 19
FMN1 5 7
MRPL7 2 1
SEC26 4 3
YDR239C 32 739
SNU56 8 53
BUD26 29 681
AMD2 40 1167
PRP28 5 26
PEX5 24 923
MNN10 5 46
TRS23 1 0
YDR246W-A 44 1875
VHS1 26 478
YDR248C 14 120
YDR249C 26 450
YDR250C 40 1486
PAM1 24 692
BTT1 5 21
MET32 8 186
CHL4 13 124
RMD5 10 26
CTA1 42 934
RKM4 14 316
HSP78 66 2063
YAP6 33 971
SWM1 38 1650
EXG2 21 318
YDR262W 2 5
DIN7 15 541
AKR1 8 12
PEX10 13 195
HEL2 26 382
CIA1 8 8
MSW1 4 8
YDR269C 6 50
CCC2 52 1455
YDR271C 21 611
GLO2 18 303
DON1 14 334
YDR274C 57 2443
BSC2 12 127
PMP3 2 1
MTH1 23 689
YDR278C 21 1047
RNH202 22 560
RRP45 1 0
PHM6 3 2
YDR282C 27 862
GCN2 39 519
DPP1 13 268
ZIP1 21 415
YDR286C 3 34
INM2 8 68
NSE3 1 0
RTT103 2 2
YDR290W 14 230
HRQ1 58 2034
SRP101 3 2
SSD1 46 1012
DPL1 22 422
HDA2 18 413
MHR1 5 58
SUR2 11 139
ATP5 4 7
BFR2 1 0
PRO1 1 0
CFT1 7 6
GPI11 1 0
RSC3 0 0
CPR5 17 531
HNT2 15 338
YDR306C 15 350
PMT7 25 715
SRB7 1 0
GIC2 28 465
SUM1 26 424
TFB1 5 11
SSF2 22 509
PIB1 22 799
RAD34 39 1509
IPK1 6 13
OMS1 19 378
HIM1 14 387
MCM21 11 177
YFT2 20 354
SWA2 18 245
DAD4 1 0
YDR320W-B 19 494
ASP1 21 642
MRPL35 5 9
TIM11 4 34
PEP7 16 196
UTP4 2 1
YCG1 5 5
YSP2 31 654
YDR327W 0 0
SKP1 1 0
PEX3 29 897
UBX5 15 362
GPI8 2 1
IRC3 29 610
RQC1 18 280
SWR1 65 2772
MSN5 11 14
YDR336W 17 495
MRPS28 2 2
YDR338C 45 1395
FCF1 0 0
YDR340W 24 990
YDR341C 1 0
HXT7 9 61
HXT6 6 5
YDR344C 38 1334
HXT3 42 1182
SVF1 28 631
MRP1 6 11
PAL1 24 877
YPS7 15 289
ATP22 5 13
SBE2 17 263
YPQ2 13 290
TRR1 1 0
TRP4 17 253
YDR354C-A 2 1
YDR355C 1 0
SPC110 6 6
CNL1 21 744
GGA1 23 732
EAF1 20 193
OPI7 10 30
BCP1 4 4
TFC6 11 82
ESC2 14 145
SEM1 1 0
CDC40 3 16
ESF1 2 5
YDR366C 16 99
KEI1 6 22
YPR1 9 49
XRS2 40 1053
DXO1 21 518
CTS2 23 1078
YDR371C-A 0 0
VPS74 10 44
FRQ1 0 0
PHO92 20 518
WIP1 1 0
BCS1 15 158
ARH1 2 1
ATP17 0 0
LSM6 4 9
RGA2 36 1089
SDH6 6 30
ARO10 26 697
YRA1 7 18
YDR381C-A 5 8
RPP2B 3 11
NKP1 16 196
ATO3 35 1007
EFT2 12 122
MUS81 18 334
YDR387C 12 132
RVS167 22 125
SAC7 10 82
UBA2 6 181
YDR391C 18 697
SPT3 5 36
SHE9 32 602
RPT3 2 1
SXM1 19 366
YDR396W 2 1
NCB2 2 1
UTP5 6 185
HPT1 13 135
URH1 24 937
YDR401W 20 572
DIT2 34 1165
DIT1 26 442
RPB7 0 0
MRP20 21 192
PDR15 139 4930
YDR406W-A 5 14
TRS120 4 15
ADE8 3 2
SIZ1 22 360
STE14 26 1097
DFM1 15 415
RRP17 2 1
YDR413C 2 1
ERD1 8 34
