gene_name number_of_transposon_per_gene number_of_read_per_gene
GND1 10 56
SSP1 36 1279
PFS1 16 278
KOG1 8 13
IKI1 5 43
GPI16 6 5
PTH1 14 296
ERG9 6 7
CTF8 8 30
LNP1 14 515
EGD2 12 503
YHR193C-A 13 261
MDM31 59 1533
NVJ1 27 683
UTP9 7 45
RIX1 2 1
AIM18 22 489
AIM46 23 431
NBL1 0 0
RPN10 7 26
PPX1 12 211
YHR202W 28 839
RPS4B 4 8
MNL1 50 2331
SCH9 8 29
SKN7 24 528
SET5 39 1265
BAT1 23 746
CRG1 26 287
YHR210C 23 756
FLO5 117 3637
YHR212C 1 0
YHR212W-A 0 0
YHR213W 1 0
YHR213W-A 0 0
YHR213W-B 18 181
YHR214W 4 8
YHR214W-A 1 0
YHR214C-D 0 0
YHR214C-E 5 6
PHO12 8 66
IMD2 25 329
YHR217C 9 22
YHR218W 14 16
YHR218W-A 1 0
YHR219W 7 19
YHR219C-A 1 0
YIL177C 32 38
YIL177W-A 3 2
PAU14 1 0
VTH1 19 400
IMA3 6 5
YIL171W-A 1 0
YIL169C 25 285
YIL166C 58 2443
YIL165C 6 112
NIT1 12 275
YIL163C 9 209
SUC2 32 1168
YIL161W 8 26
POT1 29 928
BNR1 55 1731
AIM20 17 162
COA1 13 99
YIL156W-A 28 1269
YIL156W-B 21 755
UBP7 43 793
GUT2 52 2558
IMP2' 47 1279
RRD1 13 69
YIL152W 19 435
ESL1 49 2043
MCM10 14 253
MLP2 52 1499
RPL40A 1 0
SLN1 9 244
ATG32 21 1023
PAN6 1 0
NDC80 8 413
SSL2 16 169
YIL142C-A 9 151
CCT2 5 4
YIL141W 17 167
AXL2 47 1039
REV7 11 103
TPM2 7 58
TMA108 41 486
OM45 21 259
VHS2 21 154
YIL134C-A 13 565
FLX1 5 23
RPL16A 9 366
CSM2 22 621
FKH1 34 1298
ASG1 38 1774
TAO3 37 613
MET18 33 850
RRT14 9 191
STH1 19 282
KGD1 41 866
AYR1 11 237
SIM1 90 3236
POG1 14 482
QDR2 37 1053
QDR1 57 1967
RPI1 19 407
RHO3 3 2
PRM5 12 102
HIS5 42 1655
YIL115W-A 6 165
NUP159 17 100
POR2 10 149
SDP1 26 1104
HOS4 67 3016
COX5B 20 1565
HPM1 30 1543
SEC24 8 9
YIL108W 57 2258
PFK26 50 2273
MOB1 3 25
SLM1 33 871
YIL105W-A 3 8
SHQ1 5 4
DPH1 14 210
YIL102C-A 1 0
YIL102C 0 0
XBP1 55 2441
YIL100C-A 36 434
YIL100W 42 912
SGA1 32 701
FMC1 9 288
FYV10 15 116
BMT5 20 465
PRK1 42 1414
LYS12 30 597
RSM25 12 207
YIL092W 44 1289
UTP25 5 12
ICE2 27 935
YIL089W 20 363
AVT7 36 1094
AIM19 10 136
YIL086C 34 1490
KTR7 30 447
SDS3 8 253
CAB2 6 53
YIL082W 10 95
AIR1 20 548
THS1 2 2
YIL077C 31 1302
SEC28 19 278
RPN2 14 82
SER33 49 1064
SPO22 65 2003
HOP1 20 288
YIL071W-A 2 7
PCI8 23 1187
MAM33 23 660
RPS24B 7 77
YIL068W-A 10 297
SEC6 9 87
YIL067C 48 1122
YIL066W-A 10 329
RNR3 57 2125
FIS1 18 596
EFM4 38 1311
YRB2 4 11
ARC15 0 0
SNP1 11 114
YIL060W 9 96
YIL059C 10 101
YIL058W 17 249
RGI2 20 440
VHR1 108 4027
YIL055C 68 3483
YIL054W 42 1382
GPP1 32 440
RPL34B 3 2
MMF1 31 545
PCL7 25 647
DFG10 7 66
NEO1 12 143
YIL047C-A 13 386
SYG1 66 2430
YIL046W-A 59 2384
MET30 10 144
PIG2 25 1319
AGE2 31 540
CBR1 36 1494
PKP1 41 1680
GVP36 18 410
APQ12 11 156
TED1 45 1513
NOT3 16 120
PRM2 54 2175
CST6 46 1000
CKA1 24 381
CAP2 24 601
BCY1 14 49
YIL032C 21 353
ULP2 49 1085
YIL030W-A 23 510
SSM4 94 3383
YIL029W-A 19 402
YIL029C 18 297
YIL028W 13 234
EMC5 15 272
IRR1 19 192
YIL025C 13 535
YIL024C 23 1061
YKE4 67 3182
TIM44 2 42
RPB3 2 5
YIL021C-A 0 0
YIL020C-A 3 27
HIS6 43 1979
FAF1 9 120
RPL2B 11 89
VID28 67 1990
SNL1 23 414
BAR1 82 2582
YIL014C-A 7 64
MNT3 46 1780
PDR11 144 4269
YIL012W 54 2474
TIR3 36 804
DOT5 22 504
EST3 27 1371
FAA3 106 4603
URM1 1 0
NAS2 45 2381
YIA6 84 3535
EPS1 142 6711
BET1 0 0
CFD1 18 657
YIL002W-A 8 143
INP51 34 522
YIL001W 119 5249
SGN1 46 973
MPH1 166 7850
AIM21 111 2840
DJP1 61 2186
IST3 34 998
PAN1 152 6185
YIR007W 95 3902
PRI1 1 0
MSL1 9 286
DSN1 10 35
STS1 7 66
SQT1 6 10
GAT4 38 2132
YIR014W 41 1421
RPR2 4 9
YIR016W 84 1926
MET28 111 4941
YIR017W-A 126 5356
YAP5 43 2119
YIR018C-A 12 296
FLO11 70 1732
YIR020C 3 26
YIR020W-A 12 385
YIR020C-B 11 50
MRS1 10 50
YIR021W-A 36 1864
SEC11 0 0
DAL81 74 1563
YIR023C-A 15 93
INA22 17 380
MND2 35 1958
YVH1 28 485
DAL1 61 1703
DAL4 118 4132
DAL2 47 1876
DCG1 32 514
YIR030W-A 11 173
DAL7 52 2164
DAL3 41 1574
MGA2 68 1928
LYS1 45 1305
YIR035C 54 1818
IRC24 66 1986
YIR036W-A 44 2181
HYR1 15 391
GTT1 13 234
YPS6 19 335
YIR040C 2 1
PAU15 4 57
YIR042C 14 163
YJL225C 32 34
YJL225W-A 1 0
PAU1 0 0
YJL222W-B 0 0
YJL222W-A 0 0
VTH2 16 183
IMA4 4 3
YJL220W 0 0
HXT9 20 385
YJL218W 8 95
REE1 7 63
IMA5 19 243
YJL215C 21 381
HXT8 37 1723
YJL213W 19 358
OPT1 62 2409
YJL211C 58 3090
PEX2 48 1821
CBP1 10 16
NUC1 19 942
LAA1 82 2802
YJL206C 29 888
NCE101 12 143
RCY1 14 111
PRP21 8 64
YJL202C 11 258
ECM25 39 899
ACO2 40 856
MBB1 3 12
PHO90 52 1518
UBP12 50 1414
YJL197C-A 1 0
ELO1 15 95
YJL195C 1 0
CDC6 2 1
YJL193W 15 265
SOP4 24 474
RPS14B 16 308
RPS22A 8 400
RPL39 5 70
BUD19 1 0
SWE1 28 893
MNN5 22 423
ATG36 14 353
GON7 1 0
MNN11 11 344
YJL182C 21 490
YJL181W 35 912
ATP12 8 18
PFD1 7 199
ATG27 18 372
RPL17B 5 26
SWI3 6 95
YJL175W 4 53
KRE9 0 0
RFA3 0 0
CPS1 31 975
YJL171C 30 749
ASG7 22 453
YJL169W 6 84
SET2 36 1385
ERG20 1 0
QCR8 7 94
HAL5 29 419
TPK1 33 742
YJL163C 62 2062
JJJ2 25 727
FMP33 26 414
YJL160C 28 462
HSP150 3 2
CIS3 26 641
FAR1 51 1865
YJL156W-A 24 572
SSY5 6 45
FBP26 34 1211
VPS35 8 48
INO1 37 1408
YJL152W 86 5796
SNA3 64 4366
YJL150W 33 937
DAS1 52 1813
RPA34 5 84
YJL147C 14 184
IDS2 22 639
SFH5 15 394
YJL144W 12 229
TIM17 4 7
IRC9 13 147
YAK1 37 1558
RPB4 2 8
YUR1 24 485
TIF2 2 5
GLG2 22 559
YJL136W-A 6 98
RPS21B 6 22
YJL135W 15 384
LCB3 24 811
YJL133C-A 24 613
MRS3 19 735
YJL132W 59 1939
AIM23 11 456
URA2 138 6226
TRK1 10 113
PBS2 35 1654
YJL127W-A 7 125
YJL127C-B 7 148
SPT10 32 745
NIT2 14 156
GCD14 1 0
LSM1 1 0
MTC1 16 180
ALB1 5 42
RPE1 12 93
YJL120W 16 939
YJL119C 15 154
YJL118W 25 734
PHO86 34 2109
NCA3 29 609
ASF1 10 114
MDV1 48 1720
CCT7 2 1
GZF3 25 976
UTP10 16 340
PRM10 12 93
YJL107C 19 307
IME2 26 594
SET4 29 513
PAM16 2 2
GSM1 20 848
MEF2 18 164
GSH1 20 215
LSB6 30 766
CHS6 26 365
SAP185 46 1890
PHS1 1 0
MRPL49 1 0
BCK1 13 39
KHA1 28 415
TOK1 35 548
SRS2 57 10354
GWT1 4 4
DPB11 10 142
SIP4 74 2143
ARG3 0 0
TRL1 3 6
YJL086C 29 499
EXO70 5 10
ALY2 45 1584
TAX4 47 975
IML2 34 986
ARP4 3 3
SCP160 42 718
PRY1 18 298
PRY3 118 3352
YJL077W-B 2 2
ICS3 39 2004
YJL077W-A 4 249
NET1 55 1186
APQ13 37 911
SMC3 6 6
JEM1 33 1117
PSF2 2 1
ARG2 2 1
YJL070C 37 1829
UTP18 0 0
YJL068C 23 372
YJL067W 25 769
MPM1 29 957
DLS1 20 212
YJL064W 15 182
MRPL8 8 50
COA3 5 18
LAS21 8 14
NUP82 4 10
BNA3 28 474
YHC3 33 1269
BIT61 29 527
IKS1 43 840
ZAP1 10 26
YJL055W 31 561
TIM54 8 36
PEP8 5 32
YJL052C-A 34 1663
TDH1 41 1241
IRC8 44 1317
MTR4 5 9
YJL049W 12 153
UBX6 38 1222
YJL047C-A 18 237
RTT101 27 757
AIM22 17 493
YJL045W 69 3017
GYP6 31 637
YJL043W 99 3546
MHP1 92 2494
NSP1 0 0
NUP192 3 2
LOH1 7 69
IRC18 25 221
SNX4 11 41
TAD2 7 35
KAR2 9 74
HCA4 5 9
YJL032W 1 0
BET4 1 0
MAD2 38 1420
VPS53 5 18
YJL028W 101 6144
YJL027C 89 5152
RNR2 10 69
YJL026C-A 1 0
RRN7 4 4
APS3 16 596
PET130 15 135
YJL022W 7 71
BBC1 90 2716
YJL020W-A 2 1
MPS3 58 2372
YJL016W 71 2607
YJL015C 49 2571
CCT3 2 7
MAD3 63 3377
VTC4 63 1732
RPC17 2 1
NOP9 20 316
YJL009W 19 369
CCT8 5 6
YJL007C 45 3077
CTK2 3 8
CYR1 20 401
SYS1 39 887
COX16 9 23
OST1 8 288
PRE3 4 25
AVT1 133 5827
MPP10 35 830
YJR003C 154 4367
SAG1 133 6802
APL1 66 2146
LSO1 14 267
POL31 0 0
SUI2 18 476
MHO1 72 2237
TDH2 61 1781
MET3 64 1933
SPC1 14 527
YJR011C 25 450
YJR012C 46 1528
GPI14 3 2
TMA22 20 673
YJR015W 95 4680
ILV3 31 195
ESS1 7 8
YJR018W 22 177
TES1 62 2997
YJR020W 32 896
REC107 65 2490
LSM8 0 0
YJR023C 0 0
MDE1 28 843
BNA1 35 1784
YJR030C 87 3494
GEA1 99 3753
CPR7 36 971
RAV1 44 875
PET191 6 8
RAD26 98 2839
HUL4 61 2167
YJR037W 12 145
YJR038C 33 1119
YJR039W 82 3873
GEF1 40 335
URB2 8 13
NUP85 5 6
POL32 32 640
VPS55 17 262
SSC1 7 53
TAH11 3 3
ANB1 14 241
CYC1 14 238
UTR1 108 26135
ISY1 27 1026
OSM1 32 970
RAD7 36 462
BFA1 40 1420
KCH1 18 308
HIT1 10 72
YJR056C 19 501
CDC8 2 25
APS2 22 796
PTK2 54 1010
CBF1 23 628
YJR061W 54 1712
NTA1 26 730
RPA12 5 12
CCT5 12 45
ARP3 4 3
TOR1 85 1767
YAE1 1 0
RFC2 2 1
HAM1 16 836
LIA1 16 182
YJR071W 16 476
NPA3 30 721
OPI3 19 149
MOG1 23 1299
HOC1 12 121
CDC11 9 44
MIR1 19 134
BNA2 66 2236
YJR079W 33 712
AIM24 25 855
EAF6 6 38
ACF4 15 249
YJR084W 33 1484
YJR085C 14 398
STE18 2 10
YJR087W 3 12
EMC2 13 593
BIR1 31 777
GRR1 23 406
JSN1 36 760
BUD4 75 2144
FIP1 7 45
IME1 35 1369
RPL43B 11 224
SFC1 25 1343
YJR096W 19 140
JJJ3 5 50
YJR098C 37 1242
YUH1 9 200
AIM25 24 560
RSM26 5 5
VPS25 4 146
URA8 98 4707
SOD1 1 0
ADO1 5 52
ECM27 44 1923
YJR107W 31 660
ABM1 30 1241
CPA2 6 8
YMR1 38 855
YJR111C 35 877
NNF1 1 0
YJR112W-A 10 326
RSM7 3 11
YJR114W 4 86
YJR115W 44 1242
TDA4 27 690
STE24 22 822
ILM1 8 531
JHD2 36 851
YJR120W 48 1701
ATP2 4 5
IBA57 3 3
RPS5 0 0
YJR124C 16 205
ENT3 19 624
VPS70 32 719
RSF2 123 3650
YJR128W 33 347
EFM3 56 2401
STR2 32 597
MNS1 45 1498
NMD5 31 1108
XPT1 31 470
SGM1 28 855
MCM22 9 101
TIM8 3 16
TTI2 1 0
MET5 89 2671
IML1 33 566
HOM6 14 137
HIR3 40 723
YJR140W-A 0 0
YJR141W 1 0
YJR142W 20 447
PMT4 11 220
MGM101 12 119
RPS4A 3 30
YJR146W 20 720
HMS2 21 402
BAT2 57 2153
YJR149W 28 875
DAN1 23 640
DAN4 36 558
YJR151W-A 2 1
DAL5 22 540
PGU1 11 87
YJR154W 36 1045
AAD10 45 1458
THI11 18 283
YJR157W 3 3
HXT16 3 3
SOR1 3 2
MPH3 12 93
COS5 5 8
YJR162C 5 69
YKL225W 15 165
PAU16 5 4
YKL223W 8 14
YKL222C 18 180
MCH2 30 1044
FRE2 21 432
COS9 18 284
SRY1 29 1133
JEN1 50 1672
URA1 15 299
OXP1 66 2626
YRA2 9 57
DOA1 9 11
SAC1 5 12
TRP3 32 1095
UBA1 7 6
STE6 77 2469
CBT1 2 1
EMC3 16 242
ADD66 9 239
LOS1 48 1219
EAP1 11 93
TOR2 16 28
YKL202W 11 74
MNN4 66 1376
PTK1 220 10895
PEX1 99 2960
YKT6 2 1
MIA40 5 45
MST1 5 4
SDS22 3 2
ACP1 2 1
DPH2 28 471
CNB1 4 25
HYM1 8 48
PXA2 45 1616
FAT3 55 2166
MTR2 14 430
ASH1 37 1069
SPE1 10 79
YKL183C-A 34 2195
LOT5 57 2349
FAS1 7 10
PRS1 5 5
RPL17A 1 0
COY1 19 354
STE3 26 1083
YKL177W 10 126
LST4 14 208
ZRT3 15 86
TPO5 9 71
SNU114 10 55
EBP2 6 25
NNK1 35 1334
MRPL38 2 5
YKL169C 2 5
KKQ8 38 1343
MRP49 7 32
TPK3 32 818
YKL165C-A 10 21
MCD4 6 7
PIR1 21 226
PIR3 9 305
YKL162C-A 7 53
YKL162C 20 639
KDX1 30 480
ELF1 4 10
RCN1 13 371
APE2 64 2033
RPS27A 3 53
YKL156C-A 0 0
RSM22 15 182
SRP102 2 1
YKL153W 1 0
GPM1 1 0
YKL151C 50 2011
MCR1 21 313
DBR1 18 152
SDH1 37 600
YKL147C 31 1157
AVT3 47 1059
RPT1 3 2
YKL145W-A 0 0
RPC25 0 0
LTV1 7 41
MRP8 4 64
SDH3 6 8
TGL1 39 1493
CTK1 1 0
HSK3 0 0
MRPL31 3 2
CMC1 9 125
YKL136W 4 77
APL2 15 296
OCT1 13 95
YKL133C 17 312
RMA1 17 445
YKL131W 14 236
SHE2 6 39
MYO3 60 1469
PMU1 27 1195
PGM1 40 959
YPK1 9 12
RRN3 5 5
SSH4 22 507
YKL123W 5 38
SRP21 3 10
DGR2 56 1185
OAC1 21 758
VPH2 8 307
YKL118W 12 791
SBA1 9 164
PRR1 24 608
YKL115C 23 176
APN1 16 353
RAD27 21 589
ABF1 11 171
YKL111C 9 232
KTI12 15 176
HAP4 26 714
SLD2 6 232
YKL107W 39 1164
YKL106C-A 17 1248
AAT1 21 247
SEG2 44 1022
GFA1 2 1
APE1 45 1644
YKL102C 22 531
HSL1 28 259
YPF1 27 594
YKL100W-A 2 1
UTP11 3 7
MTC2 15 284
YKL097C 32 942
YKL096C-B 8 24
CWP2 15 127
CWP1 31 989
YJU2 7 71
YJU3 17 279
MBR1 23 352
BUD2 36 919
YKL091C 18 206
CUE2 26 983
MIF2 3 6
CAB3 24 254
CYT2 6 7
SRX1 62 1933
MDH1 16 385
HOT13 18 607
YKL083W 2 2
RRP14 6 16
TEF4 19 351
VMA5 1 0
SMY1 16 173
DHR2 5 6
YKL077W 11 110
PSY1 5 6
YKL075C 27 725
MUD2 34 1046
LHS1 50 1703
STB6 31 832
YKL071W 9 81
YKL070W 9 50
YKL069W 14 347
YKL068W-A 3 94
NUP100 28 369
YNK1 12 169
YKL066W 29 663
YKL065W-A 8 120
YET1 20 518
MNR2 49 1645
YKL063C 3 3
MSN4 32 742
BLI1 6 278
FBA1 0 0
MPE1 24 522
TOA2 2 1
NUP120 10 85
TMA19 17 399
OAR1 14 229
DEF1 7 26
MDM35 1 0
YKL053W 20 281
ASK1 27 423
SFK1 34 782
YKL050C 50 1344
CSE4 2 1
ELM1 5 14
ANR2 38 1536
DCW1 29 1039
PRI2 16 132
YKL044W 15 238
PHD1 33 481
SPC42 4 11
VPS24 0 0
NFU1 13 93
PTM1 44 1372
RGT1 101 3624
AIM26 70 2045
YKL036C 58 1755
UGP1 4 173
TUL1 53 1899
YKL033W-A 15 424
TTI1 8 10
IXR1 69 2172
YKL031W 49 784
YKL030W 103 4213
MAE1 171 5187
TFA1 24 640
TCD2 45 896
GPX1 24 869
PAN3 81 2908
URA6 2 1
YKL023C-A 21 768
YKL023W 15 318
CDC16 48 1722
MAK11 43 1573
SPT23 50 1116
RAM2 4 3
YKL018C-A 12 384
SWD2 2 2
HCS1 60 1737
ATP7 4 9
PUT3 64 2478
URB1 23 567
ARC19 0 0
PRP40 26 263
CCE1 56 2187
UFD4 215 10277
MRT4 13 188
LAC1 70 1843
CAP1 27 1109
SFT1 24 660
RPL14A 3 5
BYE1 113 3477
AUR1 22 129
MRP17 2 8
DID4 8 23
MET14 41 1775
VPS1 5 17
PAP1 15 496
OSH6 112 3637
ECM9 15 175
YKR005C 116 4734
MRPL13 7 59
MEH1 18 199
RSC4 3 2
FOX2 203 9605
TOF2 71 2371
YKR011C 55 1724
YKR012C 33 1093
PRY2 62 2454
YPT52 13 32
YKR015C 82 2645
MIC60 31 973
HEL1 47 2204
YKR018C 78 3111
IRS4 18 181
VPS51 1 0
ALY1 76 2453
NTR2 10 55
YKR023W 53 2320
DBP7 33 870
RPC37 7 131
GCN3 20 253
BCH2 58 2104
SAP190 18 306
SET3 46 581
GMH1 25 435
SPO14 98 3962
YKR032W 41 1665
YKR033C 14 87
DAL80 28 182
OPI8 3 57
DID2 3 57
CAF4 59 1845
SPC34 8 275
KAE1 5 17
GAP1 89 3030
YKR040C 69 2564
YKR041W 107 3681
UTH1 7 72
SHB17 38 959
UIP5 74 4905
YKR045C 39 1770
PET10 21 336
YKR047W 18 196
NAP1 18 215
FMP46 12 119
TRK2 55 1813
YKR051W 33 577
MRS4 12 322
YSR3 55 2081
DYN1 27 342
RHO4 8 124
TRM2 50 993
RPS21A 12 155
GLG1 24 501
TIF1 9 40
UTP30 20 375
KTR2 55 2435
TFA2 0 0
LAS1 2 1
OAF3 37 1593
PAM17 16 268
CCP1 43 2334
GPT2 52 1561
BET3 4 8
MET1 40 719
YKR070W 51 1607
DRE2 7 57
SIS2 29 712
YKR073C 49 2545
AIM29 14 580
YKR075C 42 1518
YKR075W-A 25 1081
ECM4 38 907
MSA2 13 105
YKR078W 37 930
TRZ1 10 37
MTD1 25 1044
RPF2 4 30
NUP133 14 83
DAD2 0 0
HBS1 37 1194
MRPL20 2 1
PRP16 19 192
OMA1 36 1210
TVP38 23 400
TGL4 60 2256
PXL1 50 1553
SRL3 25 825
SRP40 91 2241
PTR2 45 975
RPL40B 6 33
MLP1 62 1473
PCC1 4 3
ESL2 100 6139
PCK1 54 1239
UBP11 36 899
BAS1 15 294
SKG1 14 283
SIR1 23 440
FLO10 72 1510
NFT1 42 1126
YKR104W 11 279
VBA5 18 445
GEX2 24 622
YLL067C 19 27
YLL067W-A 1 0
YLL066W-B 16 233
YLL066C 20 26
YLL066W-A 0 0
YLL065W 8 41
PAU18 3 4
AYT1 26 974
MHT1 25 858
MMP1 38 902
GTT2 23 954
YLL059C 54 4335
YLL058W 19 434
JLP1 55 1912
YLL056C 26 650
YCT1 33 849
YLL054C 36 1281
YLL053C 15 408
AQY2 19 733
FRE6 37 1009
COF1 0 0
LDB18 1 0
YBT1 70 2220
YLL047W 16 365
RNP1 21 512
RPL8B 20 402
YLL044W 14 218
FPS1 28 342
ATG10 11 288
SDH2 16 416
VPS13 155 5039
UBI4 23 348
ENT4 77 4855
YLL037W 15 155
PRP19 2 1
GRC3 4 4
RIX7 3 3
IRC19 5 7
YLL032C 37 1358
GPI13 6 7
RRT7 25 812
FRA1 124 5960
TPO1 51 1719
ISA1 3 69
HSP104 123 5246
PAU17 25 214
SSA2 51 1047
POM33 47 2242
HIF1 44 1982
SPA2 60 1528
YLL020C 16 340
KNS1 57 1589
YLL019W-A 3 34
COX19 5 8
DPS1 2 2
BPT1 125 3121
EMC6 11 484
PUF3 81 1890
YEH1 78 3297
SOF1 18 160
PSR1 64 4219
COX17 3 4
DRS1 18 309
YLL007C 51 1375
YLL006W-A 49 3035
MMM1 7 136
SPO75 79 3398
ORC3 3 3
SFI1 20 716
RTT109 48 1134
DNM1 100 4097
YLR001C 131 3981
NOC3 16 152
CMS1 51 1559
THI73 122 6639
SSL1 7 91
SSK1 121 4584
NSE1 5 7
PAM18 0 0
RLP24 1 0
TEN1 0 0
LOT6 31 1156
YLR012C 7 307
GAT3 17 171
PPR1 71 3364
BRE2 11 70
PML1 30 1340
MEU1 35 964
POM34 39 993
PSR2 36 1953
YEH2 41 1739
IRC25 10 60
SDO1 3 4
IZH3 29 735
UBR2 240 15063
SNF7 0 0
SED5 0 0
AAT2 7 176
ADE16 51 2476
RPL15A 0 0
YLR030W 19 570
YLR031W 14 229
RAD5 20 396
RSC58 1 0
SMF3 24 328
MLH2 56 1644
YLR036C 6 43
PAU23 19 382
COX12 3 3
RIC1 20 138
AFB1 10 236
YLR041W 9 431
YLR042C 10 70
TRX1 2 1
PDC1 53 1845
STU2 26 420
YLR046C 19 436
FRE8 38 1351
RPS0B 3 2
YLR049C 11 178
YLR050C 8 116
FCF2 9 86
IES3 3 3
YLR053C 2 13
OSW2 43 1131
SPT8 8 51
ERG3 8 115
MNL2 69 1914
SHM2 4 5
REX2 71 3852
FRS1 7 14
RPL22A 5 49
BUD28 3 29
BMT6 18 235
PER33 9 96
ENV10 2 4
SPC3 1 0
PET309 14 50
FYV7 6 28
MEF1 11 14
XYL2 16 222
RGR1 21 521
YLR072W 26 1121
RFU1 18 112
BUD20 6 18
RPL10 0 0
YLR076C 0 0
FMP25 23 612
BOS1 3 64
SIC1 1 0
EMP46 20 357
GAL2 41 888
SRL2 21 622
EMP70 17 543
RAX2 41 891
ARP6 31 1525
SMC4 4 4
CSF1 73 1960
GAA1 7 9
ALT1 2 5
XDJ1 29 840
GEP5 18 172
SUL2 40 953
NYV1 24 494
GIS3 86 2986
IOC2 30 1035
KIN2 37 1048
HRT3 12 582
CHA4 19 685
ICT1 21 530
MIM2 5 22
ERG27 1 0
YLR101C 14 153
APC9 8 25
CDC45 0 0
LCL2 8 224
SEN2 2 1
MDN1 24 140
REX3 25 816
YLR108C 22 492
AHP1 8 84
CCW12 6 8
YLR111W 18 233
YLR112W 16 567
HOG1 38 2951
AVL9 25 499
CFT2 2 1
MSL5 13 278
CLF1 17 211
YLR118C 14 537
SRN2 20 820
YPS1 28 1040
YLR120W-A 2 18
YPS3 42 569
YLR122C 9 114
YLR123C 6 53
YLR124W 18 356
YLR125W 6 40
YLR126C 11 148
APC2 8 27
DCN1 12 414
DIP2 1 0
ZRT2 40 1249
ACE2 48 1793
USB1 1 0
CKI1 19 228
PDC5 29 1739
SLX4 32 943
TIS11 10 227
RKM5 45 1857
NHA1 34 1235
SLS1 3 7
YLR140W 19 230
RRN5 12 137
PUT1 19 470
DPH6 20 431
ACF2 47 1001
RMP1 3 2
SPE4 16 349
YLR146W-A 4 51
SMD3 0 0
PEP3 17 155
YLR149C 13 365
YLR149C-A 1 0
STM1 6 15
PCD1 18 283
YLR152C 44 1515
ACS2 3 3
RNH203 7 54
YLR154W-A 36 287
YLR154W-B 49 340
TAR1 35 148
YLR154W-E 18 30
YLR154W-F 10 11
YLR154C-G 20 43
YLR154C-H 9 8
ASP3-1 2 5
YLR156W 0 0
YLR156C-A 5 4
ASP3-2 3 4
YLR157W-D 0 0
YLR157W-E 0 0
YLR157C-C 4 3
ASP3-3 5 8
YLR159W 1 0
YLR159C-A 6 7
ASP3-4 2 7
YLR161W 0 0
YLR162W 49 1066
RRT15 21 145
MAS1 4 3
YLR163W-A 0 0
SHH4 8 145
PUS5 12 396
SEC10 1 0
RPS31 2 1
UPS2 16 156
YLR169W 31 582
APS1 21 303
YLR171W 7 122
DPH5 12 378
YLR173W 27 1124
IDP2 15 529
CBF5 4 4
RFX1 11 253
YLR177W 21 612
TFS1 17 257
YLR179C 39 1212
SAM1 10 247
VTA1 10 65
SWI6 4 3
TOS4 19 555
YLR184W 13 225
RPL37A 10 241
EMG1 1 0
SKG3 52 1886
MDL1 35 1181
ATG26 33 799
MMR1 20 675
PEX13 10 194
HCR1 6 9
UPS1 11 170
YLR194C 11 99
NMT1 2 1
PWP1 3 2
NOP56 3 2
YLR198C 3 2
PBA1 12 166
YKE2 1 0
COQ9 2 1
YLR202C 37 736
MSS51 12 44
QRI5 1 0
HMX1 19 918
ENT2 13 333
HRD3 33 1840
SEC13 2 2
PNP1 16 482
CLB4 6 152
ATG38 6 63
TUB4 4 5
CRR1 25 384
FRE1 21 419
CDC123 2 1
CPR6 7 46
YLR217W 2 1
COA4 25 543
MSC3 24 370
CCC1 16 321
RSA3 8 187
UTP13 5 6
YLR222C-A 4 10
IFH1 23 161
YLR224W 26 852
YLR225C 10 80
BUR2 2 10
ADY4 14 159
ECM22 30 574
CDC42 0 0
YLR230W 1 0
BNA5 15 402
YLR232W 7 131
EST1 33 1409
TOP3 11 57
YLR235C 13 293
YLR236C 31 1271
THI7 33 470
FAR10 14 298
LIP2 5 56
VPS34 1 0
CSC1 27 581
ARV1 1 0
GPN3 1 0
MAP1 0 0
CDD1 16 597
ERF2 9 135
IRC20 47 1110
RCK2 18 473
YEF3 4 3
SSP120 8 12
SYM1 5 21
YLR252W 7 181
MCP2 17 278
NDL1 14 203
YLR255C 42 692
HAP1 91 2409
YLR257W 27 599
GSY2 43 1108
HSP60 3 2
LCB5 24 321
VPS63 0 0
YPT6 2 1
TMA7 2 1
RED1 24 658
RPS28B 1 0
YLR264C-A 2 1
NEJ1 4 10
PDR8 22 506
BOP2 15 382
SEC22 1 0
YLR269C 16 418
DCS1 6 128
YLR271W 8 78
YCS4 3 3
PIG1 9 199
MCM5 4 3
SMD2 2 1
DBP9 2 22
YSH1 3 2
YLR278C 44 1374
YLR279W 23 408
YLR280C 12 80
YLR281C 15 103
YLR282C 17 305
YLR283W 10 363
ECI1 4 22
NNT1 8 24
YLR285C-A 7 112
CTS1 15 222
YLR286W-A 3 10
YLR287C 13 196
RPS30A 4 5
MEC3 12 119
GUF1 17 279
YLR290C 10 143
GCD7 3 2
SEC72 3 9
GSP1 0 0
YLR294C 8 291
ATP14 1 0
YLR296W 15 173
YLR297W 5 34
YHC1 10 236
ECM38 38 1589
YLR299C-A 4 133
EXG1 14 119
HRI1 14 165
YLR302C 31 743
MET17 16 211
ACO1 5 4
STT4 9 15
UBC12 3 16
CDA1 17 321
YLR307C-A 6 48
CDA2 11 128
IMH1 26 653
CDC25 12 33
YLR311C 19 436
YLR312C 15 225
MRPL15 3 2
SPH1 11 85
CDC3 3 6
NKP2 8 60
TAD3 3 4
YLR317W 1 0
EST2 38 1550
BUD6 12 75
MMS22 10 31
SFH1 13 343
VPS65 11 203
CWC24 5 76
PEX30 16 160
RPL38 0 0
YLR326W 33 683
TMA10 4 121
