gene_name number_of_transposon_per_gene number_of_read_per_gene
YHR177W 24 1010
STB5 13 24
OYE2 15 343
YHR180W 10 117
YHR180W-A 12 509
YHR180C-B 0 0
SVP26 4 57
YHR182W 43 1662
YHR182C-A 1 0
GND1 4 3
SSP1 18 281
PFS1 15 155
KOG1 21 178
IKI1 9 25
GPI16 2 1
PTH1 16 385
ERG9 5 5
CTF8 4 24
LNP1 19 621
EGD2 12 123
YHR193C-A 10 386
MDM31 54 1494
NVJ1 15 337
UTP9 4 17
RIX1 3 3
AIM18 18 629
AIM46 24 674
NBL1 1 0
RPN10 7 22
PPX1 11 253
YHR202W 30 1036
RPS4B 7 70
MNL1 38 1118
SCH9 1 0
SKN7 20 896
SET5 27 1554
BAT1 25 1190
CRG1 11 209
YHR210C 21 504
FLO5 107 4591
YHR212C 0 0
YHR212W-A 0 0
YHR213W 1 0
YHR213W-A 1 0
YHR213W-B 10 95
YHR214W 1 0
YHR214W-A 1 0
YHR214C-D 0 0
YHR214C-E 3 7
PHO12 7 10
IMD2 27 566
YHR217C 10 233
YHR218W 9 12
YHR218W-A 1 0
YHR219W 11 10
YHR219C-A 3 2
YIL177C 30 33
YIL177W-A 2 1
PAU14 1 0
VTH1 22 1044
IMA3 1 0
YIL171W-A 1 0
YIL169C 5 34
YIL166C 41 1669
YIL165C 12 382
NIT1 21 338
YIL163C 13 394
SUC2 36 907
YIL161W 9 149
POT1 27 840
BNR1 55 2544
AIM20 10 156
COA1 5 55
YIL156W-A 31 1259
YIL156W-B 5 118
UBP7 42 2023
GUT2 35 1254
IMP2' 42 1621
RRD1 10 66
YIL152W 15 134
ESL1 34 1432
MCM10 13 59
MLP2 49 1767
RPL40A 3 15
SLN1 6 7
ATG32 11 291
PAN6 1 0
NDC80 9 462
SSL2 16 467
YIL142C-A 7 116
CCT2 3 2
YIL141W 17 224
AXL2 39 885
REV7 10 275
TPM2 3 2
TMA108 22 222
OM45 17 412
VHS2 27 560
YIL134C-A 7 274
FLX1 9 103
RPL16A 12 206
CSM2 23 1203
FKH1 23 620
ASG1 25 1220
TAO3 59 2155
MET18 38 594
RRT14 2 1
STH1 17 358
KGD1 43 1224
AYR1 21 684
SIM1 70 2512
POG1 16 130
QDR2 40 1972
QDR1 44 1227
RPI1 10 102
RHO3 3 2
PRM5 11 244
HIS5 47 2271
YIL115W-A 6 21
NUP159 8 11
POR2 12 276
SDP1 28 1961
HOS4 55 3380
COX5B 26 921
HPM1 13 274
SEC24 5 4
YIL108W 58 2822
PFK26 35 2505
MOB1 5 19
SLM1 34 1581
YIL105W-A 3 69
SHQ1 7 9
DPH1 26 334
YIL102C-A 1 0
YIL102C 3 3
XBP1 34 2209
YIL100C-A 39 1150
YIL100W 40 1197
SGA1 29 839
FMC1 8 220
FYV10 9 173
BMT5 20 1108
PRK1 48 2900
LYS12 19 871
RSM25 16 331
YIL092W 18 705
UTP25 5 56
ICE2 25 878
YIL089W 16 247
AVT7 24 1020
AIM19 13 288
YIL086C 25 1048
KTR7 37 1825
SDS3 8 92
CAB2 5 5
YIL082W 13 292
AIR1 16 764
THS1 7 7
YIL077C 24 1224
SEC28 22 658
RPN2 10 109
SER33 23 1140
SPO22 26 733
HOP1 25 530
YIL071W-A 10 439
PCI8 14 711
MAM33 18 630
RPS24B 7 55
YIL068W-A 7 65
SEC6 8 66
YIL067C 36 1640
YIL066W-A 4 88
RNR3 39 1847
FIS1 13 302
EFM4 21 725
YRB2 6 7
ARC15 3 2
SNP1 13 94
YIL060W 8 133
YIL059C 7 172
YIL058W 20 1019
RGI2 14 460
VHR1 87 4939
YIL055C 63 3051
YIL054W 51 1943
GPP1 19 846
RPL34B 7 24
MMF1 25 1345
PCL7 19 508
DFG10 14 196
NEO1 8 81
YIL047C-A 10 561
SYG1 54 1953
YIL046W-A 47 2500
MET30 10 57
PIG2 30 882
AGE2 22 312
CBR1 21 196
PKP1 28 870
GVP36 20 626
APQ12 2 2
TED1 44 3159
NOT3 24 338
PRM2 49 2123
CST6 44 2384
CKA1 27 871
CAP2 22 403
BCY1 17 180
YIL032C 16 196
ULP2 17 289
YIL030W-A 16 276
SSM4 91 3068
YIL029W-A 15 379
YIL029C 7 65
YIL028W 3 35
EMC5 13 381
IRR1 12 471
YIL025C 10 176
YIL024C 18 639
YKE4 50 2728
TIM44 3 30
RPB3 3 7
YIL021C-A 0 0
YIL020C-A 6 69
HIS6 28 1033
FAF1 7 19
RPL2B 12 102
VID28 65 2094
SNL1 22 453
BAR1 84 2767
YIL014C-A 2 4
MNT3 54 2675
PDR11 169 7588
YIL012W 49 2216
TIR3 31 1104
DOT5 21 405
EST3 25 1328
FAA3 110 4941
URM1 3 3
NAS2 32 1541
YIA6 63 2429
EPS1 107 4739
BET1 0 0
CFD1 18 836
YIL002W-A 8 289
INP51 39 569
YIL001W 110 5662
SGN1 46 1635
MPH1 132 5833
AIM21 103 3248
DJP1 51 1565
IST3 30 807
PAN1 137 6240
YIR007W 66 2970
PRI1 2 4
MSL1 4 20
DSN1 13 226
STS1 8 132
SQT1 3 5
GAT4 30 1360
YIR014W 41 1307
RPR2 6 185
YIR016W 84 2536
MET28 105 5866
YIR017W-A 111 5991
YAP5 36 1594
YIR018C-A 11 290
FLO11 60 2585
YIR020C 8 513
YIR020W-A 9 61
YIR020C-B 13 181
MRS1 12 93
YIR021W-A 28 1424
SEC11 1 0
DAL81 72 3260
YIR023C-A 13 174
INA22 13 669
MND2 22 1020
YVH1 16 271
DAL1 61 2388
DAL4 103 4991
DAL2 46 1542
DCG1 27 1101
YIR030W-A 8 175
DAL7 49 1916
DAL3 38 1508
MGA2 64 2606
LYS1 36 1536
YIR035C 50 3221
IRC24 34 1212
YIR036W-A 22 766
HYR1 21 639
GTT1 19 385
YPS6 20 488
YIR040C 1 0
PAU15 4 11
YIR042C 9 576
YJL225C 30 35
YJL225W-A 0 0
PAU1 1 0
YJL222W-B 1 0
YJL222W-A 0 0
VTH2 21 837
IMA4 3 2
YJL220W 0 0
HXT9 24 332
YJL218W 9 106
REE1 10 246
IMA5 21 985
YJL215C 11 118
HXT8 28 1374
YJL213W 18 677
OPT1 59 3077
YJL211C 44 2714
PEX2 49 2020
CBP1 11 106
NUC1 24 962
LAA1 59 2026
YJL206C 23 613
NCE101 13 253
RCY1 18 175
PRP21 7 108
YJL202C 15 543
ECM25 23 1273
ACO2 28 742
MBB1 2 5
PHO90 43 2446
UBP12 31 837
YJL197C-A 1 0
ELO1 12 455
YJL195C 0 0
CDC6 2 1
YJL193W 11 338
SOP4 13 412
RPS14B 29 1063
RPS22A 4 7
RPL39 1 0
BUD19 1 0
SWE1 21 642
MNN5 16 174
ATG36 22 1330
GON7 1 0
MNN11 13 145
YJL182C 26 529
YJL181W 28 1417
ATP12 11 242
PFD1 6 95
ATG27 11 366
RPL17B 14 144
SWI3 8 82
YJL175W 2 41
KRE9 4 12
RFA3 0 0
CPS1 34 1576
YJL171C 16 591
ASG7 23 770
YJL169W 3 157
SET2 26 792
ERG20 4 3
QCR8 4 25
HAL5 22 363
TPK1 28 487
YJL163C 39 1169
JJJ2 31 1591
FMP33 31 1208
YJL160C 14 338
HSP150 5 11
CIS3 29 1020
FAR1 39 1492
YJL156W-A 9 507
SSY5 9 38
FBP26 32 352
VPS35 12 106
INO1 21 492
YJL152W 57 5015
SNA3 44 4192
YJL150W 33 1483
DAS1 27 764
RPA34 8 146
YJL147C 9 246
IDS2 12 143
SFH5 19 547
YJL144W 12 326
TIM17 3 32
IRC9 12 144
YAK1 34 1312
RPB4 0 0
YUR1 13 552
TIF2 5 4
GLG2 22 822
YJL136W-A 11 170
RPS21B 6 14
YJL135W 11 214
LCB3 14 224
YJL133C-A 28 1278
MRS3 27 645
YJL132W 38 1603
AIM23 12 224
URA2 120 5252
TRK1 10 204
PBS2 31 1232
YJL127W-A 5 47
YJL127C-B 5 152
SPT10 29 821
NIT2 9 185
GCD14 3 5
LSM1 1 0
MTC1 20 552
ALB1 4 13
RPE1 9 77
YJL120W 7 175
YJL119C 18 979
YJL118W 32 1664
PHO86 29 1319
NCA3 26 1284
ASF1 6 30
MDV1 28 829
CCT7 4 79
GZF3 19 364
UTP10 11 25
PRM10 16 182
YJL107C 23 1149
IME2 18 373
SET4 16 361
PAM16 3 6
GSM1 20 1155
MEF2 21 280
GSH1 21 465
LSB6 34 1244
CHS6 32 1144
SAP185 41 1312
PHS1 0 0
MRPL49 1 0
BCK1 7 17
KHA1 19 1625
TOK1 32 1513
SRS2 40 2544
GWT1 4 3
DPB11 3 46
SIP4 48 2196
ARG3 1 0
TRL1 7 17
YJL086C 21 427
EXO70 7 9
ALY2 33 796
TAX4 47 1094
IML2 32 785
ARP4 1 0
SCP160 36 648
PRY1 11 341
PRY3 97 2307
YJL077W-B 0 0
ICS3 22 1173
YJL077W-A 3 11
NET1 38 661
APQ13 15 312
SMC3 6 17
JEM1 33 960
PSF2 1 0
ARG2 2 2
YJL070C 26 1120
UTP18 3 2
YJL068C 13 197
YJL067W 14 402
MPM1 17 548
DLS1 12 443
YJL064W 10 377
MRPL8 9 72
COA3 7 101
LAS21 2 1
NUP82 3 31
BNA3 23 569
YHC3 30 1079
BIT61 29 1488
IKS1 30 688
ZAP1 10 79
YJL055W 16 573
TIM54 3 28
PEP8 2 1
YJL052C-A 25 1086
TDH1 37 1045
IRC8 40 1627
MTR4 11 13
YJL049W 8 89
UBX6 27 905
YJL047C-A 15 235
RTT101 41 957
AIM22 14 201
YJL045W 43 1318
GYP6 36 1457
YJL043W 81 3127
MHP1 73 2439
NSP1 2 1
NUP192 7 207
LOH1 14 121
IRC18 23 464
SNX4 14 205
TAD2 6 23
KAR2 5 29
HCA4 3 2
YJL032W 0 0
BET4 0 0
MAD2 14 475
VPS53 9 201
YJL028W 67 4797
YJL027C 64 3664
RNR2 9 197
YJL026C-A 0 0
RRN7 3 2
APS3 9 65
PET130 14 394
YJL022W 6 19
BBC1 99 2686
YJL020W-A 6 32
MPS3 60 2986
YJL016W 61 2672
YJL015C 49 3998
CCT3 0 0
MAD3 44 2834
VTC4 55 1193
RPC17 0 0
NOP9 12 176
YJL009W 8 396
CCT8 3 35
YJL007C 34 2770
CTK2 2 21
CYR1 25 336
SYS1 38 768
COX16 9 120
OST1 0 0
PRE3 2 2
AVT1 108 6982
MPP10 38 770
YJR003C 114 6652
SAG1 116 6528
APL1 49 2094
LSO1 12 200
POL31 0 0
SUI2 15 469
MHO1 42 2074
TDH2 49 2158
MET3 57 1994
SPC1 16 490
YJR011C 18 318
YJR012C 54 2567
GPI14 2 4
TMA22 16 394
YJR015W 93 3087
ILV3 13 56
ESS1 4 22
YJR018W 19 302
TES1 43 1679
YJR020W 22 1127
REC107 47 2309
LSM8 0 0
YJR023C 0 0
MDE1 30 1682
BNA1 23 699
YJR030C 93 4742
GEA1 67 2749
CPR7 30 931
RAV1 28 406
PET191 8 43
RAD26 71 2556
HUL4 51 2448
YJR037W 5 126
YJR038C 11 195
YJR039W 81 5085
GEF1 12 175
URB2 6 18
NUP85 4 69
POL32 24 615
VPS55 9 311
SSC1 9 278
TAH11 3 2
ANB1 18 467
CYC1 17 439
UTR1 106 25525
ISY1 24 1201
OSM1 31 1292
RAD7 34 656
BFA1 25 801
KCH1 18 586
HIT1 6 194
YJR056C 18 523
CDC8 1 0
APS2 15 589
PTK2 49 1330
CBF1 31 582
YJR061W 47 1850
NTA1 32 1388
RPA12 1 0
CCT5 9 77
ARP3 4 8
TOR1 63 1248
YAE1 0 0
RFC2 4 3
HAM1 16 401
LIA1 20 426
YJR071W 13 518
NPA3 10 149
OPI3 19 214
MOG1 34 1086
HOC1 21 704
CDC11 3 2
MIR1 17 269
BNA2 60 2399
YJR079W 15 332
AIM24 16 466
EAF6 15 464
ACF4 24 611
YJR084W 33 1477
YJR085C 11 213
STE18 5 31
YJR087W 13 339
EMC2 24 973
BIR1 34 1954
GRR1 27 286
JSN1 29 1373
BUD4 45 1363
FIP1 13 361
IME1 29 794
RPL43B 6 74
SFC1 33 957
YJR096W 32 1290
JJJ3 8 156
YJR098C 28 1141
YUH1 7 40
AIM25 17 1188
RSM26 7 46
VPS25 2 1
URA8 71 2698
SOD1 3 2
ADO1 8 63
ECM27 33 1176
YJR107W 26 1590
ABM1 37 1608
CPA2 10 30
YMR1 24 222
YJR111C 26 871
NNF1 0 0
YJR112W-A 13 390
RSM7 9 146
YJR114W 5 102
YJR115W 34 981
TDA4 31 1419
STE24 27 1486
ILM1 6 138
JHD2 42 1556
YJR120W 42 1057
ATP2 7 10
IBA57 9 25
RPS5 0 0
YJR124C 20 449
ENT3 17 656
VPS70 38 1129
RSF2 112 4702
YJR128W 34 774
EFM3 47 2052
STR2 23 657
MNS1 32 1671
NMD5 32 554
XPT1 26 813
SGM1 22 489
MCM22 12 305
TIM8 2 16
TTI2 1 0
MET5 69 2931
IML1 29 571
HOM6 12 143
HIR3 44 906
YJR140W-A 3 6
YJR141W 1 0
YJR142W 33 1336
PMT4 12 189
MGM101 13 162
RPS4A 6 36
YJR146W 22 1075
HMS2 22 359
BAT2 46 1908
YJR149W 26 1144
DAN1 23 500
DAN4 30 699
YJR151W-A 1 0
DAL5 25 498
PGU1 11 456
YJR154W 30 1220
AAD10 30 626
THI11 10 220
YJR157W 0 0
HXT16 5 4
SOR1 3 55
MPH3 6 135
COS5 7 59
YJR162C 2 1
YKL225W 16 159
PAU16 2 1
YKL223W 1 0
YKL222C 15 353
MCH2 31 934
FRE2 19 824
COS9 14 417
SRY1 28 1866
JEN1 26 1217
URA1 14 357
OXP1 49 2202
YRA2 5 87
DOA1 1 0
SAC1 5 6
TRP3 23 581
UBA1 0 0
STE6 60 2135
CBT1 6 46
EMC3 21 879
ADD66 10 58
LOS1 40 1031
EAP1 14 452
TOR2 22 95
YKL202W 7 55
MNN4 50 2513
PTK1 174 10330
PEX1 99 3987
YKT6 1 0
MIA40 8 23
MST1 15 96
SDS22 2 1
ACP1 2 1
DPH2 23 412
CNB1 8 134
HYM1 15 163
PXA2 28 843
FAT3 50 1819
MTR2 15 662
ASH1 31 784
SPE1 10 427
YKL183C-A 25 1950
LOT5 65 3274
FAS1 4 3
PRS1 1 0
RPL17A 1 0
COY1 29 489
STE3 23 953
YKL177W 11 284
LST4 14 74
ZRT3 7 41
TPO5 8 102
SNU114 3 2
EBP2 5 51
NNK1 40 972
MRPL38 3 15
YKL169C 3 15
KKQ8 34 1544
MRP49 7 220
TPK3 13 541
YKL165C-A 7 17
MCD4 2 1
PIR1 11 118
PIR3 6 74
YKL162C-A 6 133
YKL162C 15 824
KDX1 18 325
ELF1 5 160
RCN1 5 72
APE2 70 3794
RPS27A 7 189
YKL156C-A 3 5
RSM22 25 719
SRP102 2 1
YKL153W 0 0
GPM1 0 0
YKL151C 55 3001
MCR1 27 817
DBR1 30 474
SDH1 47 1133
YKL147C 27 1093
AVT3 32 1176
RPT1 0 0
YKL145W-A 0 0
RPC25 1 0
LTV1 8 99
MRP8 8 190
SDH3 9 103
TGL1 13 279
CTK1 3 4
HSK3 1 0
MRPL31 6 49
CMC1 11 134
YKL136W 4 9
APL2 15 198
OCT1 24 796
YKL133C 12 544
RMA1 19 554
YKL131W 9 161
SHE2 2 1
MYO3 46 1311
PMU1 29 916
PGM1 27 929
YPK1 8 58
RRN3 8 161
SSH4 31 1160
YKL123W 9 69
SRP21 5 47
DGR2 45 1668
OAC1 15 535
VPH2 3 4
YKL118W 13 629
SBA1 14 397
PRR1 32 859
YKL115C 15 188
APN1 27 1005
RAD27 20 665
ABF1 8 15
YKL111C 6 41
KTI12 18 376
HAP4 28 1316
SLD2 16 452
YKL107W 22 294
YKL106C-A 5 72
AAT1 17 398
SEG2 40 1959
GFA1 2 1
APE1 37 1388
YKL102C 30 1015
HSL1 17 54
YPF1 17 584
YKL100W-A 0 0
UTP11 4 5
MTC2 10 31
YKL097C 29 1114
YKL096C-B 7 17
CWP2 12 90
CWP1 20 392
YJU2 6 13
YJU3 27 1667
MBR1 20 429
BUD2 44 1096
YKL091C 26 1039
CUE2 17 719
MIF2 1 0
CAB3 17 378
CYT2 9 94
SRX1 46 1851
MDH1 13 426
HOT13 18 705
YKL083W 1 0
RRP14 4 4
TEF4 22 643
VMA5 1 0
SMY1 27 547
DHR2 11 925
YKL077W 16 222
PSY1 6 115
YKL075C 20 451
MUD2 26 887
LHS1 40 2035
STB6 24 764
YKL071W 17 797
YKL070W 10 160
YKL069W 14 547
YKL068W-A 4 54
NUP100 34 1170
YNK1 17 520
YKL066W 26 954
YKL065W-A 7 105
YET1 10 83
MNR2 52 1470
YKL063C 5 15
MSN4 26 1090
BLI1 5 68
FBA1 3 2
MPE1 13 225
TOA2 2 1
NUP120 8 29
TMA19 14 401
OAR1 8 65
DEF1 4 31
MDM35 2 12
YKL053W 18 646
ASK1 11 412
SFK1 52 2854
YKL050C 45 1204
CSE4 4 7
ELM1 10 274
ANR2 32 1628
DCW1 22 549
PRI2 7 99
YKL044W 11 119
PHD1 17 277
SPC42 6 58
VPS24 0 0
NFU1 17 382
PTM1 29 765
RGT1 78 3806
AIM26 63 3890
YKL036C 40 2461
UGP1 3 40
TUL1 57 2091
YKL033W-A 10 251
TTI1 9 17
IXR1 60 2118
YKL031W 48 1394
YKL030W 86 3767
MAE1 154 7286
TFA1 21 314
TCD2 46 1648
GPX1 27 1140
PAN3 62 2269
URA6 0 0
YKL023C-A 7 171
YKL023W 22 1195
CDC16 48 1841
MAK11 36 1529
SPT23 37 1226
RAM2 0 0
YKL018C-A 10 306
SWD2 0 0
HCS1 51 2367
ATP7 8 42
PUT3 74 3632
URB1 15 275
ARC19 0 0
PRP40 29 1102
CCE1 54 2299
UFD4 158 9155
MRT4 8 131
LAC1 64 3487
CAP1 24 1062
SFT1 24 987
RPL14A 3 5
BYE1 101 3246
AUR1 13 81
MRP17 1 0
DID4 5 10
MET14 27 645
VPS1 3 20
PAP1 11 254
OSH6 120 5427
ECM9 18 375
YKR005C 127 5733
MRPL13 13 75
MEH1 15 94
RSC4 1 0
FOX2 175 9080
TOF2 49 1663
YKR011C 43 2075
YKR012C 29 1461
PRY2 51 2643
YPT52 12 72
YKR015C 75 2748
MIC60 34 1570
HEL1 41 1714
YKR018C 63 3108
IRS4 12 25
VPS51 1 0
ALY1 64 3254
NTR2 14 261
YKR023W 41 1380
DBP7 21 336
RPC37 3 2
GCN3 17 249
BCH2 64 2969
SAP190 25 397
SET3 60 2862
GMH1 19 418
SPO14 70 2847
YKR032W 37 998
YKR033C 11 182
DAL80 22 454
OPI8 5 155
DID2 3 4
CAF4 55 3161
SPC34 1 0
KAE1 3 2
GAP1 76 2381
YKR040C 51 1494
YKR041W 87 3924
UTH1 13 73
SHB17 36 1239
UIP5 36 2673
YKR045C 27 1594
PET10 22 673
YKR047W 12 62
NAP1 18 180
FMP46 10 393
TRK2 59 2555
YKR051W 33 1206
MRS4 14 203
YSR3 36 1046
DYN1 23 238
RHO4 19 518
TRM2 57 2095
RPS21A 7 30
GLG1 31 890
TIF1 10 302
UTP30 26 827
KTR2 41 1577
TFA2 0 0
LAS1 2 1
OAF3 33 1584
PAM17 16 552
CCP1 30 1467
GPT2 55 2261
BET3 2 1
MET1 38 1637
YKR070W 34 1339
DRE2 15 265
SIS2 23 635
YKR073C 30 1340
AIM29 6 133
YKR075C 41 1852
YKR075W-A 29 1314
ECM4 28 988
MSA2 17 142
YKR078W 25 1019
TRZ1 7 43
MTD1 26 1315
RPF2 6 204
NUP133 14 180
DAD2 1 0
HBS1 30 1164
MRPL20 3 6
PRP16 7 9
OMA1 27 900
TVP38 22 517
TGL4 62 1896
PXL1 58 2198
SRL3 29 1970
SRP40 60 1242
PTR2 53 3197
RPL40B 8 43
MLP1 52 1849
PCC1 3 2
ESL2 81 4445
PCK1 35 1407
UBP11 39 2426
BAS1 17 590
SKG1 23 636
SIR1 28 575
FLO10 48 1275
NFT1 46 2083
YKR104W 18 762
VBA5 12 255
GEX2 26 840
YLL067C 23 27
YLL067W-A 0 0
YLL066W-B 14 108
YLL066C 20 24
YLL066W-A 0 0
YLL065W 14 266
PAU18 0 0
AYT1 37 1488
MHT1 20 707
MMP1 48 1721
GTT2 24 990
YLL059C 42 1996
YLL058W 19 760
JLP1 41 1546
YLL056C 18 720
YCT1 31 1381
YLL054C 21 320
YLL053C 12 613
AQY2 17 669
FRE6 37 1535
COF1 0 0
LDB18 5 74
YBT1 64 2416
YLL047W 10 159
RNP1 14 218
RPL8B 19 590
YLL044W 14 277
FPS1 22 222
ATG10 24 470
SDH2 9 186
VPS13 114 3604
UBI4 19 578
ENT4 42 2977
YLL037W 27 470
PRP19 0 0
GRC3 3 3
RIX7 5 32
IRC19 5 28
YLL032C 32 789
GPI13 9 16
RRT7 34 1279
FRA1 81 2923
TPO1 27 529
ISA1 2 1
HSP104 103 5850
PAU17 26 208
SSA2 47 1731
POM33 53 2953
HIF1 32 1820
SPA2 41 1121
YLL020C 15 692
KNS1 46 1258
YLL019W-A 0 0
COX19 5 44
DPS1 3 2
BPT1 99 2659
EMC6 16 236
PUF3 80 1733
YEH1 79 2930
SOF1 10 357
PSR1 74 5014
COX17 5 61
DRS1 16 240
YLL007C 40 763
YLL006W-A 46 3202
MMM1 9 333
SPO75 78 3519
ORC3 3 2
SFI1 21 1218
RTT109 52 1661
DNM1 88 3561
YLR001C 107 4461
NOC3 14 63
CMS1 52 1572
THI73 110 5330
SSL1 17 427
SSK1 87 3639
NSE1 3 2
PAM18 0 0
RLP24 0 0
TEN1 0 0
LOT6 33 1992
YLR012C 4 33
GAT3 15 323
PPR1 62 2739
BRE2 8 122
PML1 12 474
MEU1 28 547
POM34 29 1169
PSR2 34 1296
YEH2 53 2656
IRC25 3 14
SDO1 6 20
IZH3 29 1026
UBR2 179 10424
SNF7 4 11
SED5 1 0
AAT2 13 102
ADE16 48 2324
RPL15A 0 0
YLR030W 18 272
YLR031W 3 36
RAD5 37 778
RSC58 0 0
SMF3 14 546
MLH2 55 1706
YLR036C 9 181
PAU23 9 171
COX12 2 1
RIC1 25 463
AFB1 4 13
YLR041W 1 0
YLR042C 12 148
TRX1 5 108
PDC1 31 957
STU2 19 471
YLR046C 10 239
FRE8 33 1208
RPS0B 5 20
YLR049C 10 32
YLR050C 4 101
FCF2 5 17
IES3 2 1
YLR053C 9 92
OSW2 40 1167
SPT8 13 168
ERG3 5 12
MNL2 51 1822
SHM2 4 3
REX2 64 4506
FRS1 4 4
RPL22A 2 3
BUD28 1 0
BMT6 11 123
PER33 5 71
ENV10 4 29
SPC3 2 2
PET309 17 146
FYV7 2 3
MEF1 18 96
XYL2 23 731
RGR1 13 251
YLR072W 22 1957
RFU1 21 264
BUD20 1 0
RPL10 1 0
YLR076C 1 0
FMP25 31 944
BOS1 8 158
SIC1 5 80
EMP46 22 997
GAL2 28 827
SRL2 19 308
EMP70 19 311
RAX2 38 1351
ARP6 30 1916
SMC4 3 2
CSF1 67 1432
GAA1 5 4
ALT1 9 36
XDJ1 26 427
GEP5 22 222
SUL2 53 1980
NYV1 19 452
GIS3 68 3314
IOC2 28 527
KIN2 27 718
HRT3 10 258
CHA4 17 201
ICT1 31 732
MIM2 7 19
ERG27 3 2
YLR101C 6 238
APC9 13 183
CDC45 2 1
LCL2 2 5
SEN2 3 3
MDN1 25 32
REX3 31 1013
YLR108C 22 500
AHP1 7 182
CCW12 14 151
YLR111W 15 275
YLR112W 17 1087
HOG1 26 925
AVL9 11 215
CFT2 2 1
MSL5 17 413
CLF1 13 299
YLR118C 9 132
SRN2 18 632
YPS1 27 852
YLR120W-A 9 369
YPS3 46 856
YLR122C 12 292
YLR123C 9 313
YLR124W 20 142
YLR125W 2 1
YLR126C 6 168
APC2 9 169
DCN1 9 113
DIP2 12 157
ZRT2 36 1161
ACE2 62 3172
USB1 5 17
CKI1 14 233
PDC5 17 262
SLX4 18 756
TIS11 9 218
RKM5 30 889
NHA1 36 1099
SLS1 11 18
YLR140W 23 550
RRN5 7 50
PUT1 21 659
DPH6 21 428
ACF2 25 552
RMP1 3 3
SPE4 9 251
YLR146W-A 2 1
SMD3 0 0
PEP3 8 44
YLR149C 25 623
YLR149C-A 1 0
STM1 7 115
PCD1 14 598
YLR152C 29 601
ACS2 7 6
RNH203 4 10
YLR154W-A 26 52
YLR154W-B 39 99
TAR1 33 70
YLR154W-E 11 19
YLR154W-F 6 5
YLR154C-G 13 16
YLR154C-H 8 8
ASP3-1 3 2
YLR156W 4 3
YLR156C-A 3 2
ASP3-2 3 4
YLR157W-D 0 0
YLR157W-E 2 1
YLR157C-C 6 7
ASP3-3 2 1
YLR159W 1 0
YLR159C-A 6 7
ASP3-4 2 1
YLR161W 2 1
YLR162W 48 1068
RRT15 13 26
MAS1 4 3
YLR163W-A 0 0
SHH4 8 34
PUS5 12 336
SEC10 3 3
RPS31 0 0
UPS2 14 333
YLR169W 28 1346
APS1 25 751
YLR171W 11 273
DPH5 18 387
YLR173W 26 716
IDP2 25 884
CBF5 2 1
RFX1 15 371
YLR177W 31 1522
TFS1 18 994
YLR179C 39 1614
SAM1 20 409
VTA1 15 387
SWI6 4 23
TOS4 37 1639
YLR184W 14 230
RPL37A 1 0
EMG1 0 0
SKG3 25 1136
MDL1 35 972
ATG26 28 981
MMR1 25 1017
PEX13 5 121
HCR1 4 8
UPS1 7 207
YLR194C 8 130
NMT1 3 2
PWP1 9 10
NOP56 2 4
YLR198C 2 4
PBA1 11 361
YKE2 2 3
COQ9 5 16
YLR202C 18 885
MSS51 7 23
QRI5 3 10
HMX1 33 1157
ENT2 10 253
HRD3 41 1519
SEC13 5 4
PNP1 12 645
CLB4 20 986
ATG38 7 62
TUB4 1 0
CRR1 18 450
FRE1 23 723
CDC123 1 0
CPR6 7 167
YLR217W 3 19
COA4 13 214
MSC3 29 829
CCC1 12 571
RSA3 5 44
UTP13 1 0
YLR222C-A 2 5
IFH1 29 1837
YLR224W 11 349
YLR225C 6 104
BUR2 6 37
ADY4 15 119
ECM22 39 1659
CDC42 0 0
YLR230W 3 19
BNA5 11 252
YLR232W 9 142
EST1 21 1174
TOP3 17 137
YLR235C 24 564
YLR236C 38 1188
THI7 23 559
FAR10 11 310
LIP2 5 36
VPS34 2 1
CSC1 12 238
ARV1 2 11
GPN3 1 0
MAP1 1 0
CDD1 14 351
ERF2 8 39
IRC20 38 802
RCK2 16 189
YEF3 5 4
SSP120 6 29
SYM1 5 11
YLR252W 2 5
MCP2 27 1094
NDL1 10 205
YLR255C 31 602
HAP1 57 1095
YLR257W 18 420
GSY2 36 1706
HSP60 0 0
LCB5 15 515
VPS63 0 0
YPT6 1 0
TMA7 6 111
RED1 18 597
RPS28B 1 0
YLR264C-A 0 0
NEJ1 3 8
PDR8 20 566
BOP2 17 473
SEC22 7 113
YLR269C 15 695
DCS1 18 644
YLR271W 8 243
YCS4 7 6
PIG1 12 640
MCM5 3 4
SMD2 1 0
DBP9 0 0
YSH1 3 2
YLR278C 44 1929
YLR279W 35 668
YLR280C 20 301
YLR281C 21 348
YLR282C 11 83
YLR283W 11 187
ECI1 7 76
NNT1 3 24
YLR285C-A 5 15
CTS1 7 170
YLR286W-A 0 0
YLR287C 5 49
RPS30A 3 24
MEC3 15 288
GUF1 22 718
YLR290C 10 113
GCD7 4 101
SEC72 1 0
GSP1 0 0
YLR294C 3 15
ATP14 2 2
YLR296W 15 446
YLR297W 9 177
YHC1 15 358
ECM38 44 1865
YLR299C-A 9 430
EXG1 7 99
HRI1 6 76
YLR302C 25 753
MET17 11 111
ACO1 11 12
STT4 3 3
UBC12 5 122
CDA1 26 444
YLR307C-A 2 1
CDA2 13 491
IMH1 25 769
CDC25 16 191
YLR311C 11 167
YLR312C 8 161
MRPL15 1 0
SPH1 13 336
