gene_name number_of_transposon_per_gene number_of_read_per_gene
ADE8 1 0
SIZ1 10 259
STE14 22 696
DFM1 17 468
RRP17 1 0
YDR413C 1 0
ERD1 7 23
YDR415C 11 361
SYF1 17 448
YDR417C 3 31
RPL12B 3 31
RAD30 12 146
HKR1 33 1117
ARO80 25 507
SIP1 37 1461
CAD1 18 369
DYN2 2 1
SNX41 22 349
YDR426C 6 12
RPN9 2 1
BNA7 8 212
TIF35 0 0
CYM1 36 1722
YDR431W 15 336
NPL3 2 1
YDR433W 1 0
GPI17 4 3
PPM1 8 149
PPZ2 23 501
GPI19 0 0
THI74 24 1025
LRS4 5 47
DOT1 26 1229
APT2 9 212
YDR442W 11 495
SSN2 46 2399
YDR444W 31 553
YDR445C 11 201
ECM11 10 216
RPS17B 5 39
ADA2 4 7
UTP6 7 11
RPS18A 7 48
YHP1 24 564
PPN1 44 2272
TSA2 19 782
GUK1 0 0
YDR455C 7 51
NHX1 16 117
TOM1 79 2503
HEH2 11 136
PFA5 14 334
TFB3 1 0
MFA1 4 128
YDR461C-A 6 6
MRPL28 2 1
STP1 16 487
SPP41 12 159
YDR464C-A 2 2
RMT2 15 619
PKH3 23 994
YDR467C 6 187
TLG1 3 2
SDC1 5 118
UGO1 5 36
RPL27B 8 26
TRS31 0 0
PRP3 5 4
JIP4 30 1240
YDR476C 35 2550
SNF1 10 17
SNM1 1 0
PEX29 18 437
DIG2 26 615
PHO8 40 2287
CWC21 13 489
KRE2 21 576
VPS52 1 0
VPS72 29 961
VPS60 4 4
RIB3 1 0
PAC11 7 32
SLD5 4 3
PKH1 34 889
YDR491C 31 1081
IZH1 10 139
MZM1 7 43
RSM28 11 201
VPS3 17 212
PUF6 12 363
ITR1 23 1156
SEC20 8 77
LCD1 17 217
RPL37B 8 112
PLM2 29 1056
SAM2 19 327
LPP1 8 272
SPG3 0 0
PSP1 14 256
GMC1 75 4231
GIN4 12 25
GNP1 18 312
YDR509W 13 181
SMT3 1 0
YDR510C-A 2 92
SDH7 5 159
EMI1 23 1207
GRX2 6 104
YDR514C 23 579
SLF1 11 81
EMI2 15 941
GRH1 17 668
EUG1 16 348
FPR2 6 110
URC2 22 376
YDR521W 6 74
SPS2 15 263
SPS1 29 886
AGE1 9 81
YDR524W-C 6 196
YDR524C-B 4 17
YDR524C-A 10 319
API2 30 851
SNA2 23 694
YDR526C 2 2
RBA50 4 7
HLR1 15 315
QCR7 2 21
APA2 16 279
CAB1 5 5
KRE28 13 117
HSP31 7 81
FIT1 17 548
YDR535C 42 2021
STL1 23 807
YDR537C 4 26
PAD1 11 490
FDC1 15 412
IRC4 8 178
YDR541C 13 449
PAU10 1 0
YDR543C 21 217
YDR544C 16 349
YRF1-1 25 26
YDR545C-A 1 0
YEL077C 60 1227
YEL077W-A 6 29
YEL076C-A 4 3
YEL076C 3 2
YEL075W-A 5 4
YEL075C 2 1
YEL074W 47 2100
YEL073C 6 225
RMD6 17 424
DLD3 44 1182
DSF1 22 1122
HXT13 20 377
YEL068C 4 8
YEL067C 54 3190
HPA3 19 255
SIT1 39 2345
AVT2 39 2571
CAN1 30 1365
NPR2 12 62
CIN8 5 4
PRB1 58 2186
SOM1 24 477
HHY1 56 2795
PCM1 2 1
YEL057C 27 1130
HAT2 20 510
POL5 4 6
RPL12A 8 43
YEL053W-A 7 24
MAK10 29 1077
AFG1 18 308
VMA8 1 0
YEL050W-A 4 104
RML2 15 213
PAU2 3 13
TCA17 4 38
FRD1 33 982
GLY1 11 346
YEL045C 67 2392
IES6 2 1
YEL043W 62 2465
GDA1 19 655
YEF1 46 1853
UTR2 31 691
CYC7 7 64
UTR4 20 680
RAD23 17 322
ANP1 13 372
UTR5 92 3074
YEL034C-A 6 16
HYP2 3 4
MTC7 66 2709
MCM3 3 2
YEL032C-A 0 0
SPF1 60 1197
YEL030C-A 2 11
ECM10 32 376
BUD16 14 224
YEL028W 5 127
VMA3 0 0
SNU13 1 0
YEL025C 71 2547
RIP1 7 94
YEL023C 45 1981
GEA2 57 1764
URA3 660 79834
YEL020C-B 2 1
TIM9 4 7
YEL020C 50 2649
MMS21 12 93
YEL018C-A 19 743
EAF5 39 1524
PMP2 3 24
GTT3 45 1047
NPP2 64 2119
EDC3 49 1677
YEL014C 53 1909
VAC8 13 99
UBC8 39 817
GLC3 98 3342
YEL010W 33 1400
YEL009C-A 47 2142
GCN4 11 130
YEL008W 109 8330
YEL008C-A 34 1978
MIT1 33 384
YEA6 60 2035
VAB2 28 1489
YEA4 61 2453
GIM4 27 1002
WBP1 8 269
IRC22 40 2040
MNN1 99 3547
NOP16 22 273
PMI40 2 1
FMP52 69 3868
YND1 112 7128
NUG1 11 347
YER006C-A 30 910
PAC2 59 2392
TMA20 30 789
SEC3 54 2046
NTF2 0 0
YER010C 30 627
TIR1 18 557
PRE1 1 0
PRP22 25 471
HEM14 20 87
BUD25 62 2538
FAA2 57 3086
BIM1 29 1311
AFG3 37 343
SPC25 12 205
ISC1 158 7709
SBH2 8 148
GPA2 45 1397
RPN3 13 332
SRB4 11 484
PRO3 1 0
YER023C-A 0 0
YAT2 82 3136
GCD11 3 2
CHO1 1 0
GAL83 30 909
MIG3 63 2495
SMB1 4 87
CHZ1 5 51
YPT31 17 531
FIR1 52 2988
ZRG8 46 2060
YER034W 72 4879
EDC2 70 3316
ARB1 4 5
PHM8 21 946
KRE29 7 10
YER038W-A 8 239
HVG1 13 325
YER039C-A 8 90
GLN3 38 1403
YEN1 43 1577
MXR1 12 330
SAH1 6 5
ERG28 15 300
MEI4 62 3177
ACA1 21 1091
SPO73 11 362
YER046W-A 7 237
SAP1 28 955
CAJ1 19 648
ISD11 3 33
TPA1 24 857
RSM18 3 19
JHD1 45 2247
HOM3 43 1504
PIC2 27 473
YER053C-A 1 0
GIP2 40 1042
HIS1 38 734
FCY2 20 610
RPL34A 8 87
HMF1 8 139
PET117 2 5
PCL6 20 673
FCY21 19 898
FCY22 28 915
CEM1 19 500
GPP2 13 515
THO1 23 854
VHR2 23 762
ICL1 41 1499
RRT13 6 188
YER066C-A 12 79
RGI1 3 74
YER067C-A 3 74
MOT2 15 226
YER068C-A 5 94
ARG5,6 3 3
RNR1 8 20
TDA2 2 12
VTC1 12 173
ALD5 34 1139
RPS24A 2 4
YOS1 0 0
PTP3 35 942
YER076C 28 1848
YER076W-A 12 292
YER077C 28 438
ICP55 41 1884
YER078W-A 20 314
YER079W 7 286
YER079C-A 7 104
AIM9 19 216
SER3 33 933
UTP7 12 165
GET2 20 349
YER084W 23 649
YER084W-A 7 98
YER085C 7 98
ILV1 24 570
AIM10 16 283
YER087C-A 7 223
SBH1 0 0
DOT6 66 1541
YER088C-A 50 1520
YER088W-B 15 511
PTC2 57 2501
TRP2 38 1138
YER090C-A 1 0
MET6 23 258
YER091C-A 53 2353
IES5 10 109
TSC11 37 1566
AIM11 9 307
PUP3 2 1
RAD51 8 67
SHC1 28 919
YER097W 16 148
UBP9 19 431
PRS2 20 1051
UBC6 12 433
AST2 28 1175
RPS8B 7 302
SSA4 31 861
RTT105 9 182
NUP157 42 2125
MAM1 6 96
GLE2 5 6
YER107W-A 6 38
KAP123 33 951
SWI4 1 0
LSM4 4 6
TMN3 20 396
BOI2 36 1622
SPR6 2 6
SLX8 14 565
RPL23B 2 1
SHO1 9 268
AVT6 26 780
YER119C-A 33 1500
SCS2 4 7
YER121W 16 367
GLO3 5 24
YCK3 9 48
DSE1 21 337
RSP5 1 0
NSA2 1 0
LCP5 3 3
VFA1 17 449
SAK1 44 1505
COM2 19 711
RPS26B 9 140
PMD1 87 4448
GLC7 3 2
YER133W-A 2 1
YER134C 8 88
YER135C 3 8
GDI1 5 4
YER137C 19 549
YER137W-A 12 128
YER138W-A 1 0
RTR1 5 27
EMP65 33 1931
COX15 24 336
MAG1 14 253
DDI1 20 638
UBP5 34 1123
FTR1 20 318
YER145C-A 18 639
LSM5 3 20
SCC4 32 466
YER147C-A 5 8
SPT15 3 2
YER148W-A 6 93
PEA2 22 278
SPI1 18 823
UBP3 20 707
YER152C 31 822
YER152W-A 14 311
PET122 42 706
OXA1 25 757
BEM2 19 140
YER156C 13 259
COG3 13 366
YER158C 21 490
YER158W-A 4 72
BUR6 2 1
SPT2 19 517
RAD4 20 246
GCG1 8 91
CHD1 22 458
PAB1 4 3
YER165C-A 2 14
DNF1 53 1545
BCK2 13 60
CCA1 4 3
RPH1 36 1000
ADK2 15 485
RAD3 6 11
BRR2 18 228
YER172C-A 2 11
RAD24 19 289
GRX4 22 1005
TMT1 16 891
YER175W-A 3 20
ECM32 101 5558
BMH1 22 320
PDA1 19 603
DMC1 31 1410
ISC10 15 155
SLO1 4 97
YER181C 6 75
FMP10 7 123
FAU1 11 319
TOG1 26 1190
PUG1 21 791
YER186C 24 949
YER187W 11 507
YER188W 11 206
YER188C-A 26 1162
YER189W 1 0
YRF1-2 34 697
YER190C-A 1 0
YER190C-B 1 0
YFL068W 1 0
YFL067W 10 34
YFL066C 5 4
YFL065C 2 1
YFL064C 2 1
YFL063W 26 752
COS4 21 608
DDI2 1 0
SNO3 8 86
SNZ3 12 41
THI5 13 252
AGP3 40 1277
YFL054C 46 2754
DAK2 24 858
YFL052W 23 828
YFL051C 9 366
ALR2 60 2725
SWP82 39 903
EMP47 16 480
RGD2 34 548
FMP32 18 882
SEC53 0 0
OTU1 27 793
YFL042C 42 2145
YFL041W-A 2 13
FET5 42 1725
YFL040W 78 3799
ACT1 1 0
YPT1 1 0
TUB2 10 9
RPO41 25 272
MOB2 15 226
RPL22B 20 748
YFL034W 70 2355
RIM15 70 2045
YFL032W 38 1544
HAC1 8 87
YFL031C-A 1 0
AGX1 37 1901
CAK1 2 1
CAF16 31 2214
GYP8 55 2412
STE2 30 1452
BST1 49 1147
EPL1 26 201
BUD27 60 3524
FRS2 2 2
YFL021C-A 118 5072
GAT1 73 1798
PAU5 6 113
YFL019C 10 18
LPD1 22 191
SMX2 1 0
GNA1 4 10
MDJ1 59 1840
YFL015W-A 32 718
YFL015C 69 2545
HSP12 25 948
YFL013W-A 75 4086
IES1 88 4457
YFL012W-A 76 4040
YFL012W 20 438
HXT10 54 1956
AUA1 13 386
WWM1 40 902
CDC4 10 322
SMC1 5 44
BLM10 227 11520
SEC4 1 0
VTC2 60 2208
MSH4 176 6454
SPB4 12 162
DEG1 41 707
LOC1 16 129
NIC96 41 1673
YPI1 0 0
RPN11 6 46
SAD1 3 27
YFR006W 96 4955
YFH7 75 4045
FAR7 16 183
GCN20 72 2897
YFR009W-A 4 71
UBP6 28 718
YFR010W-A 9 254
MIC19 26 1208
DCV1 43 1543
YFR012W-A 4 9
IOC3 84 4079
CMK1 53 1719
GSY1 90 5158
YFR016C 91 3733
IGD1 50 2489
YFR018C 206 11032
FAB1 86 3334
YFR020W 19 335
ATG18 50 2058
ROG3 67 2260
PES4 53 2427
LSB3 37 839
HIS2 45 2357
ULI1 73 3272
ECO1 1 0
CDC14 11 528
PTR3 23 404
MET10 61 1452
SMC2 5 8
RPL2A 20 461
RRT5 45 1326
RPL29 22 529
YFR032C-B 47 2017
QCR6 26 631
PHO4 162 4702
YFR034W-A 69 4197
YFR035C 53 2811
CDC26 5 49
YFR036W-A 10 152
RSC8 9 150
IRC5 39 2037
OSW7 3 2
SAP155 13 69
ERJ5 25 995
KEG1 1 0
IRC6 16 739
DUG1 61 4890
YFR045W 27 853
CNN1 17 333
BNA6 21 774
RMD8 58 2012
YMR31 17 1212
PRE4 3 2
RET2 38 1354
RPN12 4 28
YFR052C-A 12 195
HXK1 45 1923
YFR054C 7 82
YFR056C 16 579
IRC7 17 205
YFR057W 4 97
COS12 0 0
YGL262W 0 0
PAU11 1 0
YGL260W 1 0
YPS5 2 1
YGL258W-A 2 1
VEL1 11 151
MNT2 28 901
ADH4 11 251
ZRT1 2 1
FZF1 37 1898
HXK2 22 1506
RTG2 13 190
HFM1 41 939
RMR1 7 66
ZIP2 53 2955
PDE1 30 966
BRR6 2 4
RAI1 14 217
GUS1 5 5
RTF1 5 16
TAD1 16 199
YGL242C 10 353
KAP114 20 208
DOC1 3 2
YGL239C 9 243
CSE1 4 3
HAP2 11 275
MTO1 37 1459
YGL235W 11 322
ADE5,7 2 1
SEC15 5 12
TAN1 9 433
EMC4 17 150
YGL230C 4 13
SAP4 39 1450
SHE10 31 952
VID30 29 1225
OST5 8 35
MTC3 6 65
VRG4 3 2
SDT1 9 155
COG1 6 86
EDC1 9 225
NIF3 9 65
FRA2 12 325
MDM34 6 97
YGL218W 2 1
YGL217C 7 109
KIP3 33 654
CLG1 12 234
YGL214W 5 66
SKI8 7 128
VAM7 4 15
NCS6 2 1
YPT32 13 178
MIG2 19 558
SIP2 20 663
SPT16 9 106
CHC1 7 64
POX1 34 1251
YGL204C 6 22
KEX1 20 223
ARO8 13 176
MCM6 7 7
EMP24 18 1140
YGL199C 7 68
YIP4 13 158
MDS3 23 571
DSD1 22 711
GCN1 54 1056
YGL194C-A 4 20
HOS2 16 273
YGL193C 9 436
IME4 17 480
COX13 6 13
CDC55 3 2
RPS26A 3 4
YGL188C-A 1 0
YGL188C 18 323
COX4 10 242
TPN1 27 662
YGL185C 29 990
STR3 30 888
MND1 19 682
YGL182C 12 161
GTS1 40 1629
ATG1 27 808
TOS3 36 1740
MPT5 33 748
YGL177W 12 432
YGL176C 24 609
SAE2 11 36
BUD13 15 779
XRN1 22 250
NUP49 8 367
ROK1 4 6
SPO74 16 328
SUA5 5 21
HUR1 5 44
PMR1 8 15
CUP2 10 33
YGL165C 32 611
YRB30 20 1175
RAD54 6 51
SUT1 8 248
YIP5 8 328
AIM14 20 433
YGL159W 9 271
RCK1 32 1183
ARI1 16 151
AMS1 40 1585
CDC43 5 6
LYS5 13 151
PEX14 13 382
YGL152C 22 840
NUT1 32 1271
INO80 19 455
YGL149W 22 794
ARO2 12 116
RPL9A 8 303
RRT6 19 1291
TIP20 13 179
ROG1 28 965
MRF1 11 41
GPI10 3 2
HUL5 24 766
YGL140C 41 1294
FLC3 19 814
YGL138C 8 591
SEC27 5 4
MRM2 13 143
RPL1B 1 0
PCL10 14 210
ITC1 46 1268
YGL132W 4 13
SNT2 43 1658
CEG1 0 0
RSM23 4 27
CWC23 4 5
SOH1 2 3
SCS3 97 3077
MET13 39 1712
MON1 23 476
RPS2 0 0
YGL123C-A 0 0
NAB2 5 4
GPG1 2 46
PRP43 8 180
COQ8 15 328
YGL118C 30 856
YGL117W 16 676
CDC20 3 2
SNF4 2 6
YGL114W 37 1763
SLD3 7 70
TAF6 0 0
NSA1 1 0
CUE3 24 528
YGL109W 17 1191
YGL108C 10 254
RMD9 9 75
MLC1 0 0
ARC1 11 94
VPS73 26 407
RPL28 2 1
YGL102C 0 0
YGL101W 6 91
SEH1 5 7
LSG1 5 88
USE1 0 0
SRM1 3 11
TOS8 29 1368
VPS45 7 103
PAN2 37 747
SPC105 13 200
NUP145 24 421
NBP35 5 51
LIF1 16 491
MF(ALPHA)2 6 117
YGL088W 20 809
MMS2 18 387
MAD1 45 2351
LCL3 10 531
GUP1 14 133
SCY1 49 2093
YGL082W 13 423
YGL081W 18 855
MPC1 13 393
KXD1 7 109
DBP3 9 84
HNM1 26 695
RPL7A 3 10
MPS2 6 451
YGL074C 16 599
HSF1 32 2351
YGL072C 31 1697
AFT1 22 701
RPB9 5 148
YGL069C 2 1
MNP1 2 1
NPY1 19 241
SGF73 23 426
ALG2 6 17
MRH4 28 457
PUS2 82 3129
YGL063C-A 27 1450
PYC1 46 1806
DUO1 7 105
YBP2 19 667
PKP2 32 1319
RAD6 0 0
GEP7 12 323
SDS23 39 1346
OLE1 7 57
ERV14 2 12
PRM8 7 499
YGL052W 6 176
MST27 36 1876
TYW3 15 462
TIF4632 26 600
RPT6 1 0
ALG13 1 0
RIM8 39 967
RNA15 1 0
DST1 20 551
YGL042C 10 610
YGL041C-B 17 691
YGL041W-A 12 707
YGL041C 2 2
HEM2 0 0
YGL039W 16 445
OCH1 6 76
PNC1 15 252
YGL036W 43 2041
MIG1 27 954
YGL034C 35 672
HOP2 14 279
AGA2 8 111
RPL24A 14 228
RPL30 0 0
CGR1 3 6
SCW11 20 358
CWH41 57 2361
TRP5 43 1408
PGD1 22 318
YGL024W 25 475
PIB2 43 1081
STT3 10 20
ALK1 45 2308
GET1 12 131
CKB1 18 234
JAC1 3 2
ATE1 39 1708
KAP122 62 2469
YGL015C 17 894
PUF4 51 2214
YGL014C-A 1 0
PDR1 57 1951
ERG4 4 5
SCL1 1 0
MPO1 28 1752
LEU1 101 4664
PMA1 4 3
YGL007C-A 2 5
BRP1 46 4100
YGL006W-A 27 756
PMC1 113 4742
COG7 25 772
RPN14 80 4069
CDH1 53 2289
ERP6 41 1508
ERG26 4 25
EFM5 49 786
SWC4 44 2729
CUL3 69 4110
PEX31 13 109
TFG2 7 53
PRP18 26 1980
ECT1 48 2753
STF2 17 268
SEC9 12 98
NMA2 36 1160
YGR011W 11 535
YGR012W 51 3067
SNU71 41 869
MSB2 74 1935
YGR015C 79 4261
YGR016W 34 1529
YGR017W 32 1280
YGR018C 13 444
UGA1 94 4146
VMA7 4 21
YGR021W 59 2256
YGR022C 20 947
MTL1 47 1201
THG1 1 0
YGR025W 51 4044
YGR026W 39 2234
RPS25A 7 179
MSP1 25 1152
ERV1 2 2
POP6 0 0
IMO32 82 2898
NAG1 35 1109
GSC2 180 8085
TIM21 24 364
RPL26B 19 353
YGR035C 7 15
YGR035W-A 23 827
CAX4 2 1
ACB1 2 1
ORM1 14 705
YGR039W 19 372
KSS1 21 774
BUD9 39 2012
YGR042W 32 706
NQM1 28 1148
RME1 20 1049
YGR045C 51 2683
TAM41 13 234
TFC4 4 3
UFD1 13 35
SCM4 39 619
YGR050C 36 1373
YGR051C 27 461
FMP48 18 359
YGR053C 13 455
YGR054W 25 622
MUP1 18 207
RSC1 30 576
LST7 1 0
PEF1 12 359
SPR3 17 723
ERG25 1 0
ADE6 5 4
COX18 8 69
SPT4 4 17
YGR064W 14 460
VHT1 9 29
YGR066C 16 575
YGR067C 50 2893
ART5 118 5928
YGR068W-A 1 0
YGR069W 14 400
ROM1 55 2371
ENV11 22 779
UPF3 10 94
YGR073C 3 19
SMD1 3 8
PRP38 0 0
MRPL25 2 1
PEX8 29 571
PAC10 5 60
YGR079W 27 1124
TWF1 11 540
SLX9 15 578
TOM20 5 7
GCD2 4 3
MRP13 22 564
RPL11B 2 1
PIL1 7 126
PDC6 70 2392
CTT1 33 580
NNF2 40 1232
UTP22 2 1
PRP31 16 247
DBF2 13 271
DRN1 18 572
VAS1 11 36
RRP46 3 7
TPC1 57 2701
ASK10 47 2113
ESP1 8 8
TEL2 4 88
MDR1 41 1396
PCP1 21 589
GTF1 5 71
NOP7 4 7
SRB5 5 7
VMA21 0 0
VOA1 10 140
YGR107W 30 1126
CLB1 21 693
CLB6 26 1619
CLD1 14 172
YGR111W 13 134
SHY1 9 140
DAM1 2 4
YGR114C 15 332
YGR115C 2 1
SPT6 7 6
YGR117C 18 532
RPS23A 5 66
NUP57 3 2
COG2 5 33
MEP1 46 2408
YGR121W-A 27 1400
YGR122W 14 196
YGR122C-A 0 0
PPT1 19 871
ASN2 28 1297
YGR125W 31 898
YGR126W 11 336
YGR127W 21 625
UTP8 2 1
SYF2 7 157
YGR130C 32 751
FHN1 5 46
PHB1 6 66
PEX4 10 334
CAF130 31 1537
PRE9 7 69
LSB1 10 80
YGR137W 9 84
TPO2 22 702
YGR139W 12 362
CBF2 7 27
VPS62 53 3046
BTN2 19 319
SKN1 32 1007
THI4 38 1373
ENP2 15 136
ECL1 2 29
YGR146C-A 15 331
NAT2 11 335
RPL24B 12 297
YGR149W 11 97
CCM1 21 468
YGR151C 6 234
RSR1 14 465
YGR153W 6 98
GTO1 22 540
CYS4 5 64
PTI1 2 2
CHO2 41 1430
MTR3 1 0
NSR1 7 69
YGR160W 5 22
RTS3 27 992
YGR161W-C 8 27
TIF4631 16 309
GTR2 12 122
YGR164W 16 372
MRPS35 7 70
TRS65 33 784
CLC1 1 0
YGR168C 24 821
PUS6 30 1845
LSO2 5 9
PSD2 45 1961
MSM1 13 97
YIP1 3 2
RBG2 17 394
CBP4 11 325
YGR174W-A 2 3
ERG1 1 0
YGR176W 40 2147
ATF2 58 3222
PBP1 41 1122
OKP1 9 107
RNR4 4 3
TIM13 11 201
YGR182C 9 106
QCR9 4 86
UBR1 25 294
TYS1 3 3
TFG1 7 166
HGH1 10 83
BUB1 5 52
CRH1 8 158
YGR190C 2 31
HIP1 0 0
TDH3 29 618
PDX1 33 1074
XKS1 32 1331
SKI6 4 40
FYV8 26 1159
SNG1 12 583
YPP1 3 2
PMT6 32 1698
ELP2 23 388
YGR201C 17 1278
PCT1 22 219
YCH1 65 2663
ADE3 21 377
YGR204C-A 1 0
TDA10 13 693
MVB12 4 8
CIR1 7 103
SER2 3 2
TRX2 10 186
YGR210C 25 1177
ZPR1 1 0
SLI1 19 941
RTA1 10 190
RPS0A 12 111
RSM27 2 19
GPI1 6 31
CCH1 50 3124
CRM1 7 7
YGR219W 5 107
MRPL9 5 36
TOS2 27 962
PET54 7 16
HSV2 12 265
AZR1 24 909
AMA1 18 420
YGR226C 2 1
DIE2 7 69
YGR228W 3 5
SMI1 17 350
BNS1 18 593
PHB2 11 355
NAS6 16 488
PHO81 40 1430
YHB1 22 1089
MIC26 17 337
SPG1 6 167
YGR237C 24 613
KEL2 44 1647
PEX21 24 846
PFK1 42 2228
YGR240C-A 21 488
YAP1802 28 773
YGR242W 3 18
MPC3 2 3
LSC2 38 1358
SDA1 8 52
BRF1 8 9
CPD1 10 75
SOL4 13 249
MGA1 11 184
YGR250C 21 776
NOP19 3 12
GCN5 13 168
PUP2 3 2
ENO1 28 475
COQ6 22 271
GND2 23 665
MTM1 6 29
RAD2 41 1530
YGR259C 5 51
TNA1 29 955
APL6 22 134
BUD32 2 1
SAY1 24 866
MES1 2 1
YGR265W 19 259
YGR266W 26 937
FOL2 2 1
HUA1 25 1423
YGR269W 29 1809
YTA7 38 636
YGR270C-A 3 2
SLH1 59 2582
EFG1 3 6
YGR273C 5 109
TAF1 6 11
RTT102 7 434
RNH70 16 630
CAB4 0 0
CWC22 5 59
SCW4 12 303
PXR1 4 50
YOR1 85 3405
BGL2 14 309
YGR283C 10 169
ERV29 8 282
ZUO1 1 0
BIO2 18 773
IMA1 32 859
MAL13 26 1034
MAL11 16 468
YGR290W 3 20
YGR291C 7 216
MAL12 10 94
YGR293C 3 6
PAU12 1 0
COS6 6 20
YRF1-3 20 20
YGR296C-A 1 0
YGR296C-B 3 2
YHL050C 37 827
YHL050W-A 9 129
YHL049C 2 1
YHL048C-A 2 2
COS8 36 1314
ARN2 36 1785
YHL046W-A 4 5
PAU13 4 234
YHL045W 24 349
YHL044W 14 591
ECM34 16 503
YHL042W 36 2341
YHL041W 46 971
ARN1 48 1199
EFM1 44 1543
CBP2 13 80
YHL037C 46 1660
MUP3 47 2784
VMR1 119 5129
YHL034W-A 4 6
SBP1 6 14
RPL8A 11 76
GUT1 73 4261
GOS1 2 1
YHL030W-A 1 0
ECM29 91 3778
OCA5 69 4213
WSC4 37 932
RIM101 60 2536
YHL026C 58 3149
SNF6 101 5053
RIM4 79 3257
NPR3 45 807
SPO11 41 648
AIM17 58 2712
OPI1 27 980
YHL019W-A 21 1022
APM2 55 2626
YHL018W 18 500
YHL017W 73 4409
DUR3 103 5076
YHL015W-A 1 0
RPS20 0 0
YLF2 60 2633
OTU2 32 1497
YHL012W 54 3147
PRS3 9 82
ETP1 58 2701
YAP3 43 1775
YHL008C 209 8838
STE20 101 4422
YHL006W-A 18 708
SHU1 131 8422
YHL005C 140 7977
MRP4 44 647
LAG1 54 2421
YHL002C-A 41 1993
HSE1 108 6159
RPL14B 44 1351
OSH7 65 1904
QCR10 23 1045
LEU5 44 1367
TCD1 94 5290
NEM1 51 1606
GPA1 10 107
TIM10 5 70
STP2 60 1462
ERG11 4 5
YHR007C-A 73 6174
SOD2 45 662
TDA3 52 1115
RPL27A 4 11
DIA4 24 213
VPS29 4 12
ARD1 6 183
SPO13 20 991
MIP6 49 2312
YSC84 54 3275
YSC83 76 2120
ARG4 4 3
DED81 1 0
YHR020W 5 7
RPS27B 2 2
ECM12 20 687
YHR022C 20 691
YHR022C-A 12 600
MYO1 25 299
MAS2 3 56
THR1 25 619
VMA16 3 28
RPN1 9 64
DAP2 57 2074
YHR028W-A 38 554
YHI9 22 1254
SLT2 25 818
RRM3 59 2557
ERC1 84 5344
YHR032W-A 11 64
YHR032C-A 10 35
YHR033W 71 3448
PIH1 27 772
NEL1 33 1103
BRL1 8 96
PUT2 45 2795
RRF1 10 132
MSC7 39 1462
VMA10 3 3
BCD1 11 181
SRB2 7 57
NCP1 16 91
DOG2 12 304
DOG1 12 235
YHR045W 16 479
INM1 25 1415
AAP1 39 2244
YHK8 50 2055
FSH1 11 333
YHR049C-A 37 928
SMF2 28 729
YHR050W-A 11 181
COX6 4 20
CIC1 3 2
YHR052W-A 3 2
CUP1-1 2 1
YHR054C 15 45
YHR054W-A 5 4
CUP1-2 6 5
RSC30 37 646
YHR056W-A 18 447
CPR2 23 1022
MED6 12 167
FYV4 4 14
VMA22 3 31
GIC1 20 1048
RPP1 3 2
PAN5 22 665
YHR063W-A 5 44
SSZ1 6 47
RRP3 8 21
SSF1 17 516
HTD2 16 709
DYS1 7 10
RRP4 1 0
YHR069C-A 0 0
TRM5 5 7
YHR070C-A 14 498
PCL5 34 920
YHR071C-A 9 590
ERG7 6 32
NOP10 0 0
OSH3 42 2164
YHR073W-A 2 1
YHR073C-B 4 42
QNS1 3 2
PPE1 19 691
PTC7 17 642
NMD2 20 216
YHR078W 25 951
IRE1 16 184
SAE3 4 10
YHR080C 70 3078
LRP1 6 174
KSP1 27 792
SAM35 0 0
STE12 20 787
IPI1 0 0
NAM8 38 1745
YHR086W-A 28 782
RTC3 10 227
RPF1 1 0
GAR1 2 1
YNG2 8 286
MSR1 26 471
HXT4 17 349
AHT1 24 385
HXT1 35 1948
YHR095W 21 431
HXT5 39 1526
YHR097C 48 2044
SFB3 37 819
TRA1 39 766
GEP4 15 255
BIG1 5 32
KIC1 15 86
SBE22 26 653
GRE3 20 343
YPT35 11 73
TRR2 11 113
CDC12 0 0
GGA2 21 915
CTM1 25 586
ERP5 17 112
UBA4 6 11
YHR112C 16 1006
APE4 20 620
BZZ1 29 1471
DMA1 28 824
COX23 19 675
TOM71 34 460
ORC6 1 0
SET1 15 32
MSH1 36 1446
LSM12 4 249
CIA2 9 89
EPT1 18 618
NDT80 36 1307
YHR125W 2 1
ANS1 16 239
YHR127W 16 455
FUR1 13 588
ARP1 2 5
YHR130C 3 66
YHR131C 30 1239
YHR131W-A 3 15
ECM14 19 432
IGO2 6 17
NSG1 16 543
WSS1 10 266
YCK1 25 656
SPL2 12 277
ARO9 26 867
YHR137C-A 13 676
YHR138C 8 107
SPS100 15 378
YHR139C-A 19 753
YHR140W 29 1394
RPL42B 3 4
CHS7 9 62
DSE2 12 70
RPC10 0 0
DCD1 12 707
YHR145C 10 280
CRP1 9 549
MRPL6 1 0
IMP3 0 0
SKG6 22 1055
PEX28 25 951
MTC6 15 118
SPO12 10 165
SPO16 8 124
RTT107 34 991
YSP1 35 1148
LIN1 21 1279
REC104 10 729
KEL1 36 1594
TDA11 28 1775
PEX18 7 280
YAP1801 20 489
MPC2 6 18
SOL3 9 324
DNA2 9 305
PRP8 22 251
YHR165W-A 9 208
CDC23 9 322
THP2 10 96
MTG2 12 163
DBP8 5 30
NMD3 5 8
ATG7 39 1460
SPC97 22 825
YHR173C 20 1233
ENO2 20 674
CTR2 17 1017
YHR175W-A 7 288
FMO1 28 753
