gene_name number_of_transposon_per_gene number_of_read_per_gene
YHR180C-B 4 12
SVP26 7 110
YHR182W 50 1149
YHR182C-A 1 0
GND1 6 8
SSP1 37 1019
PFS1 11 368
KOG1 10 38
IKI1 8 37
GPI16 5 4
PTH1 19 133
ERG9 7 31
CTF8 9 34
LNP1 22 322
EGD2 22 1062
YHR193C-A 10 133
MDM31 67 2117
NVJ1 27 709
UTP9 8 39
RIX1 6 16
AIM18 26 763
AIM46 32 1059
NBL1 1 0
RPN10 3 20
PPX1 14 188
YHR202W 30 706
RPS4B 8 62
MNL1 44 1939
SCH9 5 9
SKN7 21 583
SET5 28 672
BAT1 30 912
CRG1 18 377
YHR210C 36 1072
FLO5 108 2986
YHR212C 0 0
YHR212W-A 0 0
YHR213W 0 0
YHR213W-A 0 0
YHR213W-B 7 31
YHR214W 0 0
YHR214W-A 5 123
YHR214C-D 3 2
YHR214C-E 4 49
PHO12 11 40
IMD2 29 622
YHR217C 13 251
YHR218W 14 27
YHR218W-A 1 0
YHR219W 10 9
YHR219C-A 5 4
YIL177C 37 44
YIL177W-A 4 3
PAU14 0 0
VTH1 13 189
IMA3 3 2
YIL171W-A 1 0
YIL169C 19 229
YIL166C 54 1677
YIL165C 20 698
NIT1 18 587
YIL163C 19 498
SUC2 48 1751
YIL161W 16 256
POT1 36 1267
BNR1 54 1026
AIM20 14 278
COA1 10 217
YIL156W-A 23 607
YIL156W-B 11 252
UBP7 57 1553
GUT2 39 1237
IMP2' 49 1581
RRD1 10 14
YIL152W 27 753
ESL1 50 1514
MCM10 19 534
MLP2 57 1255
RPL40A 4 9
SLN1 10 29
ATG32 22 388
PAN6 1 0
NDC80 14 134
SSL2 20 275
YIL142C-A 7 101
CCT2 3 3
YIL141W 19 288
AXL2 60 874
REV7 17 387
TPM2 4 43
TMA108 51 1151
OM45 32 580
VHS2 33 825
YIL134C-A 8 217
FLX1 11 88
RPL16A 17 303
CSM2 37 1424
FKH1 28 690
ASG1 33 687
TAO3 52 960
MET18 42 951
RRT14 10 46
STH1 15 228
KGD1 47 1240
AYR1 26 715
SIM1 100 3825
POG1 21 535
QDR2 47 957
QDR1 68 1635
RPI1 18 432
RHO3 3 2
PRM5 20 185
HIS5 40 1320
YIL115W-A 4 14
NUP159 5 10
POR2 10 68
SDP1 41 1318
HOS4 71 2474
COX5B 20 406
HPM1 26 397
SEC24 12 136
YIL108W 88 4963
PFK26 46 1374
MOB1 9 68
SLM1 40 1149
YIL105W-A 2 36
SHQ1 3 18
DPH1 16 449
YIL102C-A 1 0
YIL102C 3 8
XBP1 51 1881
YIL100C-A 57 971
YIL100W 64 1178
SGA1 42 783
FMC1 5 70
FYV10 17 88
BMT5 25 876
PRK1 55 1933
LYS12 32 685
RSM25 12 102
YIL092W 45 1279
UTP25 5 4
ICE2 30 861
YIL089W 15 297
AVT7 56 2209
AIM19 21 610
YIL086C 23 570
KTR7 49 1717
SDS3 7 41
CAB2 6 175
YIL082W 12 232
AIR1 19 706
THS1 7 15
YIL077C 34 985
SEC28 29 676
RPN2 7 167
SER33 40 1664
SPO22 80 2340
HOP1 38 466
YIL071W-A 6 140
PCI8 21 323
MAM33 18 209
RPS24B 9 92
YIL068W-A 7 44
SEC6 7 44
YIL067C 35 645
YIL066W-A 9 228
RNR3 49 2035
FIS1 19 906
EFM4 24 1024
YRB2 4 10
ARC15 2 1
SNP1 12 115
YIL060W 10 74
YIL059C 10 128
YIL058W 23 704
RGI2 23 888
VHR1 153 6897
YIL055C 75 2979
YIL054W 40 1209
GPP1 37 1414
RPL34B 6 10
MMF1 35 1448
PCL7 22 331
DFG10 7 79
NEO1 13 145
YIL047C-A 12 273
SYG1 74 1450
YIL046W-A 85 4033
MET30 7 11
PIG2 43 1342
AGE2 28 277
CBR1 30 455
PKP1 43 979
GVP36 27 865
APQ12 9 78
TED1 50 1337
NOT3 25 369
PRM2 59 2903
CST6 54 1657
CKA1 42 1060
CAP2 31 641
BCY1 17 251
YIL032C 21 813
ULP2 43 974
YIL030W-A 22 497
SSM4 116 4351
YIL029W-A 13 191
YIL029C 18 274
YIL028W 11 237
EMC5 15 473
IRR1 31 366
YIL025C 14 207
YIL024C 34 1199
YKE4 58 2819
TIM44 5 5
RPB3 6 33
YIL021C-A 0 0
YIL020C-A 8 115
HIS6 44 1736
FAF1 4 21
RPL2B 16 102
VID28 68 1423
SNL1 28 361
BAR1 120 3746
YIL014C-A 14 492
MNT3 58 1840
PDR11 170 5273
YIL012W 56 2576
TIR3 26 482
DOT5 34 738
EST3 33 957
FAA3 100 2795
URM1 5 16
NAS2 41 2141
YIA6 56 1647
EPS1 152 6261
BET1 0 0
CFD1 24 1524
YIL002W-A 10 158
INP51 53 751
YIL001W 147 6000
SGN1 54 1484
MPH1 186 6840
AIM21 129 3869
DJP1 58 1458
IST3 29 576
PAN1 196 6285
YIR007W 113 3335
PRI1 0 0
MSL1 10 106
DSN1 13 69
STS1 10 121
SQT1 9 124
GAT4 24 1098
YIR014W 68 1894
RPR2 5 24
YIR016W 104 2484
MET28 133 6153
YIR017W-A 149 6655
YAP5 49 2422
YIR018C-A 15 385
FLO11 60 1741
YIR020C 5 38
YIR020W-A 12 723
YIR020C-B 21 147
MRS1 20 126
YIR021W-A 41 1821
SEC11 2 1
DAL81 79 2670
YIR023C-A 16 307
INA22 23 424
MND2 28 1084
YVH1 17 209
DAL1 75 3108
DAL4 113 3953
DAL2 49 2122
DCG1 36 1257
YIR030W-A 21 641
DAL7 72 2550
DAL3 65 2407
MGA2 80 2435
LYS1 44 1283
YIR035C 54 1799
IRC24 55 1505
YIR036W-A 39 968
HYR1 22 640
GTT1 25 355
YPS6 31 572
YIR040C 5 13
PAU15 4 25
YIR042C 23 1030
YJL225C 36 43
YJL225W-A 4 3
PAU1 2 1
YJL222W-B 0 0
YJL222W-A 1 0
VTH2 18 301
IMA4 4 3
YJL220W 0 0
HXT9 22 183
YJL218W 5 20
REE1 8 239
IMA5 27 1248
YJL215C 16 246
HXT8 35 776
YJL213W 17 289
OPT1 59 1698
YJL211C 49 1636
PEX2 62 1388
CBP1 10 149
NUC1 18 585
LAA1 100 3217
YJL206C 39 1205
NCE101 12 174
RCY1 19 191
PRP21 8 50
YJL202C 9 89
ECM25 43 910
ACO2 41 1122
MBB1 11 331
PHO90 45 1153
UBP12 60 2231
YJL197C-A 1 0
ELO1 21 638
YJL195C 0 0
CDC6 0 0
YJL193W 13 248
SOP4 28 610
RPS14B 23 812
RPS22A 6 34
RPL39 5 4
BUD19 5 4
SWE1 44 1440
MNN5 28 538
ATG36 27 681
GON7 0 0
MNN11 17 353
YJL182C 23 475
YJL181W 38 1283
ATP12 11 38
PFD1 4 41
ATG27 15 810
RPL17B 12 76
SWI3 14 160
YJL175W 5 33
KRE9 0 0
RFA3 0 0
CPS1 33 526
YJL171C 24 815
ASG7 33 823
YJL169W 10 123
SET2 40 1029
ERG20 5 4
QCR8 1 0
HAL5 26 403
TPK1 29 582
YJL163C 48 1692
JJJ2 30 560
FMP33 32 1813
YJL160C 25 301
HSP150 7 29
CIS3 28 445
FAR1 74 2625
YJL156W-A 30 1209
SSY5 10 143
FBP26 26 438
VPS35 12 57
INO1 33 770
YJL152W 95 6785
SNA3 68 5591
YJL150W 35 1363
DAS1 50 1831
RPA34 13 671
YJL147C 18 372
IDS2 33 690
SFH5 22 787
YJL144W 10 59
TIM17 5 171
IRC9 11 113
YAK1 45 1236
RPB4 2 1
YUR1 27 531
TIF2 11 72
GLG2 27 588
YJL136W-A 7 82
RPS21B 3 2
YJL135W 26 867
LCB3 14 198
YJL133C-A 25 1219
MRS3 29 549
YJL132W 45 1711
AIM23 21 487
URA2 164 5633
TRK1 10 54
PBS2 54 1936
YJL127W-A 3 40
YJL127C-B 7 141
SPT10 30 533
NIT2 14 270
GCD14 4 3
LSM1 1 0
MTC1 25 515
ALB1 9 195
RPE1 7 58
YJL120W 17 992
YJL119C 14 235
YJL118W 30 961
PHO86 38 1376
NCA3 36 1202
ASF1 10 46
MDV1 37 1137
CCT7 3 92
GZF3 21 437
UTP10 13 16
PRM10 23 519
YJL107C 19 505
IME2 25 832
SET4 30 962
PAM16 0 0
GSM1 35 551
MEF2 20 215
GSH1 20 194
LSB6 48 1525
CHS6 29 868
SAP185 56 2396
PHS1 3 3
MRPL49 0 0
BCK1 9 106
KHA1 32 1019
TOK1 38 816
SRS2 49 944
GWT1 3 3
DPB11 2 1
SIP4 74 2029
ARG3 5 15
TRL1 1 0
YJL086C 32 657
EXO70 7 7
ALY2 56 1899
TAX4 50 1214
IML2 32 1183
ARP4 1 0
SCP160 40 994
PRY1 24 478
PRY3 143 3647
YJL077W-B 0 0
ICS3 40 2212
YJL077W-A 7 223
NET1 42 1017
APQ13 20 498
SMC3 6 7
JEM1 41 990
PSF2 4 3
ARG2 8 15
YJL070C 49 1230
UTP18 1 0
YJL068C 16 414
YJL067W 19 905
MPM1 31 1151
DLS1 10 148
YJL064W 7 57
MRPL8 9 94
COA3 6 47
LAS21 12 19
NUP82 7 49
BNA3 28 244
YHC3 43 1275
BIT61 35 996
IKS1 46 1218
ZAP1 10 57
YJL055W 35 824
TIM54 7 283
PEP8 3 2
YJL052C-A 47 1965
TDH1 38 733
IRC8 66 1476
MTR4 5 5
YJL049W 10 207
UBX6 47 1442
YJL047C-A 19 191
RTT101 58 1736
AIM22 22 488
YJL045W 71 2865
GYP6 28 915
YJL043W 108 3792
MHP1 106 3363
NSP1 0 0
NUP192 5 51
LOH1 19 200
IRC18 30 1228
SNX4 21 137
TAD2 7 73
KAR2 10 32
HCA4 4 62
YJL032W 0 0
BET4 0 0
MAD2 37 1588
VPS53 9 71
YJL028W 111 6547
YJL027C 102 4800
RNR2 18 117
YJL026C-A 2 1
RRN7 7 32
APS3 10 120
PET130 15 155
YJL022W 2 4
BBC1 105 3126
YJL020W-A 6 202
MPS3 74 1984
YJL016W 88 3322
YJL015C 64 3236
CCT3 2 6
MAD3 68 3282
VTC4 66 2447
RPC17 1 0
NOP9 35 368
YJL009W 17 437
CCT8 9 70
YJL007C 40 2729
CTK2 3 34
CYR1 30 822
SYS1 33 746
COX16 16 40
OST1 9 70
PRE3 2 2
AVT1 164 7558
MPP10 33 827
YJR003C 175 5575
SAG1 145 4987
APL1 77 3495
LSO1 19 381
POL31 1 0
SUI2 14 369
MHO1 63 2266
TDH2 57 1776
MET3 80 3081
SPC1 13 469
YJR011C 23 903
YJR012C 58 2408
GPI14 4 3
TMA22 18 537
YJR015W 89 3059
ILV3 15 47
ESS1 7 56
YJR018W 22 208
TES1 82 3890
YJR020W 39 1987
REC107 68 2371
LSM8 0 0
YJR023C 4 6
MDE1 35 703
BNA1 23 732
YJR030C 100 4697
GEA1 83 2170
CPR7 29 448
RAV1 47 1156
PET191 7 221
RAD26 97 2853
HUL4 61 1915
YJR037W 9 249
YJR038C 21 501
YJR039W 80 2740
GEF1 51 886
URB2 7 47
NUP85 8 77
POL32 43 1377
VPS55 22 435
SSC1 0 0
TAH11 4 3
ANB1 13 256
CYC1 12 212
UTR1 117 25606
ISY1 33 1248
OSM1 56 1546
RAD7 35 1134
BFA1 41 1768
KCH1 28 526
HIT1 8 70
YJR056C 26 210
CDC8 5 14
APS2 21 549
PTK2 42 956
CBF1 27 392
YJR061W 76 2109
NTA1 43 960
RPA12 1 0
CCT5 7 11
ARP3 7 12
TOR1 88 1967
YAE1 1 0
RFC2 4 3
HAM1 17 351
LIA1 21 279
YJR071W 19 223
NPA3 23 853
OPI3 20 264
MOG1 40 1660
HOC1 14 163
CDC11 24 159
MIR1 22 268
BNA2 86 2418
YJR079W 41 760
AIM24 31 804
EAF6 9 252
ACF4 12 81
YJR084W 28 1415
YJR085C 23 705
STE18 5 31
YJR087W 6 46
EMC2 30 1206
BIR1 46 1206
GRR1 31 1285
JSN1 52 846
BUD4 64 1877
FIP1 3 32
IME1 20 389
RPL43B 16 278
SFC1 38 590
YJR096W 37 955
JJJ3 6 84
YJR098C 48 1707
YUH1 8 54
AIM25 18 439
RSM26 8 41
VPS25 2 47
URA8 99 3935
SOD1 1 0
ADO1 5 7
ECM27 65 2174
YJR107W 37 589
ABM1 39 1618
CPA2 5 11
YMR1 44 1184
YJR111C 27 892
NNF1 3 5
YJR112W-A 16 344
RSM7 9 32
YJR114W 7 74
YJR115W 39 728
TDA4 30 935
STE24 29 1385
ILM1 17 783
JHD2 51 1336
YJR120W 51 1483
ATP2 10 36
IBA57 3 15
RPS5 0 0
YJR124C 20 289
ENT3 27 497
VPS70 37 893
RSF2 103 3100
YJR128W 32 535
EFM3 50 1773
STR2 29 769
MNS1 35 1452
NMD5 27 353
XPT1 23 369
SGM1 34 718
MCM22 17 211
TIM8 2 14
TTI2 2 3
MET5 79 2099
IML1 44 648
HOM6 15 286
HIR3 42 329
YJR140W-A 0 0
YJR141W 0 0
YJR142W 23 1031
PMT4 15 166
MGM101 13 143
RPS4A 9 70
YJR146W 27 740
HMS2 35 551
BAT2 57 1994
YJR149W 33 824
DAN1 22 973
DAN4 38 927
YJR151W-A 2 10
DAL5 26 471
PGU1 13 234
YJR154W 38 1548
AAD10 39 1303
THI11 16 225
YJR157W 2 1
HXT16 7 46
SOR1 12 269
MPH3 5 45
COS5 11 55
YJR162C 7 22
YKL225W 20 365
PAU16 6 6
YKL223W 4 3
YKL222C 27 768
MCH2 27 610
FRE2 26 677
COS9 17 315
SRY1 38 1270
JEN1 61 2001
URA1 23 340
OXP1 63 2565
YRA2 10 166
DOA1 5 5
SAC1 2 7
TRP3 28 751
UBA1 2 1
STE6 67 2143
CBT1 7 67
EMC3 22 798
ADD66 8 113
LOS1 53 1704
EAP1 26 457
TOR2 17 47
YKL202W 6 73
MNN4 64 1863
PTK1 251 12452
PEX1 119 4255
YKT6 1 0
MIA40 4 77
MST1 9 16
SDS22 0 0
ACP1 1 0
DPH2 28 554
CNB1 5 21
HYM1 14 220
PXA2 38 829
FAT3 68 1956
MTR2 19 769
ASH1 57 1505
SPE1 12 93
YKL183C-A 34 1133
LOT5 92 2843
FAS1 9 10
PRS1 1 0
RPL17A 1 0
COY1 19 196
STE3 25 892
YKL177W 9 267
LST4 15 106
ZRT3 16 354
TPO5 6 29
SNU114 2 1
EBP2 8 167
NNK1 42 1214
MRPL38 4 9
YKL169C 2 3
KKQ8 42 1359
MRP49 9 43
TPK3 25 528
YKL165C-A 10 164
MCD4 4 6
PIR1 16 174
PIR3 19 267
YKL162C-A 6 21
YKL162C 25 800
KDX1 26 639
ELF1 6 38
RCN1 4 58
APE2 75 2691
RPS27A 7 25
YKL156C-A 0 0
RSM22 17 117
SRP102 2 4
YKL153W 4 4
GPM1 4 4
YKL151C 48 2529
MCR1 39 1332
DBR1 20 446
SDH1 35 490
YKL147C 43 1695
AVT3 58 1456
RPT1 0 0
YKL145W-A 0 0
RPC25 0 0
LTV1 15 343
MRP8 10 64
SDH3 5 25
TGL1 20 365
CTK1 1 0
HSK3 1 0
MRPL31 1 0
CMC1 13 95
YKL136W 6 112
APL2 21 350
OCT1 17 88
YKL133C 23 387
RMA1 34 733
YKL131W 24 390
SHE2 6 39
MYO3 61 1864
PMU1 28 1022
PGM1 40 1529
YPK1 4 3
RRN3 8 116
SSH4 22 403
YKL123W 8 104
SRP21 10 173
DGR2 43 1001
OAC1 27 803
VPH2 6 66
YKL118W 24 718
SBA1 11 37
PRR1 23 774
YKL115C 27 130
APN1 35 1170
RAD27 32 440
ABF1 11 328
YKL111C 11 371
KTI12 19 258
HAP4 25 1241
SLD2 20 525
YKL107W 33 962
YKL106C-A 9 93
AAT1 23 335
SEG2 50 1532
GFA1 3 2
APE1 55 2363
YKL102C 42 927
HSL1 25 271
YPF1 40 1143
YKL100W-A 5 7
UTP11 4 3
MTC2 25 615
YKL097C 35 687
YKL096C-B 8 14
CWP2 14 70
CWP1 29 521
YJU2 8 95
YJU3 29 1136
MBR1 18 461
BUD2 37 1412
YKL091C 24 790
CUE2 28 444
MIF2 0 0
CAB3 18 150
CYT2 9 34
SRX1 74 2269
MDH1 17 535
HOT13 18 524
YKL083W 0 0
RRP14 4 4
TEF4 24 407
VMA5 5 64
SMY1 32 520
DHR2 5 15
YKL077W 14 331
PSY1 7 12
YKL075C 27 274
MUD2 38 1355
LHS1 40 1353
STB6 28 1369
YKL071W 17 200
YKL070W 9 167
YKL069W 11 459
YKL068W-A 10 223
NUP100 36 880
YNK1 19 263
YKL066W 43 821
YKL065W-A 6 46
YET1 22 360
MNR2 59 1915
YKL063C 10 264
MSN4 21 368
BLI1 11 124
FBA1 1 0
MPE1 23 220
TOA2 1 0
NUP120 6 24
TMA19 16 188
OAR1 12 190
DEF1 0 0
MDM35 1 0
YKL053W 23 461
ASK1 18 601
SFK1 66 2694
YKL050C 68 1742
CSE4 3 3
ELM1 9 280
ANR2 52 2171
DCW1 31 608
PRI2 12 147
YKL044W 20 258
PHD1 23 531
SPC42 7 10
VPS24 3 2
NFU1 16 368
PTM1 48 1636
RGT1 108 3757
AIM26 77 2699
YKL036C 61 1585
UGP1 5 37
TUL1 60 1898
YKL033W-A 23 293
TTI1 5 4
IXR1 88 2956
YKL031W 47 1057
YKL030W 105 4088
MAE1 172 6310
TFA1 15 215
TCD2 74 1790
GPX1 26 1210
PAN3 75 2127
URA6 2 3
YKL023C-A 16 428
YKL023W 29 849
CDC16 49 1608
MAK11 37 1515
SPT23 67 1881
RAM2 3 2
YKL018C-A 10 271
SWD2 0 0
HCS1 63 1467
ATP7 8 80
PUT3 77 3836
URB1 28 269
ARC19 0 0
PRP40 34 755
CCE1 63 2309
UFD4 206 10635
MRT4 19 660
LAC1 83 2698
CAP1 51 1688
SFT1 20 845
RPL14A 4 4
BYE1 115 4122
AUR1 9 91
MRP17 3 15
DID4 8 14
MET14 38 1079
VPS1 3 3
PAP1 23 903
OSH6 135 3755
ECM9 18 141
YKR005C 136 4332
MRPL13 6 17
MEH1 20 167
RSC4 7 12
FOX2 212 8343
TOF2 66 1125
YKR011C 56 2455
YKR012C 36 1023
PRY2 58 1542
YPT52 17 98
YKR015C 81 3265
MIC60 42 1031
HEL1 65 2578
YKR018C 76 2404
IRS4 22 133
VPS51 3 3
ALY1 83 2892
NTR2 19 165
YKR023W 35 983
DBP7 25 355
RPC37 6 102
GCN3 25 310
BCH2 74 3438
SAP190 24 338
SET3 50 1217
GMH1 21 284
SPO14 80 2876
YKR032W 41 2122
YKR033C 21 224
DAL80 37 579
OPI8 3 6
DID2 3 6
CAF4 83 2877
SPC34 3 2
KAE1 4 4
GAP1 123 4157
YKR040C 70 3193
YKR041W 114 4100
UTH1 13 133
SHB17 33 712
UIP5 74 2873
YKR045C 50 2006
PET10 31 559
YKR047W 25 424
NAP1 25 189
FMP46 15 393
TRK2 63 1816
YKR051W 27 655
MRS4 17 444
YSR3 57 1562
DYN1 35 503
RHO4 12 196
TRM2 56 1360
RPS21A 14 160
GLG1 35 497
TIF1 6 17
UTP30 22 712
KTR2 58 2075
TFA2 0 0
LAS1 0 0
OAF3 46 1304
PAM17 20 448
CCP1 40 1005
GPT2 40 1052
BET3 3 2
MET1 40 962
YKR070W 59 1858
DRE2 10 91
SIS2 31 1005
YKR073C 53 2543
AIM29 12 223
YKR075C 58 1956
YKR075W-A 38 1468
ECM4 34 812
MSA2 15 142
YKR078W 31 1301
TRZ1 9 32
MTD1 33 1109
RPF2 6 94
NUP133 12 83
DAD2 2 1
HBS1 35 791
MRPL20 2 1
PRP16 10 259
OMA1 34 777
TVP38 17 380
TGL4 56 2373
PXL1 65 1925
SRL3 19 583
SRP40 80 1792
PTR2 57 1877
RPL40B 4 27
MLP1 52 1451
PCC1 2 44
ESL2 101 4809
PCK1 60 1958
UBP11 70 3205
BAS1 20 332
SKG1 15 330
SIR1 32 740
FLO10 64 1378
NFT1 66 1953
YKR104W 18 335
VBA5 13 194
GEX2 22 416
YLL067C 24 42
YLL067W-A 1 0
YLL066W-B 13 140
YLL066C 23 45
YLL066W-A 2 1
YLL065W 14 179
PAU18 3 2
AYT1 24 780
MHT1 32 1322
MMP1 42 1509
GTT2 28 665
YLL059C 51 5640
YLL058W 29 684
JLP1 59 2357
YLL056C 22 678
YCT1 52 1893
YLL054C 36 629
YLL053C 15 430
AQY2 17 604
FRE6 49 984
COF1 3 2
LDB18 0 0
YBT1 73 1950
YLL047W 15 148
RNP1 18 292
RPL8B 16 346
YLL044W 8 183
FPS1 26 416
ATG10 21 355
SDH2 11 119
VPS13 170 6781
UBI4 19 325
ENT4 66 3260
YLL037W 15 105
PRP19 0 0
GRC3 1 0
RIX7 2 4
IRC19 9 49
YLL032C 37 586
GPI13 8 12
RRT7 44 1876
FRA1 108 3603
TPO1 60 1927
ISA1 1 0
HSP104 138 4964
PAU17 42 645
SSA2 41 1611
POM33 36 1582
HIF1 53 2437
SPA2 76 1781
YLL020C 14 221
KNS1 75 1859
YLL019W-A 3 23
COX19 4 5
DPS1 3 2
BPT1 120 3159
EMC6 21 613
PUF3 89 2112
YEH1 90 2749
SOF1 16 296
PSR1 76 4695
COX17 2 1
DRS1 22 258
YLL007C 67 1699
YLL006W-A 65 3642
MMM1 16 328
SPO75 81 2464
ORC3 5 4
SFI1 30 1147
RTT109 59 1015
DNM1 108 2504
YLR001C 130 3558
NOC3 8 84
CMS1 53 491
THI73 135 5266
SSL1 9 155
SSK1 108 3656
NSE1 8 32
PAM18 1 0
RLP24 1 0
TEN1 1 0
LOT6 35 1128
YLR012C 12 426
GAT3 14 189
PPR1 79 2600
BRE2 8 50
PML1 26 929
MEU1 36 1202
POM34 28 699
PSR2 33 994
YEH2 48 1134
IRC25 6 16
SDO1 7 9
IZH3 33 872
UBR2 228 11482
SNF7 1 0
SED5 0 0
AAT2 13 176
ADE16 89 3019
RPL15A 1 0
YLR030W 23 729
YLR031W 9 152
RAD5 46 1122
RSC58 2 1
SMF3 20 276
MLH2 48 1921
YLR036C 4 14
PAU23 13 201
COX12 1 0
RIC1 25 360
AFB1 9 158
YLR041W 6 168
YLR042C 10 193
TRX1 2 2
PDC1 49 1395
STU2 31 515
YLR046C 12 120
FRE8 31 736
RPS0B 1 0
YLR049C 14 95
YLR050C 10 71
FCF2 15 321
IES3 2 1
YLR053C 7 43
OSW2 52 1060
SPT8 9 94
ERG3 9 133
MNL2 73 2840
SHM2 9 59
REX2 76 3349
FRS1 2 1
RPL22A 6 9
BUD28 5 7
BMT6 15 314
PER33 8 147
ENV10 5 15
SPC3 1 0
PET309 16 99
FYV7 6 94
MEF1 18 144
XYL2 25 673
RGR1 16 241
YLR072W 29 1095
RFU1 18 484
BUD20 9 149
RPL10 0 0
YLR076C 0 0
FMP25 29 759
BOS1 7 59
SIC1 2 1
EMP46 27 628
GAL2 45 1223
SRL2 25 460
EMP70 27 621
RAX2 45 827
ARP6 22 577
SMC4 3 2
CSF1 96 3076
GAA1 6 5
ALT1 13 42
XDJ1 24 407
GEP5 28 351
SUL2 54 1494
NYV1 21 498
GIS3 77 2653
IOC2 31 737
KIN2 37 1166
HRT3 16 259
CHA4 33 1029
ICT1 25 582
MIM2 7 59
ERG27 3 2
YLR101C 3 6
APC9 6 84
CDC45 2 1
LCL2 4 30
SEN2 3 6
MDN1 18 69
REX3 23 614
YLR108C 24 332
AHP1 16 383
CCW12 13 106
YLR111W 12 373
YLR112W 28 600
HOG1 27 1008
AVL9 22 260
CFT2 0 0
MSL5 9 150
CLF1 15 204
YLR118C 10 201
SRN2 21 456
YPS1 32 504
YLR120W-A 7 81
YPS3 69 2045
YLR122C 11 53
YLR123C 7 27
YLR124W 20 257
YLR125W 5 65
YLR126C 10 158
APC2 7 190
DCN1 9 165
DIP2 6 17
ZRT2 51 1654
ACE2 66 2281
USB1 2 1
CKI1 12 134
PDC5 21 611
SLX4 44 1693
TIS11 23 421
RKM5 54 1848
NHA1 33 836
SLS1 4 3
YLR140W 34 714
RRN5 7 64
PUT1 32 850
DPH6 21 390
ACF2 38 629
RMP1 5 17
SPE4 7 93
YLR146W-A 2 1
SMD3 1 0
PEP3 4 13
YLR149C 14 245
YLR149C-A 1 0
STM1 12 85
PCD1 8 47
YLR152C 30 657
ACS2 6 5
RNH203 9 185
YLR154W-A 24 85
YLR154W-B 50 196
TAR1 38 199
YLR154W-E 15 29
YLR154W-F 7 6
YLR154C-G 13 16
YLR154C-H 8 10
ASP3-1 3 2
YLR156W 2 1
YLR156C-A 6 6
ASP3-2 5 4
YLR157W-D 1 0
YLR157W-E 0 0
YLR157C-C 7 7
ASP3-3 3 2
YLR159W 2 1
YLR159C-A 11 12
ASP3-4 4 3
YLR161W 3 2
YLR162W 55 2126
RRT15 21 152
MAS1 6 6
YLR163W-A 0 0
SHH4 2 1
PUS5 14 407
SEC10 5 4
RPS31 0 0
UPS2 9 77
YLR169W 43 871
APS1 30 264
YLR171W 11 94
DPH5 18 242
YLR173W 26 534
IDP2 22 500
CBF5 5 8
RFX1 23 544
YLR177W 25 742
TFS1 12 191
YLR179C 36 1702
SAM1 15 708
VTA1 16 184
SWI6 9 48
TOS4 27 909
YLR184W 18 209
RPL37A 5 101
EMG1 1 0
SKG3 18 489
MDL1 48 915
ATG26 21 393
MMR1 26 582
PEX13 10 108
HCR1 5 51
UPS1 8 49
YLR194C 21 196
NMT1 1 0
PWP1 6 6
NOP56 2 1
YLR198C 1 0
PBA1 8 73
YKE2 1 0
COQ9 3 18
YLR202C 29 548
MSS51 12 117
QRI5 0 0
HMX1 15 449
ENT2 18 714
HRD3 47 1980
SEC13 2 2
PNP1 18 383
CLB4 14 257
ATG38 8 68
TUB4 2 1
CRR1 33 487
FRE1 24 408
CDC123 2 1
CPR6 14 386
YLR217W 8 109
COA4 30 892
MSC3 25 724
CCC1 12 80
RSA3 7 149
UTP13 4 3
YLR222C-A 6 47
IFH1 24 656
YLR224W 25 520
YLR225C 13 254
BUR2 2 1
ADY4 8 41
ECM22 47 2266
CDC42 0 0
YLR230W 3 9
BNA5 18 352
YLR232W 8 96
EST1 40 1315
TOP3 13 114
YLR235C 19 775
YLR236C 35 1004
THI7 31 762
FAR10 11 41
LIP2 7 41
VPS34 2 1
CSC1 14 106
ARV1 2 1
GPN3 1 0
MAP1 4 3
CDD1 12 207
ERF2 14 406
IRC20 32 676
RCK2 14 384
YEF3 4 11
SSP120 5 5
SYM1 7 137
YLR252W 3 21
MCP2 36 1342
NDL1 13 147
YLR255C 52 833
HAP1 72 2018
YLR257W 14 237
GSY2 36 1124
HSP60 1 0
LCB5 18 442
VPS63 1 0
YPT6 4 7
TMA7 2 1
RED1 15 223
RPS28B 3 5
YLR264C-A 0 0
NEJ1 7 38
PDR8 30 470
BOP2 19 1171
SEC22 2 2
YLR269C 21 611
DCS1 8 67
YLR271W 14 465
YCS4 2 1
PIG1 17 340
MCM5 4 3
SMD2 2 2
DBP9 0 0
YSH1 4 3
YLR278C 52 2012
YLR279W 31 569
YLR280C 17 498
YLR281C 21 528
YLR282C 13 96
YLR283W 9 65
ECI1 2 1
NNT1 1 0
YLR285C-A 2 1
CTS1 10 152
YLR286W-A 2 1
YLR287C 9 54
RPS30A 4 12
MEC3 26 594
GUF1 34 711
YLR290C 16 181
GCD7 4 4
SEC72 4 99
GSP1 0 0
YLR294C 6 113
ATP14 1 0
YLR296W 21 549
YLR297W 9 329
YHC1 13 226
ECM38 44 1894
YLR299C-A 8 794
EXG1 26 331
HRI1 16 165
YLR302C 25 778
MET17 22 655
ACO1 8 7
STT4 10 10
UBC12 10 162
CDA1 19 149
YLR307C-A 4 21
CDA2 13 270
IMH1 21 562
CDC25 17 167
YLR311C 13 398
YLR312C 11 242
MRPL15 2 2
SPH1 16 188
CDC3 5 5
NKP2 10 206
TAD3 4 3
YLR317W 0 0
EST2 33 1457
BUD6 22 372
