gene_name number_of_transposon_per_gene number_of_read_per_gene
ERD1 6 6
YDR415C 20 455
SYF1 16 298
YDR417C 2 5
RPL12B 1 0
RAD30 28 743
HKR1 65 2159
ARO80 41 865
SIP1 26 1011
CAD1 25 683
DYN2 3 2
SNX41 22 573
YDR426C 5 7
RPN9 4 5
BNA7 10 110
TIF35 1 0
CYM1 30 775
YDR431W 24 938
NPL3 0 0
YDR433W 0 0
GPI17 4 3
PPM1 5 9
PPZ2 31 913
GPI19 2 8
THI74 19 187
LRS4 6 26
DOT1 30 924
APT2 11 359
YDR442W 10 242
SSN2 65 2965
YDR444W 40 866
YDR445C 20 423
ECM11 15 164
RPS17B 6 59
ADA2 6 11
UTP6 1 0
RPS18A 4 9
YHP1 21 415
PPN1 35 1009
TSA2 26 768
GUK1 0 0
YDR455C 9 22
NHX1 25 205
TOM1 121 3249
HEH2 11 155
PFA5 24 665
TFB3 5 344
MFA1 7 224
YDR461C-A 5 102
MRPL28 3 9
STP1 22 465
SPP41 9 46
YDR464C-A 1 0
RMT2 13 346
PKH3 24 451
YDR467C 2 1
TLG1 5 59
SDC1 4 41
UGO1 8 27
RPL27B 6 18
TRS31 2 1
PRP3 8 53
JIP4 37 738
YDR476C 47 1159
SNF1 12 31
SNM1 0 0
PEX29 26 626
DIG2 30 995
PHO8 44 1496
CWC21 27 845
KRE2 21 573
VPS52 8 87
VPS72 23 566
VPS60 12 45
RIB3 0 0
PAC11 8 106
SLD5 4 3
PKH1 54 1563
YDR491C 40 1466
IZH1 19 208
MZM1 4 14
RSM28 11 51
VPS3 20 549
PUF6 20 483
ITR1 31 964
SEC20 8 154
LCD1 21 259
RPL37B 12 86
PLM2 35 756
SAM2 27 565
LPP1 12 396
SPG3 9 250
PSP1 18 161
GMC1 79 2888
GIN4 18 143
GNP1 38 799
YDR509W 8 66
SMT3 1 0
YDR510C-A 3 14
SDH7 16 280
EMI1 55 1997
GRX2 8 129
YDR514C 33 938
SLF1 9 49
EMI2 27 548
GRH1 23 509
EUG1 27 539
FPR2 11 328
URC2 29 854
YDR521W 11 237
SPS2 20 343
SPS1 32 881
AGE1 17 451
YDR524W-C 0 0
YDR524C-B 4 10
YDR524C-A 15 218
API2 38 737
SNA2 29 1152
YDR526C 0 0
RBA50 4 3
HLR1 28 454
QCR7 4 6
APA2 11 247
CAB1 2 1
KRE28 7 167
HSP31 15 253
FIT1 20 524
YDR535C 66 2479
STL1 36 1271
YDR537C 10 271
PAD1 11 330
FDC1 19 269
IRC4 0 0
YDR541C 11 446
PAU10 1 0
YDR543C 13 160
YDR544C 15 51
YRF1-1 28 76
YDR545C-A 2 1
YEL077C 72 1679
YEL077W-A 3 2
YEL076C-A 2 1
YEL076C 2 1
YEL075W-A 4 7
YEL075C 2 5
YEL074W 37 1629
YEL073C 6 134
RMD6 23 1138
DLD3 50 1257
DSF1 32 807
HXT13 20 610
YEL068C 10 227
YEL067C 50 2500
HPA3 19 523
SIT1 42 1509
AVT2 54 966
CAN1 49 1972
NPR2 18 167
CIN8 15 200
PRB1 60 1784
SOM1 31 208
HHY1 77 2852
PCM1 2 1
YEL057C 38 1095
HAT2 27 421
POL5 5 8
RPL12A 11 90
YEL053W-A 11 84
MAK10 35 732
AFG1 35 1022
VMA8 4 118
YEL050W-A 7 120
RML2 5 38
PAU2 10 86
TCA17 6 12
FRD1 54 2324
GLY1 7 145
YEL045C 51 1183
IES6 3 22
YEL043W 76 3846
GDA1 26 282
YEF1 34 1356
UTR2 49 1167
CYC7 14 334
UTR4 22 484
RAD23 18 247
ANP1 5 30
UTR5 106 3604
YEL034C-A 9 48
HYP2 2 1
MTC7 74 2610
MCM3 3 2
YEL032C-A 0 0
SPF1 61 1105
YEL030C-A 7 56
ECM10 48 796
BUD16 18 236
YEL028W 13 237
VMA3 0 0
SNU13 1 0
YEL025C 95 2989
RIP1 7 65
YEL023C 71 2827
GEA2 68 2327
URA3 703 80378
YEL020C-B 1 0
TIM9 5 17
YEL020C 78 2472
MMS21 18 431
YEL018C-A 25 299
EAF5 41 579
PMP2 5 65
GTT3 45 812
NPP2 67 2843
EDC3 77 2271
YEL014C 58 2076
VAC8 33 307
UBC8 39 665
GLC3 142 5020
YEL010W 49 1742
YEL009C-A 59 2010
GCN4 20 304
YEL008W 147 12160
YEL008C-A 40 3008
MIT1 41 1090
YEA6 68 2048
VAB2 46 1899
YEA4 59 1856
GIM4 31 984
WBP1 6 68
IRC22 63 1842
MNN1 164 5553
NOP16 16 90
PMI40 2 1
FMP52 84 3410
YND1 92 2905
NUG1 21 208
YER006C-A 47 1387
PAC2 69 1945
TMA20 36 988
SEC3 61 1672
NTF2 0 0
YER010C 38 935
TIR1 27 353
PRE1 4 150
PRP22 40 1269
HEM14 24 184
BUD25 76 2832
FAA2 70 2396
BIM1 39 2011
AFG3 36 303
SPC25 9 137
ISC1 209 7927
SBH2 16 186
GPA2 71 1079
RPN3 11 313
SRB4 9 39
PRO3 1 0
YER023C-A 0 0
YAT2 118 4266
GCD11 1 0
CHO1 0 0
GAL83 47 1493
MIG3 82 2869
SMB1 5 80
CHZ1 16 305
YPT31 13 169
FIR1 40 1631
ZRG8 73 3354
YER034W 101 5134
EDC2 78 3370
ARB1 12 40
PHM8 41 1212
KRE29 4 11
YER038W-A 28 789
HVG1 44 1145
YER039C-A 8 91
GLN3 29 524
YEN1 59 1589
MXR1 15 651
SAH1 2 1
ERG28 8 234
MEI4 78 2658
ACA1 28 909
SPO73 15 406
YER046W-A 11 170
SAP1 57 1665
CAJ1 33 1275
ISD11 6 59
TPA1 37 1391
RSM18 2 1
JHD1 66 1819
HOM3 51 925
PIC2 47 1745
YER053C-A 2 1
GIP2 52 1673
HIS1 31 809
FCY2 54 1972
RPL34A 6 22
HMF1 11 202
PET117 5 68
PCL6 15 376
FCY21 35 994
FCY22 39 1339
CEM1 24 427
GPP2 18 499
THO1 28 1283
VHR2 43 856
ICL1 54 1398
RRT13 11 87
YER066C-A 22 176
RGI1 2 9
YER067C-A 1 0
MOT2 18 442
YER068C-A 6 148
ARG5,6 7 8
RNR1 10 120
TDA2 8 52
VTC1 6 78
ALD5 53 1002
RPS24A 2 1
YOS1 0 0
PTP3 48 2111
YER076C 21 514
YER076W-A 6 14
YER077C 31 845
ICP55 45 1141
YER078W-A 28 328
YER079W 15 631
YER079C-A 7 139
AIM9 37 1108
SER3 52 1636
UTP7 12 40
GET2 18 511
YER084W 47 1675
YER084W-A 10 56
YER085C 10 56
ILV1 31 610
AIM10 13 97
YER087C-A 3 5
SBH1 6 66
DOT6 102 2589
YER088C-A 60 1805
YER088W-B 15 528
PTC2 68 2406
TRP2 40 1196
YER090C-A 4 24
MET6 38 409
YER091C-A 58 1608
IES5 15 243
TSC11 41 963
AIM11 16 456
PUP3 1 0
RAD51 12 64
SHC1 21 559
YER097W 12 240
UBP9 29 523
PRS2 23 745
UBC6 13 494
AST2 25 850
RPS8B 4 11
SSA4 38 472
RTT105 15 177
NUP157 54 1484
MAM1 17 361
GLE2 2 3
YER107W-A 3 4
KAP123 31 679
SWI4 9 34
LSM4 4 7
TMN3 29 701
BOI2 47 1361
SPR6 16 365
SLX8 14 460
RPL23B 1 0
SHO1 20 316
AVT6 24 791
YER119C-A 31 846
SCS2 7 25
YER121W 24 563
GLO3 14 332
YCK3 11 95
DSE1 31 883
RSP5 2 1
NSA2 2 1
LCP5 2 1
VFA1 11 317
SAK1 50 1692
COM2 28 622
RPS26B 9 70
PMD1 133 5461
GLC7 1 0
YER133W-A 5 4
YER134C 12 249
YER135C 13 193
GDI1 3 2
YER137C 18 1035
YER137W-A 4 40
YER138W-A 2 1
RTR1 10 167
EMP65 29 738
COX15 14 266
MAG1 13 513
DDI1 17 161
UBP5 42 1253
FTR1 59 2444
YER145C-A 15 324
LSM5 7 89
SCC4 32 353
YER147C-A 5 35
SPT15 3 2
YER148W-A 7 105
PEA2 20 536
SPI1 24 648
UBP3 45 844
YER152C 36 1391
YER152W-A 21 669
PET122 40 476
OXA1 16 113
BEM2 25 438
YER156C 18 301
COG3 9 72
YER158C 22 492
YER158W-A 8 51
BUR6 9 68
SPT2 13 388
RAD4 36 722
GCG1 16 446
CHD1 29 435
PAB1 2 1
YER165C-A 7 121
DNF1 60 1138
BCK2 13 87
CCA1 1 0
RPH1 29 699
ADK2 22 602
RAD3 2 1
BRR2 15 145
YER172C-A 6 168
RAD24 39 924
GRX4 31 1110
TMT1 17 409
YER175W-A 6 209
ECM32 119 4476
BMH1 23 533
PDA1 30 732
DMC1 37 1299
ISC10 10 59
SLO1 3 10
YER181C 5 29
FMP10 17 577
FAU1 28 693
TOG1 34 586
PUG1 28 602
YER186C 30 560
YER187W 25 833
YER188W 10 122
YER188C-A 38 936
YER189W 4 3
YRF1-2 36 305
YER190C-A 0 0
YER190C-B 2 1
YFL068W 1 0
YFL067W 4 21
YFL066C 6 28
YFL065C 3 6
YFL064C 7 145
YFL063W 30 681
COS4 18 406
DDI2 7 51
SNO3 6 70
SNZ3 9 248
THI5 5 20
AGP3 45 1027
YFL054C 75 3977
DAK2 37 1043
YFL052W 28 672
YFL051C 7 85
ALR2 83 3447
SWP82 26 609
EMP47 15 358
RGD2 42 687
FMP32 23 568
SEC53 0 0
OTU1 26 646
YFL042C 60 2479
YFL041W-A 8 170
FET5 67 4258
YFL040W 90 3591
ACT1 2 1
YPT1 2 1
TUB2 3 2
RPO41 29 279
MOB2 21 188
RPL22B 22 683
YFL034W 90 2504
RIM15 125 3841
YFL032W 41 914
HAC1 11 60
YFL031C-A 0 0
AGX1 53 1300
CAK1 2 1
CAF16 32 994
GYP8 55 1693
STE2 42 2221
BST1 33 410
EPL1 10 147
BUD27 102 3923
FRS2 2 3
YFL021C-A 153 6067
GAT1 107 2132
PAU5 8 43
YFL019C 7 10
LPD1 17 87
SMX2 0 0
GNA1 0 0
MDJ1 67 1920
YFL015W-A 31 369
YFL015C 83 2315
HSP12 38 753
YFL013W-A 101 5111
IES1 123 6575
YFL012W-A 99 4847
YFL012W 20 346
HXT10 73 2301
AUA1 14 293
WWM1 44 1268
CDC4 13 295
SMC1 2 1
BLM10 304 12261
SEC4 1 0
VTC2 104 2891
MSH4 203 7908
SPB4 10 84
DEG1 52 739
LOC1 12 77
NIC96 56 1996
YPI1 3 3
RPN11 4 19
SAD1 6 5
YFR006W 128 4730
YFH7 94 5485
FAR7 13 177
GCN20 95 2959
YFR009W-A 10 159
UBP6 21 138
YFR010W-A 8 129
MIC19 33 1293
DCV1 76 3631
YFR012W-A 5 128
IOC3 99 3987
CMK1 69 2364
GSY1 101 3050
YFR016C 119 3741
IGD1 60 2851
YFR018C 227 13769
FAB1 94 2945
YFR020W 28 1183
ATG18 74 2237
ROG3 70 2126
PES4 77 2345
LSB3 48 1955
HIS2 64 2428
ULI1 81 3298
ECO1 1 0
CDC14 12 133
PTR3 17 106
MET10 76 1691
SMC2 11 36
RPL2A 18 99
RRT5 46 794
RPL29 28 381
YFR032C-B 46 1830
QCR6 30 1061
PHO4 199 5020
YFR034W-A 79 4197
YFR035C 74 3145
CDC26 16 98
YFR036W-A 7 98
RSC8 6 6
IRC5 33 980
OSW7 21 165
SAP155 15 197
ERJ5 31 1491
KEG1 2 1
IRC6 31 776
DUG1 49 2909
YFR045W 22 664
CNN1 27 353
BNA6 36 976
RMD8 59 1468
YMR31 15 137
PRE4 2 1
RET2 37 1039
RPN12 5 23
YFR052C-A 16 140
HXK1 46 916
YFR054C 7 235
YFR056C 19 497
IRC7 33 990
YFR057W 2 3
COS12 0 0
YGL262W 0 0
PAU11 1 0
YGL260W 2 1
YPS5 3 16
YGL258W-A 0 0
VEL1 8 128
MNT2 33 2020
ADH4 23 265
ZRT1 4 3
FZF1 49 1918
HXK2 35 1238
RTG2 16 210
HFM1 52 1288
RMR1 12 180
ZIP2 53 2854
PDE1 44 1554
BRR6 1 0
RAI1 9 19
GUS1 0 0
RTF1 7 80
TAD1 22 287
YGL242C 8 59
KAP114 33 1048
DOC1 5 5
YGL239C 14 400
CSE1 4 3
HAP2 19 274
MTO1 47 1527
YGL235W 16 221
ADE5,7 6 5
SEC15 3 3
TAN1 13 172
EMC4 18 1088
YGL230C 4 25
SAP4 50 1929
SHE10 30 748
VID30 26 451
OST5 8 18
MTC3 7 412
VRG4 1 0
SDT1 24 511
COG1 12 88
EDC1 6 65
NIF3 14 69
FRA2 7 58
MDM34 14 207
YGL218W 7 35
YGL217C 8 272
KIP3 31 800
CLG1 18 512
YGL214W 7 76
SKI8 10 84
VAM7 3 14
NCS6 7 29
YPT32 16 300
MIG2 23 446
SIP2 40 1070
SPT16 4 3
CHC1 12 19
POX1 32 893
YGL204C 7 26
KEX1 22 221
ARO8 22 360
MCM6 6 5
EMP24 14 106
YGL199C 12 502
YIP4 16 585
MDS3 30 516
DSD1 18 432
GCN1 63 1231
YGL194C-A 2 4
HOS2 20 349
YGL193C 14 125
IME4 24 537
COX13 11 95
CDC55 6 7
RPS26A 2 1
YGL188C-A 0 0
YGL188C 29 672
COX4 5 136
TPN1 38 1134
YGL185C 44 1581
STR3 24 700
MND1 24 987
YGL182C 12 98
GTS1 46 1305
ATG1 40 916
TOS3 45 1278
MPT5 49 1125
YGL177W 18 558
YGL176C 23 777
SAE2 11 123
BUD13 38 977
XRN1 31 568
NUP49 16 247
ROK1 5 5
SPO74 13 245
SUA5 2 4
HUR1 12 184
PMR1 7 112
CUP2 16 358
YGL165C 29 328
YRB30 16 176
RAD54 9 13
SUT1 24 760
YIP5 16 364
AIM14 19 332
YGL159W 9 185
RCK1 23 350
ARI1 17 404
AMS1 49 1751
CDC43 2 1
LYS5 24 534
PEX14 14 186
YGL152C 21 385
NUT1 55 2696
INO80 20 172
YGL149W 19 752
ARO2 18 187
RPL9A 9 47
RRT6 21 599
TIP20 11 149
ROG1 23 878
MRF1 12 250
GPI10 4 4
HUL5 32 803
YGL140C 45 1419
FLC3 24 769
YGL138C 16 408
SEC27 7 31
MRM2 20 352
RPL1B 3 9
PCL10 26 1112
ITC1 38 682
YGL132W 3 4
SNT2 42 1126
CEG1 0 0
RSM23 3 29
CWC23 9 25
SOH1 5 11
SCS3 143 5558
MET13 32 674
MON1 20 124
RPS2 0 0
YGL123C-A 0 0
NAB2 5 4
GPG1 9 134
PRP43 8 93
COQ8 17 469
YGL118C 40 1310
YGL117W 23 473
CDC20 6 7
SNF4 13 76
YGL114W 30 706
SLD3 10 57
TAF6 0 0
NSA1 5 37
CUE3 39 1187
YGL109W 17 364
YGL108C 6 86
RMD9 7 35
MLC1 0 0
ARC1 9 77
VPS73 26 282
RPL28 3 3
YGL102C 3 3
YGL101W 10 70
SEH1 6 11
LSG1 7 88
USE1 0 0
SRM1 7 81
TOS8 19 291
VPS45 3 2
PAN2 32 600
SPC105 17 199
NUP145 29 480
NBP35 8 52
LIF1 22 252
MF(ALPHA)2 12 274
YGL088W 26 960
MMS2 16 443
MAD1 45 1469
LCL3 15 395
GUP1 14 152
SCY1 44 1056
YGL082W 32 933
YGL081W 26 1148
MPC1 13 271
KXD1 10 138
DBP3 14 238
HNM1 32 704
RPL7A 6 32
MPS2 15 135
YGL074C 28 947
HSF1 31 1074
YGL072C 37 892
AFT1 26 387
RPB9 7 61
YGL069C 5 14
MNP1 5 8
NPY1 23 631
SGF73 20 336
ALG2 4 29
MRH4 25 236
PUS2 97 3492
YGL063C-A 34 1315
PYC1 72 2106
DUO1 10 93
YBP2 28 606
PKP2 43 1468
RAD6 2 2
GEP7 31 725
SDS23 53 1552
OLE1 6 46
ERV14 6 46
PRM8 7 117
YGL052W 10 374
MST27 26 735
TYW3 35 979
TIF4632 28 875
RPT6 3 7
ALG13 0 0
RIM8 33 702
RNA15 4 54
DST1 18 397
YGL042C 10 122
YGL041C-B 18 719
YGL041W-A 19 217
YGL041C 6 44
HEM2 2 1
YGL039W 26 450
OCH1 8 8
PNC1 18 267
YGL036W 50 1525
MIG1 33 529
YGL034C 45 405
HOP2 19 457
AGA2 7 50
RPL24A 19 262
RPL30 0 0
CGR1 0 0
SCW11 39 1047
CWH41 101 3463
TRP5 69 2645
PGD1 31 704
YGL024W 36 1108
PIB2 63 1939
STT3 9 20
ALK1 65 2340
GET1 7 28
CKB1 8 24
JAC1 5 5
ATE1 55 1096
KAP122 75 2837
YGL015C 33 2135
PUF4 75 1975
YGL014C-A 6 63
PDR1 103 3349
ERG4 12 121
SCL1 2 2
MPO1 36 1071
LEU1 127 5572
PMA1 1 0
YGL007C-A 4 26
BRP1 71 4466
YGL006W-A 29 957
PMC1 131 4348
COG7 41 860
RPN14 87 2987
CDH1 98 3167
ERP6 53 2203
ERG26 2 2
EFM5 56 881
SWC4 58 2668
CUL3 80 3192
PEX31 31 597
TFG2 11 61
PRP18 40 2094
ECT1 89 3081
STF2 26 585
SEC9 4 40
NMA2 52 1499
YGR011W 13 571
YGR012W 57 1657
SNU71 49 799
MSB2 97 2633
YGR015C 69 3674
YGR016W 23 765
YGR017W 55 3069
YGR018C 21 854
UGA1 110 4099
VMA7 2 2
YGR021W 94 2781
YGR022C 13 498
MTL1 35 832
THG1 2 1
YGR025W 75 4620
YGR026W 45 1905
RPS25A 17 163
MSP1 35 876
ERV1 1 0
POP6 2 1
IMO32 122 4689
NAG1 42 1512
GSC2 170 6656
TIM21 33 555
RPL26B 14 113
YGR035C 11 108
YGR035W-A 30 701
CAX4 6 5
ACB1 2 1
ORM1 16 858
YGR039W 17 182
KSS1 30 1521
BUD9 44 1886
YGR042W 38 486
NQM1 39 1185
RME1 26 477
YGR045C 69 2877
TAM41 25 414
TFC4 6 35
UFD1 6 19
SCM4 39 828
YGR050C 44 1366
YGR051C 53 2019
FMP48 46 1057
YGR053C 23 716
YGR054W 32 823
MUP1 29 551
RSC1 52 1056
LST7 5 20
PEF1 15 397
SPR3 26 598
ERG25 4 3
ADE6 8 7
COX18 15 202
SPT4 10 64
YGR064W 27 382
VHT1 7 35
YGR066C 23 1050
YGR067C 57 2046
ART5 154 4712
YGR068W-A 5 13
YGR069W 23 559
ROM1 61 1802
ENV11 45 1400
UPF3 6 161
YGR073C 3 5
SMD1 1 0
PRP38 0 0
MRPL25 8 162
PEX8 24 605
PAC10 4 22
YGR079W 40 1235
TWF1 28 1089
SLX9 12 173
TOM20 4 61
GCD2 6 5
MRP13 19 372
RPL11B 2 13
PIL1 17 182
PDC6 95 3470
CTT1 45 865
NNF2 39 731
UTP22 5 22
PRP31 20 323
DBF2 12 297
DRN1 23 407
VAS1 9 34
RRP46 1 0
TPC1 74 3364
ASK10 47 1160
ESP1 4 4
TEL2 6 33
MDR1 40 694
PCP1 31 917
GTF1 5 19
NOP7 4 29
SRB5 3 19
VMA21 1 0
VOA1 12 319
YGR107W 65 1853
CLB1 20 264
CLB6 38 988
CLD1 12 76
YGR111W 19 528
SHY1 13 159
DAM1 10 108
YGR114C 12 220
YGR115C 0 0
SPT6 10 16
YGR117C 24 335
RPS23A 2 3
NUP57 9 78
COG2 5 140
MEP1 68 2363
YGR121W-A 41 2072
YGR122W 26 855
YGR122C-A 4 3
PPT1 31 1020
ASN2 54 1833
YGR125W 42 843
YGR126W 21 748
YGR127W 25 1048
UTP8 3 2
SYF2 12 103
YGR130C 30 1064
FHN1 7 109
PHB1 8 283
PEX4 7 378
CAF130 44 1066
PRE9 6 37
LSB1 13 343
YGR137W 5 39
TPO2 16 272
YGR139W 15 186
CBF2 13 53
VPS62 53 1434
BTN2 20 300
SKN1 46 1349
THI4 36 1282
ENP2 20 333
ECL1 12 264
YGR146C-A 22 796
NAT2 18 227
RPL24B 15 217
YGR149W 22 531
CCM1 19 120
YGR151C 1 0
RSR1 3 13
YGR153W 20 395
GTO1 30 1202
CYS4 10 111
PTI1 2 1
CHO2 39 669
MTR3 1 0
NSR1 9 164
YGR160W 2 1
RTS3 28 727
YGR161W-C 6 21
TIF4631 22 269
GTR2 9 33
YGR164W 13 208
MRPS35 7 13
TRS65 26 689
CLC1 3 6
YGR168C 22 820
PUS6 43 1561
LSO2 7 48
PSD2 52 2000
MSM1 16 251
YIP1 5 20
RBG2 15 487
CBP4 9 170
YGR174W-A 3 16
ERG1 1 0
YGR176W 49 1570
ATF2 84 2249
PBP1 57 1900
OKP1 12 65
RNR4 7 94
TIM13 16 389
YGR182C 18 287
QCR9 6 67
UBR1 31 299
TYS1 2 1
TFG1 2 8
HGH1 10 140
BUB1 7 15
CRH1 18 209
YGR190C 1 0
HIP1 7 47
TDH3 22 265
PDX1 36 783
XKS1 32 769
SKI6 4 6
FYV8 23 427
SNG1 11 119
YPP1 5 5
PMT6 31 690
ELP2 17 126
YGR201C 25 800
PCT1 32 588
YCH1 67 1803
ADE3 53 2199
YGR204C-A 2 8
TDA10 12 259
MVB12 7 84
CIR1 10 162
SER2 2 1
TRX2 10 206
YGR210C 28 673
ZPR1 2 1
SLI1 22 315
RTA1 15 484
RPS0A 10 79
RSM27 1 0
GPI1 4 7
CCH1 74 3489
CRM1 7 14
YGR219W 6 22
MRPL9 6 48
TOS2 38 694
PET54 17 72
HSV2 17 680
AZR1 30 1132
AMA1 19 489
YGR226C 1 0
DIE2 9 30
YGR228W 1 0
SMI1 8 13
BNS1 19 607
PHB2 12 147
NAS6 16 832
PHO81 56 762
YHB1 23 408
MIC26 21 755
SPG1 15 450
YGR237C 34 1214
KEL2 59 1595
PEX21 34 601
PFK1 56 2822
YGR240C-A 31 1347
YAP1802 43 1637
YGR242W 9 55
MPC3 5 39
LSC2 33 919
SDA1 8 13
BRF1 12 89
CPD1 17 309
SOL4 17 704
MGA1 26 574
YGR250C 27 520
NOP19 2 1
GCN5 18 391
PUP2 3 2
ENO1 26 513
COQ6 24 164
GND2 27 567
MTM1 5 4
RAD2 43 1669
YGR259C 11 223
TNA1 32 929
APL6 15 90
BUD32 4 3
SAY1 29 811
MES1 2 1
YGR265W 16 456
YGR266W 39 1078
FOL2 2 1
HUA1 35 1510
YGR269W 40 1742
YTA7 43 1194
YGR270C-A 4 67
SLH1 80 2051
EFG1 5 11
YGR273C 5 40
TAF1 13 160
RTT102 11 111
RNH70 25 728
CAB4 0 0
CWC22 9 134
SCW4 18 196
PXR1 10 165
YOR1 103 2760
BGL2 10 48
YGR283C 16 406
ERV29 19 693
ZUO1 6 32
BIO2 30 1003
IMA1 33 953
MAL13 29 1037
MAL11 18 333
YGR290W 3 3
YGR291C 4 21
MAL12 16 83
YGR293C 5 15
PAU12 2 8
COS6 9 8
YRF1-3 26 46
YGR296C-A 0 0
YGR296C-B 2 1
YHL050C 40 816
YHL050W-A 9 72
YHL049C 2 1
YHL048C-A 7 34
COS8 35 827
ARN2 25 543
YHL046W-A 6 192
PAU13 16 400
YHL045W 26 434
YHL044W 25 417
ECM34 19 566
YHL042W 59 2038
YHL041W 54 788
ARN1 63 1598
EFM1 40 1056
CBP2 13 128
YHL037C 61 2434
MUP3 45 1602
VMR1 121 3576
YHL034W-A 7 29
SBP1 10 39
RPL8A 6 10
GUT1 76 2565
GOS1 5 8
YHL030W-A 6 80
ECM29 132 4753
OCA5 73 3672
WSC4 50 1408
RIM101 83 1910
YHL026C 71 3506
SNF6 110 4619
RIM4 103 3045
NPR3 49 1338
SPO11 55 1003
AIM17 61 1943
OPI1 25 759
YHL019W-A 22 544
APM2 76 2274
YHL018W 24 1035
YHL017W 94 3761
DUR3 104 3019
YHL015W-A 7 106
RPS20 0 0
YLF2 84 3400
OTU2 39 928
YHL012W 60 2259
PRS3 6 38
ETP1 86 3082
YAP3 39 806
YHL008C 241 8241
STE20 154 9038
YHL006W-A 43 2245
SHU1 136 7249
YHL005C 141 5916
MRP4 38 336
LAG1 62 1611
YHL002C-A 29 916
HSE1 112 4576
RPL14B 38 978
OSH7 83 2399
QCR10 25 630
LEU5 40 1030
TCD1 98 3682
NEM1 62 1824
GPA1 8 85
TIM10 8 126
STP2 70 2594
ERG11 6 13
YHR007C-A 98 5372
SOD2 64 1013
TDA3 72 1635
RPL27A 1 0
DIA4 18 180
VPS29 2 2
ARD1 5 6
SPO13 24 423
MIP6 72 1763
YSC84 59 2129
YSC83 91 2531
ARG4 3 4
DED81 2 1
YHR020W 5 23
RPS27B 4 3
ECM12 12 185
YHR022C 26 593
YHR022C-A 15 441
MYO1 30 271
MAS2 2 1
THR1 26 675
VMA16 4 30
RPN1 7 24
DAP2 59 1267
YHR028W-A 42 589
YHI9 36 1586
SLT2 27 848
RRM3 74 2437
ERC1 100 4952
YHR032W-A 23 902
YHR032C-A 24 587
YHR033W 95 3859
PIH1 53 1149
NEL1 40 1183
BRL1 15 449
PUT2 40 1569
RRF1 13 159
MSC7 63 1566
VMA10 3 4
BCD1 24 352
SRB2 11 34
NCP1 21 118
DOG2 22 605
DOG1 19 599
YHR045W 36 1458
INM1 22 436
AAP1 44 1506
YHK8 57 1580
FSH1 15 221
YHR049C-A 43 595
SMF2 33 589
YHR050W-A 19 515
COX6 5 19
CIC1 4 18
YHR052W-A 4 5
CUP1-1 4 5
YHR054C 30 40
YHR054W-A 3 3
CUP1-2 3 3
RSC30 47 367
YHR056W-A 21 279
CPR2 26 1227
MED6 16 1047
FYV4 2 3
VMA22 1 0
GIC1 14 239
RPP1 0 0
PAN5 30 955
YHR063W-A 6 76
SSZ1 7 61
RRP3 8 23
SSF1 42 1388
HTD2 23 564
DYS1 5 4
RRP4 3 2
YHR069C-A 0 0
TRM5 6 18
YHR070C-A 15 337
PCL5 41 1454
YHR071C-A 14 491
ERG7 7 55
NOP10 0 0
OSH3 61 2036
YHR073W-A 1 0
YHR073C-B 0 0
QNS1 2 1
PPE1 17 186
PTC7 16 161
NMD2 13 134
YHR078W 30 544
IRE1 10 31
SAE3 2 1
YHR080C 83 2866
LRP1 14 326
KSP1 37 537
SAM35 3 2
STE12 30 1063
IPI1 2 1
NAM8 39 1429
YHR086W-A 33 539
RTC3 15 803
RPF1 1 0
GAR1 4 12
YNG2 3 13
MSR1 18 153
HXT4 28 1097
AHT1 24 559
HXT1 46 1460
YHR095W 28 925
HXT5 46 1275
YHR097C 62 1333
SFB3 47 956
TRA1 40 258
GEP4 13 135
BIG1 4 11
KIC1 16 116
SBE22 37 860
GRE3 18 648
YPT35 20 279
TRR2 18 137
CDC12 2 1
GGA2 26 669
CTM1 36 659
ERP5 17 175
UBA4 7 16
YHR112C 32 1310
APE4 19 435
BZZ1 54 1624
DMA1 30 405
COX23 15 563
TOM71 30 941
ORC6 3 2
SET1 14 169
MSH1 43 1462
LSM12 8 231
CIA2 8 117
EPT1 20 270
NDT80 44 1277
YHR125W 3 15
ANS1 22 686
YHR127W 29 715
FUR1 12 308
ARP1 2 1
YHR130C 2 2
YHR131C 39 957
YHR131W-A 6 77
ECM14 27 783
IGO2 10 178
NSG1 11 261
WSS1 7 27
YCK1 40 973
SPL2 15 115
ARO9 19 231
YHR137C-A 9 65
YHR138C 17 289
SPS100 30 631
YHR139C-A 23 798
YHR140W 32 1039
RPL42B 1 0
CHS7 15 168
DSE2 18 247
RPC10 0 0
DCD1 22 542
YHR145C 11 87
CRP1 14 358
MRPL6 4 39
IMP3 2 1
SKG6 26 618
PEX28 34 900
MTC6 16 460
SPO12 12 453
SPO16 7 27
RTT107 49 706
YSP1 47 1535
LIN1 28 814
REC104 14 335
KEL1 48 2003
TDA11 34 1594
PEX18 21 488
YAP1801 34 861
MPC2 6 13
SOL3 10 89
DNA2 16 157
PRP8 16 59
YHR165W-A 4 19
CDC23 14 198
THP2 8 53
MTG2 8 77
DBP8 6 21
NMD3 7 115
ATG7 33 1064
SPC97 24 678
YHR173C 36 1176
ENO2 45 993
CTR2 20 709
YHR175W-A 8 123
FMO1 23 371
YHR177W 24 603
STB5 12 42
OYE2 23 423
YHR180W 16 488
YHR180W-A 12 169
