gene_name	number_of_transposon_per_gene	number_of_read_pergene
HED1 	7 	101 	
YDR015C 	5 	73 	
DAD1 	0 	0 	
KCS1 	19 	268 	
YDR018C 	58 	853 	
GCV1 	28 	559 	
DAS2 	27 	529 	
FAL1 	0 	0 	
ATG31 	11 	123 	
SES1 	0 	0 	
FYV1 	23 	189 	
RPS11A 	3 	2 	
NSI1 	31 	509 	
VPS54 	2 	8 	
REG1 	10 	89 	
YDR029W 	5 	16 	
RAD28 	20 	298 	
MIX14 	4 	18 	
PST2 	14 	102 	
MRH1 	15 	127 	
LYS14 	17 	318 	
YDR034C-A 	2 	1 	
YDR034W-B 	5 	24 	
ARO3 	23 	433 	
EHD3 	18 	205 	
KRS1 	0 	0 	
ENA5 	16 	173 	
ENA2 	0 	0 	
ENA1 	8 	57 	
RSM10 	1 	0 	
YDR042C 	2 	1 	
NRG1 	16 	207 	
HEM13 	0 	0 	
RPC11 	0 	0 	
BAP3 	18 	145 	
HEM12 	0 	0 	
YDR048C 	12 	94 	
VMS1 	8 	78 	
TPI1 	1 	0 	
DET1 	14 	113 	
DBF4 	0 	0 	
YDR053W 	0 	0 	
CDC34 	2 	1 	
PST1 	18 	144 	
YDR056C 	11 	69 	
YOS9 	16 	332 	
TGL2 	8 	39 	
UBC5 	10 	136 	
MAK21 	5 	47 	
YDR061W 	22 	216 	
LCB2 	0 	0 	
AIM7 	3 	38 	
RPS13 	0 	0 	
RRG1 	4 	74 	
RTR2 	6 	27 	
OCA6 	5 	79 	
DOS2 	7 	41 	
DOA4 	1 	0 	
FMP16 	3 	10 	
PAA1 	4 	22 	
IPT1 	30 	365 	
SNF11 	6 	68 	
TPS2 	4 	38 	
PPH3 	17 	726 	
RAD55 	10 	123 	
SED1 	4 	26 	
SHU2 	8 	415 	
PET100 	1 	0 	
TFB5 	1 	0 	
VPS41 	2 	1 	
PDC2 	1 	0 	
STN1 	1 	0 	
RRP8 	11 	100 	
TVP23 	6 	32 	
AFR1 	9 	47 	
SSS1 	0 	0 	
RRP1 	0 	0 	
SLU7 	4 	13 	
YDR089W 	33 	598 	
YDR090C 	6 	34 	
RLI1 	0 	0 	
UBC13 	9 	95 	
DNF2 	101 	1968 	
YDR094W 	26 	652 	
YDR095C 	27 	290 	
GIS1 	14 	56 	
MSH6 	25 	235 	
GRX3 	11 	281 	
BMH2 	16 	222 	
TVP15 	9 	17 	
ARX1 	13 	157 	
YDR102C 	9 	98 	
STE5 	13 	65 	
SPO71 	14 	89 	
TMS1 	15 	137 	
ARP10 	9 	40 	
TMN2 	14 	127 	
TRS85 	5 	39 	
YDR109C 	16 	168 	
FOB1 	27 	511 	
ALT2 	13 	219 	
IRC2 	6 	95 	
PDS1 	2 	2 	
YDR114C 	6 	39 	
YDR115W 	0 	0 	
MRPL1 	6 	110 	
TMA64 	0 	0 	
APC4 	9 	140 	
YDR118W-A 	4 	55 	
VBA4 	23 	195 	
COX26 	1 	0 	
TRM1 	2 	1 	
DPB4 	4 	9 	
KIN1 	7 	34 	
INO2 	0 	0 	
YDR124W 	10 	92 	
ECM18 	7 	48 	
SWF1 	2 	6 	
ARO1 	2 	1 	
MTC5 	35 	661 	
SAC6 	0 	0 	
FIN1 	5 	33 	
YDR131C 	13 	119 	
YDR132C 	17 	300 	
YDR133C 	0 	0 	
YCF1 	4 	9 	
VPS61 	18 	215 	
RGP1 	0 	0 	
HPR1 	0 	0 	
RUB1 	0 	0 	
MTQ2 	2 	2 	
DOP1 	1 	0 	
PEX7 	7 	59 	
SAN1 	13 	412 	
MKC7 	10 	156 	
TAF12 	2 	3 	
SWI5 	8 	26 	
EKI1 	9 	130 	
KGD2 	6 	166 	
YDR149C 	3 	14 	
NUM1 	12 	164 	
CTH1 	2 	2 	
GIR2 	1 	0 	
ENT5 	9 	51 	
YDR154C 	4 	17 	
CPR1 	4 	5 	
RPA14 	4 	19 	
YDR157W 	10 	109 	
HOM2 	0 	0 	
SAC3 	2 	2 	
SSY1 	1 	0 	
YDR161W 	2 	1 	
NBP2 	4 	9 	
CWC15 	5 	47 	
SEC1 	0 	0 	
TRM82 	10 	48 	
SEC5 	4 	21 	
TAF10 	1 	0 	
CDC37 	1 	0 	
STB3 	1 	0 	
YDR169C-A 	1 	0 	
SEC7 	2 	1 	
HSP42 	11 	80 	
SUP35 	1 	0 	
ARG82 	1 	0 	
HMO1 	13 	171 	
RSM24 	2 	1 	
NGG1 	2 	9 	
UBC1 	0 	0 	
SDH4 	2 	8 	
CSN9 	1 	0 	
YDR179W-A 	0 	0 	
SCC2 	0 	0 	
SAS4 	7 	20 	
CDC1 	0 	0 	
YDR182W-A 	0 	0 	
PLP1 	8 	66 	
YDR183C-A 	4 	6 	
ATC1 	6 	91 	
UPS3 	6 	23 	
YDR186C 	4 	23 	
YDR187C 	8 	62 	
CCT6 	0 	0 	
SLY1 	0 	0 	
RVB1 	0 	0 	
HST4 	10 	144 	
NUP42 	5 	20 	
YDR193W 	2 	5 	
MSS116 	1 	0 	
YDR194W-A 	1 	0 	
REF2 	5 	52 	
CAB5 	1 	0 	
CBS2 	4 	30 	
RKM2 	11 	219 	
YDR199W 	1 	0 	
VPS64 	1 	0 	
SPC19 	0 	0 	
RAV2 	0 	0 	
YDR203W 	0 	0 	
COQ4 	5 	33 	
MSC2 	12 	172 	
EBS1 	16 	346 	
UME6 	10 	99 	
MSS4 	4 	24 	
YDR209C 	1 	0 	
YDR210W 	0 	0 	
GCD6 	0 	0 	
TCP1 	0 	0 	
UPC2 	26 	264 	
AHA1 	14 	108 	
YDR215C 	23 	364 	
ADR1 	13 	171 	
RAD9 	7 	23 	
SPR28 	11 	115 	
MFB1 	4 	19 	
YDR220C 	8 	11 	
GTB1 	24 	488 	
YDR222W 	8 	34 	
CRF1 	12 	57 	
HTB1 	1 	0 	
HTA1 	1 	0 	
ADK1 	1 	0 	
SIR4 	13 	60 	
PCF11 	1 	0 	
IVY1 	12 	132 	
YDR230W 	4 	34 	
COX20 	9 	89 	
HEM1 	0 	0 	
RTN1 	2 	1 	
LYS4 	20 	238 	
PRP42 	0 	0 	
FMN1 	0 	0 	
MRPL7 	1 	0 	
SEC26 	0 	0 	
YDR239C 	17 	216 	
SNU56 	0 	0 	
BUD26 	5 	16 	
AMD2 	12 	150 	
PRP28 	2 	3 	
PEX5 	6 	56 	
MNN10 	0 	0 	
TRS23 	1 	0 	
YDR246W-A 	17 	403 	
VHS1 	8 	56 	
YDR248C 	4 	22 	
YDR249C 	12 	294 	
YDR250C 	9 	269 	
PAM1 	6 	36 	
BTT1 	2 	1 	
MET32 	5 	27 	
CHL4 	2 	4 	
RMD5 	3 	18 	
CTA1 	30 	531 	
RKM4 	4 	42 	
HSP78 	9 	54 	
YAP6 	11 	73 	
SWM1 	24 	548 	
EXG2 	20 	228 	
YDR262W 	1 	0 	
DIN7 	13 	172 	
AKR1 	2 	1 	
PEX10 	2 	1 	
HEL2 	6 	106 	
CIA1 	0 	0 	
MSW1 	3 	21 	
YDR269C 	0 	0 	
CCC2 	3 	7 	
YDR271C 	4 	11 	
GLO2 	8 	113 	
DON1 	6 	45 	
YDR274C 	28 	726 	
BSC2 	8 	71 	
PMP3 	0 	0 	
MTH1 	14 	129 	
YDR278C 	4 	6 	
RNH202 	6 	45 	
RRP45 	1 	0 	
PHM6 	0 	0 	
YDR282C 	8 	95 	
GCN2 	35 	710 	
DPP1 	6 	40 	
ZIP1 	6 	32 	
YDR286C 	2 	4 	
INM2 	8 	48 	
NSE3 	0 	0 	
RTT103 	0 	0 	
YDR290W 	5 	7 	
HRQ1 	15 	194 	
SRP101 	0 	0 	
SSD1 	8 	93 	
DPL1 	9 	160 	
HDA2 	7 	156 	
MHR1 	1 	0 	
SUR2 	0 	0 	
ATP5 	0 	0 	
BFR2 	0 	0 	
PRO1 	0 	0 	
CFT1 	0 	0 	
GPI11 	0 	0 	
RSC3 	2 	1 	
CPR5 	2 	40 	
HNT2 	4 	27 	
YDR306C 	6 	38 	
PMT7 	11 	165 	
SRB7 	0 	0 	
GIC2 	6 	44 	
SUM1 	12 	127 	
TFB1 	0 	0 	
SSF2 	7 	31 	
PIB1 	9 	108 	
RAD34 	12 	107 	
IPK1 	1 	0 	
OMS1 	8 	42 	
HIM1 	2 	7 	
MCM21 	1 	0 	
YFT2 	4 	12 	
SWA2 	5 	40 	
DAD4 	0 	0 	
YDR320W-B 	4 	23 	
ASP1 	2 	1 	
MRPL35 	2 	1 	
TIM11 	2 	4 	
PEP7 	7 	269 	
UTP4 	0 	0 	
YCG1 	1 	0 	
YSP2 	19 	348 	
YDR327W 	4 	67 	
SKP1 	2 	9 	
PEX3 	4 	33 	
UBX5 	0 	0 	
GPI8 	3 	3 	
IRC3 	1 	0 	
RQC1 	8 	18 	
SWR1 	7 	32 	
MSN5 	13 	355 	
YDR336W 	6 	60 	
MRPS28 	1 	0 	
YDR338C 	23 	728 	
FCF1 	0 	0 	
YDR340W 	6 	38 	
YDR341C 	0 	0 	
HXT7 	0 	0 	
HXT6 	1 	0 	
YDR344C 	11 	35 	
HXT3 	8 	56 	
SVF1 	9 	194 	
MRP1 	1 	0 	
PAL1 	16 	185 	
YPS7 	5 	26 	
ATP22 	0 	0 	
SBE2 	3 	6 	
YPQ2 	6 	11 	
TRR1 	0 	0 	
TRP4 	7 	68 	
YDR354C-A 	0 	0 	
YDR355C 	0 	0 	
SPC110 	0 	0 	
CNL1 	6 	48 	
GGA1 	12 	172 	
EAF1 	4 	11 	
OPI7 	0 	0 	
BCP1 	1 	0 	
TFC6 	3 	8 	
ESC2 	4 	19 	
SEM1 	0 	0 	
CDC40 	1 	0 	
ESF1 	1 	0 	
YDR366C 	4 	6 	
KEI1 	0 	0 	
YPR1 	4 	66 	
XRS2 	13 	245 	
DXO1 	7 	84 	
CTS2 	11 	122 	
YDR371C-A 	1 	0 	
VPS74 	2 	9 	
FRQ1 	1 	0 	
PHO92 	5 	53 	
WIP1 	0 	0 	
BCS1 	2 	2 	
ARH1 	1 	0 	
ATP17 	1 	0 	
LSM6 	0 	0 	
RGA2 	21 	234 	
SDH6 	0 	0 	
ARO10 	14 	190 	
YRA1 	0 	0 	
YDR381C-A 	1 	0 	
RPP2B 	1 	0 	
NKP1 	6 	43 	
ATO3 	11 	150 	
EFT2 	1 	0 	
MUS81 	8 	48 	
YDR387C 	9 	52 	
RVS167 	7 	32 	
SAC7 	6 	20 	
UBA2 	3 	2 	
YDR391C 	5 	17 	
SPT3 	2 	5 	
SHE9 	7 	123 	
RPT3 	0 	0 	
SXM1 	9 	43 	
YDR396W 	0 	0 	
NCB2 	0 	0 	
UTP5 	2 	2 	
HPT1 	2 	1 	
URH1 	3 	10 	
YDR401W 	6 	29 	
DIT2 	9 	37 	
DIT1 	11 	60 	
RPB7 	0 	0 	
MRP20 	7 	37 	
PDR15 	66 	1425 	
YDR406W-A 	0 	0 	
TRS120 	0 	0 	
ADE8 	0 	0 	
SIZ1 	16 	214 	
STE14 	7 	36 	
DFM1 	12 	185 	
RRP17 	1 	0 	
YDR413C 	1 	0 	
ERD1 	12 	53 	
YDR415C 	5 	21 	
SYF1 	5 	35 	
YDR417C 	1 	0 	
RPL12B 	2 	1 	
RAD30 	15 	263 	
HKR1 	26 	423 	
ARO80 	21 	226 	
SIP1 	6 	107 	
CAD1 	10 	92 	
DYN2 	3 	2 	
SNX41 	4 	50 	
YDR426C 	2 	2 	
RPN9 	1 	0 	
BNA7 	5 	18 	
TIF35 	0 	0 	
CYM1 	21 	611 	
YDR431W 	4 	7 	
NPL3 	0 	0 	
YDR433W 	0 	0 	
GPI17 	1 	0 	
PPM1 	19 	2910 	
PPZ2 	15 	171 	
GPI19 	0 	0 	
THI74 	5 	28 	
LRS4 	4 	18 	
DOT1 	10 	132 	
APT2 	4 	71 	
YDR442W 	3 	13 	
SSN2 	9 	100 	
YDR444W 	5 	26 	
YDR445C 	2 	2 	
ECM11 	6 	83 	
RPS17B 	1 	0 	
ADA2 	0 	0 	
UTP6 	0 	0 	
RPS18A 	2 	13 	
YHP1 	12 	54 	
PPN1 	15 	93 	
TSA2 	8 	207 	
GUK1 	0 	0 	
YDR455C 	1 	0 	
NHX1 	3 	3 	
TOM1 	25 	532 	
HEH2 	11 	102 	
PFA5 	12 	112 	
TFB3 	0 	0 	
MFA1 	2 	6 	
YDR461C-A 	2 	8 	
MRPL28 	0 	0 	
STP1 	2 	2 	
SPP41 	3 	15 	
YDR464C-A 	1 	0 	
RMT2 	5 	61 	
PKH3 	12 	79 	
YDR467C 	8 	60 	
TLG1 	2 	1 	
SDC1 	4 	25 	
UGO1 	0 	0 	
RPL27B 	3 	17 	
TRS31 	1 	0 	
PRP3 	2 	3 	
JIP4 	19 	225 	
YDR476C 	17 	236 	
SNF1 	2 	11 	
SNM1 	1 	0 	
PEX29 	10 	75 	
DIG2 	11 	411 	
PHO8 	14 	240 	
CWC21 	12 	421 	
KRE2 	5 	37 	
VPS52 	2 	1 	
VPS72 	4 	18 	
VPS60 	5 	20 	
RIB3 	0 	0 	
PAC11 	7 	18 	
SLD5 	0 	0 	
PKH1 	27 	371 	
YDR491C 	14 	53 	
IZH1 	12 	83 	
MZM1 	2 	13 	
RSM28 	4 	10 	
VPS3 	4 	17 	
PUF6 	5 	23 	
ITR1 	3 	20 	
SEC20 	5 	45 	
LCD1 	0 	0 	
RPL37B 	2 	1 	
PLM2 	12 	172 	
SAM2 	5 	58 	
LPP1 	4 	14 	
SPG3 	3 	3 	
PSP1 	6 	17 	
GMC1 	33 	450 	
GIN4 	13 	120 	
GNP1 	19 	383 	
YDR509W 	2 	1 	
SMT3 	0 	0 	
YDR510C-A 	1 	0 	
SDH7 	1 	0 	
EMI1 	15 	113 	
GRX2 	2 	7 	
YDR514C 	13 	95 	
SLF1 	2 	4 	
EMI2 	12 	103 	
GRH1 	14 	116 	
EUG1 	8 	111 	
FPR2 	6 	46 	
URC2 	6 	20 	
YDR521W 	1 	0 	
SPS2 	1 	0 	
SPS1 	8 	70 	
AGE1 	6 	45 	
YDR524W-C 	2 	6 	
YDR524C-B 	1 	0 	
YDR524C-A 	5 	14 	
API2 	13 	61 	
SNA2 	9 	174 	
YDR526C 	0 	0 	
RBA50 	2 	17 	
HLR1 	8 	98 	
QCR7 	3 	41 	
APA2 	8 	137 	
CAB1 	1 	0 	
KRE28 	4 	15 	
HSP31 	5 	48 	
FIT1 	9 	137 	
YDR535C 	12 	203 	
STL1 	19 	277 	
YDR537C 	2 	6 	
PAD1 	4 	49 	
FDC1 	7 	54 	
IRC4 	2 	10 	
YDR541C 	12 	140 	
PAU10 	0 	0 	
YDR543C 	3 	2 	
YDR544C 	3 	7 	
YRF1-1 	0 	0 	
YDR545C-A 	0 	0 	
YEL077C 	16 	152 	
YEL077W-A 	2 	1 	
YEL076C-A 	0 	0 	
YEL076C 	0 	0 	
YEL075W-A 	0 	0 	
YEL075C 	0 	0 	
YEL074W 	14 	394 	
YEL073C 	6 	72 	
RMD6 	12 	90 	
DLD3 	24 	272 	
DSF1 	10 	43 	
HXT13 	14 	213 	
YEL068C 	3 	22 	
YEL067C 	21 	631 	
HPA3 	10 	127 	
SIT1 	23 	232 	
AVT2 	14 	284 	
CAN1 	12 	96 	
NPR2 	4 	42 	
CIN8 	2 	1 	
PRB1 	16 	122 	
SOM1 	4 	30 	
HHY1 	21 	586 	
PCM1 	0 	0 	
YEL057C 	10 	151 	
HAT2 	13 	130 	
POL5 	1 	0 	
RPL12A 	3 	8 	
YEL053W-A 	3 	8 	
MAK10 	26 	436 	
AFG1 	15 	91 	
VMA8 	1 	0 	
YEL050W-A 	2 	4 	
RML2 	11 	90 	
PAU2 	1 	0 	
TCA17 	2 	1 	
FRD1 	20 	430 	
GLY1 	0 	0 	
YEL045C 	13 	81 	
IES6 	2 	4 	
YEL043W 	51 	867 	
GDA1 	17 	152 	
YEF1 	17 	217 	
UTR2 	31 	480 	
CYC7 	1 	0 	
UTR4 	15 	203 	
RAD23 	21 	432 	
ANP1 	9 	103 	
UTR5 	49 	694 	
YEL034C-A 	3 	6 	
HYP2 	2 	5 	
MTC7 	21 	341 	
MCM3 	0 	0 	
YEL032C-A 	0 	0 	
SPF1 	57 	1075 	
YEL030C-A 	4 	28 	
ECM10 	33 	682 	
BUD16 	3 	21 	
YEL028W 	7 	114 	
VMA3 	0 	0 	
SNU13 	0 	0 	
YEL025C 	59 	1100 	
RIP1 	4 	13 	
YEL023C 	46 	521 	
GEA2 	73 	1110 	
URA3 	74 	16382 	
YEL020C-B 	0 	0 	
TIM9 	0 	0 	
YEL020C 	56 	977 	
MMS21 	7 	96 	
YEL018C-A 	3 	6 	
EAF5 	6 	71 	
PMP2 	6 	22 	
GTT3 	41 	540 	
NPP2 	49 	908 	
EDC3 	53 	1301 	
YEL014C 	22 	520 	
VAC8 	5 	58 	
UBC8 	18 	287 	
GLC3 	99 	2512 	
YEL010W 	28 	681 	
YEL009C-A 	31 	762 	
GCN4 	62 	2265 	
YEL008W 	36 	4982 	
YEL008C-A 	12 	765 	
MIT1 	11 	191 	
YEA6 	71 	1593 	
VAB2 	35 	714 	
YEA4 	54 	1332 	
GIM4 	19 	710 	
WBP1 	3 	25 	
IRC22 	38 	784 	
MNN1 	169 	6753 	
NOP16 	19 	225 	
PMI40 	2 	1 	
FMP52 	54 	1408 	
YND1 	109 	2294 	
NUG1 	15 	233 	
YER006C-A 	26 	455 	
PAC2 	91 	1907 	
TMA20 	29 	535 	
SEC3 	41 	547 	
NTF2 	0 	0 	
YER010C 	40 	839 	
TIR1 	29 	318 	
PRE1 	0 	0 	
PRP22 	17 	366 	
HEM14 	11 	128 	
BUD25 	30 	595 	
FAA2 	62 	700 	
BIM1 	17 	269 	
AFG3 	16 	122 	
SPC25 	2 	2 	
ISC1 	28 	392 	
SBH2 	5 	24 	
GPA2 	8 	66 	
RPN3 	6 	244 	
SRB4 	5 	77 	
PRO3 	1 	0 	
YER023C-A 	0 	0 	
YAT2 	78 	2133 	
GCD11 	1 	0 	
CHO1 	0 	0 	
GAL83 	13 	229 	
MIG3 	40 	581 	
SMB1 	9 	53 	
CHZ1 	1 	0 	
YPT31 	10 	212 	
FIR1 	32 	466 	
ZRG8 	34 	284 	
YER034W 	30 	1640 	
EDC2 	28 	732 	
ARB1 	0 	0 	
PHM8 	11 	141 	
KRE29 	2 	1 	
YER038W-A 	11 	69 	
HVG1 	18 	131 	
YER039C-A 	6 	143 	
GLN3 	57 	25228 	
YEN1 	37 	631 	
MXR1 	13 	153 	
SAH1 	0 	0 	
ERG28 	3 	4 	
MEI4 	25 	333 	
ACA1 	15 	112 	
SPO73 	16 	132 	
YER046W-A 	0 	0 	
SAP1 	26 	351 	
CAJ1 	8 	60 	
ISD11 	1 	0 	
TPA1 	6 	98 	
RSM18 	2 	8 	
JHD1 	24 	319 	
HOM3 	2 	2 	
PIC2 	10 	54 	
YER053C-A 	1 	0 	
GIP2 	23 	402 	
HIS1 	2 	2 	
FCY2 	20 	157 	
RPL34A 	3 	5 	
HMF1 	4 	19 	
PET117 	1 	0 	
PCL6 	10 	134 	
FCY21 	23 	285 	
FCY22 	25 	471 	
CEM1 	7 	106 	
GPP2 	6 	57 	
THO1 	16 	237 	
VHR2 	23 	422 	
ICL1 	35 	739 	
RRT13 	6 	52 	
YER066C-A 	3 	8 	
RGI1 	3 	29 	
YER067C-A 	2 	6 	
MOT2 	11 	73 	
YER068C-A 	9 	208 	
ARG5
RNR1 	4 	22 	
TDA2 	2 	5 	
VTC1 	10 	112 	
ALD5 	23 	175 	
RPS24A 	0 	0 	
YOS1 	0 	0 	
PTP3 	17 	173 	
YER076C 	16 	130 	
YER076W-A 	5 	18 	
YER077C 	8 	53 	
ICP55 	18 	420 	
YER078W-A 	8 	37 	
YER079W 	3 	46 	
YER079C-A 	5 	27 	
AIM9 	14 	119 	
SER3 	8 	35 	
UTP7 	0 	0 	
GET2 	0 	0 	
YER084W 	17 	128 	
YER084W-A 	1 	0 	
YER085C 	1 	0 	
ILV1 	0 	0 	
AIM10 	3 	24 	
YER087C-A 	1 	0 	
SBH1 	2 	1 	
DOT6 	28 	379 	
YER088C-A 	21 	305 	
YER088W-B 	11 	332 	
PTC2 	53 	1961 	
TRP2 	12 	365 	
YER090C-A 	1 	0 	
MET6 	11 	188 	
YER091C-A 	22 	261 	
IES5 	9 	85 	
TSC11 	7 	19 	
AIM11 	6 	7 	
PUP3 	0 	0 	
RAD51 	3 	10 	
SHC1 	10 	113 	
YER097W 	11 	221 	
UBP9 	15 	286 	
PRS2 	5 	34 	
UBC6 	9 	113 	
AST2 	4 	41 	
RPS8B 	3 	9 	
SSA4 	8 	86 	
RTT105 	4 	15 	
NUP157 	26 	246 	
MAM1 	14 	55 	
GLE2 	0 	0 	
YER107W-A 	1 	0 	
FLO8 	16 	121 	
KAP123 	6 	23 	
SWI4 	5 	29 	
LSM4 	0 	0 	
TMN3 	11 	108 	
BOI2 	17 	129 	
SPR6 	3 	5 	
SLX8 	5 	43 	
RPL23B 	0 	0 	
SHO1 	10 	77 	
AVT6 	21 	242 	
YER119C-A 	17 	252 	
SCS2 	1 	0 	
YER121W 	1 	0 	
GLO3 	5 	61 	
YCK3 	2 	3 	
DSE1 	12 	176 	
RSP5 	0 	0 	
NSA2 	1 	0 	
LCP5 	1 	0 	
VFA1 	8 	86 	
SAK1 	25 	545 	
COM2 	16 	281 	
RPS26B 	3 	11 	
PMD1 	24 	359 	
GLC7 	1 	0 	
YER133W-A 	1 	0 	
YER134C 	4 	17 	
YER135C 	1 	0 	
GDI1 	0 	0 	
YER137C 	7 	58 	
YER137W-A 	3 	5 	
YER138W-A 	0 	0 	
RTR1 	4 	94 	
EMP65 	16 	268 	
COX15 	4 	16 	
MAG1 	7 	65 	
DDI1 	16 	243 	
UBP5 	20 	189 	
FTR1 	8 	82 	
YER145C-A 	11 	75 	
LSM5 	3 	5 	
SCC4 	3 	15 	
YER147C-A 	0 	0 	
SPT15 	0 	0 	
YER148W-A 	9 	153 	
PEA2 	19 	177 	
SPI1 	4 	16 	
UBP3 	2 	3 	
YER152C 	16 	278 	
YER152W-A 	9 	174 	
PET122 	9 	34 	
OXA1 	7 	37 	
BEM2 	11 	77 	
YER156C 	2 	25 	
COG3 	9 	112 	
YER158C 	16 	187 	
YER158W-A 	2 	1 	
BUR6 	2 	1 	
SPT2 	9 	105 	
RAD4 	13 	99 	
GCG1 	2 	5 	
CHD1 	13 	140 	
PAB1 	0 	0 	
YER165C-A 	1 	0 	
DNF1 	28 	651 	
BCK2 	11 	105 	
CCA1 	1 	0 	
RPH1 	12 	87 	
ADK2 	4 	12 	
RAD3 	2 	9 	
BRR2 	7 	17 	
YER172C-A 	0 	0 	
RAD24 	5 	7 	
GRX4 	7 	60 	
TMT1 	14 	272 	
YER175W-A 	1 	0 	
ECM32 	49 	1115 	
BMH1 	0 	0 	
PDA1 	4 	11 	
DMC1 	11 	105 	
ISC10 	9 	54 	
SLO1 	0 	0 	
YER181C 	2 	4 	
FMP10 	2 	10 	
FAU1 	6 	16 	
TOG1 	18 	169 	
PUG1 	9 	162 	
YER186C 	21 	289 	
YER187W 	5 	44 	
YER188W 	8 	59 	
YER188C-A 	9 	46 	
YER189W 	0 	0 	
YRF1-2 	10 	84 	
YER190C-A 	0 	0 	
YER190C-B 	0 	0 	
YFL068W 	0 	0 	
YFL067W 	0 	0 	
YFL066C 	1 	0 	
YFL065C 	1 	0 	
YFL064C 	0 	0 	
YFL063W 	3 	2 	
COS4 	2 	10 	
DDI2 	1 	0 	
SNO3 	1 	0 	
SNZ3 	4 	15 	
THI5 	5 	38 	
AAD16 	6 	77 	
AAD6 	6 	15 	
AGP3 	25 	236 	
YFL054C 	36 	536 	
DAK2 	23 	127 	
YFL052W 	13 	289 	
YFL051C 	3 	12 	
ALR2 	39 	936 	
SWP82 	14 	95 	
EMP47 	17 	118 	
RGD2 	19 	187 	
FMP32 	14 	654 	
SEC53 	0 	0 	
OTU1 	20 	423 	
YFL042C 	24 	405 	
YFL041W-A 	1 	0 	
FET5 	16 	212 	
YFL040W 	29 	417 	
ACT1 	0 	0 	
YPT1 	1 	0 	
TUB2 	0 	0 	
RPO41 	8 	75 	
MOB2 	6 	23 	
RPL22B 	9 	40 	
YFL034W 	40 	535 	
RIM15 	25 	522 	
YFL032W 	18 	256 	
HAC1 	10 	99 	
YFL031C-A 	0 	0 	
AGX1 	27 	432 	
CAK1 	0 	0 	
CAF16 	21 	296 	
GYP8 	24 	485 	
STE2 	20 	261 	
BST1 	12 	74 	
EPL1 	6 	65 	
BUD27 	38 	748 	
FRS2 	1 	0 	
YFL021C-A 	77 	2443 	
GAT1 	86 	2814 	
PAU5 	6 	140 	
YFL019C 	4 	3 	
LPD1 	16 	221 	
SMX2 	0 	0 	
GNA1 	0 	0 	
MDJ1 	19 	253 	
YFL015W-A 	17 	244 	
YFL015C 	47 	1064 	
HSP12 	7 	46 	
YFL013W-A 	53 	1487 	
IES1 	79 	2168 	
YFL012W-A 	30 	1239 	
YFL012W 	16 	342 	
HXT10 	60 	1730 	
AUA1 	9 	127 	
WWM1 	22 	509 	
CDC4 	3 	2 	
SMC1 	1 	0 	
BLM10 	125 	2476 	
SEC4 	0 	0 	
VTC2 	66 	872 	
MSH4 	151 	3040 	
SPB4 	9 	95 	
DEG1 	27 	324 	
LOC1 	30 	211 	
NIC96 	60 	2264 	
YPI1 	5 	5 	
RPN11 	5 	23 	
SAD1 	1 	0 	
YFR006W 	84 	2492 	
YFH7 	71 	1873 	
FAR7 	14 	46 	
GCN20 	84 	2231 	
YFR009W-A 	3 	3 	
UBP6 	11 	103 	
YFR010W-A 	11 	264 	
MIC19 	31 	923 	
DCV1 	35 	1040 	
YFR012W-A 	4 	30 	
IOC3 	70 	1786 	
CMK1 	69 	1088 	
GSY1 	80 	1459 	
YFR016C 	94 	2360 	
IGD1 	32 	925 	
YFR018C 	96 	6013 	
FAB1 	41 	719 	
YFR020W 	30 	489 	
ATG18 	55 	978 	
ROG3 	73 	1133 	
PES4 	42 	501 	
LSB3 	26 	545 	
HIS2 	10 	163 	
ULI1 	43 	893 	
ECO1 	0 	0 	
CDC14 	8 	56 	
PTR3 	1 	0 	
MET10 	44 	654 	
SMC2 	0 	0 	
RPL2A 	19 	177 	
RRT5 	20 	312 	
RPL29 	19 	535 	
YFR032C-B 	19 	123 	
QCR6 	20 	283 	
PHO4 	74 	3055 	
YFR034W-A 	27 	600 	
YFR035C 	27 	526 	
CDC26 	4 	23 	
YFR036W-A 	0 	0 	
RSC8 	0 	0 	
IRC5 	26 	441 	
OSW7 	6 	58 	
SAP155 	11 	84 	
ERJ5 	18 	486 	
KEG1 	0 	0 	
IRC6 	10 	102 	
DUG1 	44 	1073 	
YFR045W 	9 	126 	
CNN1 	5 	21 	
BNA6 	15 	307 	
RMD8 	41 	768 	
YMR31 	3 	4 	
PRE4 	0 	0 	
RET2 	15 	197 	
RPN12 	0 	0 	
YFR052C-A 	5 	13 	
HXK1 	14 	220 	
YFR054C 	6 	80 	
YFR056C 	13 	71 	
IRC7 	6 	61 	
YFR057W 	2 	2 	
COS12 	0 	0 	
YGL262W 	2 	1 	
PAU11 	0 	0 	
YGL260W 	0 	0 	
YPS5 	2 	2 	
YGL258W-A 	2 	11 	
VEL1 	3 	15 	
MNT2 	11 	178 	
ADH4 	7 	38 	
ZRT1 	0 	0 	
FZF1 	18 	589 	
HXK2 	12 	135 	
RTG2 	2 	20 	
HFM1 	34 	573 	
RMR1 	3 	16 	
ZIP2 	13 	218 	
PDE1 	14 	176 	
BRR6 	1 	0 	
RAI1 	0 	0 	
GUS1 	0 	0 	
RTF1 	3 	16 	
TAD1 	1 	0 	
YGL242C 	7 	235 	
