gene_name	number_of_transposon_per_gene	number_of_read_pergene
KAP114 	9 	109 	
DOC1 	1 	0 	
YGL239C 	4 	20 	
CSE1 	1 	0 	
HAP2 	15 	288 	
MTO1 	31 	718 	
YGL235W 	6 	47 	
ADE5
SEC15 	3 	6 	
TAN1 	4 	22 	
EMC4 	1 	0 	
YGL230C 	1 	0 	
SAP4 	16 	140 	
SHE10 	7 	120 	
VID30 	4 	20 	
OST5 	2 	4 	
MTC3 	5 	76 	
VRG4 	0 	0 	
SDT1 	7 	19 	
COG1 	3 	24 	
EDC1 	4 	69 	
NIF3 	3 	2 	
FRA2 	4 	20 	
MDM34 	2 	1 	
YGL218W 	1 	0 	
YGL217C 	0 	0 	
KIP3 	11 	113 	
CLG1 	3 	24 	
YGL214W 	4 	22 	
SKI8 	9 	79 	
VAM7 	1 	0 	
NCS6 	3 	12 	
YPT32 	6 	56 	
MIG2 	5 	24 	
SIP2 	12 	165 	
SPT16 	3 	3 	
CHC1 	4 	4 	
POX1 	22 	398 	
YGL204C 	1 	0 	
KEX1 	8 	61 	
ARO8 	11 	123 	
MCM6 	1 	0 	
EMP24 	10 	210 	
YGL199C 	1 	0 	
YIP4 	2 	6 	
MDS3 	7 	52 	
DSD1 	4 	5 	
GCN1 	42 	712 	
YGL194C-A 	2 	4 	
HOS2 	13 	70 	
YGL193C 	8 	33 	
IME4 	11 	59 	
COX13 	0 	0 	
CDC55 	2 	1 	
RPS26A 	1 	0 	
YGL188C-A 	0 	0 	
YGL188C 	6 	67 	
COX4 	3 	25 	
TPN1 	9 	74 	
YGL185C 	16 	181 	
STR3 	18 	372 	
MND1 	4 	53 	
YGL182C 	6 	46 	
GTS1 	7 	76 	
ATG1 	1 	0 	
TOS3 	14 	319 	
MPT5 	20 	250 	
YGL177W 	7 	66 	
YGL176C 	4 	10 	
SAE2 	7 	12 	
BUD13 	10 	185 	
XRN1 	5 	25 	
NUP49 	2 	5 	
ROK1 	0 	0 	
SPO74 	11 	130 	
SUA5 	1 	0 	
HUR1 	2 	6 	
PMR1 	8 	13 	
CUP2 	3 	8 	
YGL165C 	9 	35 	
YRB30 	1 	0 	
RAD54 	5 	23 	
SUT1 	13 	134 	
YIP5 	10 	225 	
AIM14 	9 	259 	
YGL159W 	2 	2 	
RCK1 	14 	136 	
ARI1 	15 	185 	
AMS1 	14 	178 	
CDC43 	0 	0 	
LYS5 	4 	9 	
PEX14 	10 	231 	
YGL152C 	15 	365 	
NUT1 	15 	126 	
INO80 	6 	55 	
YGL149W 	17 	301 	
ARO2 	2 	30 	
RPL9A 	1 	0 	
RRT6 	9 	81 	
TIP20 	2 	1 	
ROG1 	11 	143 	
MRF1 	4 	13 	
GPI10 	0 	0 	
HUL5 	11 	261 	
YGL140C 	13 	135 	
FLC3 	6 	188 	
YGL138C 	9 	61 	
SEC27 	1 	0 	
MRM2 	12 	168 	
RPL1B 	0 	0 	
PCL10 	6 	60 	
ITC1 	28 	246 	
YGL132W 	1 	0 	
SNT2 	16 	133 	
CEG1 	0 	0 	
RSM23 	1 	0 	
CWC23 	2 	1 	
SOH1 	2 	1 	
SCS3 	58 	1284 	
MET13 	17 	216 	
MON1 	7 	24 	
RPS2 	0 	0 	
YGL123C-A 	0 	0 	
NAB2 	1 	0 	
GPG1 	3 	62 	
PRP43 	6 	8 	
COQ8 	10 	181 	
YGL118C 	8 	48 	
YGL117W 	9 	135 	
CDC20 	1 	0 	
SNF4 	1 	0 	
YGL114W 	10 	70 	
SLD3 	0 	0 	
TAF6 	0 	0 	
NSA1 	4 	15 	
CUE3 	20 	248 	
YGL109W 	10 	144 	
YGL108C 	9 	155 	
RMD9 	4 	8 	
MLC1 	0 	0 	
ARC1 	1 	0 	
VPS73 	6 	54 	
RPL28 	0 	0 	
YGL102C 	0 	0 	
YGL101W 	5 	32 	
SEH1 	5 	23 	
LSG1 	5 	10 	
USE1 	0 	0 	
SRM1 	3 	23 	
TOS8 	22 	203 	
VPS45 	0 	0 	
PAN2 	16 	307 	
SPC105 	10 	160 	
NUP145 	9 	68 	
NBP35 	1 	0 	
LIF1 	13 	75 	
MF
YGL088W 	3 	9 	
MMS2 	15 	662 	
MAD1 	29 	1024 	
LCL3 	12 	165 	
GUP1 	2 	4 	
SCY1 	27 	294 	
YGL082W 	15 	341 	
YGL081W 	6 	115 	
FMP37 	8 	135 	
KXD1 	7 	60 	
DBP3 	8 	36 	
HNM1 	15 	140 	
RPL7A 	0 	0 	
MPS2 	1 	0 	
YGL074C 	6 	95 	
HSF1 	24 	255 	
YGL072C 	20 	707 	
AFT1 	12 	220 	
RPB9 	7 	25 	
YGL069C 	1 	0 	
MNP1 	1 	0 	
NPY1 	9 	357 	
SGF73 	16 	192 	
ALG2 	5 	9 	
MRH4 	7 	60 	
PUS2 	58 	1011 	
YGL063C-A 	13 	236 	
PYC1 	48 	1226 	
DUO1 	4 	8 	
YBP2 	15 	122 	
PKP2 	24 	331 	
RAD6 	1 	0 	
GEP7 	7 	86 	
SDS23 	13 	278 	
OLE1 	0 	0 	
ERV14 	5 	7 	
PRM8 	8 	124 	
YGL052W 	6 	44 	
MST27 	12 	85 	
TYW3 	16 	165 	
TIF4632 	23 	221 	
RPT6 	0 	0 	
ALG13 	3 	10 	
RIM8 	20 	188 	
RNA15 	3 	4 	
DST1 	3 	5 	
YGL042C 	1 	0 	
YGL041C-B 	9 	160 	
YGL041W-A 	15 	183 	
YGL041C 	4 	20 	
HEM2 	1 	0 	
YGL039W 	23 	133 	
OCH1 	1 	0 	
PNC1 	9 	95 	
YGL036W 	30 	535 	
MIG1 	38 	669 	
YGL034C 	18 	38 	
HOP2 	12 	224 	
AGA2 	2 	5 	
RPL24A 	12 	87 	
RPL30 	0 	0 	
CGR1 	0 	0 	
SCW11 	26 	202 	
CWH41 	8 	24 	
TRP5 	28 	294 	
PGD1 	27 	1223 	
YGL024W 	15 	145 	
PIB2 	48 	37208 	
STT3 	3 	3 	
ALK1 	64 	1510 	
GET1 	1 	0 	
CKB1 	2 	5 	
JAC1 	0 	0 	
ATE1 	33 	638 	
KAP122 	22 	513 	
YGL015C 	19 	419 	
PUF4 	23 	283 	
YGL014C-A 	3 	5 	
PDR1 	37 	439 	
ERG4 	21 	189 	
SCL1 	0 	0 	
YGL010W 	23 	509 	
LEU1 	52 	1503 	
PMA1 	2 	1 	
YGL007C-A 	4 	3 	
BRP1 	19 	1005 	
YGL006W-A 	15 	208 	
PMC1 	95 	1540 	
COG7 	28 	763 	
RPN14 	69 	1053 	
CDH1 	41 	1035 	
ERP6 	50 	1316 	
ERG26 	3 	23 	
AML1 	37 	381 	
SWC4 	39 	604 	
CUL3 	91 	2859 	
PEX31 	108 	3022 	
TFG2 	18 	154 	
PRP18 	13 	333 	
ECT1 	69 	1386 	
STF2 	17 	210 	
SEC9 	11 	102 	
NMA2 	70 	2101 	
YGR011W 	17 	347 	
YGR012W 	52 	1337 	
SNU71 	43 	1233 	
MSB2 	78 	819 	
YGR015C 	64 	1046 	
YGR016W 	22 	612 	
YGR017W 	26 	234 	
YGR018C 	10 	103 	
UGA1 	69 	1687 	
VMA7 	1 	0 	
YGR021W 	41 	737 	
YGR022C 	5 	44 	
MTL1 	39 	666 	
THG1 	1 	0 	
YGR025W 	17 	410 	
YGR026W 	38 	608 	
RPS25A 	0 	0 	
MSP1 	22 	305 	
ERV1 	0 	0 	
POP6 	2 	1 	
IMO32 	80 	3644 	
NAG1 	43 	1668 	
GSC2 	82 	1807 	
TIM21 	18 	100 	
RPL26B 	14 	54 	
YGR035C 	2 	5 	
YGR035W-A 	4 	35 	
CAX4 	5 	72 	
ACB1 	2 	14 	
ORM1 	9 	180 	
YGR039W 	7 	33 	
KSS1 	18 	294 	
BUD9 	37 	787 	
YGR042W 	15 	198 	
NQM1 	22 	568 	
RME1 	9 	44 	
YGR045C 	26 	202 	
TAM41 	8 	33 	
TFC4 	0 	0 	
UFD1 	1 	0 	
SCM4 	20 	267 	
YGR050C 	26 	299 	
YGR051C 	13 	299 	
FMP48 	23 	494 	
YGR053C 	11 	256 	
YGR054W 	13 	296 	
MUP1 	2 	2 	
RSC1 	15 	142 	
LST7 	2 	6 	
PEF1 	6 	80 	
SPR3 	8 	49 	
ERG25 	0 	0 	
ADE6 	3 	2 	
COX18 	4 	10 	
SPT4 	3 	17 	
YGR064W 	9 	98 	
VHT1 	0 	0 	
YGR066C 	9 	115 	
YGR067C 	27 	293 	
ART5 	62 	1461 	
YGR068W-A 	0 	0 	
YGR069W 	2 	6 	
ROM1 	20 	275 	
ENV11 	14 	242 	
UPF3 	6 	32 	
YGR073C 	1 	0 	
SMD1 	0 	0 	
PRP38 	0 	0 	
MRPL25 	1 	0 	
PEX8 	9 	133 	
PAC10 	3 	3 	
YGR079W 	19 	384 	
TWF1 	11 	154 	
SLX9 	6 	87 	
TOM20 	1 	0 	
GCD2 	0 	0 	
MRP13 	10 	36 	
RPL11B 	1 	0 	
PIL1 	3 	11 	
PDC6 	29 	324 	
CTT1 	8 	102 	
NNF2 	49 	699 	
UTP22 	1 	0 	
PRP31 	5 	20 	
DBF2 	2 	5 	
DRN1 	8 	49 	
VAS1 	1 	0 	
RRP46 	0 	0 	
TPC1 	42 	523 	
ASK10 	27 	222 	
ESP1 	1 	0 	
TEL2 	3 	2 	
MDR1 	18 	287 	
PCP1 	2 	12 	
GTF1 	5 	18 	
NOP7 	1 	0 	
SRB5 	3 	11 	
VMA21 	0 	0 	
VOA1 	3 	3 	
YGR107W 	19 	438 	
CLB1 	7 	87 	
CLB6 	4 	58 	
CLD1 	5 	7 	
YGR111W 	15 	291 	
SHY1 	5 	7 	
DAM1 	4 	107 	
YGR114C 	1 	0 	
YGR115C 	0 	0 	
SPT6 	1 	0 	
YGR117C 	7 	85 	
RPS23A 	3 	6 	
NUP57 	2 	2 	
COG2 	2 	28 	
MEP1 	32 	395 	
YGR121W-A 	11 	192 	
YGR122W 	8 	59 	
YGR122C-A 	0 	0 	
PPT1 	7 	73 	
ASN2 	14 	199 	
YGR125W 	15 	179 	
YGR126W 	15 	174 	
YGR127W 	13 	177 	
UTP8 	0 	0 	
SYF2 	7 	94 	
YGR130C 	11 	58 	
FHN1 	7 	39 	
PHB1 	3 	16 	
PEX4 	5 	22 	
CAF130 	20 	232 	
PRE9 	0 	0 	
LSB1 	1 	0 	
YGR137W 	1 	0 	
TPO2 	3 	7 	
YGR139W 	4 	14 	
CBF2 	1 	0 	
VPS62 	10 	104 	
BTN2 	7 	55 	
SKN1 	17 	210 	
THI4 	20 	304 	
ENP2 	2 	1 	
ECL1 	3 	4 	
YGR146C-A 	6 	85 	
NAT2 	9 	100 	
RPL24B 	5 	89 	
YGR149W 	7 	22 	
CCM1 	4 	19 	
YGR151C 	1 	0 	
RSR1 	6 	85 	
YGR153W 	5 	20 	
GTO1 	12 	70 	
CYS4 	1 	0 	
PTI1 	2 	2 	
CHO2 	3 	37 	
MTR3 	1 	0 	
NSR1 	5 	41 	
YGR160W 	1 	0 	
RTS3 	3 	7 	
YGR161W-C 	4 	42 	
TIF4631 	5 	31 	
GTR2 	5 	42 	
YGR164W 	3 	8 	
MRPS35 	2 	5 	
TRS65 	2 	7 	
CLC1 	0 	0 	
YGR168C 	11 	56 	
PUS6 	29 	574 	
YGR169C-A 	0 	0 	
PSD2 	12 	399 	
MSM1 	2 	16 	
YIP1 	0 	0 	
RBG2 	9 	162 	
CBP4 	5 	93 	
YGR174W-A 	1 	0 	
ERG1 	0 	0 	
YGR176W 	12 	78 	
ATF2 	23 	416 	
PBP1 	5 	44 	
OKP1 	2 	1 	
RNR4 	6 	80 	
TIM13 	2 	10 	
YGR182C 	5 	62 	
QCR9 	1 	0 	
UBR1 	14 	172 	
TYS1 	0 	0 	
TFG1 	2 	31 	
HGH1 	3 	7 	
BUB1 	7 	78 	
CRH1 	11 	51 	
YGR190C 	4 	140 	
HIP1 	7 	70 	
TDH3 	0 	0 	
PDX1 	6 	27 	
XKS1 	16 	122 	
SKI6 	2 	1 	
FYV8 	12 	39 	
SNG1 	8 	37 	
YPP1 	0 	0 	
PMT6 	17 	137 	
ELP2 	3 	14 	
YGR201C 	13 	161 	
PCT1 	20 	272 	
YCH1 	36 	706 	
ADE3 	5 	26 	
YGR204C-A 	1 	0 	
TDA10 	9 	40 	
MVB12 	1 	0 	
CIR1 	4 	8 	
SER2 	0 	0 	
TRX2 	3 	3 	
YGR210C 	33 	418 	
ZPR1 	0 	0 	
SLI1 	5 	17 	
RTA1 	7 	68 	
RPS0A 	3 	6 	
RSM27 	4 	11 	
GPI1 	5 	48 	
CCH1 	19 	127 	
CRM1 	4 	16 	
YGR219W 	0 	0 	
MRPL9 	1 	0 	
TOS2 	17 	126 	
PET54 	1 	0 	
HSV2 	5 	47 	
AZR1 	6 	150 	
AMA1 	11 	77 	
YGR226C 	0 	0 	
DIE2 	3 	2 	
YGR228W 	3 	7 	
SMI1 	8 	30 	
BNS1 	11 	152 	
PHB2 	5 	52 	
NAS6 	5 	19 	
PHO81 	19 	294 	
YHB1 	3 	45 	
MIC26 	4 	42 	
SPG1 	3 	10 	
YGR237C 	23 	418 	
KEL2 	31 	788 	
PEX21 	21 	159 	
PFK1 	1 	0 	
YGR240C-A 	7 	237 	
YAP1802 	25 	376 	
YGR242W 	3 	4 	
FMP43 	3 	6 	
LSC2 	28 	475 	
SDA1 	1 	0 	
BRF1 	1 	0 	
CPD1 	4 	35 	
SOL4 	7 	310 	
MGA1 	7 	22 	
YGR250C 	13 	142 	
NOP19 	2 	3 	
GCN5 	2 	5 	
PUP2 	0 	0 	
ENO1 	9 	66 	
COQ6 	21 	410 	
GND2 	9 	85 	
MTM1 	4 	61 	
RAD2 	29 	331 	
YGR259C 	1 	0 	
TNA1 	17 	215 	
APL6 	7 	61 	
BUD32 	0 	0 	
SAY1 	13 	146 	
MES1 	0 	0 	
YGR265W 	3 	37 	
YGR266W 	11 	121 	
FOL2 	0 	0 	
HUA1 	7 	135 	
YGR269W 	18 	131 	
YTA7 	4 	22 	
YGR270C-A 	0 	0 	
SLH1 	38 	448 	
EFG1 	1 	0 	
YGR273C 	1 	0 	
TAF1 	1 	0 	
RTT102 	2 	5 	
RNH70 	17 	188 	
CAB4 	0 	0 	
CWC22 	3 	11 	
SCW4 	6 	69 	
PXR1 	1 	0 	
YOR1 	14 	65 	
BGL2 	2 	3 	
YGR283C 	4 	69 	
ERV29 	9 	87 	
ZUO1 	7 	48 	
BIO2 	12 	177 	
IMA1 	8 	35 	
MAL13 	9 	142 	
MAL11 	9 	209 	
YGR290W 	2 	1 	
YGR291C 	9 	110 	
MAL12 	6 	28 	
YGR293C 	0 	0 	
PAU12 	1 	0 	
COS6 	6 	14 	
YRF1-3 	0 	0 	
YGR296C-A 	0 	0 	
YGR296C-B 	0 	0 	
YHL050C 	12 	61 	
YHL050W-A 	1 	0 	
YHL049C 	0 	0 	
YHL048C-A 	3 	4 	
COS8 	17 	99 	
ARN2 	20 	276 	
YHL046W-A 	5 	18 	
PAU13 	4 	27 	
YHL045W 	8 	16 	
YHL044W 	8 	66 	
ECM34 	12 	180 	
YHL042W 	21 	524 	
YHL041W 	26 	403 	
ARN1 	31 	407 	
EFM1 	31 	476 	
CBP2 	2 	2 	
YHL037C 	21 	342 	
MUP3 	23 	260 	
VMR1 	50 	757 	
YHL034W-A 	5 	24 	
SBP1 	5 	24 	
RPL8A 	6 	16 	
GUT1 	39 	379 	
GOS1 	1 	0 	
YHL030W-A 	4 	15 	
ECM29 	51 	782 	
OCA5 	30 	362 	
WSC4 	48 	602 	
RIM101 	26 	249 	
YHL026C 	43 	1190 	
SNF6 	56 	2426 	
RIM4 	69 	1890 	
NPR3 	16 	108 	
SPO11 	21 	120 	
AIM17 	56 	1483 	
OPI1 	13 	176 	
YHL019W-A 	14 	136 	
APM2 	44 	517 	
YHL018W 	10 	231 	
YHL017W 	52 	868 	
DUR3 	84 	1692 	
YHL015W-A 	5 	23 	
RPS20 	0 	0 	
YLF2 	47 	1079 	
OTU2 	27 	304 	
YHL012W 	55 	1179 	
PRS3 	2 	1 	
ETP1 	61 	1123 	
YAP3 	22 	374 	
YHL008C 	121 	5067 	
STE20 	116 	4402 	
YHL006W-A 	28 	1677 	
SHU1 	33 	7366 	
YHL005C 	28 	1635 	
MRP4 	24 	362 	
LAG1 	51 	1106 	
YHL002C-A 	29 	866 	
HSE1 	74 	3314 	
RPL14B 	27 	297 	
OSH7 	118 	3116 	
QCR10 	32 	510 	
LEU5 	66 	1952 	
TCD1 	63 	1443 	
NEM1 	43 	696 	
GPA1 	4 	16 	
TIM10 	6 	36 	
STP2 	20 	447 	
ERG11 	8 	225 	
YHR007C-A 	12 	3545 	
SOD2 	45 	557 	
TDA3 	95 	2204 	
RPL27A 	1 	0 	
DIA4 	6 	107 	
VPS29 	2 	10 	
ARD1 	3 	3 	
SPO13 	13 	34 	
MIP6 	60 	625 	
YSC84 	24 	428 	
YSC83 	13 	99 	
ARG4 	17 	416 	
DED81 	0 	0 	
YHR020W 	6 	39 	
RPS27B 	1 	0 	
ECM12 	17 	277 	
YHR022C 	27 	304 	
YHR022C-A 	11 	96 	
MYO1 	22 	212 	
MAS2 	1 	0 	
THR1 	5 	79 	
VMA16 	0 	0 	
RPN1 	0 	0 	
DAP2 	22 	297 	
YHR028W-A 	11 	303 	
YHI9 	18 	233 	
SLT2 	5 	19 	
RRM3 	34 	624 	
ERC1 	80 	1988 	
YHR032W-A 	9 	105 	
YHR032C-A 	7 	54 	
YHR033W 	44 	1069 	
PIH1 	10 	137 	
NEL1 	22 	195 	
BRL1 	5 	42 	
PUT2 	27 	293 	
RRF1 	0 	0 	
MSC7 	21 	192 	
VMA10 	0 	0 	
BCD1 	8 	68 	
SRB2 	2 	9 	
NCP1 	3 	6 	
DOG2 	11 	173 	
DOG1 	7 	55 	
YHR045W 	7 	31 	
INM1 	12 	68 	
AAP1 	38 	559 	
YHK8 	26 	398 	
FSH1 	7 	27 	
YHR049C-A 	15 	102 	
SMF2 	15 	154 	
YHR050W-A 	7 	83 	
COX6 	0 	0 	
CIC1 	1 	0 	
YHR052W-A 	0 	0 	
CUP1-1 	0 	0 	
YHR054C 	0 	0 	
YHR054W-A 	0 	0 	
CUP1-2 	0 	0 	
RSC30 	22 	459 	
YHR056W-A 	9 	139 	
CPR2 	12 	130 	
MED6 	5 	7 	
FYV4 	3 	13 	
VMA22 	1 	0 	
GIC1 	7 	164 	
RPP1 	0 	0 	
PAN5 	8 	90 	
YHR063W-A 	2 	4 	
SSZ1 	1 	0 	
RRP3 	1 	0 	
SSF1 	19 	292 	
HTD2 	4 	20 	
DYS1 	1 	0 	
RRP4 	2 	3 	
YHR069C-A 	0 	0 	
TRM5 	0 	0 	
YHR070C-A 	9 	135 	
PCL5 	15 	193 	
YHR071C-A 	3 	64 	
ERG7 	1 	0 	
NOP10 	0 	0 	
OSH3 	11 	137 	
YHR073W-A 	1 	0 	
YHR073C-B 	1 	0 	
QNS1 	1 	0 	
PPE1 	24 	582 	
PTC7 	6 	75 	
NMD2 	14 	101 	
YHR078W 	12 	103 	
IRE1 	7 	62 	
SAE3 	3 	14 	
YHR080C 	31 	477 	
LRP1 	5 	22 	
KSP1 	12 	202 	
SAM35 	0 	0 	
STE12 	19 	180 	
IPI1 	0 	0 	
NAM8 	8 	82 	
YHR086W-A 	8 	25 	
RTC3 	6 	130 	
RPF1 	0 	0 	
GAR1 	0 	0 	
YNG2 	4 	4 	
MSR1 	3 	9 	
HXT4 	9 	165 	
AHT1 	14 	164 	
HXT1 	20 	323 	
YHR095W 	6 	39 	
HXT5 	17 	261 	
YHR097C 	31 	415 	
SFB3 	15 	275 	
TRA1 	2 	12 	
GEP4 	1 	0 	
BIG1 	1 	0 	
KIC1 	3 	25 	
SBE22 	20 	383 	
GRE3 	9 	77 	
YPT35 	6 	46 	
TRR2 	4 	30 	
CDC12 	0 	0 	
GGA2 	11 	152 	
CTM1 	7 	112 	
ERP5 	6 	22 	
UBA4 	4 	16 	
YHR112C 	14 	138 	
APE4 	24 	404 	
BZZ1 	20 	451 	
DMA1 	19 	361 	
COX23 	7 	135 	
TOM71 	24 	281 	
ORC6 	0 	0 	
SET1 	10 	65 	
MSH1 	4 	19 	
LSM12 	5 	17 	
CIA2 	0 	0 	
EPT1 	11 	83 	
NDT80 	19 	133 	
YHR125W 	0 	0 	
ANS1 	6 	70 	
YHR127W 	5 	67 	
FUR1 	0 	0 	
ARP1 	2 	7 	
YHR130C 	1 	0 	
YHR131C 	9 	81 	
YHR131W-A 	0 	0 	
ECM14 	8 	35 	
IGO2 	6 	52 	
NSG1 	6 	30 	
WSS1 	6 	21 	
YCK1 	17 	195 	
SPL2 	8 	36 	
ARO9 	15 	113 	
YHR137C-A 	4 	6 	
YHR138C 	7 	34 	
SPS100 	4 	43 	
YHR139C-A 	7 	42 	
YHR140W 	11 	132 	
RPL42B 	0 	0 	
CHS7 	2 	4 	
DSE2 	4 	10 	
RPC10 	0 	0 	
DCD1 	7 	18 	
YHR145C 	0 	0 	
CRP1 	7 	21 	
MRPL6 	0 	0 	
IMP3 	3 	2 	
SKG6 	12 	201 	
PEX28 	21 	176 	
MTC6 	7 	25 	
SPO12 	7 	41 	
SPO16 	0 	0 	
RTT107 	17 	151 	
YSP1 	22 	194 	
LIN1 	19 	243 	
REC104 	5 	54 	
KEL1 	14 	342 	
TDA11 	8 	269 	
PEX18 	5 	65 	
YAP1801 	13 	127 	
MPC2 	2 	2 	
SOL3 	7 	90 	
DNA2 	2 	21 	
PRP8 	1 	0 	
YHR165W-A 	1 	0 	
CDC23 	4 	44 	
THP2 	3 	12 	
MTG2 	3 	3 	
DBP8 	4 	7 	
NMD3 	3 	11 	
ATG7 	2 	10 	
SPC97 	10 	35 	
YHR173C 	22 	341 	
ENO2 	8 	42 	
CTR2 	6 	68 	
YHR175W-A 	1 	0 	
FMO1 	27 	625 	
YHR177W 	11 	159 	
STB5 	10 	158 	
OYE2 	3 	6 	
YHR180W 	7 	83 	
YHR180W-A 	3 	3 	
YHR180C-B 	0 	0 	
SVP26 	4 	68 	
YHR182W 	34 	387 	
YHR182C-A 	1 	0 	
GND1 	2 	1 	
SSP1 	15 	197 	
PFS1 	11 	66 	
KOG1 	2 	1 	
IKI1 	2 	2 	
GPI16 	0 	0 	
PTH1 	6 	32 	
ERG9 	2 	2 	
CTF8 	0 	0 	
LNP1 	5 	22 	
EGD2 	1 	0 	
YHR193C-A 	0 	0 	
MDM31 	2 	1 	
NVJ1 	9 	74 	
UTP9 	3 	20 	
RIX1 	2 	2 	
AIM18 	6 	25 	
AIM46 	20 	198 	
NBL1 	3 	24 	
RPN10 	6 	107 	
PPX1 	7 	35 	
YHR202W 	16 	201 	
RPS4B 	0 	0 	
MNL1 	18 	222 	
SCH9 	2 	21 	
SKN7 	10 	92 	
SET5 	15 	286 	
BAT1 	10 	135 	
CRG1 	6 	53 	
YHR210C 	10 	93 	
FLO5 	16 	217 	
YHR212C 	0 	0 	
YHR212W-A 	0 	0 	
YHR213W 	0 	0 	
YHR213W-A 	0 	0 	
YHR213W-B 	3 	3 	
YHR214W 	1 	0 	
YHR214W-A 	2 	1 	
YHR214C-D 	0 	0 	
YHR214C-E 	2 	9 	
PHO12 	1 	0 	
IMD2 	2 	3 	
YHR217C 	6 	15 	
YHR218W 	1 	0 	
YHR218W-A 	0 	0 	
YHR219W 	0 	0 	
YHR219C-A 	0 	0 	
YIL177C 	0 	0 	
YIL177W-A 	0 	0 	
PAU14 	0 	0 	
VTH1 	8 	155 	
IMA3 	0 	0 	
YIL171W-A 	0 	0 	
YIL169C 	8 	83 	
YIL166C 	30 	641 	
YIL165C 	0 	0 	
NIT1 	9 	76 	
YIL163C 	13 	140 	
SUC2 	18 	237 	
YIL161W 	2 	2 	
POT1 	15 	184 	
BNR1 	20 	302 	
AIM20 	6 	79 	
COA1 	4 	15 	
YIL156W-A 	13 	144 	
YIL156W-B 	1 	0 	
UBP7 	10 	85 	
GUT2 	19 	196 	
IMP2
RRD1 	51 	82630 	
YIL152W 	9 	118 	
ESL1 	19 	436 	
MCM10 	7 	45 	
MLP2 	28 	210 	
RPL40A 	0 	0 	
SLN1 	0 	0 	
ATG32 	16 	186 	
PAN6 	10 	73 	
NDC80 	2 	1 	
SSL2 	1 	0 	
YIL142C-A 	3 	35 	
CCT2 	0 	0 	
YIL141W 	5 	11 	
AXL2 	33 	483 	
REV7 	9 	104 	
TPM2 	2 	44 	
TMA108 	28 	475 	
OM45 	13 	112 	
VHS2 	5 	24 	
YIL134C-A 	7 	47 	
FLX1 	2 	1 	
RPL16A 	1 	0 	
CSM2 	12 	93 	
FKH1 	24 	368 	
ASG1 	15 	149 	
TAO3 	8 	204 	
MET18 	5 	48 	
RRT14 	4 	24 	
STH1 	12 	106 	
KGD1 	36 	881 	
AYR1 	9 	72 	
SIM1 	39 	861 	
POG1 	9 	108 	
QDR2 	16 	176 	
QDR1 	25 	288 	
RPI1 	4 	10 	
RHO3 	1 	0 	
PRM5 	11 	113 	
HIS5 	5 	28 	
YIL115W-A 	2 	1 	
NUP159 	6 	13 	
POR2 	3 	3 	
SDP1 	7 	41 	
HOS4 	15 	97 	
COX5B 	7 	45 	
HPM1 	7 	39 	
SEC24 	0 	0 	
YIL108W 	30 	766 	
PFK26 	17 	149 	
MOB1 	3 	9 	
SLM1 	9 	183 	
YIL105W-A 	3 	16 	
SHQ1 	2 	1 	
DPH1 	2 	12 	
YIL102C-A 	1 	0 	
YIL102C 	0 	0 	
XBP1 	19 	444 	
YIL100C-A 	12 	66 	
YIL100W 	13 	93 	
SGA1 	12 	161 	
FMC1 	2 	2 	
FYV10 	4 	21 	
BMT5 	8 	110 	
PRK1 	25 	241 	
LYS12 	10 	98 	
RSM25 	5 	45 	
YIL092W 	20 	234 	
UTP25 	2 	1 	
ICE2 	1 	0 	
YIL089W 	8 	44 	
AVT7 	19 	315 	
AIM19 	5 	60 	
YIL086C 	13 	50 	
KTR7 	28 	346 	
SDS3 	7 	53 	
CAB2 	4 	55 	
YIL082W 	4 	19 	
AIR1 	12 	75 	
THS1 	0 	0 	
YIL077C 	50 	1072 	
SEC28 	3 	2 	
RPN2 	9 	68 	
SER33 	27 	492 	
SPO22 	39 	644 	
HOP1 	23 	146 	
YIL071W-A 	3 	7 	
PCI8 	6 	40 	
MAM33 	5 	24 	
RPS24B 	4 	6 	
YIL068W-A 	4 	9 	
SEC6 	4 	9 	
YIL067C 	32 	322 	
YIL066W-A 	6 	40 	
RNR3 	18 	369 	
FIS1 	20 	366 	
SEE1 	19 	264 	
YRB2 	1 	0 	
ARC15 	0 	0 	
SNP1 	12 	50 	
YIL060W 	6 	15 	
YIL059C 	5 	13 	
YIL058W 	14 	154 	
RGI2 	10 	77 	
VHR1 	28 	357 	
YIL055C 	24 	378 	
YIL054W 	22 	317 	
GPP1 	8 	67 	
RPL34B 	1 	0 	
MMF1 	3 	3 	
PCL7 	12 	115 	
DFG10 	8 	39 	
NEO1 	3 	3 	
YIL047C-A 	9 	117 	
SYG1 	34 	399 	
YIL046W-A 	26 	574 	
MET30 	3 	2 	
PIG2 	15 	415 	
AGE2 	10 	232 	
CBR1 	14 	166 	
PKP1 	30 	566 	
GVP36 	15 	118 	
APQ12 	0 	0 	
TED1 	21 	506 	
NOT3 	10 	146 	
PRM2 	25 	182 	
CST6 	18 	473 	
CKA1 	14 	83 	
CAP2 	6 	105 	
BCY1 	2 	5 	
YIL032C 	16 	57 	
ULP2 	10 	59 	
YIL030W-A 	8 	41 	
SSM4 	47 	502 	
YIL029W-A 	8 	177 	
YIL029C 	6 	20 	
YIL028W 	2 	1 	
EMC5 	12 	190 	
IRR1 	11 	78 	
