gene_name	number_of_transposon_per_gene	number_of_read_pergene
PAU11 	0 	0 	
YGL260W 	0 	0 	
YPS5 	5 	6 	
YGL258W-A 	1 	0 	
VEL1 	9 	19 	
MNT2 	37 	664 	
ADH4 	9 	129 	
ZRT1 	1 	0 	
FZF1 	49 	642 	
HXK2 	37 	378 	
RTG2 	12 	102 	
HFM1 	63 	610 	
RMR1 	7 	29 	
ZIP2 	47 	1054 	
PDE1 	33 	352 	
BRR6 	1 	0 	
RAI1 	1 	0 	
GUS1 	3 	5 	
RTF1 	28 	705 	
TAD1 	19 	168 	
YGL242C 	5 	79 	
KAP114 	39 	351 	
DOC1 	3 	51 	
YGL239C 	5 	61 	
CSE1 	2 	1 	
HAP2 	18 	69 	
MTO1 	46 	837 	
YGL235W 	19 	287 	
ADE5
SEC15 	2 	1 	
TAN1 	11 	111 	
EMC4 	4 	30 	
YGL230C 	3 	3 	
SAP4 	31 	501 	
SHE10 	32 	408 	
VID30 	31 	372 	
OST5 	6 	19 	
MTC3 	5 	16 	
VRG4 	1 	0 	
SDT1 	21 	433 	
COG1 	6 	24 	
EDC1 	10 	66 	
NIF3 	11 	76 	
FRA2 	5 	20 	
MDM34 	18 	196 	
YGL218W 	4 	60 	
YGL217C 	10 	21 	
KIP3 	59 	862 	
CLG1 	14 	141 	
YGL214W 	8 	32 	
SKI8 	16 	254 	
VAM7 	10 	85 	
NCS6 	22 	258 	
YPT32 	19 	195 	
MIG2 	24 	378 	
SIP2 	34 	856 	
SPT16 	2 	1 	
CHC1 	1 	0 	
POX1 	49 	645 	
YGL204C 	6 	17 	
KEX1 	33 	324 	
ARO8 	41 	791 	
MCM6 	0 	0 	
EMP24 	16 	206 	
YGL199C 	11 	72 	
YIP4 	19 	197 	
MDS3 	27 	202 	
DSD1 	25 	377 	
GCN1 	78 	976 	
YGL194C-A 	6 	7 	
HOS2 	30 	378 	
YGL193C 	10 	99 	
IME4 	27 	445 	
COX13 	10 	82 	
CDC55 	1 	0 	
RPS26A 	0 	0 	
YGL188C-A 	0 	0 	
YGL188C 	11 	221 	
COX4 	7 	22 	
TPN1 	30 	248 	
YGL185C 	41 	628 	
STR3 	37 	566 	
MND1 	24 	324 	
YGL182C 	19 	136 	
GTS1 	27 	265 	
ATG1 	13 	105 	
TOS3 	39 	475 	
MPT5 	45 	595 	
YGL177W 	18 	321 	
YGL176C 	26 	268 	
SAE2 	10 	82 	
BUD13 	23 	481 	
XRN1 	24 	383 	
NUP49 	8 	28 	
ROK1 	2 	4 	
SPO74 	19 	102 	
SUA5 	1 	0 	
HUR1 	3 	3 	
PMR1 	7 	21 	
CUP2 	9 	184 	
YGL165C 	24 	75 	
YRB30 	15 	191 	
RAD54 	36 	269 	
SUT1 	21 	203 	
YIP5 	14 	209 	
AIM14 	21 	337 	
YGL159W 	10 	51 	
RCK1 	43 	717 	
ARI1 	17 	204 	
AMS1 	36 	403 	
CDC43 	1 	0 	
LYS5 	2 	2 	
PEX14 	39 	789 	
YGL152C 	35 	816 	
NUT1 	74 	1218 	
INO80 	13 	168 	
YGL149W 	23 	200 	
ARO2 	5 	17 	
RPL9A 	10 	132 	
RRT6 	40 	786 	
TIP20 	10 	121 	
ROG1 	36 	491 	
MRF1 	1 	0 	
GPI10 	0 	0 	
HUL5 	57 	973 	
YGL140C 	64 	697 	
FLC3 	33 	585 	
YGL138C 	13 	180 	
SEC27 	13 	44 	
MRM2 	29 	347 	
RPL1B 	2 	1 	
PCL10 	28 	445 	
ITC1 	50 	505 	
YGL132W 	1 	0 	
SNT2 	49 	521 	
CEG1 	1 	0 	
RSM23 	1 	0 	
CWC23 	7 	18 	
SOH1 	0 	0 	
SCS3 	89 	1708 	
MET13 	25 	355 	
MON1 	16 	67 	
RPS2 	0 	0 	
YGL123C-A 	0 	0 	
NAB2 	3 	11 	
GPG1 	13 	144 	
PRP43 	8 	96 	
COQ8 	2 	3 	
YGL118C 	23 	203 	
YGL117W 	19 	189 	
CDC20 	1 	0 	
SNF4 	17 	121 	
YGL114W 	29 	287 	
SLD3 	12 	69 	
TAF6 	0 	0 	
NSA1 	4 	27 	
CUE3 	51 	1070 	
YGL109W 	23 	373 	
YGL108C 	19 	221 	
RMD9 	4 	17 	
MLC1 	0 	0 	
ARC1 	10 	36 	
VPS73 	32 	246 	
RPL28 	1 	0 	
YGL102C 	1 	0 	
YGL101W 	6 	33 	
SEH1 	20 	397 	
LSG1 	3 	4 	
USE1 	0 	0 	
SRM1 	7 	78 	
TOS8 	31 	264 	
VPS45 	0 	0 	
PAN2 	60 	833 	
SPC105 	14 	294 	
NUP145 	48 	450 	
NBP35 	5 	72 	
LIF1 	29 	322 	
MF
YGL088W 	13 	177 	
MMS2 	29 	1083 	
MAD1 	53 	1585 	
LCL3 	21 	343 	
GUP1 	23 	168 	
SCY1 	51 	861 	
YGL082W 	33 	754 	
YGL081W 	25 	272 	
FMP37 	20 	275 	
KXD1 	11 	68 	
DBP3 	27 	256 	
HNM1 	42 	965 	
RPL7A 	4 	6 	
MPS2 	6 	30 	
YGL074C 	18 	416 	
HSF1 	47 	852 	
YGL072C 	40 	632 	
AFT1 	13 	74 	
RPB9 	5 	13 	
YGL069C 	0 	0 	
MNP1 	0 	0 	
NPY1 	21 	336 	
SGF73 	37 	347 	
ALG2 	9 	33 	
MRH4 	6 	21 	
PUS2 	88 	2280 	
YGL063C-A 	17 	915 	
PYC1 	75 	974 	
DUO1 	10 	108 	
YBP2 	49 	601 	
PKP2 	38 	578 	
RAD6 	4 	5 	
GEP7 	28 	432 	
SDS23 	50 	442 	
OLE1 	3 	5 	
ERV14 	9 	49 	
PRM8 	22 	286 	
YGL052W 	19 	216 	
MST27 	26 	304 	
TYW3 	49 	522 	
TIF4632 	67 	561 	
RPT6 	3 	3 	
ALG13 	5 	112 	
RIM8 	86 	1549 	
RNA15 	7 	177 	
DST1 	19 	243 	
YGL042C 	13 	106 	
YGL041C-B 	10 	335 	
YGL041W-A 	26 	1082 	
YGL041C 	7 	193 	
HEM2 	1 	0 	
YGL039W 	53 	596 	
OCH1 	2 	6 	
PNC1 	19 	278 	
YGL036W 	87 	1417 	
MIG1 	62 	1204 	
YGL034C 	46 	216 	
HOP2 	40 	429 	
AGA2 	7 	11 	
RPL24A 	27 	115 	
RPL30 	0 	0 	
CGR1 	1 	0 	
SCW11 	60 	701 	
CWH41 	54 	634 	
TRP5 	62 	926 	
PGD1 	30 	597 	
YGL024W 	18 	254 	
PIB2 	132 	4981 	
STT3 	5 	6 	
ALK1 	117 	2964 	
GET1 	1 	0 	
CKB1 	31 	439 	
JAC1 	2 	1 	
ATE1 	82 	1780 	
KAP122 	157 	2640 	
YGL015C 	25 	770 	
PUF4 	78 	920 	
YGL014C-A 	3 	9 	
PDR1 	134 	2775 	
ERG4 	82 	1275 	
SCL1 	4 	33 	
YGL010W 	40 	954 	
LEU1 	128 	2081 	
PMA1 	1 	0 	
YGL007C-A 	1 	0 	
BRP1 	30 	1551 	
YGL006W-A 	10 	292 	
PMC1 	255 	6363 	
COG7 	64 	1462 	
RPN14 	119 	4242 	
CDH1 	163 	6222 	
ERP6 	61 	2711 	
ERG26 	3 	3 	
AML1 	83 	1678 	
SWC4 	104 	5016 	
CUL3 	152 	4453 	
PEX31 	115 	3528 	
TFG2 	17 	184 	
PRP18 	20 	843 	
ECT1 	82 	2867 	
STF2 	28 	902 	
SEC9 	31 	296 	
NMA2 	104 	3029 	
YGR011W 	29 	727 	
YGR012W 	84 	2082 	
SNU71 	64 	1635 	
MSB2 	154 	1867 	
YGR015C 	103 	4192 	
YGR016W 	43 	725 	
YGR017W 	53 	1319 	
YGR018C 	20 	443 	
UGA1 	113 	2988 	
VMA7 	3 	2 	
YGR021W 	63 	2260 	
YGR022C 	18 	196 	
MTL1 	91 	1634 	
THG1 	1 	0 	
YGR025W 	27 	1818 	
YGR026W 	50 	963 	
RPS25A 	14 	133 	
MSP1 	38 	513 	
ERV1 	1 	0 	
POP6 	1 	0 	
IMO32 	108 	6225 	
NAG1 	54 	2646 	
GSC2 	173 	4050 	
TIM21 	34 	338 	
RPL26B 	26 	133 	
YGR035C 	9 	176 	
YGR035W-A 	18 	431 	
CAX4 	11 	160 	
ACB1 	12 	144 	
ORM1 	28 	460 	
YGR039W 	22 	280 	
KSS1 	41 	960 	
BUD9 	66 	1917 	
YGR042W 	50 	510 	
NQM1 	45 	711 	
RME1 	33 	312 	
YGR045C 	32 	697 	
TAM41 	24 	239 	
TFC4 	3 	15 	
UFD1 	5 	109 	
SCM4 	36 	886 	
YGR050C 	38 	803 	
YGR051C 	30 	522 	
FMP48 	40 	510 	
YGR053C 	44 	889 	
YGR054W 	32 	359 	
MUP1 	19 	192 	
RSC1 	40 	383 	
LST7 	24 	459 	
PEF1 	28 	258 	
SPR3 	31 	267 	
ERG25 	1 	0 	
ADE6 	0 	0 	
COX18 	1 	0 	
SPT4 	9 	132 	
YGR064W 	19 	273 	
VHT1 	0 	0 	
YGR066C 	26 	359 	
YGR067C 	61 	1046 	
ART5 	121 	4054 	
YGR068W-A 	5 	24 	
YGR069W 	14 	99 	
ROM1 	59 	626 	
ENV11 	42 	735 	
UPF3 	8 	49 	
YGR073C 	5 	20 	
SMD1 	1 	0 	
PRP38 	1 	0 	
MRPL25 	6 	97 	
PEX8 	37 	452 	
PAC10 	10 	60 	
YGR079W 	40 	632 	
TWF1 	23 	485 	
SLX9 	7 	58 	
TOM20 	0 	0 	
GCD2 	0 	0 	
MRP13 	23 	302 	
RPL11B 	3 	19 	
PIL1 	12 	123 	
PDC6 	61 	1055 	
CTT1 	40 	575 	
NNF2 	86 	1510 	
UTP22 	0 	0 	
PRP31 	21 	172 	
DBF2 	6 	34 	
DRN1 	30 	270 	
VAS1 	3 	7 	
RRP46 	0 	0 	
TPC1 	87 	2223 	
ASK10 	54 	573 	
ESP1 	3 	3 	
TEL2 	1 	0 	
MDR1 	52 	764 	
PCP1 	8 	38 	
GTF1 	3 	22 	
NOP7 	4 	3 	
SRB5 	2 	1 	
VMA21 	0 	0 	
VOA1 	12 	93 	
YGR107W 	29 	733 	
CLB1 	21 	156 	
CLB6 	19 	254 	
CLD1 	17 	110 	
YGR111W 	33 	478 	
SHY1 	11 	89 	
DAM1 	10 	55 	
YGR114C 	8 	58 	
YGR115C 	0 	0 	
SPT6 	2 	1 	
YGR117C 	27 	232 	
RPS23A 	8 	46 	
NUP57 	10 	51 	
COG2 	7 	29 	
MEP1 	53 	607 	
YGR121W-A 	29 	1040 	
YGR122W 	32 	499 	
YGR122C-A 	0 	0 	
PPT1 	21 	370 	
ASN2 	44 	480 	
YGR125W 	46 	671 	
YGR126W 	24 	186 	
YGR127W 	22 	363 	
UTP8 	0 	0 	
SYF2 	22 	247 	
YGR130C 	30 	347 	
FHN1 	14 	104 	
PHB1 	21 	184 	
PEX4 	6 	43 	
CAF130 	65 	1065 	
PRE9 	6 	10 	
LSB1 	12 	68 	
YGR137W 	14 	70 	
TPO2 	19 	230 	
YGR139W 	15 	123 	
CBF2 	3 	5 	
VPS62 	48 	791 	
BTN2 	15 	148 	
SKN1 	33 	417 	
THI4 	43 	625 	
ENP2 	16 	191 	
ECL1 	7 	55 	
YGR146C-A 	9 	263 	
NAT2 	22 	469 	
RPL24B 	16 	212 	
YGR149W 	26 	215 	
CCM1 	5 	20 	
YGR151C 	11 	108 	
RSR1 	17 	143 	
YGR153W 	18 	82 	
GTO1 	30 	458 	
CYS4 	5 	12 	
PTI1 	13 	120 	
CHO2 	24 	142 	
MTR3 	3 	8 	
NSR1 	8 	25 	
YGR160W 	3 	2 	
RTS3 	19 	295 	
YGR161W-C 	8 	150 	
TIF4631 	10 	103 	
GTR2 	27 	427 	
YGR164W 	16 	72 	
MRPS35 	1 	0 	
TRS65 	33 	172 	
CLC1 	1 	0 	
YGR168C 	34 	356 	
PUS6 	48 	832 	
YGR169C-A 	2 	1 	
PSD2 	84 	1629 	
MSM1 	7 	43 	
YIP1 	0 	0 	
RBG2 	21 	273 	
CBP4 	19 	235 	
YGR174W-A 	3 	2 	
ERG1 	0 	0 	
YGR176W 	28 	670 	
ATF2 	58 	1094 	
PBP1 	38 	583 	
OKP1 	1 	0 	
RNR4 	12 	73 	
TIM13 	14 	84 	
YGR182C 	10 	78 	
QCR9 	4 	7 	
UBR1 	30 	243 	
TYS1 	0 	0 	
TFG1 	2 	24 	
HGH1 	14 	197 	
BUB1 	28 	216 	
CRH1 	36 	406 	
YGR190C 	8 	64 	
HIP1 	33 	373 	
TDH3 	14 	34 	
PDX1 	26 	243 	
XKS1 	32 	350 	
SKI6 	6 	81 	
FYV8 	34 	362 	
SNG1 	45 	431 	
YPP1 	5 	18 	
PMT6 	55 	602 	
ELP2 	38 	579 	
YGR201C 	30 	425 	
PCT1 	47 	484 	
YCH1 	38 	1686 	
ADE3 	35 	510 	
YGR204C-A 	4 	8 	
TDA10 	8 	28 	
MVB12 	5 	16 	
CIR1 	14 	128 	
SER2 	0 	0 	
TRX2 	9 	44 	
YGR210C 	46 	871 	
ZPR1 	0 	0 	
SLI1 	41 	545 	
RTA1 	26 	254 	
RPS0A 	17 	82 	
RSM27 	5 	16 	
GPI1 	22 	151 	
CCH1 	68 	812 	
CRM1 	2 	2 	
YGR219W 	3 	10 	
MRPL9 	3 	9 	
TOS2 	50 	498 	
PET54 	3 	2 	
HSV2 	17 	179 	
AZR1 	27 	326 	
AMA1 	22 	199 	
YGR226C 	1 	0 	
DIE2 	13 	148 	
YGR228W 	5 	66 	
SMI1 	15 	200 	
BNS1 	23 	553 	
PHB2 	19 	101 	
NAS6 	19 	584 	
PHO81 	48 	563 	
YHB1 	24 	143 	
MIC26 	14 	159 	
SPG1 	11 	105 	
YGR237C 	81 	2733 	
KEL2 	74 	1367 	
PEX21 	40 	495 	
PFK1 	26 	159 	
YGR240C-A 	11 	274 	
YAP1802 	53 	1180 	
YGR242W 	8 	24 	
FMP43 	5 	46 	
LSC2 	57 	1179 	
SDA1 	6 	12 	
BRF1 	1 	0 	
CPD1 	22 	437 	
SOL4 	15 	291 	
MGA1 	21 	221 	
YGR250C 	23 	178 	
NOP19 	7 	44 	
GCN5 	9 	25 	
PUP2 	0 	0 	
ENO1 	29 	297 	
COQ6 	10 	37 	
GND2 	27 	425 	
MTM1 	10 	52 	
RAD2 	73 	917 	
YGR259C 	11 	114 	
TNA1 	37 	445 	
APL6 	27 	376 	
BUD32 	1 	0 	
SAY1 	20 	180 	
MES1 	0 	0 	
YGR265W 	10 	126 	
YGR266W 	42 	699 	
FOL2 	1 	0 	
HUA1 	22 	504 	
YGR269W 	27 	649 	
YTA7 	44 	591 	
YGR270C-A 	6 	68 	
SLH1 	70 	852 	
EFG1 	9 	87 	
YGR273C 	2 	1 	
TAF1 	12 	61 	
RTT102 	3 	5 	
RNH70 	25 	279 	
CAB4 	1 	0 	
CWC22 	10 	98 	
SCW4 	14 	97 	
PXR1 	6 	25 	
YOR1 	32 	218 	
BGL2 	7 	14 	
YGR283C 	19 	250 	
ERV29 	15 	90 	
ZUO1 	18 	265 	
BIO2 	20 	462 	
IMA1 	29 	338 	
MAL13 	21 	263 	
MAL11 	30 	686 	
YGR290W 	4 	4 	
YGR291C 	8 	69 	
MAL12 	8 	56 	
YGR293C 	3 	2 	
PAU12 	2 	1 	
COS6 	21 	179 	
YRF1-3 	0 	0 	
YGR296C-A 	0 	0 	
YGR296C-B 	0 	0 	
YHL050C 	33 	478 	
YHL050W-A 	1 	0 	
YHL049C 	0 	0 	
YHL048C-A 	3 	16 	
COS8 	37 	522 	
ARN2 	55 	844 	
YHL046W-A 	7 	99 	
PAU13 	8 	43 	
YHL045W 	15 	346 	
YHL044W 	14 	80 	
ECM34 	27 	439 	
YHL042W 	32 	793 	
YHL041W 	36 	405 	
ARN1 	46 	463 	
EFM1 	55 	510 	
CBP2 	10 	225 	
YHL037C 	22 	543 	
MUP3 	60 	642 	
VMR1 	122 	1824 	
YHL034W-A 	12 	33 	
SBP1 	17 	51 	
RPL8A 	12 	104 	
GUT1 	81 	1443 	
GOS1 	9 	34 	
YHL030W-A 	11 	111 	
ECM29 	148 	2304 	
OCA5 	87 	2860 	
WSC4 	83 	1163 	
RIM101 	87 	1807 	
YHL026C 	72 	3074 	
SNF6 	56 	2013 	
RIM4 	121 	2621 	
NPR3 	34 	240 	
SPO11 	54 	554 	
AIM17 	77 	1316 	
OPI1 	49 	939 	
YHL019W-A 	19 	176 	
APM2 	77 	1213 	
YHL018W 	18 	453 	
YHL017W 	102 	2108 	
DUR3 	159 	3429 	
YHL015W-A 	14 	68 	
RPS20 	1 	0 	
YLF2 	88 	1363 	
OTU2 	64 	1605 	
YHL012W 	77 	1536 	
PRS3 	16 	61 	
ETP1 	119 	3233 	
YAP3 	58 	1218 	
YHL008C 	200 	6329 	
STE20 	186 	5603 	
YHL006W-A 	39 	1598 	
SHU1 	28 	9654 	
YHL005C 	15 	2192 	
MRP4 	19 	228 	
LAG1 	110 	2886 	
YHL002C-A 	41 	2380 	
HSE1 	124 	6168 	
RPL14B 	60 	1622 	
OSH7 	138 	5619 	
QCR10 	40 	1533 	
LEU5 	84 	1717 	
TCD1 	146 	5470 	
NEM1 	105 	2060 	
GPA1 	6 	41 	
TIM10 	6 	29 	
STP2 	92 	1576 	
ERG11 	5 	120 	
YHR007C-A 	9 	2131 	
SOD2 	60 	639 	
TDA3 	141 	3558 	
RPL27A 	10 	58 	
DIA4 	1 	0 	
VPS29 	17 	67 	
ARD1 	8 	32 	
SPO13 	36 	564 	
MIP6 	107 	1340 	
YSC84 	56 	766 	
YSC83 	38 	754 	
ARG4 	6 	16 	
DED81 	0 	0 	
YHR020W 	5 	10 	
RPS27B 	1 	0 	
ECM12 	26 	445 	
YHR022C 	42 	905 	
YHR022C-A 	11 	262 	
MYO1 	117 	1496 	
MAS2 	2 	7 	
THR1 	26 	270 	
VMA16 	5 	8 	
RPN1 	3 	21 	
DAP2 	67 	828 	
YHR028W-A 	25 	524 	
YHI9 	33 	1024 	
SLT2 	24 	259 	
RRM3 	102 	1876 	
ERC1 	142 	4565 	
YHR032W-A 	14 	370 	
YHR032C-A 	11 	294 	
YHR033W 	86 	1894 	
PIH1 	68 	1049 	
NEL1 	68 	898 	
BRL1 	11 	72 	
PUT2 	62 	951 	
RRF1 	7 	17 	
MSC7 	54 	734 	
VMA10 	0 	0 	
BCD1 	25 	443 	
SRB2 	2 	1 	
NCP1 	5 	28 	
DOG2 	21 	271 	
DOG1 	23 	151 	
YHR045W 	34 	278 	
INM1 	26 	412 	
AAP1 	94 	1246 	
YHK8 	64 	1017 	
FSH1 	23 	292 	
YHR049C-A 	32 	194 	
SMF2 	38 	692 	
YHR050W-A 	8 	148 	
COX6 	2 	1 	
CIC1 	3 	8 	
YHR052W-A 	0 	0 	
CUP1-1 	0 	0 	
YHR054C 	0 	0 	
YHR054W-A 	0 	0 	
CUP1-2 	0 	0 	
RSC30 	26 	221 	
YHR056W-A 	19 	172 	
CPR2 	24 	381 	
MED6 	10 	165 	
FYV4 	5 	7 	
VMA22 	2 	2 	
GIC1 	19 	154 	
RPP1 	0 	0 	
PAN5 	26 	393 	
YHR063W-A 	8 	23 	
SSZ1 	22 	148 	
RRP3 	2 	1 	
SSF1 	34 	485 	
HTD2 	35 	507 	
DYS1 	1 	0 	
RRP4 	3 	18 	
YHR069C-A 	0 	0 	
TRM5 	6 	20 	
YHR070C-A 	16 	709 	
PCL5 	31 	776 	
YHR071C-A 	11 	49 	
ERG7 	2 	2 	
NOP10 	0 	0 	
OSH3 	60 	870 	
YHR073W-A 	4 	71 	
YHR073C-B 	3 	76 	
QNS1 	1 	0 	
PPE1 	48 	694 	
PTC7 	34 	514 	
NMD2 	43 	470 	
YHR078W 	43 	352 	
IRE1 	36 	317 	
SAE3 	3 	17 	
YHR080C 	71 	1159 	
LRP1 	11 	142 	
KSP1 	43 	1065 	
SAM35 	0 	0 	
STE12 	62 	1063 	
IPI1 	2 	1 	
NAM8 	38 	527 	
YHR086W-A 	21 	385 	
RTC3 	13 	185 	
RPF1 	2 	1 	
GAR1 	7 	48 	
YNG2 	5 	48 	
MSR1 	1 	0 	
HXT4 	41 	805 	
AHT1 	35 	475 	
HXT1 	56 	1529 	
YHR095W 	17 	190 	
HXT5 	37 	301 	
YHR097C 	85 	1389 	
SFB3 	20 	152 	
TRA1 	15 	85 	
GEP4 	11 	154 	
BIG1 	3 	19 	
KIC1 	3 	2 	
SBE22 	32 	350 	
GRE3 	14 	96 	
YPT35 	18 	135 	
TRR2 	20 	64 	
CDC12 	0 	0 	
GGA2 	31 	397 	
CTM1 	29 	406 	
ERP5 	17 	142 	
UBA4 	13 	83 	
YHR112C 	29 	640 	
APE4 	48 	852 	
BZZ1 	58 	1026 	
DMA1 	45 	961 	
COX23 	14 	354 	
TOM71 	51 	734 	
ORC6 	0 	0 	
SET1 	16 	246 	
MSH1 	6 	7 	
LSM12 	10 	166 	
CIA2 	6 	16 	
EPT1 	36 	321 	
NDT80 	47 	517 	
YHR125W 	5 	18 	
ANS1 	16 	219 	
YHR127W 	20 	335 	
FUR1 	16 	185 	
ARP1 	2 	6 	
YHR130C 	7 	33 	
YHR131C 	28 	231 	
YHR131W-A 	5 	75 	
ECM14 	22 	321 	
IGO2 	7 	88 	
NSG1 	20 	202 	
WSS1 	14 	72 	
YCK1 	51 	524 	
SPL2 	10 	66 	
ARO9 	28 	166 	
YHR137C-A 	10 	60 	
YHR138C 	9 	100 	
SPS100 	29 	310 	
YHR139C-A 	23 	305 	
YHR140W 	28 	303 	
RPL42B 	5 	17 	
CHS7 	11 	143 	
DSE2 	20 	137 	
RPC10 	0 	0 	
DCD1 	18 	288 	
YHR145C 	7 	45 	
CRP1 	15 	202 	
MRPL6 	0 	0 	
IMP3 	1 	0 	
SKG6 	38 	372 	
PEX28 	36 	557 	
MTC6 	21 	166 	
SPO12 	14 	101 	
SPO16 	7 	47 	
RTT107 	45 	989 	
YSP1 	68 	1018 	
LIN1 	34 	332 	
REC104 	13 	162 	
KEL1 	36 	494 	
TDA11 	37 	944 	
PEX18 	14 	159 	
YAP1801 	26 	248 	
MPC2 	4 	3 	
SOL3 	15 	239 	
DNA2 	12 	103 	
PRP8 	11 	54 	
YHR165W-A 	5 	17 	
CDC23 	10 	162 	
THP2 	15 	264 	
MTG2 	30 	218 	
DBP8 	7 	43 	
NMD3 	6 	70 	
ATG7 	19 	93 	
SPC97 	20 	389 	
YHR173C 	25 	627 	
ENO2 	38 	334 	
CTR2 	30 	673 	
YHR175W-A 	4 	31 	
FMO1 	46 	473 	
YHR177W 	31 	275 	
STB5 	16 	172 	
OYE2 	22 	139 	
YHR180W 	26 	907 	
YHR180W-A 	10 	129 	
YHR180C-B 	1 	0 	
SVP26 	14 	49 	
YHR182W 	67 	925 	
YHR182C-A 	6 	26 	
GND1 	22 	181 	
SSP1 	40 	593 	
PFS1 	12 	103 	
KOG1 	0 	0 	
IKI1 	14 	84 	
GPI16 	0 	0 	
PTH1 	5 	20 	
ERG9 	2 	7 	
CTF8 	1 	0 	
LNP1 	14 	240 	
EGD2 	22 	480 	
YHR193C-A 	2 	1 	
MDM31 	14 	57 	
NVJ1 	19 	245 	
UTP9 	12 	99 	
RIX1 	4 	6 	
AIM18 	10 	45 	
AIM46 	35 	862 	
NBL1 	6 	42 	
RPN10 	4 	7 	
PPX1 	17 	107 	
YHR202W 	35 	353 	
RPS4B 	8 	28 	
MNL1 	56 	706 	
SCH9 	8 	21 	
SKN7 	21 	349 	
SET5 	27 	395 	
BAT1 	23 	326 	
CRG1 	17 	118 	
YHR210C 	31 	684 	
FLO5 	51 	778 	
YHR212C 	0 	0 	
YHR212W-A 	0 	0 	
YHR213W 	0 	0 	
YHR213W-A 	0 	0 	
YHR213W-B 	14 	89 	
YHR214W 	0 	0 	
YHR214W-A 	0 	0 	
YHR214C-D 	0 	0 	
YHR214C-E 	2 	10 	
PHO12 	7 	18 	
IMD2 	6 	30 	
YHR217C 	16 	158 	
YHR218W 	0 	0 	
YHR218W-A 	0 	0 	
YHR219W 	0 	0 	
YHR219C-A 	0 	0 	
YIL177C 	0 	0 	
YIL177W-A 	0 	0 	
PAU14 	0 	0 	
VTH1 	13 	347 	
IMA3 	0 	0 	
YIL171W-A 	0 	0 	
YIL169C 	18 	184 	
YIL166C 	62 	778 	
YIL165C 	11 	192 	
NIT1 	21 	416 	
YIL163C 	21 	290 	
SUC2 	43 	629 	
YIL161W 	6 	22 	
POT1 	35 	640 	
BNR1 	52 	1066 	
AIM20 	26 	283 	
COA1 	2 	1 	
YIL156W-A 	16 	408 	
YIL156W-B 	9 	74 	
UBP7 	55 	747 	
GUT2 	52 	813 	
IMP2
RRD1 	49 	908 	
YIL152W 	30 	351 	
ESL1 	51 	993 	
MCM10 	10 	145 	
MLP2 	65 	721 	
RPL40A 	2 	15 	
SLN1 	2 	15 	
ATG32 	22 	138 	
PAN6 	17 	183 	
NDC80 	0 	0 	
SSL2 	12 	91 	
YIL142C-A 	3 	25 	
CCT2 	1 	0 	
YIL141W 	15 	110 	
AXL2 	111 	1694 	
REV7 	28 	222 	
TPM2 	6 	48 	
TMA108 	78 	1084 	
OM45 	21 	244 	
VHS2 	18 	137 	
YIL134C-A 	10 	123 	
FLX1 	19 	211 	
RPL16A 	12 	44 	
CSM2 	33 	595 	
FKH1 	41 	446 	
ASG1 	44 	609 	
TAO3 	20 	276 	
MET18 	16 	110 	
RRT14 	12 	126 	
STH1 	32 	490 	
KGD1 	51 	651 	
AYR1 	23 	250 	
SIM1 	91 	1812 	
POG1 	20 	247 	
QDR2 	50 	555 	
QDR1 	51 	578 	
RPI1 	16 	217 	
RHO3 	1 	0 	
PRM5 	20 	112 	
HIS5 	42 	790 	
YIL115W-A 	2 	3 	
NUP159 	5 	25 	
POR2 	10 	36 	
SDP1 	29 	581 	
HOS4 	65 	909 	
COX5B 	18 	187 	
HPM1 	17 	196 	
SEC24 	3 	2 	
YIL108W 	61 	1350 	
PFK26 	45 	486 	
MOB1 	8 	53 	
SLM1 	48 	1133 	
YIL105W-A 	4 	34 	
SHQ1 	1 	0 	
DPH1 	13 	148 	
YIL102C-A 	0 	0 	
YIL102C 	6 	14 	
XBP1 	72 	1295 	
YIL100C-A 	37 	511 	
YIL100W 	39 	556 	
SGA1 	55 	729 	
FMC1 	13 	239 	
FYV10 	23 	228 	
BMT5 	25 	479 	
PRK1 	61 	748 	
LYS12 	9 	72 	
RSM25 	11 	152 	
YIL092W 	53 	649 	
UTP25 	1 	0 	
ICE2 	1 	0 	
YIL089W 	24 	262 	
AVT7 	61 	1163 	
AIM19 	17 	175 	
YIL086C 	26 	455 	
KTR7 	52 	1296 	
SDS3 	13 	198 	
CAB2 	6 	27 	
YIL082W 	9 	109 	
AIR1 	28 	382 	
THS1 	1 	0 	
YIL077C 	91 	2703 	
SEC28 	6 	38 	
RPN2 	16 	141 	
SER33 	55 	1186 	
SPO22 	84 	1186 	
HOP1 	51 	473 	
YIL071W-A 	8 	91 	
PCI8 	32 	526 	
MAM33 	29 	353 	
RPS24B 	20 	114 	
YIL068W-A 	14 	170 	
SEC6 	14 	163 	
YIL067C 	70 	976 	
YIL066W-A 	15 	67 	
RNR3 	59 	1132 	
FIS1 	23 	804 	
SEE1 	41 	895 	
YRB2 	3 	2 	
ARC15 	0 	0 	
SNP1 	20 	82 	
YIL060W 	11 	72 	
YIL059C 	13 	116 	
YIL058W 	21 	585 	
RGI2 	23 	540 	
VHR1 	69 	1162 	
YIL055C 	74 	1245 	
YIL054W 	37 	890 	
GPP1 	19 	296 	
RPL34B 	13 	37 	
MMF1 	20 	102 	
PCL7 	27 	196 	
DFG10 	12 	81 	
NEO1 	6 	24 	
