gene_name	number_of_transposon_per_gene	number_of_read_pergene
YRB1 	2 	1 	
RCR2 	75 	2195 	
YDR003W-A 	11 	62 	
RAD57 	86 	1192 	
MAF1 	16 	371 	
SOK1 	110 	1159 	
TRP1 	61 	1050 	
YDR008C 	31 	1198 	
GAL3 	123 	2569 	
YDR010C 	23 	4710 	
SNQ2 	182 	3233 	
RPL4B 	19 	324 	
PSF1 	1 	0 	
RAD61 	75 	748 	
HED1 	22 	241 	
YDR015C 	8 	37 	
DAD1 	1 	0 	
KCS1 	76 	1152 	
YDR018C 	108 	2174 	
GCV1 	83 	1925 	
DAS2 	48 	1612 	
FAL1 	2 	1 	
ATG31 	18 	287 	
SES1 	6 	19 	
FYV1 	44 	938 	
RPS11A 	8 	33 	
NSI1 	70 	914 	
VPS54 	15 	100 	
REG1 	45 	521 	
YDR029W 	12 	75 	
RAD28 	70 	1287 	
MIX14 	11 	114 	
PST2 	37 	240 	
MRH1 	26 	408 	
LYS14 	38 	342 	
YDR034C-A 	5 	9 	
YDR034W-B 	6 	15 	
ARO3 	45 	691 	
EHD3 	57 	1325 	
KRS1 	4 	38 	
ENA5 	29 	638 	
ENA2 	0 	0 	
ENA1 	19 	360 	
RSM10 	4 	7 	
YDR042C 	5 	4 	
NRG1 	18 	278 	
HEM13 	1 	0 	
RPC11 	2 	3 	
BAP3 	50 	885 	
HEM12 	3 	18 	
YDR048C 	16 	141 	
VMS1 	4 	4 	
TPI1 	0 	0 	
DET1 	50 	964 	
DBF4 	1 	0 	
YDR053W 	0 	0 	
CDC34 	6 	24 	
PST1 	36 	289 	
YDR056C 	27 	340 	
YOS9 	28 	218 	
TGL2 	22 	341 	
UBC5 	14 	187 	
MAK21 	18 	214 	
YDR061W 	57 	718 	
LCB2 	0 	0 	
AIM7 	10 	138 	
RPS13 	0 	0 	
RRG1 	2 	3 	
RTR2 	19 	217 	
OCA6 	25 	972 	
DOS2 	24 	284 	
DOA4 	1 	0 	
FMP16 	4 	25 	
PAA1 	12 	188 	
IPT1 	60 	1175 	
SNF11 	26 	487 	
TPS2 	6 	58 	
PPH3 	11 	67 	
RAD55 	30 	315 	
SED1 	23 	166 	
SHU2 	21 	331 	
PET100 	4 	36 	
TFB5 	1 	0 	
VPS41 	1 	0 	
PDC2 	3 	12 	
STN1 	1 	0 	
RRP8 	17 	159 	
TVP23 	13 	60 	
AFR1 	38 	560 	
SSS1 	1 	0 	
RRP1 	2 	1 	
SLU7 	7 	52 	
YDR089W 	61 	1092 	
YDR090C 	21 	289 	
RLI1 	0 	0 	
UBC13 	25 	500 	
DNF2 	209 	5585 	
YDR094W 	40 	1833 	
YDR095C 	39 	492 	
GIS1 	56 	568 	
MSH6 	56 	635 	
GRX3 	28 	192 	
BMH2 	53 	689 	
TVP15 	27 	432 	
ARX1 	24 	286 	
YDR102C 	17 	213 	
STE5 	32 	233 	
SPO71 	60 	975 	
TMS1 	29 	265 	
ARP10 	34 	403 	
TMN2 	37 	454 	
TRS85 	19 	127 	
YDR109C 	30 	199 	
FOB1 	30 	851 	
ALT2 	42 	505 	
IRC2 	15 	242 	
PDS1 	9 	38 	
YDR114C 	17 	296 	
YDR115W 	0 	0 	
MRPL1 	15 	137 	
TMA64 	15 	120 	
APC4 	24 	305 	
YDR118W-A 	6 	49 	
VBA4 	61 	600 	
COX26 	6 	70 	
TRM1 	34 	284 	
DPB4 	15 	122 	
KIN1 	39 	513 	
INO2 	1 	0 	
YDR124W 	24 	353 	
ECM18 	20 	153 	
SWF1 	18 	227 	
ARO1 	11 	95 	
MTC5 	73 	1061 	
SAC6 	2 	1 	
FIN1 	10 	55 	
YDR131C 	28 	283 	
YDR132C 	25 	403 	
YDR133C 	0 	0 	
YCF1 	33 	555 	
VPS61 	34 	834 	
RGP1 	17 	144 	
HPR1 	29 	424 	
RUB1 	7 	11 	
MTQ2 	7 	33 	
DOP1 	0 	0 	
PEX7 	23 	382 	
SAN1 	57 	1121 	
MKC7 	23 	299 	
TAF12 	3 	8 	
SWI5 	37 	539 	
EKI1 	29 	224 	
KGD2 	23 	338 	
YDR149C 	6 	22 	
NUM1 	30 	697 	
CTH1 	23 	147 	
GIR2 	12 	99 	
ENT5 	24 	279 	
YDR154C 	9 	143 	
CPR1 	16 	310 	
RPA14 	17 	124 	
YDR157W 	39 	445 	
HOM2 	5 	26 	
SAC3 	24 	318 	
SSY1 	0 	0 	
YDR161W 	6 	6 	
NBP2 	7 	45 	
CWC15 	15 	204 	
SEC1 	4 	47 	
TRM82 	36 	263 	
SEC5 	32 	451 	
TAF10 	1 	0 	
CDC37 	1 	0 	
STB3 	12 	133 	
YDR169C-A 	2 	2 	
SEC7 	11 	73 	
HSP42 	11 	36 	
SUP35 	1 	0 	
ARG82 	1 	0 	
HMO1 	21 	388 	
RSM24 	1 	0 	
NGG1 	10 	37 	
UBC1 	1 	0 	
SDH4 	13 	141 	
CSN9 	8 	61 	
YDR179W-A 	21 	197 	
SCC2 	0 	0 	
SAS4 	28 	549 	
CDC1 	0 	0 	
YDR182W-A 	5 	24 	
PLP1 	10 	153 	
YDR183C-A 	9 	74 	
ATC1 	14 	118 	
UPS3 	11 	65 	
YDR186C 	45 	857 	
YDR187C 	11 	59 	
CCT6 	2 	2 	
SLY1 	2 	1 	
RVB1 	0 	0 	
HST4 	25 	433 	
NUP42 	27 	485 	
YDR193W 	8 	111 	
MSS116 	3 	2 	
YDR194W-A 	1 	0 	
REF2 	16 	52 	
CAB5 	3 	4 	
CBS2 	0 	0 	
RKM2 	13 	77 	
YDR199W 	5 	27 	
VPS64 	13 	77 	
SPC19 	2 	1 	
RAV2 	12 	92 	
YDR203W 	4 	21 	
COQ4 	7 	63 	
MSC2 	30 	583 	
EBS1 	43 	645 	
UME6 	31 	277 	
MSS4 	8 	34 	
YDR209C 	6 	5 	
YDR210W 	6 	5 	
GCD6 	3 	7 	
TCP1 	1 	0 	
UPC2 	75 	872 	
AHA1 	30 	376 	
YDR215C 	43 	985 	
ADR1 	42 	421 	
RAD9 	11 	196 	
SPR28 	22 	289 	
MFB1 	3 	11 	
YDR220C 	17 	180 	
GTB1 	66 	1117 	
YDR222W 	27 	125 	
CRF1 	36 	522 	
HTB1 	1 	0 	
HTA1 	8 	47 	
ADK1 	2 	2 	
SIR4 	48 	381 	
PCF11 	1 	0 	
IVY1 	54 	525 	
YDR230W 	15 	137 	
COX20 	11 	117 	
HEM1 	4 	5 	
RTN1 	17 	137 	
LYS4 	7 	46 	
PRP42 	2 	2 	
FMN1 	2 	2 	
MRPL7 	0 	0 	
SEC26 	4 	7 	
YDR239C 	72 	1004 	
SNU56 	19 	76 	
BUD26 	20 	189 	
AMD2 	24 	526 	
PRP28 	0 	0 	
PEX5 	32 	643 	
MNN10 	5 	72 	
TRS23 	3 	17 	
YDR246W-A 	29 	1273 	
VHS1 	13 	127 	
YDR248C 	17 	289 	
YDR249C 	32 	457 	
YDR250C 	25 	1017 	
PAM1 	24 	186 	
BTT1 	7 	49 	
MET32 	7 	33 	
CHL4 	18 	130 	
RMD5 	13 	198 	
CTA1 	69 	1371 	
RKM4 	12 	46 	
HSP78 	26 	278 	
YAP6 	38 	670 	
SWM1 	42 	843 	
EXG2 	38 	371 	
YDR262W 	9 	53 	
DIN7 	29 	230 	
AKR1 	5 	24 	
PEX10 	12 	67 	
HEL2 	29 	264 	
CIA1 	0 	0 	
MSW1 	2 	2 	
YDR269C 	5 	37 	
CCC2 	38 	477 	
YDR271C 	9 	62 	
GLO2 	13 	148 	
DON1 	17 	109 	
YDR274C 	38 	1915 	
BSC2 	18 	159 	
PMP3 	2 	5 	
MTH1 	24 	394 	
YDR278C 	19 	279 	
RNH202 	20 	165 	
RRP45 	0 	0 	
PHM6 	7 	9 	
YDR282C 	18 	169 	
GCN2 	43 	470 	
DPP1 	25 	327 	
ZIP1 	27 	335 	
YDR286C 	4 	32 	
INM2 	21 	342 	
NSE3 	2 	1 	
RTT103 	7 	22 	
YDR290W 	11 	69 	
HRQ1 	49 	641 	
SRP101 	0 	0 	
SSD1 	51 	1465 	
DPL1 	27 	472 	
HDA2 	30 	177 	
MHR1 	3 	43 	
SUR2 	4 	36 	
ATP5 	0 	0 	
BFR2 	0 	0 	
PRO1 	1 	0 	
CFT1 	1 	0 	
GPI11 	4 	5 	
RSC3 	0 	0 	
CPR5 	15 	219 	
HNT2 	13 	161 	
YDR306C 	20 	302 	
PMT7 	29 	414 	
SRB7 	0 	0 	
GIC2 	16 	111 	
SUM1 	23 	406 	
TFB1 	6 	70 	
SSF2 	36 	642 	
PIB1 	18 	243 	
RAD34 	20 	287 	
IPK1 	3 	2 	
OMS1 	23 	202 	
HIM1 	15 	71 	
MCM21 	11 	36 	
YFT2 	14 	188 	
SWA2 	20 	192 	
DAD4 	0 	0 	
YDR320W-B 	13 	181 	
ASP1 	11 	130 	
MRPL35 	2 	1 	
TIM11 	1 	0 	
PEP7 	18 	257 	
UTP4 	3 	47 	
YCG1 	2 	2 	
YSP2 	58 	473 	
YDR327W 	2 	1 	
SKP1 	0 	0 	
PEX3 	24 	344 	
UBX5 	18 	136 	
GPI8 	2 	1 	
IRC3 	4 	3 	
RQC1 	20 	234 	
SWR1 	92 	1690 	
MSN5 	19 	72 	
YDR336W 	33 	516 	
MRPS28 	3 	16 	
YDR338C 	43 	927 	
FCF1 	2 	1 	
YDR340W 	17 	305 	
YDR341C 	0 	0 	
HXT7 	2 	7 	
HXT6 	0 	0 	
YDR344C 	23 	268 	
HXT3 	42 	666 	
SVF1 	26 	312 	
MRP1 	1 	0 	
PAL1 	48 	794 	
YPS7 	18 	142 	
ATP22 	6 	15 	
SBE2 	41 	436 	
YPQ2 	18 	258 	
TRR1 	7 	23 	
TRP4 	9 	37 	
YDR354C-A 	0 	0 	
YDR355C 	0 	0 	
SPC110 	3 	20 	
CNL1 	26 	156 	
GGA1 	18 	132 	
EAF1 	19 	253 	
OPI7 	3 	5 	
BCP1 	0 	0 	
TFC6 	10 	63 	
ESC2 	21 	199 	
SEM1 	0 	0 	
CDC40 	1 	0 	
ESF1 	5 	22 	
YDR366C 	9 	152 	
KEI1 	3 	3 	
YPR1 	15 	74 	
XRS2 	39 	440 	
DXO1 	27 	409 	
CTS2 	22 	307 	
YDR371C-A 	1 	0 	
VPS74 	6 	109 	
FRQ1 	1 	0 	
PHO92 	12 	100 	
WIP1 	2 	2 	
BCS1 	3 	2 	
ARH1 	2 	14 	
ATP17 	2 	2 	
LSM6 	0 	0 	
RGA2 	48 	662 	
SDH6 	8 	61 	
ARO10 	44 	431 	
YRA1 	0 	0 	
YDR381C-A 	3 	2 	
RPP2B 	4 	7 	
NKP1 	16 	61 	
ATO3 	23 	492 	
EFT2 	0 	0 	
MUS81 	44 	439 	
YDR387C 	32 	551 	
RVS167 	15 	126 	
SAC7 	23 	221 	
UBA2 	9 	294 	
YDR391C 	13 	143 	
SPT3 	6 	32 	
SHE9 	29 	148 	
RPT3 	2 	4 	
SXM1 	13 	96 	
YDR396W 	2 	1 	
NCB2 	2 	1 	
UTP5 	11 	60 	
HPT1 	23 	161 	
URH1 	21 	259 	
YDR401W 	22 	199 	
DIT2 	33 	308 	
DIT1 	28 	305 	
RPB7 	0 	0 	
MRP20 	11 	174 	
PDR15 	154 	2617 	
YDR406W-A 	4 	3 	
TRS120 	4 	8 	
ADE8 	2 	3 	
SIZ1 	39 	312 	
STE14 	22 	398 	
DFM1 	26 	593 	
RRP17 	4 	3 	
YDR413C 	4 	3 	
ERD1 	20 	187 	
YDR415C 	19 	287 	
SYF1 	23 	409 	
YDR417C 	2 	1 	
RPL12B 	1 	0 	
RAD30 	34 	381 	
HKR1 	44 	716 	
ARO80 	39 	466 	
SIP1 	26 	464 	
CAD1 	20 	350 	
DYN2 	8 	74 	
SNX41 	12 	156 	
YDR426C 	2 	1 	
RPN9 	1 	0 	
BNA7 	9 	36 	
TIF35 	1 	0 	
CYM1 	54 	972 	
YDR431W 	13 	176 	
NPL3 	2 	7 	
YDR433W 	2 	7 	
GPI17 	4 	28 	
PPM1 	19 	164 	
PPZ2 	28 	410 	
GPI19 	3 	4 	
THI74 	15 	208 	
LRS4 	3 	4 	
DOT1 	45 	615 	
APT2 	13 	127 	
YDR442W 	20 	644 	
SSN2 	105 	2034 	
YDR444W 	46 	409 	
YDR445C 	12 	115 	
ECM11 	11 	118 	
RPS17B 	8 	62 	
ADA2 	3 	2 	
UTP6 	4 	36 	
RPS18A 	9 	20 	
YHP1 	21 	313 	
PPN1 	55 	930 	
TSA2 	21 	453 	
GUK1 	0 	0 	
YDR455C 	11 	109 	
NHX1 	22 	244 	
TOM1 	137 	2200 	
HEH2 	31 	249 	
PFA5 	23 	206 	
TFB3 	1 	0 	
MFA1 	3 	2 	
YDR461C-A 	5 	24 	
MRPL28 	3 	44 	
STP1 	11 	57 	
SPP41 	14 	56 	
YDR464C-A 	5 	10 	
RMT2 	12 	291 	
PKH3 	29 	315 	
YDR467C 	10 	102 	
TLG1 	4 	5 	
SDC1 	7 	53 	
UGO1 	2 	1 	
RPL27B 	14 	200 	
TRS31 	2 	3 	
PRP3 	7 	73 	
JIP4 	44 	848 	
YDR476C 	33 	426 	
SNF1 	10 	24 	
SNM1 	1 	0 	
PEX29 	30 	279 	
DIG2 	23 	460 	
PHO8 	40 	998 	
CWC21 	30 	776 	
KRE2 	12 	131 	
VPS52 	2 	1 	
VPS72 	32 	239 	
VPS60 	9 	65 	
RIB3 	0 	0 	
PAC11 	40 	334 	
SLD5 	2 	1 	
PKH1 	76 	1423 	
YDR491C 	32 	547 	
IZH1 	31 	380 	
MZM1 	10 	121 	
RSM28 	17 	124 	
VPS3 	19 	114 	
PUF6 	18 	225 	
ITR1 	31 	403 	
SEC20 	11 	114 	
LCD1 	9 	27 	
RPL37B 	10 	95 	
PLM2 	42 	467 	
SAM2 	18 	265 	
LPP1 	17 	196 	
SPG3 	5 	28 	
PSP1 	28 	189 	
GMC1 	87 	1977 	
GIN4 	45 	664 	
GNP1 	38 	675 	
YDR509W 	12 	68 	
SMT3 	0 	0 	
YDR510C-A 	6 	13 	
SDH7 	10 	163 	
EMI1 	36 	854 	
GRX2 	5 	34 	
YDR514C 	37 	542 	
SLF1 	8 	23 	
EMI2 	20 	330 	
GRH1 	35 	374 	
EUG1 	27 	354 	
FPR2 	7 	61 	
URC2 	25 	155 	
YDR521W 	7 	56 	
SPS2 	17 	174 	
SPS1 	42 	348 	
AGE1 	13 	136 	
YDR524W-C 	4 	12 	
YDR524C-B 	1 	0 	
YDR524C-A 	14 	99 	
API2 	28 	497 	
SNA2 	12 	335 	
YDR526C 	0 	0 	
RBA50 	2 	3 	
HLR1 	28 	460 	
QCR7 	4 	36 	
APA2 	19 	418 	
CAB1 	2 	1 	
KRE28 	10 	29 	
HSP31 	15 	122 	
FIT1 	28 	335 	
YDR535C 	43 	772 	
STL1 	39 	476 	
YDR537C 	9 	159 	
PAD1 	12 	173 	
FDC1 	19 	285 	
IRC4 	8 	55 	
YDR541C 	29 	449 	
PAU10 	0 	0 	
YDR543C 	4 	23 	
YDR544C 	6 	148 	
YRF1-1 	0 	0 	
YDR545C-A 	0 	0 	
YEL077C 	41 	884 	
YEL077W-A 	5 	104 	
YEL076C-A 	0 	0 	
YEL076C 	0 	0 	
YEL075W-A 	1 	0 	
YEL075C 	1 	0 	
YEL074W 	27 	847 	
YEL073C 	15 	499 	
RMD6 	25 	424 	
DLD3 	58 	1103 	
DSF1 	27 	357 	
HXT13 	31 	556 	
YEL068C 	5 	20 	
YEL067C 	34 	892 	
HPA3 	32 	658 	
SIT1 	47 	630 	
AVT2 	35 	965 	
CAN1 	40 	355 	
NPR2 	9 	31 	
CIN8 	21 	223 	
PRB1 	54 	745 	
SOM1 	14 	96 	
HHY1 	30 	1264 	
PCM1 	2 	16 	
YEL057C 	28 	462 	
HAT2 	36 	471 	
POL5 	1 	0 	
RPL12A 	7 	19 	
YEL053W-A 	6 	15 	
MAK10 	48 	537 	
AFG1 	32 	319 	
VMA8 	4 	8 	
YEL050W-A 	11 	99 	
RML2 	5 	56 	
PAU2 	12 	69 	
TCA17 	8 	18 	
FRD1 	48 	1129 	
GLY1 	17 	92 	
YEL045C 	32 	1271 	
IES6 	7 	11 	
YEL043W 	92 	2287 	
GDA1 	52 	543 	
YEF1 	54 	853 	
UTR2 	53 	1024 	
CYC7 	14 	365 	
UTR4 	41 	879 	
RAD23 	25 	536 	
ANP1 	28 	567 	
UTR5 	40 	2353 	
YEL034C-A 	6 	78 	
HYP2 	2 	1 	
MTC7 	35 	1133 	
MCM3 	1 	0 	
YEL032C-A 	0 	0 	
SPF1 	56 	623 	
YEL030C-A 	12 	199 	
ECM10 	72 	904 	
BUD16 	21 	167 	
YEL028W 	27 	364 	
VMA3 	1 	0 	
SNU13 	0 	0 	
YEL025C 	157 	2594 	
RIP1 	2 	5 	
YEL023C 	129 	2331 	
GEA2 	178 	3100 	
URA3 	10 	48452 	
YEL020C-B 	0 	0 	
TIM9 	3 	4 	
YEL020C 	110 	2410 	
MMS21 	15 	452 	
YEL018C-A 	19 	123 	
EAF5 	28 	223 	
PMP2 	11 	69 	
GTT3 	79 	1454 	
NPP2 	101 	2298 	
EDC3 	79 	1566 	
YEL014C 	19 	631 	
VAC8 	59 	431 	
UBC8 	61 	993 	
GLC3 	156 	4792 	
YEL010W 	19 	696 	
YEL009C-A 	31 	1177 	
GCN4 	69 	1104 	
YEL008W 	29 	6955 	
YEL008C-A 	8 	1241 	
MIT1 	56 	714 	
YEA6 	102 	3093 	
VAB2 	65 	1783 	
YEA4 	98 	2148 	
GIM4 	29 	1257 	
WBP1 	6 	31 	
IRC22 	57 	3489 	
MNN1 	247 	11145 	
NOP16 	33 	297 	
PMI40 	3 	4 	
FMP52 	75 	3112 	
YND1 	180 	7016 	
NUG1 	19 	170 	
YER006C-A 	32 	644 	
PAC2 	116 	3045 	
TMA20 	56 	1522 	
SEC3 	155 	2392 	
NTF2 	0 	0 	
YER010C 	56 	1225 	
TIR1 	40 	472 	
PRE1 	3 	17 	
PRP22 	38 	828 	
HEM14 	10 	58 	
BUD25 	34 	1357 	
FAA2 	107 	1827 	
BIM1 	57 	1398 	
AFG3 	5 	47 	
SPC25 	3 	2 	
ISC1 	119 	2812 	
SBH2 	23 	238 	
GPA2 	76 	939 	
RPN3 	7 	70 	
SRB4 	5 	29 	
PRO3 	1 	0 	
YER023C-A 	0 	0 	
YAT2 	136 	3415 	
GCD11 	2 	2 	
CHO1 	2 	1 	
GAL83 	55 	772 	
MIG3 	85 	1708 	
SMB1 	17 	170 	
CHZ1 	11 	31 	
YPT31 	28 	333 	
FIR1 	80 	1734 	
ZRG8 	101 	1559 	
YER034W 	42 	2707 	
EDC2 	51 	1290 	
ARB1 	5 	4 	
PHM8 	29 	616 	
KRE29 	2 	1 	
YER038W-A 	16 	122 	
HVG1 	28 	267 	
YER039C-A 	8 	218 	
GLN3 	57 	808 	
YEN1 	63 	761 	
MXR1 	22 	363 	
SAH1 	2 	1 	
ERG28 	10 	37 	
MEI4 	57 	845 	
ACA1 	47 	565 	
SPO73 	20 	514 	
YER046W-A 	11 	205 	
SAP1 	77 	1327 	
CAJ1 	29 	598 	
ISD11 	2 	21 	
TPA1 	39 	752 	
RSM18 	2 	1 	
JHD1 	55 	658 	
HOM3 	32 	274 	
PIC2 	47 	479 	
YER053C-A 	2 	1 	
GIP2 	62 	917 	
HIS1 	38 	787 	
FCY2 	49 	944 	
RPL34A 	14 	152 	
HMF1 	11 	185 	
PET117 	5 	46 	
PCL6 	36 	439 	
FCY21 	52 	646 	
FCY22 	50 	896 	
CEM1 	31 	274 	
GPP2 	20 	158 	
THO1 	34 	296 	
VHR2 	27 	309 	
ICL1 	64 	1229 	
RRT13 	4 	12 	
YER066C-A 	15 	54 	
RGI1 	9 	189 	
YER067C-A 	6 	98 	
MOT2 	29 	196 	
YER068C-A 	15 	258 	
ARG5
RNR1 	17 	104 	
TDA2 	7 	11 	
VTC1 	14 	231 	
ALD5 	46 	334 	
RPS24A 	2 	1 	
YOS1 	0 	0 	
PTP3 	57 	843 	
YER076C 	33 	415 	
YER076W-A 	13 	86 	
YER077C 	25 	257 	
ICP55 	57 	1145 	
YER078W-A 	18 	86 	
YER079W 	12 	278 	
YER079C-A 	13 	141 	
AIM9 	43 	682 	
SER3 	34 	454 	
UTP7 	12 	82 	
GET2 	4 	6 	
YER084W 	24 	445 	
YER084W-A 	12 	103 	
YER085C 	12 	103 	
ILV1 	1 	0 	
AIM10 	1 	0 	
YER087C-A 	3 	18 	
SBH1 	8 	97 	
DOT6 	85 	1865 	
YER088C-A 	39 	996 	
YER088W-B 	18 	789 	
PTC2 	85 	2030 	
TRP2 	29 	428 	
YER090C-A 	2 	1 	
MET6 	3 	2 	
YER091C-A 	24 	1056 	
IES5 	18 	203 	
TSC11 	36 	501 	
AIM11 	15 	160 	
PUP3 	1 	0 	
RAD51 	18 	83 	
SHC1 	31 	477 	
YER097W 	29 	196 	
UBP9 	30 	327 	
PRS2 	31 	831 	
UBC6 	29 	332 	
AST2 	35 	549 	
RPS8B 	7 	35 	
SSA4 	32 	376 	
RTT105 	10 	59 	
NUP157 	65 	707 	
MAM1 	27 	197 	
GLE2 	1 	0 	
YER107W-A 	1 	0 	
FLO8 	65 	591 	
KAP123 	42 	403 	
SWI4 	26 	198 	
LSM4 	0 	0 	
TMN3 	40 	714 	
BOI2 	54 	920 	
SPR6 	10 	100 	
SLX8 	14 	405 	
RPL23B 	3 	3 	
SHO1 	24 	258 	
AVT6 	34 	327 	
YER119C-A 	14 	501 	
SCS2 	8 	26 	
YER121W 	10 	78 	
GLO3 	32 	422 	
YCK3 	13 	89 	
DSE1 	32 	428 	
RSP5 	0 	0 	
NSA2 	0 	0 	
LCP5 	7 	63 	
VFA1 	17 	302 	
SAK1 	55 	845 	
COM2 	28 	227 	
RPS26B 	7 	38 	
PMD1 	91 	1419 	
GLC7 	0 	0 	
YER133W-A 	4 	15 	
YER134C 	14 	170 	
YER135C 	12 	143 	
GDI1 	1 	0 	
YER137C 	21 	252 	
YER137W-A 	5 	15 	
YER138W-A 	2 	2 	
RTR1 	11 	83 	
EMP65 	39 	522 	
COX15 	4 	22 	
MAG1 	12 	89 	
DDI1 	37 	461 	
UBP5 	57 	900 	
FTR1 	36 	389 	
YER145C-A 	14 	214 	
LSM5 	5 	20 	
SCC4 	12 	221 	
YER147C-A 	3 	2 	
SPT15 	1 	0 	
YER148W-A 	21 	185 	
PEA2 	42 	705 	
SPI1 	26 	349 	
UBP3 	9 	45 	
YER152C 	34 	595 	
YER152W-A 	18 	187 	
PET122 	18 	116 	
OXA1 	6 	21 	
BEM2 	97 	2472 	
YER156C 	11 	111 	
COG3 	26 	257 	
YER158C 	33 	186 	
YER158W-A 	4 	3 	
BUR6 	3 	2 	
SPT2 	11 	40 	
RAD4 	24 	208 	
GCG1 	17 	246 	
CHD1 	58 	585 	
PAB1 	5 	30 	
YER165C-A 	3 	21 	
DNF1 	79 	1478 	
BCK2 	18 	165 	
CCA1 	1 	0 	
RPH1 	35 	332 	
ADK2 	20 	193 	
RAD3 	8 	114 	
BRR2 	4 	34 	
YER172C-A 	6 	17 	
RAD24 	24 	336 	
GRX4 	19 	307 	
TMT1 	29 	325 	
YER175W-A 	7 	38 	
ECM32 	159 	2825 	
BMH1 	15 	96 	
PDA1 	41 	1407 	
DMC1 	33 	404 	
ISC10 	18 	246 	
SLO1 	10 	116 	
YER181C 	6 	18 	
FMP10 	10 	107 	
FAU1 	18 	174 	
TOG1 	58 	641 	
PUG1 	17 	165 	
YER186C 	46 	713 	
YER187W 	20 	364 	
YER188W 	19 	258 	
YER188C-A 	20 	266 	
YER189W 	1 	0 	
YRF1-2 	17 	325 	
YER190C-A 	0 	0 	
YER190C-B 	0 	0 	
YFL068W 	0 	0 	
YFL067W 	2 	1 	
YFL066C 	1 	0 	
YFL065C 	0 	0 	
YFL064C 	4 	13 	
YFL063W 	16 	217 	
COS4 	16 	173 	
DDI2 	4 	11 	
SNO3 	11 	154 	
SNZ3 	7 	48 	
THI5 	6 	18 	
AAD16 	21 	183 	
AAD6 	21 	357 	
AGP3 	58 	777 	
YFL054C 	75 	1648 	
DAK2 	60 	860 	
YFL052W 	44 	532 	
YFL051C 	14 	213 	
ALR2 	84 	1360 	
SWP82 	29 	227 	
EMP47 	30 	402 	
RGD2 	51 	532 	
FMP32 	17 	191 	
SEC53 	0 	0 	
OTU1 	26 	335 	
YFL042C 	60 	1153 	
YFL041W-A 	4 	5 	
FET5 	54 	964 	
YFL040W 	69 	1281 	
ACT1 	0 	0 	
YPT1 	1 	0 	
TUB2 	2 	1 	
RPO41 	5 	4 	
MOB2 	19 	348 	
RPL22B 	31 	300 	
YFL034W 	88 	1516 	
RIM15 	151 	4153 	
YFL032W 	16 	287 	
HAC1 	31 	302 	
YFL031C-A 	2 	21 	
AGX1 	70 	1473 	
CAK1 	2 	1 	
CAF16 	37 	588 	
GYP8 	54 	795 	
STE2 	53 	696 	
BST1 	117 	1395 	
EPL1 	17 	175 	
BUD27 	105 	1293 	
FRS2 	1 	0 	
YFL021C-A 	69 	2684 	
GAT1 	101 	1532 	
PAU5 	7 	45 	
YFL019C 	7 	8 	
LPD1 	73 	1260 	
SMX2 	0 	0 	
GNA1 	4 	29 	
MDJ1 	43 	1425 	
YFL015W-A 	25 	544 	
YFL015C 	48 	2517 	
HSP12 	16 	209 	
YFL013W-A 	80 	8528 	
IES1 	153 	10274 	
YFL012W-A 	20 	3156 	
YFL012W 	30 	519 	
HXT10 	109 	2464 	
AUA1 	23 	312 	
WWM1 	46 	903 	
CDC4 	12 	116 	
SMC1 	1 	0 	
BLM10 	262 	5324 	
SEC4 	0 	0 	
VTC2 	152 	2462 	
MSH4 	230 	7332 	
SPB4 	13 	109 	
DEG1 	132 	3434 	
LOC1 	39 	215 	
NIC96 	76 	1524 	
YPI1 	3 	23 	
RPN11 	7 	18 	
SAD1 	5 	18 	
YFR006W 	149 	4994 	
YFH7 	101 	3397 	
FAR7 	42 	622 	
GCN20 	141 	3293 	
YFR009W-A 	17 	79 	
UBP6 	20 	144 	
YFR010W-A 	10 	151 	
MIC19 	37 	662 	
DCV1 	42 	2967 	
YFR012W-A 	3 	19 	
IOC3 	167 	4084 	
CMK1 	95 	1990 	
GSY1 	140 	3621 	
YFR016C 	154 	2491 	
IGD1 	45 	1267 	
YFR018C 	92 	11094 	
FAB1 	145 	3028 	
YFR020W 	58 	1714 	
ATG18 	76 	1305 	
ROG3 	133 	2770 	
PES4 	75 	1600 	
LSB3 	66 	1016 	
HIS2 	61 	1626 	
ULI1 	56 	2138 	
ECO1 	1 	0 	
CDC14 	13 	136 	
PTR3 	3 	5 	
MET10 	119 	2791 	
SMC2 	1 	0 	
RPL2A 	43 	696 	
RRT5 	43 	703 	
RPL29 	24 	244 	
YFR032C-B 	28 	433 	
QCR6 	38 	2035 	
PHO4 	80 	5133 	
YFR034W-A 	22 	1684 	
YFR035C 	26 	656 	
CDC26 	11 	114 	
YFR036W-A 	19 	249 	
RSC8 	14 	207 	
IRC5 	68 	700 	
OSW7 	27 	440 	
SAP155 	31 	134 	
ERJ5 	50 	1711 	
KEG1 	0 	0 	
IRC6 	19 	324 	
DUG1 	96 	4633 	
YFR045W 	34 	396 	
CNN1 	21 	102 	
BNA6 	21 	128 	
RMD8 	65 	803 	
YMR31 	11 	262 	
PRE4 	3 	2 	
RET2 	44 	1282 	
RPN12 	7 	12 	
YFR052C-A 	14 	109 	
HXK1 	42 	882 	
YFR054C 	11 	111 	
YFR056C 	13 	147 	
IRC7 	21 	252 	
YFR057W 	1 	0 	
COS12 	5 	11 	
YGL262W 	5 	18 	
