gene_name	number_of_transposon_per_gene	number_of_read_pergene
RCR2 	72 	2079 	
YDR003W-A 	13 	104 	
RAD57 	105 	1382 	
MAF1 	58 	913 	
SOK1 	105 	1195 	
TRP1 	62 	1045 	
YDR008C 	31 	1107 	
GAL3 	124 	2363 	
YDR010C 	26 	5100 	
SNQ2 	239 	4020 	
RPL4B 	23 	503 	
PSF1 	0 	0 	
RAD61 	74 	665 	
HED1 	32 	373 	
YDR015C 	16 	143 	
DAD1 	3 	6 	
KCS1 	101 	1650 	
YDR018C 	115 	2666 	
GCV1 	87 	2288 	
DAS2 	43 	1476 	
FAL1 	3 	2 	
ATG31 	27 	270 	
SES1 	9 	83 	
FYV1 	52 	1211 	
RPS11A 	20 	145 	
NSI1 	76 	1121 	
VPS54 	22 	216 	
REG1 	57 	689 	
YDR029W 	20 	148 	
RAD28 	65 	1046 	
MIX14 	13 	84 	
PST2 	35 	344 	
MRH1 	38 	437 	
LYS14 	49 	347 	
YDR034C-A 	1 	0 	
YDR034W-B 	9 	37 	
ARO3 	43 	855 	
EHD3 	57 	1148 	
KRS1 	2 	1 	
ENA5 	27 	694 	
ENA2 	1 	0 	
ENA1 	19 	247 	
RSM10 	8 	47 	
YDR042C 	11 	42 	
NRG1 	24 	343 	
HEM13 	0 	0 	
RPC11 	0 	0 	
BAP3 	68 	717 	
HEM12 	1 	0 	
YDR048C 	15 	237 	
VMS1 	30 	207 	
TPI1 	2 	1 	
DET1 	36 	561 	
DBF4 	1 	0 	
YDR053W 	0 	0 	
CDC34 	5 	21 	
PST1 	43 	434 	
YDR056C 	29 	301 	
YOS9 	39 	492 	
TGL2 	28 	247 	
UBC5 	20 	285 	
MAK21 	20 	156 	
YDR061W 	62 	459 	
LCB2 	1 	0 	
AIM7 	11 	92 	
RPS13 	0 	0 	
RRG1 	24 	162 	
RTR2 	21 	454 	
OCA6 	17 	357 	
DOS2 	34 	357 	
DOA4 	1 	0 	
FMP16 	5 	12 	
PAA1 	18 	131 	
IPT1 	60 	1590 	
SNF11 	28 	486 	
TPS2 	8 	103 	
PPH3 	16 	148 	
RAD55 	36 	408 	
SED1 	24 	250 	
SHU2 	20 	292 	
PET100 	14 	236 	
TFB5 	1 	0 	
VPS41 	19 	178 	
PDC2 	1 	0 	
STN1 	3 	7 	
RRP8 	27 	338 	
TVP23 	15 	56 	
AFR1 	36 	664 	
SSS1 	1 	0 	
RRP1 	1 	0 	
SLU7 	5 	10 	
YDR089W 	64 	712 	
YDR090C 	28 	270 	
RLI1 	0 	0 	
UBC13 	19 	150 	
DNF2 	193 	5379 	
YDR094W 	31 	1648 	
YDR095C 	34 	639 	
GIS1 	46 	427 	
MSH6 	72 	880 	
GRX3 	16 	111 	
BMH2 	65 	840 	
TVP15 	28 	469 	
ARX1 	28 	176 	
YDR102C 	17 	243 	
STE5 	38 	207 	
SPO71 	63 	1253 	
TMS1 	33 	382 	
ARP10 	32 	204 	
TMN2 	48 	430 	
TRS85 	20 	118 	
YDR109C 	32 	295 	
FOB1 	49 	538 	
ALT2 	54 	894 	
IRC2 	22 	511 	
PDS1 	19 	156 	
YDR114C 	16 	359 	
YDR115W 	5 	13 	
MRPL1 	21 	247 	
TMA64 	24 	86 	
APC4 	35 	224 	
YDR118W-A 	7 	32 	
VBA4 	70 	783 	
COX26 	4 	33 	
TRM1 	45 	452 	
DPB4 	14 	67 	
KIN1 	44 	504 	
INO2 	6 	32 	
YDR124W 	19 	271 	
ECM18 	24 	248 	
SWF1 	30 	353 	
ARO1 	30 	202 	
MTC5 	79 	1329 	
SAC6 	21 	186 	
FIN1 	19 	92 	
YDR131C 	40 	547 	
YDR132C 	31 	510 	
YDR133C 	1 	0 	
YCF1 	42 	412 	
VPS61 	31 	508 	
RGP1 	23 	101 	
HPR1 	21 	199 	
RUB1 	4 	16 	
MTQ2 	10 	38 	
DOP1 	2 	4 	
PEX7 	19 	226 	
SAN1 	33 	466 	
MKC7 	38 	411 	
TAF12 	5 	5 	
SWI5 	37 	291 	
EKI1 	31 	550 	
KGD2 	30 	356 	
YDR149C 	5 	15 	
NUM1 	42 	898 	
CTH1 	18 	93 	
GIR2 	13 	90 	
ENT5 	27 	212 	
YDR154C 	10 	48 	
CPR1 	5 	12 	
RPA14 	17 	159 	
YDR157W 	32 	299 	
HOM2 	14 	43 	
SAC3 	32 	272 	
SSY1 	2 	1 	
YDR161W 	11 	57 	
NBP2 	10 	65 	
CWC15 	21 	513 	
SEC1 	1 	0 	
TRM82 	37 	305 	
SEC5 	40 	543 	
TAF10 	5 	29 	
CDC37 	2 	1 	
STB3 	10 	28 	
YDR169C-A 	3 	31 	
SEC7 	9 	24 	
HSP42 	17 	155 	
SUP35 	0 	0 	
ARG82 	5 	14 	
HMO1 	16 	145 	
RSM24 	30 	130 	
NGG1 	18 	127 	
UBC1 	1 	0 	
SDH4 	8 	39 	
CSN9 	10 	44 	
YDR179W-A 	14 	199 	
SCC2 	0 	0 	
SAS4 	31 	353 	
CDC1 	0 	0 	
YDR182W-A 	9 	83 	
PLP1 	20 	317 	
YDR183C-A 	7 	89 	
ATC1 	15 	139 	
UPS3 	14 	56 	
YDR186C 	50 	764 	
YDR187C 	13 	106 	
CCT6 	3 	13 	
SLY1 	1 	0 	
RVB1 	0 	0 	
HST4 	26 	284 	
NUP42 	34 	167 	
YDR193W 	9 	35 	
MSS116 	16 	50 	
YDR194W-A 	1 	0 	
REF2 	25 	118 	
CAB5 	2 	6 	
CBS2 	18 	175 	
RKM2 	26 	179 	
YDR199W 	9 	61 	
VPS64 	24 	306 	
SPC19 	3 	31 	
RAV2 	8 	23 	
YDR203W 	5 	17 	
COQ4 	24 	325 	
MSC2 	34 	414 	
EBS1 	58 	377 	
UME6 	43 	525 	
MSS4 	18 	307 	
YDR209C 	10 	30 	
YDR210W 	8 	23 	
GCD6 	3 	15 	
TCP1 	0 	0 	
UPC2 	66 	890 	
AHA1 	31 	584 	
YDR215C 	45 	783 	
ADR1 	44 	417 	
RAD9 	19 	183 	
SPR28 	30 	205 	
MFB1 	13 	55 	
YDR220C 	19 	214 	
GTB1 	62 	1144 	
YDR222W 	17 	244 	
CRF1 	33 	388 	
HTB1 	1 	0 	
HTA1 	8 	21 	
ADK1 	2 	1 	
SIR4 	29 	266 	
PCF11 	2 	1 	
IVY1 	46 	558 	
YDR230W 	19 	227 	
COX20 	23 	244 	
HEM1 	2 	1 	
RTN1 	16 	61 	
LYS4 	48 	1068 	
PRP42 	1 	0 	
FMN1 	1 	0 	
MRPL7 	16 	87 	
SEC26 	1 	0 	
YDR239C 	56 	695 	
SNU56 	15 	58 	
BUD26 	12 	88 	
AMD2 	39 	523 	
PRP28 	0 	0 	
PEX5 	28 	536 	
MNN10 	12 	133 	
TRS23 	3 	13 	
YDR246W-A 	21 	1408 	
VHS1 	32 	498 	
YDR248C 	20 	112 	
YDR249C 	24 	389 	
YDR250C 	24 	964 	
PAM1 	31 	288 	
BTT1 	8 	9 	
MET32 	10 	54 	
CHL4 	16 	107 	
RMD5 	28 	327 	
CTA1 	79 	1659 	
RKM4 	19 	172 	
HSP78 	30 	416 	
YAP6 	45 	455 	
SWM1 	54 	1263 	
EXG2 	54 	709 	
YDR262W 	27 	213 	
DIN7 	42 	420 	
AKR1 	11 	129 	
PEX10 	23 	214 	
HEL2 	36 	301 	
CIA1 	1 	0 	
MSW1 	15 	67 	
YDR269C 	4 	66 	
CCC2 	50 	746 	
YDR271C 	9 	245 	
GLO2 	11 	79 	
DON1 	29 	159 	
YDR274C 	41 	2063 	
BSC2 	16 	197 	
PMP3 	3 	2 	
MTH1 	28 	333 	
YDR278C 	18 	134 	
RNH202 	24 	317 	
RRP45 	3 	5 	
PHM6 	7 	20 	
YDR282C 	10 	58 	
GCN2 	67 	710 	
DPP1 	27 	377 	
ZIP1 	37 	381 	
YDR286C 	7 	55 	
INM2 	26 	274 	
NSE3 	2 	4 	
RTT103 	2 	1 	
YDR290W 	11 	42 	
HRQ1 	65 	755 	
SRP101 	0 	0 	
SSD1 	48 	759 	
DPL1 	1 	0 	
HDA2 	42 	272 	
MHR1 	13 	104 	
SUR2 	12 	132 	
ATP5 	4 	10 	
BFR2 	2 	1 	
PRO1 	1 	0 	
CFT1 	0 	0 	
GPI11 	2 	2 	
RSC3 	3 	5 	
CPR5 	7 	61 	
HNT2 	8 	119 	
YDR306C 	16 	152 	
PMT7 	29 	422 	
SRB7 	1 	0 	
GIC2 	20 	151 	
SUM1 	33 	403 	
TFB1 	7 	26 	
SSF2 	34 	769 	
PIB1 	22 	220 	
RAD34 	28 	428 	
IPK1 	7 	62 	
OMS1 	37 	303 	
HIM1 	19 	101 	
MCM21 	15 	80 	
YFT2 	20 	173 	
SWA2 	38 	401 	
DAD4 	1 	0 	
YDR320W-B 	12 	245 	
ASP1 	19 	154 	
MRPL35 	16 	192 	
TIM11 	5 	7 	
PEP7 	16 	242 	
UTP4 	2 	3 	
YCG1 	1 	0 	
YSP2 	77 	805 	
YDR327W 	3 	13 	
SKP1 	1 	0 	
PEX3 	31 	502 	
UBX5 	21 	139 	
GPI8 	3 	2 	
IRC3 	30 	305 	
RQC1 	26 	335 	
SWR1 	55 	696 	
MSN5 	20 	96 	
YDR336W 	25 	285 	
MRPS28 	9 	82 	
YDR338C 	52 	588 	
FCF1 	1 	0 	
YDR340W 	14 	89 	
YDR341C 	1 	0 	
HXT7 	4 	10 	
HXT6 	2 	24 	
YDR344C 	26 	342 	
HXT3 	36 	495 	
SVF1 	37 	710 	
MRP1 	16 	119 	
PAL1 	60 	793 	
YPS7 	25 	225 	
ATP22 	19 	93 	
SBE2 	35 	244 	
YPQ2 	31 	154 	
TRR1 	15 	82 	
TRP4 	21 	223 	
YDR354C-A 	0 	0 	
YDR355C 	0 	0 	
SPC110 	2 	27 	
CNL1 	25 	231 	
GGA1 	28 	406 	
EAF1 	29 	386 	
OPI7 	5 	7 	
BCP1 	1 	0 	
TFC6 	8 	73 	
ESC2 	35 	199 	
SEM1 	2 	6 	
CDC40 	5 	15 	
ESF1 	9 	15 	
YDR366C 	11 	100 	
KEI1 	7 	19 	
YPR1 	18 	172 	
XRS2 	35 	244 	
DXO1 	37 	359 	
CTS2 	36 	358 	
YDR371C-A 	3 	4 	
VPS74 	18 	165 	
FRQ1 	0 	0 	
PHO92 	24 	122 	
WIP1 	1 	0 	
BCS1 	25 	208 	
ARH1 	2 	1 	
ATP17 	9 	31 	
LSM6 	3 	2 	
RGA2 	49 	715 	
SDH6 	10 	45 	
ARO10 	50 	430 	
YRA1 	1 	0 	
YDR381C-A 	0 	0 	
RPP2B 	5 	17 	
NKP1 	24 	290 	
ATO3 	24 	642 	
EFT2 	10 	24 	
MUS81 	36 	397 	
YDR387C 	26 	249 	
RVS167 	28 	294 	
SAC7 	45 	402 	
UBA2 	16 	453 	
YDR391C 	18 	182 	
SPT3 	10 	119 	
SHE9 	43 	607 	
RPT3 	0 	0 	
SXM1 	27 	147 	
YDR396W 	5 	93 	
NCB2 	5 	60 	
UTP5 	18 	146 	
HPT1 	17 	101 	
URH1 	24 	492 	
YDR401W 	17 	302 	
DIT2 	30 	403 	
DIT1 	46 	586 	
RPB7 	0 	0 	
MRP20 	40 	647 	
PDR15 	185 	4072 	
YDR406W-A 	5 	4 	
TRS120 	6 	30 	
ADE8 	0 	0 	
SIZ1 	44 	393 	
STE14 	23 	281 	
DFM1 	19 	230 	
RRP17 	4 	3 	
YDR413C 	3 	2 	
ERD1 	40 	989 	
YDR415C 	24 	349 	
SYF1 	25 	270 	
YDR417C 	2 	2 	
RPL12B 	0 	0 	
RAD30 	38 	690 	
HKR1 	51 	428 	
ARO80 	56 	485 	
SIP1 	27 	433 	
CAD1 	19 	247 	
DYN2 	7 	47 	
SNX41 	16 	96 	
YDR426C 	3 	3 	
RPN9 	4 	3 	
BNA7 	14 	99 	
TIF35 	1 	0 	
CYM1 	64 	1018 	
YDR431W 	12 	189 	
NPL3 	5 	20 	
YDR433W 	5 	20 	
GPI17 	2 	1 	
PPM1 	22 	278 	
PPZ2 	29 	306 	
GPI19 	7 	95 	
THI74 	24 	82 	
LRS4 	7 	20 	
DOT1 	47 	788 	
APT2 	18 	197 	
YDR442W 	14 	181 	
SSN2 	51 	611 	
YDR444W 	65 	1012 	
YDR445C 	17 	232 	
ECM11 	21 	286 	
RPS17B 	13 	149 	
ADA2 	12 	125 	
UTP6 	2 	14 	
RPS18A 	11 	72 	
YHP1 	34 	381 	
PPN1 	44 	628 	
TSA2 	25 	455 	
GUK1 	0 	0 	
YDR455C 	10 	242 	
NHX1 	35 	211 	
TOM1 	147 	3099 	
HEH2 	32 	350 	
PFA5 	30 	385 	
TFB3 	5 	25 	
MFA1 	1 	0 	
YDR461C-A 	6 	115 	
MRPL28 	7 	23 	
STP1 	20 	93 	
SPP41 	33 	241 	
YDR464C-A 	4 	7 	
RMT2 	20 	340 	
PKH3 	36 	512 	
YDR467C 	10 	98 	
TLG1 	8 	25 	
SDC1 	11 	84 	
UGO1 	9 	22 	
RPL27B 	13 	214 	
TRS31 	5 	26 	
PRP3 	12 	113 	
JIP4 	57 	775 	
YDR476C 	51 	1034 	
SNF1 	5 	8 	
SNM1 	1 	0 	
PEX29 	38 	245 	
DIG2 	31 	391 	
PHO8 	49 	889 	
CWC21 	35 	1050 	
KRE2 	28 	502 	
VPS52 	9 	102 	
VPS72 	23 	108 	
VPS60 	7 	110 	
RIB3 	0 	0 	
PAC11 	43 	499 	
SLD5 	0 	0 	
PKH1 	80 	1880 	
YDR491C 	34 	753 	
IZH1 	37 	200 	
MZM1 	6 	181 	
RSM28 	33 	452 	
VPS3 	34 	358 	
PUF6 	26 	431 	
ITR1 	27 	352 	
SEC20 	9 	97 	
LCD1 	7 	10 	
RPL37B 	13 	70 	
PLM2 	41 	301 	
SAM2 	28 	473 	
LPP1 	15 	252 	
SPG3 	7 	17 	
PSP1 	26 	189 	
GMC1 	101 	2533 	
GIN4 	50 	492 	
GNP1 	39 	772 	
YDR509W 	11 	122 	
SMT3 	1 	0 	
YDR510C-A 	1 	0 	
SDH7 	13 	105 	
EMI1 	33 	1235 	
GRX2 	9 	32 	
YDR514C 	35 	452 	
SLF1 	20 	91 	
EMI2 	41 	487 	
GRH1 	39 	799 	
EUG1 	33 	944 	
FPR2 	15 	94 	
URC2 	33 	427 	
YDR521W 	9 	88 	
SPS2 	14 	155 	
SPS1 	40 	582 	
AGE1 	27 	258 	
YDR524W-C 	2 	1 	
YDR524C-B 	11 	30 	
YDR524C-A 	10 	279 	
API2 	27 	466 	
SNA2 	15 	597 	
YDR526C 	1 	0 	
RBA50 	2 	1 	
HLR1 	37 	617 	
QCR7 	12 	67 	
APA2 	26 	196 	
CAB1 	4 	15 	
KRE28 	22 	170 	
HSP31 	24 	264 	
FIT1 	26 	316 	
YDR535C 	35 	753 	
STL1 	57 	841 	
YDR537C 	5 	7 	
PAD1 	9 	98 	
FDC1 	41 	576 	
IRC4 	7 	50 	
YDR541C 	33 	575 	
PAU10 	0 	0 	
YDR543C 	5 	21 	
YDR544C 	11 	222 	
YRF1-1 	0 	0 	
YDR545C-A 	0 	0 	
YEL077C 	45 	960 	
YEL077W-A 	3 	2 	
YEL076C-A 	0 	0 	
YEL076C 	0 	0 	
YEL075W-A 	0 	0 	
YEL075C 	0 	0 	
YEL074W 	32 	1073 	
YEL073C 	14 	426 	
RMD6 	26 	485 	
DLD3 	56 	945 	
DSF1 	28 	454 	
HXT13 	33 	759 	
YEL068C 	7 	204 	
YEL067C 	41 	1076 	
HPA3 	41 	611 	
SIT1 	61 	874 	
AVT2 	60 	960 	
CAN1 	58 	352 	
NPR2 	13 	21 	
CIN8 	34 	383 	
PRB1 	73 	932 	
SOM1 	23 	322 	
HHY1 	31 	1332 	
PCM1 	1 	0 	
YEL057C 	38 	666 	
HAT2 	42 	417 	
POL5 	9 	19 	
RPL12A 	11 	114 	
YEL053W-A 	9 	98 	
MAK10 	59 	489 	
AFG1 	50 	506 	
VMA8 	1 	0 	
YEL050W-A 	10 	105 	
RML2 	57 	758 	
PAU2 	11 	68 	
TCA17 	7 	14 	
FRD1 	47 	1113 	
GLY1 	36 	359 	
YEL045C 	35 	1086 	
IES6 	14 	39 	
YEL043W 	94 	2158 	
GDA1 	77 	1961 	
YEF1 	52 	1291 	
UTR2 	83 	2730 	
CYC7 	19 	248 	
UTR4 	41 	915 	
RAD23 	53 	1253 	
ANP1 	23 	154 	
UTR5 	43 	2404 	
YEL034C-A 	10 	126 	
HYP2 	6 	56 	
MTC7 	36 	958 	
MCM3 	2 	1 	
YEL032C-A 	1 	0 	
SPF1 	154 	3077 	
YEL030C-A 	11 	40 	
ECM10 	104 	1287 	
BUD16 	24 	143 	
YEL028W 	24 	319 	
VMA3 	1 	0 	
SNU13 	2 	2 	
YEL025C 	156 	2692 	
RIP1 	33 	279 	
YEL023C 	126 	2528 	
GEA2 	176 	2942 	
URA3 	13 	56847 	
YEL020C-B 	0 	0 	
TIM9 	2 	8 	
YEL020C 	121 	3594 	
MMS21 	16 	352 	
YEL018C-A 	21 	266 	
EAF5 	42 	1059 	
PMP2 	10 	46 	
GTT3 	80 	929 	
NPP2 	95 	2968 	
EDC3 	103 	2651 	
YEL014C 	29 	1134 	
VAC8 	73 	748 	
UBC8 	73 	1501 	
GLC3 	175 	4880 	
YEL010W 	27 	633 	
YEL009C-A 	37 	1147 	
GCN4 	95 	2372 	
YEL008W 	27 	5855 	
YEL008C-A 	7 	811 	
MIT1 	72 	998 	
YEA6 	102 	2976 	
VAB2 	68 	1623 	
YEA4 	99 	2220 	
GIM4 	37 	1195 	
WBP1 	10 	99 	
IRC22 	54 	2523 	
MNN1 	255 	11094 	
NOP16 	16 	36 	
PMI40 	3 	9 	
FMP52 	73 	2936 	
YND1 	180 	11107 	
NUG1 	23 	231 	
YER006C-A 	37 	1117 	
PAC2 	126 	2301 	
TMA20 	50 	1849 	
SEC3 	196 	3290 	
NTF2 	0 	0 	
YER010C 	47 	869 	
TIR1 	56 	796 	
PRE1 	5 	49 	
PRP22 	47 	642 	
HEM14 	70 	479 	
BUD25 	59 	1812 	
FAA2 	141 	2354 	
BIM1 	73 	1962 	
AFG3 	120 	1750 	
SPC25 	4 	28 	
ISC1 	81 	1634 	
SBH2 	17 	126 	
GPA2 	98 	2009 	
RPN3 	14 	290 	
SRB4 	18 	195 	
PRO3 	4 	4 	
YER023C-A 	0 	0 	
YAT2 	163 	3917 	
GCD11 	5 	37 	
CHO1 	1 	0 	
GAL83 	62 	1748 	
MIG3 	99 	2028 	
SMB1 	17 	299 	
CHZ1 	20 	83 	
YPT31 	32 	659 	
FIR1 	108 	1739 	
ZRG8 	135 	1690 	
YER034W 	41 	2281 	
EDC2 	48 	908 	
ARB1 	23 	101 	
PHM8 	36 	511 	
KRE29 	7 	14 	
YER038W-A 	22 	297 	
HVG1 	39 	938 	
YER039C-A 	9 	311 	
GLN3 	70 	960 	
YEN1 	77 	834 	
MXR1 	26 	582 	
SAH1 	0 	0 	
ERG28 	10 	136 	
MEI4 	67 	1160 	
ACA1 	50 	788 	
SPO73 	22 	519 	
YER046W-A 	15 	323 	
SAP1 	88 	1552 	
CAJ1 	40 	508 	
ISD11 	6 	60 	
TPA1 	61 	1261 	
RSM18 	12 	50 	
JHD1 	54 	674 	
HOM3 	47 	892 	
PIC2 	46 	462 	
YER053C-A 	2 	2 	
GIP2 	74 	921 	
HIS1 	60 	1065 	
FCY2 	45 	407 	
RPL34A 	21 	193 	
HMF1 	15 	316 	
PET117 	8 	35 	
PCL6 	25 	179 	
FCY21 	57 	776 	
FCY22 	59 	1047 	
CEM1 	37 	867 	
GPP2 	23 	219 	
THO1 	38 	529 	
VHR2 	57 	658 	
ICL1 	81 	1517 	
RRT13 	8 	147 	
YER066C-A 	20 	127 	
RGI1 	12 	101 	
YER067C-A 	9 	73 	
MOT2 	21 	193 	
YER068C-A 	19 	399 	
ARG5
RNR1 	41 	433 	
TDA2 	7 	31 	
VTC1 	10 	352 	
ALD5 	49 	381 	
RPS24A 	4 	4 	
YOS1 	0 	0 	
PTP3 	55 	600 	
YER076C 	45 	502 	
YER076W-A 	16 	131 	
YER077C 	63 	804 	
ICP55 	71 	1090 	
YER078W-A 	18 	94 	
YER079W 	15 	251 	
YER079C-A 	7 	52 	
AIM9 	39 	589 	
SER3 	42 	698 	
UTP7 	11 	34 	
GET2 	8 	43 	
YER084W 	30 	879 	
YER084W-A 	13 	60 	
YER085C 	13 	60 	
ILV1 	2 	1 	
AIM10 	31 	258 	
YER087C-A 	15 	170 	
SBH1 	6 	54 	
DOT6 	84 	1485 	
YER088C-A 	35 	1934 	
YER088W-B 	14 	751 	
PTC2 	94 	2852 	
TRP2 	44 	492 	
YER090C-A 	3 	17 	
MET6 	39 	270 	
YER091C-A 	24 	937 	
IES5 	26 	407 	
TSC11 	52 	723 	
AIM11 	11 	91 	
PUP3 	0 	0 	
RAD51 	28 	143 	
SHC1 	27 	255 	
YER097W 	29 	389 	
UBP9 	37 	684 	
PRS2 	32 	718 	
UBC6 	19 	202 	
AST2 	45 	603 	
RPS8B 	14 	54 	
SSA4 	37 	409 	
RTT105 	11 	134 	
NUP157 	101 	1071 	
MAM1 	35 	219 	
GLE2 	0 	0 	
YER107W-A 	4 	30 	
FLO8 	67 	905 	
KAP123 	36 	185 	
SWI4 	43 	468 	
LSM4 	2 	1 	
TMN3 	44 	387 	
BOI2 	54 	928 	
SPR6 	16 	200 	
SLX8 	20 	299 	
RPL23B 	7 	53 	
SHO1 	22 	213 	
AVT6 	44 	629 	
YER119C-A 	25 	621 	
SCS2 	21 	271 	
YER121W 	22 	168 	
GLO3 	43 	551 	
YCK3 	8 	17 	
DSE1 	30 	531 	
RSP5 	0 	0 	
NSA2 	1 	0 	
LCP5 	10 	73 	
VFA1 	17 	325 	
SAK1 	51 	968 	
COM2 	38 	386 	
RPS26B 	13 	63 	
PMD1 	117 	1681 	
GLC7 	3 	6 	
YER133W-A 	3 	7 	
YER134C 	9 	79 	
YER135C 	16 	136 	
GDI1 	3 	35 	
YER137C 	18 	231 	
YER137W-A 	10 	125 	
YER138W-A 	0 	0 	
RTR1 	9 	22 	
EMP65 	62 	826 	
COX15 	27 	227 	
MAG1 	27 	338 	
DDI1 	56 	874 	
UBP5 	72 	756 	
FTR1 	66 	1058 	
YER145C-A 	19 	371 	
LSM5 	8 	125 	
SCC4 	15 	194 	
YER147C-A 	4 	60 	
SPT15 	2 	1 	
YER148W-A 	17 	246 	
PEA2 	35 	455 	
SPI1 	16 	230 	
UBP3 	39 	472 	
YER152C 	44 	749 	
YER152W-A 	23 	485 	
PET122 	47 	1179 	
OXA1 	69 	1302 	
BEM2 	68 	664 	
YER156C 	21 	193 	
COG3 	29 	335 	
YER158C 	38 	399 	
YER158W-A 	4 	34 	
BUR6 	4 	35 	
SPT2 	19 	245 	
RAD4 	44 	552 	
GCG1 	17 	542 	
CHD1 	58 	453 	
PAB1 	9 	47 	
YER165C-A 	4 	19 	
DNF1 	88 	2107 	
BCK2 	29 	379 	
CCA1 	3 	2 	
RPH1 	53 	615 	
ADK2 	25 	336 	
RAD3 	4 	14 	
BRR2 	19 	286 	
YER172C-A 	1 	0 	
RAD24 	28 	315 	
GRX4 	23 	346 	
TMT1 	33 	511 	
YER175W-A 	7 	40 	
ECM32 	161 	4728 	
BMH1 	22 	190 	
PDA1 	30 	756 	
DMC1 	50 	940 	
ISC10 	20 	237 	
SLO1 	5 	7 	
YER181C 	7 	34 	
FMP10 	22 	229 	
FAU1 	22 	478 	
TOG1 	74 	1476 	
PUG1 	23 	245 	
YER186C 	48 	692 	
YER187W 	18 	236 	
YER188W 	26 	519 	
YER188C-A 	21 	278 	
YER189W 	1 	0 	
YRF1-2 	22 	458 	
YER190C-A 	0 	0 	
YER190C-B 	0 	0 	
YFL068W 	0 	0 	
YFL067W 	3 	4 	
YFL066C 	1 	0 	
YFL065C 	0 	0 	
YFL064C 	2 	5 	
YFL063W 	20 	495 	
COS4 	22 	263 	
DDI2 	3 	33 	
SNO3 	8 	91 	
SNZ3 	7 	33 	
THI5 	17 	78 	
AAD16 	26 	382 	
AAD6 	24 	379 	
AGP3 	76 	807 	
YFL054C 	82 	2136 	
DAK2 	90 	1264 	
YFL052W 	37 	435 	
YFL051C 	20 	209 	
ALR2 	105 	1645 	
SWP82 	50 	736 	
EMP47 	35 	389 	
RGD2 	66 	802 	
FMP32 	22 	544 	
SEC53 	1 	0 	
OTU1 	38 	518 	
YFL042C 	79 	1631 	
YFL041W-A 	10 	76 	
FET5 	59 	1023 	
YFL040W 	79 	1254 	
ACT1 	0 	0 	
YPT1 	1 	0 	
TUB2 	1 	0 	
RPO41 	72 	1015 	
MOB2 	17 	290 	
RPL22B 	35 	605 	
YFL034W 	111 	2312 	
RIM15 	181 	3131 	
YFL032W 	17 	425 	
HAC1 	46 	546 	
YFL031C-A 	5 	8 	
AGX1 	73 	1750 	
CAK1 	1 	0 	
CAF16 	34 	499 	
GYP8 	59 	972 	
STE2 	56 	997 	
BST1 	143 	2642 	
EPL1 	15 	77 	
BUD27 	142 	2289 	
FRS2 	1 	0 	
YFL021C-A 	79 	2995 	
GAT1 	120 	2218 	
PAU5 	10 	154 	
YFL019C 	18 	25 	
LPD1 	90 	1741 	
SMX2 	2 	2 	
GNA1 	1 	0 	
MDJ1 	116 	2983 	
YFL015W-A 	28 	521 	
YFL015C 	47 	2683 	
HSP12 	32 	384 	
YFL013W-A 	74 	8073 	
IES1 	159 	9875 	
YFL012W-A 	28 	3194 	
YFL012W 	24 	588 	
HXT10 	120 	2183 	
AUA1 	19 	162 	
WWM1 	54 	939 	
CDC4 	12 	69 	
SMC1 	1 	0 	
BLM10 	354 	6616 	
SEC4 	0 	0 	
VTC2 	165 	3058 	
MSH4 	238 	6461 	
SPB4 	17 	127 	
DEG1 	120 	4441 	
LOC1 	44 	307 	
NIC96 	88 	1928 	
YPI1 	10 	199 	
RPN11 	10 	24 	
SAD1 	6 	33 	
YFR006W 	135 	4162 	
YFH7 	103 	4052 	
FAR7 	57 	586 	
GCN20 	166 	4273 	
YFR009W-A 	20 	110 	
UBP6 	51 	654 	
YFR010W-A 	17 	211 	
MIC19 	39 	955 	
DCV1 	43 	2100 	
YFR012W-A 	4 	19 	
IOC3 	189 	4680 	
CMK1 	111 	2172 	
GSY1 	159 	3452 	
YFR016C 	189 	3553 	
IGD1 	59 	1677 	
YFR018C 	87 	10451 	
FAB1 	186 	4419 	
YFR020W 	78 	1418 	
ATG18 	116 	2310 	
ROG3 	161 	3557 	
PES4 	106 	2294 	
LSB3 	68 	721 	
HIS2 	74 	1816 	
ULI1 	56 	2365 	
ECO1 	1 	0 	
CDC14 	26 	398 	
PTR3 	6 	7 	
MET10 	92 	1009 	
SMC2 	2 	1 	
RPL2A 	60 	828 	
RRT5 	59 	1024 	
RPL29 	28 	664 	
YFR032C-B 	19 	509 	
QCR6 	42 	1273 	
PHO4 	64 	8623 	
YFR034W-A 	20 	1807 	
YFR035C 	26 	960 	
CDC26 	18 	302 	
YFR036W-A 	22 	409 	
RSC8 	16 	326 	
IRC5 	93 	1660 	
OSW7 	40 	554 	
SAP155 	56 	468 	
ERJ5 	66 	1680 	
KEG1 	2 	4 	
IRC6 	34 	703 	
DUG1 	96 	2701 	
YFR045W 	41 	694 	
CNN1 	39 	266 	
BNA6 	40 	1240 	
RMD8 	84 	2277 	
YMR31 	15 	209 	
PRE4 	3 	30 	
RET2 	64 	3074 	
RPN12 	11 	130 	
YFR052C-A 	27 	226 	
HXK1 	65 	1421 	
YFR054C 	17 	108 	
YFR056C 	27 	202 	
IRC7 	41 	436 	
YFR057W 	6 	16 	
COS12 	13 	140 	
