gene_name	number_of_transposon_per_gene	number_of_read_pergene
YGL262W 	4 	35 	
PAU11 	6 	67 	
YGL260W 	0 	0 	
YPS5 	7 	27 	
YGL258W-A 	7 	12 	
VEL1 	16 	64 	
MNT2 	41 	548 	
ADH4 	32 	651 	
ZRT1 	2 	1 	
FZF1 	65 	1077 	
HXK2 	43 	887 	
RTG2 	28 	307 	
HFM1 	84 	936 	
RMR1 	13 	42 	
ZIP2 	67 	1163 	
PDE1 	38 	395 	
BRR6 	1 	0 	
RAI1 	1 	0 	
GUS1 	5 	17 	
RTF1 	12 	113 	
TAD1 	17 	129 	
YGL242C 	13 	124 	
KAP114 	35 	301 	
DOC1 	5 	50 	
YGL239C 	7 	67 	
CSE1 	3 	51 	
HAP2 	28 	350 	
MTO1 	73 	1353 	
YGL235W 	26 	405 	
ADE5
SEC15 	10 	49 	
TAN1 	16 	206 	
EMC4 	8 	52 	
YGL230C 	6 	17 	
SAP4 	34 	371 	
SHE10 	30 	268 	
VID30 	56 	703 	
OST5 	15 	40 	
MTC3 	9 	12 	
VRG4 	1 	0 	
SDT1 	36 	606 	
COG1 	12 	59 	
EDC1 	10 	98 	
NIF3 	10 	121 	
FRA2 	8 	90 	
MDM34 	8 	15 	
YGL218W 	3 	2 	
YGL217C 	5 	8 	
KIP3 	50 	422 	
CLG1 	11 	92 	
YGL214W 	6 	32 	
SKI8 	19 	317 	
VAM7 	10 	80 	
NCS6 	20 	122 	
YPT32 	22 	193 	
MIG2 	31 	416 	
SIP2 	30 	617 	
SPT16 	6 	13 	
CHC1 	3 	19 	
POX1 	47 	684 	
YGL204C 	11 	150 	
KEX1 	33 	364 	
ARO8 	39 	463 	
MCM6 	1 	0 	
EMP24 	22 	294 	
YGL199C 	11 	88 	
YIP4 	16 	163 	
MDS3 	44 	394 	
DSD1 	34 	308 	
GCN1 	114 	1658 	
YGL194C-A 	7 	14 	
HOS2 	33 	180 	
YGL193C 	14 	93 	
IME4 	23 	267 	
COX13 	7 	97 	
CDC55 	3 	2 	
RPS26A 	2 	1 	
YGL188C-A 	0 	0 	
YGL188C 	9 	244 	
COX4 	18 	216 	
TPN1 	40 	516 	
YGL185C 	31 	259 	
STR3 	57 	794 	
MND1 	32 	245 	
YGL182C 	21 	320 	
GTS1 	33 	499 	
ATG1 	20 	97 	
TOS3 	43 	735 	
MPT5 	60 	821 	
YGL177W 	21 	315 	
YGL176C 	39 	330 	
SAE2 	20 	164 	
BUD13 	27 	753 	
XRN1 	39 	204 	
NUP49 	14 	168 	
ROK1 	2 	2 	
SPO74 	24 	214 	
SUA5 	4 	8 	
HUR1 	6 	51 	
PMR1 	10 	52 	
CUP2 	18 	140 	
YGL165C 	29 	169 	
YRB30 	27 	304 	
RAD54 	41 	335 	
SUT1 	28 	439 	
YIP5 	22 	125 	
AIM14 	32 	492 	
YGL159W 	16 	131 	
RCK1 	48 	784 	
ARI1 	26 	439 	
AMS1 	52 	842 	
CDC43 	0 	0 	
LYS5 	33 	341 	
PEX14 	32 	536 	
YGL152C 	30 	456 	
NUT1 	70 	1256 	
INO80 	24 	387 	
YGL149W 	19 	178 	
ARO2 	2 	1 	
RPL9A 	9 	72 	
RRT6 	42 	564 	
TIP20 	11 	38 	
ROG1 	36 	234 	
MRF1 	28 	305 	
GPI10 	1 	0 	
HUL5 	46 	522 	
YGL140C 	62 	646 	
FLC3 	44 	407 	
YGL138C 	28 	180 	
SEC27 	11 	26 	
MRM2 	43 	593 	
RPL1B 	2 	1 	
PCL10 	34 	671 	
ITC1 	83 	1431 	
YGL132W 	8 	18 	
SNT2 	73 	729 	
CEG1 	2 	1 	
RSM23 	13 	171 	
CWC23 	5 	8 	
SOH1 	4 	34 	
SCS3 	113 	7277 	
MET13 	53 	942 	
MON1 	23 	102 	
RPS2 	0 	0 	
YGL123C-A 	0 	0 	
NAB2 	2 	1 	
GPG1 	14 	113 	
PRP43 	7 	45 	
COQ8 	38 	497 	
YGL118C 	26 	272 	
YGL117W 	24 	315 	
CDC20 	2 	1 	
SNF4 	17 	83 	
YGL114W 	41 	588 	
SLD3 	15 	121 	
TAF6 	1 	0 	
NSA1 	1 	0 	
CUE3 	57 	630 	
YGL109W 	30 	420 	
YGL108C 	23 	378 	
RMD9 	24 	135 	
MLC1 	1 	0 	
ARC1 	14 	87 	
VPS73 	38 	437 	
RPL28 	0 	0 	
YGL102C 	0 	0 	
YGL101W 	5 	71 	
SEH1 	6 	22 	
LSG1 	14 	47 	
USE1 	2 	1 	
SRM1 	7 	32 	
TOS8 	21 	177 	
VPS45 	1 	0 	
PAN2 	69 	1140 	
SPC105 	19 	222 	
NUP145 	57 	554 	
NBP35 	5 	18 	
LIF1 	34 	305 	
MF
YGL088W 	20 	297 	
MMS2 	24 	545 	
MAD1 	44 	710 	
LCL3 	24 	276 	
GUP1 	35 	342 	
SCY1 	72 	1095 	
YGL082W 	34 	448 	
YGL081W 	28 	432 	
FMP37 	17 	140 	
KXD1 	15 	230 	
DBP3 	28 	144 	
HNM1 	38 	685 	
RPL7A 	9 	33 	
MPS2 	9 	60 	
YGL074C 	11 	462 	
HSF1 	62 	1505 	
YGL072C 	38 	710 	
AFT1 	29 	480 	
RPB9 	12 	203 	
YGL069C 	16 	118 	
MNP1 	18 	129 	
NPY1 	31 	309 	
SGF73 	58 	1007 	
ALG2 	8 	31 	
MRH4 	44 	544 	
PUS2 	92 	2671 	
YGL063C-A 	17 	1109 	
PYC1 	113 	1813 	
DUO1 	21 	370 	
YBP2 	65 	969 	
PKP2 	43 	539 	
RAD6 	8 	17 	
GEP7 	30 	721 	
SDS23 	80 	1224 	
OLE1 	5 	16 	
ERV14 	20 	343 	
PRM8 	11 	162 	
YGL052W 	24 	448 	
MST27 	27 	625 	
TYW3 	49 	814 	
TIF4632 	85 	1160 	
RPT6 	5 	16 	
ALG13 	3 	36 	
RIM8 	100 	1597 	
RNA15 	4 	46 	
DST1 	31 	641 	
YGL042C 	12 	69 	
YGL041C-B 	16 	562 	
YGL041W-A 	25 	967 	
YGL041C 	7 	41 	
HEM2 	3 	14 	
YGL039W 	52 	543 	
OCH1 	4 	27 	
PNC1 	29 	467 	
YGL036W 	95 	1711 	
MIG1 	64 	1076 	
YGL034C 	46 	336 	
HOP2 	31 	443 	
AGA2 	6 	18 	
RPL24A 	30 	358 	
RPL30 	0 	0 	
CGR1 	8 	40 	
SCW11 	80 	1121 	
CWH41 	85 	1445 	
TRP5 	76 	1221 	
PGD1 	34 	417 	
YGL024W 	15 	526 	
PIB2 	118 	4031 	
STT3 	11 	117 	
ALK1 	132 	3046 	
GET1 	10 	12 	
CKB1 	48 	529 	
JAC1 	1 	0 	
ATE1 	80 	1964 	
KAP122 	138 	1640 	
YGL015C 	22 	654 	
PUF4 	92 	1209 	
YGL014C-A 	4 	45 	
PDR1 	145 	3075 	
ERG4 	88 	1168 	
SCL1 	8 	96 	
YGL010W 	43 	1096 	
LEU1 	148 	2697 	
PMA1 	4 	16 	
YGL007C-A 	2 	1 	
BRP1 	24 	1204 	
YGL006W-A 	16 	307 	
PMC1 	283 	6042 	
COG7 	69 	1134 	
RPN14 	106 	3775 	
CDH1 	164 	6681 	
ERP6 	63 	3635 	
ERG26 	4 	51 	
AML1 	78 	1685 	
SWC4 	107 	3454 	
CUL3 	189 	4686 	
PEX31 	142 	4074 	
TFG2 	19 	255 	
PRP18 	28 	1196 	
ECT1 	98 	3827 	
STF2 	26 	587 	
SEC9 	28 	437 	
NMA2 	95 	2992 	
YGR011W 	32 	1023 	
YGR012W 	79 	3525 	
SNU71 	47 	1499 	
MSB2 	202 	1959 	
YGR015C 	97 	3585 	
YGR016W 	35 	549 	
YGR017W 	42 	602 	
YGR018C 	16 	280 	
UGA1 	122 	3900 	
VMA7 	3 	5 	
YGR021W 	69 	1834 	
YGR022C 	23 	468 	
MTL1 	103 	1922 	
THG1 	0 	0 	
YGR025W 	29 	2063 	
YGR026W 	67 	1511 	
RPS25A 	27 	414 	
MSP1 	55 	771 	
ERV1 	1 	0 	
POP6 	2 	5 	
IMO32 	103 	7396 	
NAG1 	56 	2150 	
GSC2 	232 	4150 	
TIM21 	44 	458 	
RPL26B 	26 	93 	
YGR035C 	7 	11 	
YGR035W-A 	22 	612 	
CAX4 	12 	118 	
ACB1 	7 	39 	
ORM1 	24 	254 	
YGR039W 	20 	164 	
KSS1 	40 	767 	
BUD9 	74 	2125 	
YGR042W 	51 	605 	
NQM1 	49 	833 	
RME1 	32 	252 	
YGR045C 	43 	1146 	
TAM41 	29 	226 	
TFC4 	4 	52 	
UFD1 	9 	134 	
SCM4 	31 	527 	
YGR050C 	33 	861 	
YGR051C 	34 	590 	
FMP48 	50 	619 	
YGR053C 	39 	697 	
YGR054W 	46 	643 	
MUP1 	28 	238 	
RSC1 	51 	543 	
LST7 	15 	139 	
PEF1 	9 	45 	
SPR3 	35 	184 	
ERG25 	0 	0 	
ADE6 	0 	0 	
COX18 	27 	289 	
SPT4 	18 	222 	
YGR064W 	30 	357 	
VHT1 	8 	45 	
YGR066C 	24 	239 	
YGR067C 	88 	1073 	
ART5 	136 	4564 	
YGR068W-A 	6 	44 	
YGR069W 	12 	93 	
ROM1 	69 	860 	
ENV11 	47 	591 	
UPF3 	21 	180 	
YGR073C 	5 	42 	
SMD1 	2 	40 	
PRP38 	4 	10 	
MRPL25 	13 	119 	
PEX8 	57 	884 	
PAC10 	16 	77 	
YGR079W 	52 	829 	
TWF1 	28 	795 	
SLX9 	14 	155 	
TOM20 	6 	42 	
GCD2 	0 	0 	
MRP13 	31 	406 	
RPL11B 	5 	32 	
PIL1 	18 	112 	
PDC6 	79 	1150 	
CTT1 	37 	297 	
NNF2 	74 	1186 	
UTP22 	2 	12 	
PRP31 	19 	169 	
DBF2 	8 	27 	
DRN1 	36 	410 	
VAS1 	6 	34 	
RRP46 	3 	19 	
TPC1 	82 	1255 	
ASK10 	71 	1387 	
ESP1 	1 	0 	
TEL2 	4 	12 	
MDR1 	60 	383 	
PCP1 	39 	601 	
GTF1 	16 	135 	
NOP7 	5 	5 	
SRB5 	7 	31 	
VMA21 	0 	0 	
VOA1 	18 	105 	
YGR107W 	41 	1020 	
CLB1 	36 	355 	
CLB6 	22 	273 	
CLD1 	27 	126 	
YGR111W 	32 	404 	
SHY1 	29 	384 	
DAM1 	12 	95 	
YGR114C 	3 	34 	
YGR115C 	0 	0 	
SPT6 	4 	6 	
YGR117C 	31 	381 	
RPS23A 	17 	81 	
NUP57 	15 	80 	
COG2 	6 	93 	
MEP1 	65 	650 	
YGR121W-A 	27 	1128 	
YGR122W 	31 	235 	
YGR122C-A 	3 	6 	
PPT1 	24 	242 	
ASN2 	44 	1055 	
YGR125W 	73 	1297 	
YGR126W 	27 	371 	
YGR127W 	26 	252 	
UTP8 	3 	18 	
SYF2 	16 	95 	
YGR130C 	41 	660 	
FHN1 	21 	318 	
PHB1 	12 	72 	
PEX4 	14 	182 	
CAF130 	60 	981 	
PRE9 	13 	104 	
LSB1 	12 	74 	
YGR137W 	10 	30 	
TPO2 	21 	182 	
YGR139W 	19 	77 	
CBF2 	3 	8 	
VPS62 	57 	866 	
BTN2 	30 	459 	
SKN1 	48 	449 	
THI4 	45 	1312 	
ENP2 	22 	175 	
ECL1 	8 	27 	
YGR146C-A 	16 	293 	
NAT2 	28 	548 	
RPL24B 	15 	123 	
YGR149W 	23 	217 	
CCM1 	46 	421 	
YGR151C 	14 	118 	
RSR1 	21 	145 	
YGR153W 	20 	455 	
GTO1 	29 	192 	
CYS4 	13 	54 	
PTI1 	6 	38 	
CHO2 	37 	275 	
MTR3 	1 	0 	
NSR1 	18 	193 	
YGR160W 	1 	0 	
RTS3 	19 	372 	
YGR161W-C 	7 	58 	
TIF4631 	24 	149 	
GTR2 	31 	452 	
YGR164W 	15 	152 	
MRPS35 	21 	176 	
TRS65 	49 	539 	
CLC1 	3 	2 	
YGR168C 	39 	414 	
PUS6 	72 	1883 	
YGR169C-A 	11 	45 	
PSD2 	93 	1434 	
MSM1 	35 	487 	
YIP1 	4 	13 	
RBG2 	22 	196 	
CBP4 	24 	376 	
YGR174W-A 	3 	3 	
ERG1 	0 	0 	
YGR176W 	30 	854 	
ATF2 	74 	646 	
PBP1 	32 	256 	
OKP1 	2 	1 	
RNR4 	11 	78 	
TIM13 	19 	149 	
YGR182C 	15 	41 	
QCR9 	7 	64 	
UBR1 	32 	222 	
TYS1 	2 	1 	
TFG1 	3 	20 	
HGH1 	13 	103 	
BUB1 	33 	171 	
CRH1 	36 	228 	
YGR190C 	0 	0 	
HIP1 	5 	20 	
TDH3 	22 	55 	
PDX1 	47 	784 	
XKS1 	59 	570 	
SKI6 	10 	153 	
FYV8 	45 	345 	
SNG1 	51 	795 	
YPP1 	9 	167 	
PMT6 	45 	748 	
ELP2 	33 	248 	
YGR201C 	32 	587 	
PCT1 	63 	547 	
YCH1 	42 	2063 	
ADE3 	44 	783 	
YGR204C-A 	4 	10 	
TDA10 	21 	362 	
MVB12 	9 	213 	
CIR1 	28 	181 	
SER2 	0 	0 	
TRX2 	10 	39 	
YGR210C 	54 	793 	
ZPR1 	1 	0 	
SLI1 	36 	441 	
RTA1 	22 	189 	
RPS0A 	21 	121 	
RSM27 	9 	120 	
GPI1 	16 	225 	
CCH1 	88 	1010 	
CRM1 	1 	0 	
YGR219W 	17 	181 	
MRPL9 	30 	257 	
TOS2 	54 	500 	
PET54 	25 	166 	
HSV2 	17 	261 	
AZR1 	35 	873 	
AMA1 	40 	391 	
YGR226C 	4 	6 	
DIE2 	22 	174 	
YGR228W 	4 	6 	
SMI1 	18 	212 	
BNS1 	19 	473 	
PHB2 	18 	144 	
NAS6 	15 	255 	
PHO81 	64 	940 	
YHB1 	25 	189 	
MIC26 	22 	298 	
SPG1 	10 	222 	
YGR237C 	64 	1194 	
KEL2 	84 	1599 	
PEX21 	59 	721 	
PFK1 	22 	176 	
YGR240C-A 	18 	220 	
YAP1802 	65 	1139 	
YGR242W 	13 	88 	
FMP43 	5 	29 	
LSC2 	67 	1391 	
SDA1 	13 	106 	
BRF1 	1 	0 	
CPD1 	20 	139 	
SOL4 	21 	580 	
MGA1 	24 	337 	
YGR250C 	36 	237 	
NOP19 	9 	87 	
GCN5 	19 	129 	
PUP2 	1 	0 	
ENO1 	35 	176 	
COQ6 	47 	808 	
GND2 	37 	326 	
MTM1 	37 	1004 	
RAD2 	102 	1658 	
YGR259C 	7 	41 	
TNA1 	47 	697 	
APL6 	27 	328 	
BUD32 	0 	0 	
SAY1 	41 	485 	
MES1 	0 	0 	
YGR265W 	6 	251 	
YGR266W 	55 	694 	
FOL2 	1 	0 	
HUA1 	25 	544 	
YGR269W 	30 	765 	
YTA7 	70 	1134 	
YGR270C-A 	5 	190 	
SLH1 	103 	1580 	
EFG1 	9 	44 	
YGR273C 	7 	15 	
TAF1 	10 	78 	
RTT102 	14 	139 	
RNH70 	30 	416 	
CAB4 	0 	0 	
CWC22 	27 	442 	
SCW4 	19 	112 	
PXR1 	11 	61 	
YOR1 	82 	1210 	
BGL2 	17 	66 	
YGR283C 	15 	169 	
ERV29 	24 	290 	
ZUO1 	25 	184 	
BIO2 	30 	763 	
IMA1 	37 	475 	
MAL13 	37 	314 	
MAL11 	39 	768 	
YGR290W 	6 	11 	
YGR291C 	11 	190 	
MAL12 	14 	145 	
YGR293C 	4 	3 	
PAU12 	1 	0 	
COS6 	16 	258 	
YRF1-3 	0 	0 	
YGR296C-A 	0 	0 	
YGR296C-B 	0 	0 	
YHL050C 	46 	735 	
YHL050W-A 	3 	33 	
YHL049C 	0 	0 	
YHL048C-A 	5 	47 	
COS8 	45 	739 	
ARN2 	74 	1062 	
YHL046W-A 	16 	186 	
PAU13 	8 	39 	
YHL045W 	20 	393 	
YHL044W 	32 	226 	
ECM34 	33 	785 	
YHL042W 	37 	1319 	
YHL041W 	40 	535 	
ARN1 	81 	1048 	
EFM1 	75 	1185 	
CBP2 	87 	1280 	
YHL037C 	29 	1120 	
MUP3 	90 	1409 	
VMR1 	172 	2589 	
YHL034W-A 	11 	58 	
SBP1 	21 	104 	
RPL8A 	23 	278 	
GUT1 	109 	1638 	
GOS1 	14 	53 	
YHL030W-A 	13 	90 	
ECM29 	197 	4163 	
OCA5 	96 	3523 	
WSC4 	121 	1648 	
RIM101 	130 	2111 	
YHL026C 	78 	3631 	
SNF6 	69 	3840 	
RIM4 	137 	2670 	
NPR3 	40 	253 	
SPO11 	76 	755 	
AIM17 	106 	1932 	
OPI1 	38 	802 	
YHL019W-A 	28 	760 	
APM2 	95 	1826 	
YHL018W 	21 	606 	
YHL017W 	105 	2218 	
DUR3 	185 	4026 	
YHL015W-A 	10 	160 	
RPS20 	0 	0 	
YLF2 	79 	1908 	
OTU2 	57 	1695 	
YHL012W 	116 	2182 	
PRS3 	34 	204 	
ETP1 	138 	3616 	
YAP3 	59 	856 	
YHL008C 	215 	9450 	
STE20 	211 	6190 	
YHL006W-A 	31 	994 	
SHU1 	33 	11497 	
YHL005C 	18 	3392 	
MRP4 	112 	2738 	
LAG1 	114 	3411 	
YHL002C-A 	47 	2669 	
HSE1 	118 	5879 	
RPL14B 	60 	1718 	
OSH7 	130 	5948 	
QCR10 	32 	1251 	
LEU5 	109 	4542 	
TCD1 	140 	5899 	
NEM1 	126 	3737 	
GPA1 	6 	79 	
TIM10 	11 	248 	
STP2 	128 	1944 	
ERG11 	8 	98 	
YHR007C-A 	11 	1706 	
SOD2 	65 	777 	
TDA3 	142 	3704 	
RPL27A 	20 	87 	
DIA4 	55 	678 	
VPS29 	33 	173 	
ARD1 	23 	312 	
SPO13 	56 	751 	
MIP6 	141 	2249 	
YSC84 	85 	1414 	
YSC83 	62 	610 	
ARG4 	49 	730 	
DED81 	1 	0 	
YHR020W 	11 	117 	
RPS27B 	3 	2 	
ECM12 	26 	618 	
YHR022C 	47 	657 	
YHR022C-A 	9 	171 	
MYO1 	165 	2862 	
MAS2 	0 	0 	
THR1 	29 	199 	
VMA16 	6 	25 	
RPN1 	8 	67 	
DAP2 	81 	970 	
YHR028W-A 	17 	907 	
YHI9 	46 	859 	
SLT2 	27 	475 	
RRM3 	88 	1198 	
ERC1 	160 	5648 	
YHR032W-A 	19 	707 	
YHR032C-A 	15 	630 	
YHR033W 	91 	1895 	
PIH1 	86 	1451 	
NEL1 	83 	1253 	
BRL1 	12 	115 	
PUT2 	66 	934 	
RRF1 	13 	86 	
MSC7 	58 	697 	
VMA10 	2 	2 	
BCD1 	29 	432 	
SRB2 	36 	288 	
NCP1 	27 	119 	
DOG2 	25 	422 	
DOG1 	31 	472 	
YHR045W 	41 	562 	
INM1 	33 	1001 	
AAP1 	96 	1960 	
YHK8 	60 	1453 	
FSH1 	39 	602 	
YHR049C-A 	21 	514 	
SMF2 	66 	1217 	
YHR050W-A 	9 	178 	
COX6 	11 	98 	
CIC1 	2 	1 	
YHR052W-A 	0 	0 	
CUP1-1 	0 	0 	
YHR054C 	0 	0 	
YHR054W-A 	0 	0 	
CUP1-2 	0 	0 	
RSC30 	42 	375 	
YHR056W-A 	27 	237 	
CPR2 	32 	725 	
MED6 	14 	107 	
FYV4 	3 	4 	
VMA22 	2 	1 	
GIC1 	28 	346 	
RPP1 	0 	0 	
PAN5 	31 	292 	
YHR063W-A 	8 	38 	
SSZ1 	23 	128 	
RRP3 	6 	14 	
SSF1 	33 	575 	
HTD2 	43 	803 	
DYS1 	2 	3 	
RRP4 	4 	14 	
YHR069C-A 	1 	0 	
TRM5 	10 	75 	
YHR070C-A 	19 	379 	
PCL5 	27 	329 	
YHR071C-A 	13 	98 	
ERG7 	6 	27 	
NOP10 	0 	0 	
OSH3 	63 	985 	
YHR073W-A 	6 	17 	
YHR073C-B 	7 	79 	
QNS1 	0 	0 	
PPE1 	43 	857 	
PTC7 	38 	574 	
NMD2 	66 	531 	
YHR078W 	56 	600 	
IRE1 	65 	706 	
SAE3 	9 	16 	
YHR080C 	90 	1492 	
LRP1 	12 	62 	
KSP1 	46 	473 	
SAM35 	0 	0 	
STE12 	52 	1121 	
IPI1 	2 	1 	
NAM8 	53 	767 	
YHR086W-A 	20 	412 	
RTC3 	15 	297 	
RPF1 	3 	2 	
GAR1 	3 	18 	
YNG2 	6 	6 	
MSR1 	54 	570 	
HXT4 	32 	471 	
AHT1 	39 	356 	
HXT1 	59 	1738 	
YHR095W 	23 	140 	
HXT5 	54 	856 	
YHR097C 	80 	874 	
SFB3 	43 	409 	
TRA1 	23 	169 	
GEP4 	25 	159 	
BIG1 	2 	2 	
KIC1 	3 	6 	
SBE22 	29 	290 	
GRE3 	25 	247 	
YPT35 	19 	265 	
TRR2 	19 	135 	
CDC12 	1 	0 	
GGA2 	44 	660 	
CTM1 	31 	347 	
ERP5 	24 	151 	
UBA4 	16 	83 	
YHR112C 	31 	719 	
APE4 	49 	489 	
BZZ1 	57 	570 	
DMA1 	50 	382 	
COX23 	19 	685 	
TOM71 	60 	640 	
ORC6 	1 	0 	
SET1 	25 	201 	
MSH1 	58 	536 	
LSM12 	17 	196 	
CIA2 	2 	1 	
EPT1 	33 	352 	
NDT80 	50 	727 	
YHR125W 	4 	7 	
ANS1 	24 	286 	
YHR127W 	17 	242 	
FUR1 	20 	171 	
ARP1 	6 	22 	
YHR130C 	11 	39 	
YHR131C 	40 	532 	
YHR131W-A 	2 	1 	
ECM14 	35 	404 	
IGO2 	13 	150 	
NSG1 	25 	261 	
WSS1 	19 	115 	
YCK1 	44 	605 	
SPL2 	19 	267 	
ARO9 	29 	184 	
YHR137C-A 	9 	66 	
YHR138C 	13 	140 	
SPS100 	40 	536 	
YHR139C-A 	23 	197 	
YHR140W 	33 	655 	
RPL42B 	6 	14 	
CHS7 	14 	124 	
DSE2 	20 	164 	
RPC10 	0 	0 	
DCD1 	20 	181 	
YHR145C 	6 	16 	
CRP1 	21 	141 	
MRPL6 	9 	92 	
IMP3 	1 	0 	
SKG6 	50 	497 	
PEX28 	44 	550 	
MTC6 	6 	20 	
SPO12 	21 	145 	
SPO16 	12 	35 	
RTT107 	89 	1198 	
YSP1 	81 	1055 	
LIN1 	45 	679 	
REC104 	13 	130 	
KEL1 	55 	820 	
TDA11 	55 	1118 	
PEX18 	19 	113 	
YAP1801 	36 	400 	
MPC2 	7 	12 	
SOL3 	21 	278 	
DNA2 	22 	191 	
PRP8 	17 	143 	
YHR165W-A 	8 	83 	
CDC23 	11 	112 	
THP2 	11 	170 	
MTG2 	38 	492 	
DBP8 	6 	15 	
NMD3 	6 	13 	
ATG7 	31 	332 	
SPC97 	23 	517 	
YHR173C 	35 	781 	
ENO2 	33 	286 	
CTR2 	26 	301 	
YHR175W-A 	4 	12 	
FMO1 	66 	888 	
YHR177W 	26 	564 	
STB5 	25 	332 	
OYE2 	25 	227 	
YHR180W 	18 	350 	
YHR180W-A 	9 	101 	
YHR180C-B 	3 	2 	
SVP26 	10 	75 	
YHR182W 	92 	1325 	
YHR182C-A 	3 	3 	
GND1 	11 	97 	
SSP1 	41 	552 	
PFS1 	29 	335 	
KOG1 	8 	121 	
IKI1 	19 	255 	
GPI16 	2 	1 	
PTH1 	23 	325 	
ERG9 	6 	30 	
CTF8 	5 	7 	
LNP1 	18 	343 	
EGD2 	18 	244 	
YHR193C-A 	4 	4 	
MDM31 	29 	146 	
NVJ1 	30 	261 	
UTP9 	14 	53 	
RIX1 	8 	18 	
AIM18 	19 	413 	
AIM46 	40 	832 	
NBL1 	4 	24 	
RPN10 	8 	222 	
PPX1 	20 	88 	
YHR202W 	52 	783 	
RPS4B 	9 	42 	
MNL1 	56 	1136 	
SCH9 	20 	69 	
SKN7 	31 	364 	
SET5 	27 	460 	
BAT1 	40 	784 	
CRG1 	31 	194 	
YHR210C 	39 	494 	
FLO5 	71 	1375 	
YHR212C 	0 	0 	
YHR212W-A 	0 	0 	
YHR213W 	0 	0 	
YHR213W-A 	0 	0 	
YHR213W-B 	19 	172 	
YHR214W 	1 	0 	
YHR214W-A 	5 	41 	
YHR214C-D 	0 	0 	
YHR214C-E 	5 	22 	
PHO12 	6 	29 	
IMD2 	19 	195 	
YHR217C 	13 	197 	
YHR218W 	0 	0 	
YHR218W-A 	0 	0 	
YHR219W 	0 	0 	
YHR219C-A 	0 	0 	
YIL177C 	0 	0 	
YIL177W-A 	0 	0 	
PAU14 	0 	0 	
VTH1 	14 	792 	
IMA3 	0 	0 	
YIL171W-A 	0 	0 	
YIL169C 	36 	369 	
YIL166C 	81 	1975 	
YIL165C 	13 	282 	
NIT1 	20 	206 	
YIL163C 	27 	352 	
SUC2 	49 	581 	
YIL161W 	11 	19 	
POT1 	40 	742 	
BNR1 	77 	1090 	
AIM20 	23 	162 	
COA1 	16 	110 	
YIL156W-A 	21 	242 	
YIL156W-B 	14 	323 	
UBP7 	65 	855 	
GUT2 	89 	1346 	
IMP2
RRD1 	52 	517 	
YIL152W 	39 	890 	
ESL1 	58 	846 	
MCM10 	18 	276 	
MLP2 	75 	850 	
RPL40A 	8 	32 	
SLN1 	4 	9 	
ATG32 	54 	481 	
PAN6 	27 	276 	
NDC80 	6 	10 	
SSL2 	12 	107 	
YIL142C-A 	6 	42 	
CCT2 	0 	0 	
YIL141W 	27 	330 	
AXL2 	121 	2087 	
REV7 	24 	229 	
TPM2 	6 	48 	
TMA108 	82 	1137 	
OM45 	27 	192 	
VHS2 	29 	320 	
YIL134C-A 	15 	302 	
FLX1 	30 	218 	
RPL16A 	24 	208 	
CSM2 	36 	692 	
FKH1 	62 	1069 	
ASG1 	50 	586 	
TAO3 	21 	350 	
MET18 	32 	362 	
RRT14 	18 	137 	
STH1 	35 	358 	
KGD1 	97 	1792 	
AYR1 	31 	425 	
SIM1 	96 	1693 	
POG1 	26 	238 	
QDR2 	64 	1041 	
QDR1 	83 	950 	
RPI1 	30 	223 	
RHO3 	1 	0 	
PRM5 	36 	196 	
HIS5 	46 	836 	
YIL115W-A 	9 	84 	
NUP159 	13 	68 	
POR2 	14 	47 	
SDP1 	45 	751 	
HOS4 	59 	556 	
COX5B 	18 	162 	
HPM1 	26 	313 	
SEC24 	1 	0 	
YIL108W 	86 	1618 	
PFK26 	43 	599 	
MOB1 	5 	16 	
SLM1 	49 	820 	
YIL105W-A 	7 	64 	
SHQ1 	2 	1 	
DPH1 	34 	517 	
YIL102C-A 	1 	0 	
YIL102C 	9 	68 	
XBP1 	68 	1104 	
YIL100C-A 	39 	490 	
YIL100W 	43 	646 	
SGA1 	71 	1006 	
FMC1 	12 	143 	
FYV10 	27 	368 	
BMT5 	38 	614 	
PRK1 	54 	634 	
LYS12 	23 	159 	
RSM25 	22 	682 	
YIL092W 	61 	1041 	
UTP25 	1 	0 	
ICE2 	36 	135 	
YIL089W 	14 	73 	
AVT7 	51 	1133 	
AIM19 	31 	296 	
YIL086C 	26 	578 	
KTR7 	63 	1165 	
SDS3 	17 	88 	
CAB2 	2 	1 	
YIL082W 	11 	155 	
AIR1 	30 	623 	
THS1 	1 	0 	
YIL077C 	94 	2996 	
SEC28 	30 	404 	
RPN2 	12 	142 	
SER33 	62 	1243 	
SPO22 	93 	1103 	
HOP1 	63 	430 	
YIL071W-A 	11 	73 	
PCI8 	25 	177 	
MAM33 	41 	515 	
RPS24B 	13 	64 	
YIL068W-A 	14 	170 	
SEC6 	16 	181 	
YIL067C 	78 	1462 	
YIL066W-A 	16 	114 	
RNR3 	69 	1372 	
FIS1 	31 	462 	
SEE1 	58 	1339 	
YRB2 	9 	19 	
ARC15 	0 	0 	
SNP1 	36 	219 	
YIL060W 	16 	88 	
YIL059C 	17 	90 	
YIL058W 	25 	406 	
RGI2 	25 	438 	
VHR1 	90 	1374 	
YIL055C 	91 	1167 	
YIL054W 	40 	1577 	
GPP1 	31 	290 	
