gene_name	number_of_transposon_per_gene	number_of_read_pergene
YFR056C 	15 	342 	
IRC7 	16 	346 	
YFR057W 	3 	7 	
COS12 	5 	40 	
YGL262W 	3 	3 	
PAU11 	0 	0 	
YGL260W 	1 	0 	
YPS5 	7 	58 	
YGL258W-A 	1 	0 	
VEL1 	14 	115 	
MNT2 	31 	869 	
ADH4 	14 	304 	
ZRT1 	2 	1 	
FZF1 	30 	1399 	
HXK2 	28 	585 	
RTG2 	21 	408 	
HFM1 	63 	1589 	
RMR1 	8 	64 	
ZIP2 	42 	1373 	
PDE1 	34 	1264 	
BRR6 	0 	0 	
RAI1 	0 	0 	
GUS1 	2 	2 	
RTF1 	17 	404 	
TAD1 	14 	194 	
YGL242C 	7 	369 	
KAP114 	34 	1307 	
DOC1 	3 	5 	
YGL239C 	6 	33 	
CSE1 	3 	4 	
HAP2 	17 	404 	
MTO1 	60 	2810 	
YGL235W 	15 	532 	
ADE5
SEC15 	2 	9 	
TAN1 	8 	58 	
EMC4 	2 	27 	
YGL230C 	5 	17 	
SAP4 	26 	368 	
SHE10 	21 	309 	
VID30 	37 	656 	
OST5 	13 	75 	
MTC3 	4 	5 	
VRG4 	0 	0 	
SDT1 	21 	394 	
COG1 	1 	0 	
EDC1 	6 	122 	
NIF3 	13 	269 	
FRA2 	6 	87 	
MDM34 	17 	517 	
YGL218W 	7 	103 	
YGL217C 	3 	6 	
KIP3 	46 	1146 	
CLG1 	12 	162 	
YGL214W 	4 	223 	
SKI8 	10 	277 	
VAM7 	3 	67 	
NCS6 	13 	358 	
YPT32 	21 	142 	
MIG2 	16 	283 	
SIP2 	14 	353 	
SPT16 	6 	140 	
CHC1 	5 	4 	
POX1 	24 	540 	
YGL204C 	3 	16 	
KEX1 	16 	483 	
ARO8 	29 	1092 	
MCM6 	2 	1 	
EMP24 	9 	185 	
YGL199C 	7 	116 	
YIP4 	11 	180 	
MDS3 	14 	86 	
DSD1 	26 	738 	
GCN1 	48 	850 	
YGL194C-A 	4 	3 	
HOS2 	22 	422 	
YGL193C 	9 	224 	
IME4 	10 	405 	
COX13 	5 	6 	
CDC55 	1 	0 	
RPS26A 	2 	27 	
YGL188C-A 	0 	0 	
YGL188C 	13 	97 	
COX4 	8 	51 	
TPN1 	22 	449 	
YGL185C 	26 	312 	
STR3 	29 	1185 	
MND1 	24 	446 	
YGL182C 	11 	254 	
GTS1 	27 	470 	
ATG1 	23 	302 	
TOS3 	35 	613 	
MPT5 	39 	899 	
YGL177W 	14 	464 	
YGL176C 	22 	292 	
SAE2 	7 	66 	
BUD13 	20 	884 	
XRN1 	23 	800 	
NUP49 	5 	98 	
ROK1 	5 	151 	
SPO74 	16 	220 	
SUA5 	0 	0 	
HUR1 	6 	29 	
PMR1 	5 	16 	
CUP2 	3 	3 	
YGL165C 	15 	133 	
YRB30 	18 	210 	
RAD54 	25 	221 	
SUT1 	18 	553 	
YIP5 	13 	387 	
AIM14 	17 	304 	
YGL159W 	16 	285 	
RCK1 	38 	1275 	
ARI1 	23 	681 	
AMS1 	32 	438 	
CDC43 	0 	0 	
LYS5 	7 	30 	
PEX14 	25 	977 	
YGL152C 	26 	995 	
NUT1 	57 	1941 	
INO80 	10 	318 	
YGL149W 	19 	428 	
ARO2 	1 	0 	
RPL9A 	5 	30 	
RRT6 	29 	1234 	
TIP20 	4 	8 	
ROG1 	35 	810 	
MRF1 	11 	111 	
GPI10 	1 	0 	
HUL5 	21 	698 	
YGL140C 	38 	600 	
FLC3 	17 	216 	
YGL138C 	14 	147 	
SEC27 	6 	126 	
MRM2 	11 	203 	
RPL1B 	0 	0 	
PCL10 	13 	638 	
ITC1 	40 	802 	
YGL132W 	6 	20 	
SNT2 	38 	994 	
CEG1 	1 	0 	
RSM23 	11 	35 	
CWC23 	9 	31 	
SOH1 	0 	0 	
SCS3 	49 	1392 	
MET13 	27 	489 	
MON1 	10 	147 	
RPS2 	1 	0 	
YGL123C-A 	0 	0 	
NAB2 	2 	8 	
GPG1 	15 	235 	
PRP43 	8 	17 	
COQ8 	23 	309 	
YGL118C 	20 	178 	
YGL117W 	22 	570 	
CDC20 	0 	0 	
SNF4 	14 	140 	
YGL114W 	26 	336 	
SLD3 	12 	165 	
TAF6 	1 	0 	
NSA1 	8 	69 	
CUE3 	38 	1174 	
YGL109W 	19 	455 	
YGL108C 	14 	274 	
RMD9 	16 	390 	
MLC1 	0 	0 	
ARC1 	15 	196 	
VPS73 	25 	500 	
RPL28 	0 	0 	
YGL102C 	0 	0 	
YGL101W 	6 	120 	
SEH1 	9 	88 	
LSG1 	9 	37 	
USE1 	1 	0 	
SRM1 	7 	47 	
TOS8 	29 	457 	
VPS45 	0 	0 	
PAN2 	33 	1380 	
SPC105 	18 	471 	
NUP145 	27 	509 	
NBP35 	3 	120 	
LIF1 	27 	815 	
MF
YGL088W 	15 	159 	
MMS2 	16 	424 	
MAD1 	40 	1424 	
LCL3 	18 	605 	
GUP1 	24 	635 	
SCY1 	51 	1360 	
YGL082W 	20 	556 	
YGL081W 	20 	468 	
FMP37 	15 	137 	
KXD1 	4 	21 	
DBP3 	17 	177 	
HNM1 	42 	861 	
RPL7A 	8 	36 	
MPS2 	5 	65 	
YGL074C 	11 	224 	
HSF1 	32 	1955 	
YGL072C 	26 	1832 	
AFT1 	15 	256 	
RPB9 	8 	107 	
YGL069C 	7 	161 	
MNP1 	8 	175 	
NPY1 	21 	926 	
SGF73 	31 	495 	
ALG2 	9 	111 	
MRH4 	20 	288 	
PUS2 	76 	2869 	
YGL063C-A 	16 	1038 	
PYC1 	57 	1861 	
DUO1 	15 	502 	
YBP2 	58 	1321 	
PKP2 	32 	820 	
RAD6 	0 	0 	
GEP7 	21 	679 	
SDS23 	47 	747 	
OLE1 	4 	8 	
ERV14 	10 	104 	
PRM8 	18 	347 	
YGL052W 	13 	356 	
MST27 	28 	694 	
TYW3 	36 	636 	
TIF4632 	49 	818 	
RPT6 	3 	7 	
ALG13 	4 	24 	
RIM8 	91 	3215 	
RNA15 	5 	151 	
DST1 	16 	631 	
YGL042C 	8 	157 	
YGL041C-B 	12 	495 	
YGL041W-A 	24 	1348 	
YGL041C 	4 	265 	
HEM2 	0 	0 	
YGL039W 	47 	1364 	
OCH1 	0 	0 	
PNC1 	23 	754 	
YGL036W 	72 	1404 	
MIG1 	57 	2512 	
YGL034C 	34 	254 	
HOP2 	30 	732 	
AGA2 	7 	39 	
RPL24A 	13 	95 	
RPL30 	0 	0 	
CGR1 	0 	0 	
SCW11 	56 	945 	
CWH41 	69 	2582 	
TRP5 	55 	2082 	
PGD1 	33 	614 	
YGL024W 	14 	472 	
PIB2 	83 	4019 	
STT3 	4 	9 	
ALK1 	105 	6367 	
GET1 	7 	18 	
CKB1 	29 	676 	
JAC1 	1 	0 	
ATE1 	70 	2672 	
KAP122 	140 	4322 	
YGL015C 	26 	1080 	
PUF4 	47 	787 	
YGL014C-A 	2 	1 	
PDR1 	109 	4635 	
ERG4 	68 	2463 	
SCL1 	5 	70 	
YGL010W 	39 	2396 	
LEU1 	110 	3898 	
PMA1 	2 	1 	
YGL007C-A 	3 	2 	
BRP1 	30 	1900 	
YGL006W-A 	9 	552 	
PMC1 	245 	11379 	
COG7 	53 	1163 	
RPN14 	112 	4712 	
CDH1 	148 	12230 	
ERP6 	56 	7992 	
ERG26 	4 	47 	
AML1 	81 	3383 	
SWC4 	96 	6725 	
CUL3 	143 	7090 	
PEX31 	115 	7025 	
TFG2 	21 	342 	
PRP18 	32 	1153 	
ECT1 	74 	5229 	
STF2 	25 	1271 	
SEC9 	29 	525 	
NMA2 	82 	6143 	
YGR011W 	26 	1804 	
YGR012W 	71 	3971 	
SNU71 	58 	3978 	
MSB2 	136 	2506 	
YGR015C 	94 	5972 	
YGR016W 	32 	982 	
YGR017W 	42 	1412 	
YGR018C 	19 	621 	
UGA1 	113 	4969 	
VMA7 	2 	2 	
YGR021W 	46 	2286 	
YGR022C 	14 	361 	
MTL1 	84 	3040 	
THG1 	1 	0 	
YGR025W 	25 	3236 	
YGR026W 	48 	1893 	
RPS25A 	11 	173 	
MSP1 	48 	1260 	
ERV1 	3 	31 	
POP6 	3 	11 	
IMO32 	92 	10452 	
NAG1 	57 	4494 	
GSC2 	166 	6142 	
TIM21 	44 	351 	
RPL26B 	25 	376 	
YGR035C 	3 	3 	
YGR035W-A 	20 	426 	
CAX4 	13 	248 	
ACB1 	9 	268 	
ORM1 	13 	319 	
YGR039W 	18 	473 	
KSS1 	31 	1608 	
BUD9 	63 	2245 	
YGR042W 	27 	325 	
NQM1 	24 	727 	
RME1 	21 	240 	
YGR045C 	37 	1168 	
TAM41 	32 	434 	
TFC4 	5 	22 	
UFD1 	3 	12 	
SCM4 	22 	905 	
YGR050C 	31 	1198 	
YGR051C 	28 	207 	
FMP48 	30 	1111 	
YGR053C 	32 	797 	
YGR054W 	38 	447 	
MUP1 	16 	209 	
RSC1 	38 	860 	
LST7 	8 	60 	
PEF1 	19 	263 	
SPR3 	26 	310 	
ERG25 	1 	0 	
ADE6 	0 	0 	
COX18 	15 	267 	
SPT4 	5 	28 	
YGR064W 	22 	402 	
VHT1 	1 	0 	
YGR066C 	15 	282 	
YGR067C 	58 	1616 	
ART5 	83 	5432 	
YGR068W-A 	2 	8 	
YGR069W 	17 	287 	
ROM1 	47 	2270 	
ENV11 	23 	1341 	
UPF3 	14 	128 	
YGR073C 	7 	57 	
SMD1 	0 	0 	
PRP38 	1 	0 	
MRPL25 	6 	103 	
PEX8 	32 	699 	
PAC10 	13 	75 	
YGR079W 	39 	1910 	
TWF1 	17 	802 	
SLX9 	9 	146 	
TOM20 	2 	3 	
GCD2 	0 	0 	
MRP13 	25 	388 	
RPL11B 	1 	0 	
PIL1 	8 	81 	
PDC6 	51 	1136 	
CTT1 	33 	463 	
NNF2 	55 	2099 	
UTP22 	1 	0 	
PRP31 	19 	154 	
DBF2 	6 	167 	
DRN1 	26 	334 	
VAS1 	1 	0 	
RRP46 	1 	0 	
TPC1 	70 	1910 	
ASK10 	45 	1245 	
ESP1 	2 	2 	
TEL2 	3 	5 	
MDR1 	37 	949 	
PCP1 	17 	151 	
GTF1 	8 	38 	
NOP7 	6 	7 	
SRB5 	2 	2 	
VMA21 	1 	0 	
VOA1 	10 	240 	
YGR107W 	24 	760 	
CLB1 	23 	683 	
CLB6 	15 	461 	
CLD1 	20 	630 	
YGR111W 	21 	754 	
SHY1 	18 	151 	
DAM1 	5 	157 	
YGR114C 	10 	67 	
YGR115C 	0 	0 	
SPT6 	0 	0 	
YGR117C 	19 	271 	
RPS23A 	13 	139 	
NUP57 	5 	16 	
COG2 	7 	69 	
MEP1 	48 	1205 	
YGR121W-A 	24 	1945 	
YGR122W 	27 	494 	
YGR122C-A 	2 	1 	
PPT1 	11 	311 	
ASN2 	28 	650 	
YGR125W 	35 	803 	
YGR126W 	23 	519 	
YGR127W 	21 	860 	
UTP8 	3 	4 	
SYF2 	15 	321 	
YGR130C 	29 	919 	
FHN1 	13 	401 	
PHB1 	8 	33 	
PEX4 	5 	58 	
CAF130 	42 	1406 	
PRE9 	3 	17 	
LSB1 	4 	7 	
YGR137W 	7 	30 	
TPO2 	12 	151 	
YGR139W 	12 	96 	
CBF2 	4 	10 	
VPS62 	24 	271 	
BTN2 	10 	194 	
SKN1 	27 	448 	
THI4 	35 	1236 	
ENP2 	12 	155 	
ECL1 	6 	104 	
YGR146C-A 	16 	362 	
NAT2 	23 	1032 	
RPL24B 	11 	28 	
YGR149W 	18 	391 	
CCM1 	18 	188 	
YGR151C 	10 	75 	
RSR1 	19 	232 	
YGR153W 	20 	276 	
GTO1 	20 	367 	
CYS4 	9 	67 	
PTI1 	12 	105 	
CHO2 	22 	180 	
MTR3 	3 	12 	
NSR1 	15 	211 	
YGR160W 	5 	21 	
RTS3 	17 	302 	
YGR161W-C 	4 	11 	
TIF4631 	13 	261 	
GTR2 	18 	519 	
YGR164W 	18 	135 	
MRPS35 	8 	166 	
TRS65 	24 	388 	
CLC1 	1 	0 	
YGR168C 	15 	170 	
PUS6 	45 	1313 	
YGR169C-A 	6 	43 	
PSD2 	58 	1638 	
MSM1 	15 	211 	
YIP1 	1 	0 	
RBG2 	13 	398 	
CBP4 	14 	264 	
YGR174W-A 	4 	9 	
ERG1 	1 	0 	
YGR176W 	19 	902 	
ATF2 	44 	1636 	
PBP1 	20 	528 	
OKP1 	3 	6 	
RNR4 	8 	51 	
TIM13 	16 	213 	
YGR182C 	7 	53 	
QCR9 	2 	4 	
UBR1 	32 	418 	
TYS1 	1 	0 	
TFG1 	3 	22 	
HGH1 	6 	17 	
BUB1 	27 	349 	
CRH1 	33 	413 	
YGR190C 	12 	113 	
HIP1 	16 	267 	
TDH3 	19 	78 	
PDX1 	21 	953 	
XKS1 	43 	685 	
SKI6 	5 	118 	
FYV8 	33 	370 	
SNG1 	34 	430 	
YPP1 	6 	11 	
PMT6 	28 	663 	
ELP2 	23 	388 	
YGR201C 	21 	341 	
PCT1 	38 	1006 	
YCH1 	39 	3341 	
ADE3 	32 	703 	
YGR204C-A 	3 	3 	
TDA10 	6 	92 	
MVB12 	5 	10 	
CIR1 	13 	129 	
SER2 	1 	0 	
TRX2 	7 	77 	
YGR210C 	53 	1484 	
ZPR1 	0 	0 	
SLI1 	30 	741 	
RTA1 	11 	156 	
RPS0A 	10 	300 	
RSM27 	3 	43 	
GPI1 	16 	472 	
CCH1 	48 	1252 	
CRM1 	1 	0 	
YGR219W 	9 	35 	
MRPL9 	16 	134 	
TOS2 	44 	692 	
PET54 	7 	14 	
HSV2 	16 	98 	
AZR1 	20 	565 	
AMA1 	23 	265 	
YGR226C 	2 	33 	
DIE2 	10 	48 	
YGR228W 	2 	1 	
SMI1 	9 	108 	
BNS1 	11 	283 	
PHB2 	13 	181 	
NAS6 	22 	399 	
PHO81 	38 	389 	
YHB1 	8 	135 	
MIC26 	6 	34 	
SPG1 	9 	231 	
YGR237C 	52 	1997 	
KEL2 	65 	2248 	
PEX21 	31 	498 	
PFK1 	20 	226 	
YGR240C-A 	13 	136 	
YAP1802 	43 	1761 	
YGR242W 	10 	47 	
FMP43 	4 	81 	
LSC2 	46 	1725 	
SDA1 	6 	11 	
BRF1 	2 	4 	
CPD1 	13 	554 	
SOL4 	12 	344 	
MGA1 	16 	307 	
YGR250C 	17 	497 	
NOP19 	4 	27 	
GCN5 	11 	75 	
PUP2 	0 	0 	
ENO1 	29 	467 	
COQ6 	24 	376 	
GND2 	11 	116 	
MTM1 	16 	405 	
RAD2 	56 	1838 	
YGR259C 	2 	4 	
TNA1 	28 	822 	
APL6 	15 	294 	
BUD32 	0 	0 	
SAY1 	19 	347 	
MES1 	0 	0 	
YGR265W 	11 	255 	
YGR266W 	35 	730 	
FOL2 	0 	0 	
HUA1 	19 	704 	
YGR269W 	22 	817 	
YTA7 	30 	394 	
YGR270C-A 	3 	54 	
SLH1 	60 	1484 	
EFG1 	5 	13 	
YGR273C 	8 	121 	
TAF1 	9 	75 	
RTT102 	5 	11 	
RNH70 	32 	666 	
CAB4 	0 	0 	
CWC22 	11 	503 	
SCW4 	12 	118 	
PXR1 	12 	260 	
YOR1 	48 	1462 	
BGL2 	12 	185 	
YGR283C 	17 	374 	
ERV29 	10 	359 	
ZUO1 	14 	240 	
BIO2 	10 	93 	
IMA1 	28 	1223 	
MAL13 	19 	627 	
MAL11 	23 	284 	
YGR290W 	2 	1 	
YGR291C 	10 	281 	
MAL12 	7 	62 	
YGR293C 	4 	8 	
PAU12 	1 	0 	
COS6 	16 	521 	
YRF1-3 	0 	0 	
YGR296C-A 	0 	0 	
YGR296C-B 	0 	0 	
YHL050C 	36 	1077 	
YHL050W-A 	2 	1 	
YHL049C 	0 	0 	
YHL048C-A 	3 	47 	
COS8 	31 	733 	
ARN2 	38 	1074 	
YHL046W-A 	14 	293 	
PAU13 	10 	149 	
YHL045W 	21 	383 	
YHL044W 	20 	356 	
ECM34 	23 	267 	
YHL042W 	32 	1623 	
YHL041W 	46 	824 	
ARN1 	59 	1475 	
EFM1 	52 	993 	
CBP2 	27 	317 	
YHL037C 	21 	931 	
MUP3 	60 	1426 	
VMR1 	103 	2755 	
YHL034W-A 	6 	37 	
SBP1 	13 	106 	
RPL8A 	11 	258 	
GUT1 	73 	2847 	
GOS1 	1 	0 	
YHL030W-A 	2 	2 	
ECM29 	118 	3204 	
OCA5 	56 	3158 	
WSC4 	87 	1984 	
RIM101 	93 	4034 	
YHL026C 	60 	3920 	
SNF6 	64 	6220 	
RIM4 	119 	4851 	
NPR3 	33 	622 	
SPO11 	55 	630 	
AIM17 	81 	3894 	
OPI1 	42 	1466 	
YHL019W-A 	22 	755 	
APM2 	79 	3436 	
YHL018W 	13 	452 	
YHL017W 	79 	2711 	
DUR3 	169 	7663 	
YHL015W-A 	10 	217 	
RPS20 	0 	0 	
YLF2 	71 	3107 	
OTU2 	51 	2759 	
YHL012W 	79 	3039 	
PRS3 	22 	266 	
ETP1 	116 	4871 	
YAP3 	60 	1104 	
YHL008C 	182 	13507 	
STE20 	168 	7921 	
YHL006W-A 	35 	2213 	
SHU1 	23 	20168 	
YHL005C 	12 	4324 	
MRP4 	89 	2815 	
LAG1 	103 	3786 	
YHL002C-A 	45 	3379 	
HSE1 	115 	6687 	
RPL14B 	72 	3288 	
OSH7 	139 	12506 	
QCR10 	34 	2392 	
LEU5 	83 	1413 	
TCD1 	132 	10155 	
NEM1 	113 	5264 	
GPA1 	5 	150 	
TIM10 	8 	96 	
STP2 	102 	2561 	
ERG11 	5 	144 	
YHR007C-A 	12 	3298 	
SOD2 	55 	782 	
TDA3 	136 	6809 	
RPL27A 	5 	5 	
DIA4 	39 	473 	
VPS29 	7 	12 	
ARD1 	13 	127 	
SPO13 	39 	859 	
MIP6 	104 	2500 	
YSC84 	61 	1573 	
YSC83 	33 	657 	
ARG4 	11 	31 	
DED81 	0 	0 	
YHR020W 	9 	43 	
RPS27B 	6 	49 	
ECM12 	30 	879 	
YHR022C 	44 	1251 	
YHR022C-A 	11 	267 	
MYO1 	124 	3367 	
MAS2 	2 	3 	
THR1 	17 	149 	
VMA16 	3 	33 	
RPN1 	2 	6 	
DAP2 	61 	1958 	
YHR028W-A 	18 	416 	
YHI9 	29 	1412 	
SLT2 	26 	387 	
RRM3 	75 	2638 	
ERC1 	128 	7634 	
YHR032W-A 	13 	441 	
YHR032C-A 	10 	180 	
YHR033W 	65 	2394 	
PIH1 	57 	1774 	
NEL1 	70 	1883 	
BRL1 	6 	211 	
PUT2 	47 	2011 	
RRF1 	17 	176 	
MSC7 	52 	1520 	
VMA10 	1 	0 	
BCD1 	24 	864 	
SRB2 	12 	56 	
NCP1 	20 	199 	
DOG2 	15 	364 	
DOG1 	19 	633 	
YHR045W 	25 	589 	
INM1 	15 	430 	
AAP1 	61 	2058 	
YHK8 	48 	784 	
FSH1 	21 	403 	
YHR049C-A 	22 	446 	
SMF2 	42 	1683 	
YHR050W-A 	10 	142 	
COX6 	1 	0 	
CIC1 	4 	7 	
YHR052W-A 	0 	0 	
CUP1-1 	0 	0 	
YHR054C 	1 	0 	
YHR054W-A 	0 	0 	
CUP1-2 	0 	0 	
RSC30 	18 	264 	
YHR056W-A 	7 	165 	
CPR2 	21 	684 	
MED6 	13 	325 	
FYV4 	5 	19 	
VMA22 	2 	1 	
GIC1 	15 	298 	
RPP1 	0 	0 	
PAN5 	11 	145 	
YHR063W-A 	7 	81 	
SSZ1 	18 	210 	
RRP3 	3 	2 	
SSF1 	34 	495 	
HTD2 	21 	519 	
DYS1 	2 	1 	
RRP4 	1 	0 	
YHR069C-A 	1 	0 	
TRM5 	3 	6 	
YHR070C-A 	11 	427 	
PCL5 	28 	995 	
YHR071C-A 	7 	84 	
ERG7 	5 	58 	
NOP10 	0 	0 	
OSH3 	43 	1702 	
YHR073W-A 	4 	55 	
YHR073C-B 	1 	0 	
QNS1 	2 	4 	
PPE1 	34 	475 	
PTC7 	32 	1057 	
NMD2 	35 	403 	
YHR078W 	33 	846 	
IRE1 	23 	366 	
SAE3 	7 	46 	
YHR080C 	65 	2198 	
LRP1 	9 	121 	
KSP1 	27 	760 	
SAM35 	0 	0 	
STE12 	37 	783 	
IPI1 	0 	0 	
NAM8 	30 	1010 	
YHR086W-A 	19 	215 	
RTC3 	10 	165 	
RPF1 	1 	0 	
GAR1 	8 	47 	
YNG2 	3 	10 	
MSR1 	25 	327 	
HXT4 	26 	722 	
AHT1 	28 	421 	
HXT1 	46 	1946 	
YHR095W 	14 	158 	
HXT5 	34 	897 	
YHR097C 	85 	2244 	
SFB3 	24 	375 	
TRA1 	8 	36 	
GEP4 	12 	244 	
BIG1 	0 	0 	
KIC1 	3 	4 	
SBE22 	16 	318 	
GRE3 	18 	433 	
YPT35 	7 	67 	
TRR2 	9 	54 	
CDC12 	0 	0 	
GGA2 	25 	528 	
CTM1 	28 	549 	
ERP5 	16 	173 	
UBA4 	17 	162 	
YHR112C 	23 	844 	
APE4 	37 	952 	
BZZ1 	45 	1091 	
DMA1 	51 	940 	
COX23 	8 	519 	
TOM71 	32 	701 	
ORC6 	0 	0 	
SET1 	19 	193 	
MSH1 	21 	346 	
LSM12 	9 	222 	
CIA2 	1 	0 	
EPT1 	23 	244 	
NDT80 	40 	517 	
YHR125W 	3 	2 	
ANS1 	7 	133 	
YHR127W 	13 	257 	
FUR1 	14 	228 	
ARP1 	9 	37 	
YHR130C 	4 	8 	
YHR131C 	30 	715 	
YHR131W-A 	4 	9 	
ECM14 	29 	663 	
IGO2 	7 	105 	
NSG1 	12 	289 	
WSS1 	13 	175 	
YCK1 	43 	1416 	
SPL2 	11 	164 	
ARO9 	21 	142 	
YHR137C-A 	7 	25 	
YHR138C 	6 	62 	
SPS100 	28 	598 	
YHR139C-A 	12 	237 	
YHR140W 	16 	232 	
RPL42B 	2 	1 	
CHS7 	8 	76 	
DSE2 	11 	76 	
RPC10 	0 	0 	
DCD1 	16 	254 	
YHR145C 	5 	19 	
CRP1 	14 	332 	
MRPL6 	9 	85 	
IMP3 	1 	0 	
SKG6 	35 	950 	
PEX28 	31 	723 	
MTC6 	10 	83 	
SPO12 	5 	26 	
SPO16 	6 	16 	
RTT107 	57 	1597 	
YSP1 	53 	999 	
LIN1 	26 	625 	
REC104 	5 	112 	
KEL1 	29 	311 	
TDA11 	30 	1390 	
PEX18 	13 	111 	
YAP1801 	24 	394 	
MPC2 	11 	25 	
SOL3 	9 	167 	
DNA2 	9 	50 	
PRP8 	6 	16 	
YHR165W-A 	2 	8 	
CDC23 	9 	338 	
THP2 	11 	52 	
MTG2 	29 	498 	
DBP8 	2 	3 	
NMD3 	4 	45 	
ATG7 	24 	296 	
SPC97 	13 	800 	
YHR173C 	30 	1470 	
ENO2 	16 	470 	
CTR2 	21 	360 	
YHR175W-A 	4 	32 	
FMO1 	44 	892 	
YHR177W 	21 	503 	
STB5 	20 	321 	
OYE2 	14 	388 	
YHR180W 	19 	564 	
YHR180W-A 	11 	78 	
YHR180C-B 	2 	1 	
SVP26 	8 	110 	
YHR182W 	63 	1839 	
YHR182C-A 	5 	119 	
GND1 	17 	360 	
SSP1 	20 	367 	
PFS1 	15 	83 	
KOG1 	6 	28 	
IKI1 	12 	273 	
GPI16 	0 	0 	
PTH1 	12 	164 	
ERG9 	1 	0 	
CTF8 	1 	0 	
LNP1 	8 	110 	
EGD2 	11 	116 	
YHR193C-A 	4 	23 	
MDM31 	18 	203 	
NVJ1 	16 	347 	
UTP9 	15 	198 	
RIX1 	2 	3 	
AIM18 	23 	133 	
AIM46 	30 	982 	
NBL1 	3 	10 	
RPN10 	4 	24 	
PPX1 	16 	80 	
YHR202W 	35 	930 	
RPS4B 	10 	40 	
MNL1 	37 	2128 	
SCH9 	3 	2 	
SKN7 	12 	186 	
SET5 	14 	212 	
BAT1 	16 	532 	
CRG1 	10 	165 	
YHR210C 	16 	360 	
FLO5 	40 	1513 	
YHR212C 	0 	0 	
YHR212W-A 	0 	0 	
YHR213W 	0 	0 	
YHR213W-A 	0 	0 	
YHR213W-B 	14 	176 	
YHR214W 	0 	0 	
YHR214W-A 	0 	0 	
YHR214C-D 	0 	0 	
YHR214C-E 	5 	73 	
PHO12 	4 	6 	
IMD2 	7 	26 	
YHR217C 	8 	122 	
YHR218W 	1 	0 	
YHR218W-A 	0 	0 	
YHR219W 	0 	0 	
YHR219C-A 	0 	0 	
YIL177C 	0 	0 	
YIL177W-A 	0 	0 	
PAU14 	0 	0 	
VTH1 	7 	269 	
IMA3 	0 	0 	
YIL171W-A 	0 	0 	
YIL169C 	18 	159 	
YIL166C 	46 	1348 	
YIL165C 	4 	120 	
NIT1 	16 	435 	
YIL163C 	18 	731 	
SUC2 	28 	1252 	
YIL161W 	6 	8 	
POT1 	36 	784 	
BNR1 	29 	603 	
AIM20 	18 	438 	
COA1 	14 	143 	
YIL156W-A 	16 	370 	
YIL156W-B 	10 	367 	
UBP7 	28 	675 	
GUT2 	50 	2318 	
IMP2
RRD1 	36 	445 	
YIL152W 	19 	961 	
ESL1 	42 	1400 	
MCM10 	7 	81 	
MLP2 	43 	1487 	
RPL40A 	5 	41 	
SLN1 	3 	4 	
ATG32 	32 	808 	
PAN6 	11 	87 	
NDC80 	0 	0 	
SSL2 	8 	118 	
YIL142C-A 	4 	27 	
CCT2 	0 	0 	
YIL141W 	17 	99 	
AXL2 	88 	3168 	
REV7 	21 	457 	
TPM2 	4 	150 	
TMA108 	39 	1528 	
OM45 	11 	73 	
VHS2 	19 	197 	
YIL134C-A 	15 	470 	
FLX1 	20 	431 	
RPL16A 	5 	20 	
CSM2 	32 	723 	
FKH1 	30 	1398 	
ASG1 	29 	402 	
TAO3 	17 	386 	
MET18 	19 	143 	
RRT14 	10 	161 	
STH1 	27 	399 	
KGD1 	30 	233 	
AYR1 	12 	101 	
SIM1 	87 	3378 	
POG1 	15 	254 	
QDR2 	47 	1142 	
QDR1 	65 	1325 	
RPI1 	18 	256 	
RHO3 	1 	0 	
PRM5 	26 	307 	
HIS5 	26 	832 	
YIL115W-A 	1 	0 	
NUP159 	3 	21 	
POR2 	12 	79 	
SDP1 	30 	1104 	
HOS4 	39 	824 	
COX5B 	17 	200 	
HPM1 	15 	246 	
SEC24 	0 	0 	
YIL108W 	64 	1379 	
PFK26 	38 	677 	
MOB1 	5 	41 	
SLM1 	33 	1080 	
YIL105W-A 	3 	161 	
SHQ1 	4 	14 	
DPH1 	18 	596 	
YIL102C-A 	0 	0 	
YIL102C 	4 	5 	
XBP1 	53 	1208 	
YIL100C-A 	29 	585 	
YIL100W 	29 	677 	
SGA1 	35 	402 	
FMC1 	4 	8 	
FYV10 	17 	191 	
BMT5 	21 	1056 	
PRK1 	39 	960 	
LYS12 	4 	4 	
RSM25 	15 	247 	
YIL092W 	45 	889 	
UTP25 	2 	1 	
ICE2 	3 	3 	
YIL089W 	19 	443 	
AVT7 	44 	2159 	
AIM19 	16 	325 	
YIL086C 	17 	448 	
KTR7 	55 	1837 	
SDS3 	19 	287 	
CAB2 	3 	79 	
YIL082W 	9 	147 	
AIR1 	27 	456 	
THS1 	2 	1 	
YIL077C 	82 	7288 	
SEC28 	17 	399 	
RPN2 	6 	81 	
SER33 	44 	1854 	
SPO22 	81 	2820 	
HOP1 	55 	1369 	
YIL071W-A 	6 	78 	
PCI8 	28 	811 	
MAM33 	24 	200 	
RPS24B 	7 	34 	
YIL068W-A 	14 	126 	
SEC6 	15 	127 	
YIL067C 	67 	1846 	
YIL066W-A 	14 	142 	
RNR3 	39 	902 	
FIS1 	20 	1238 	
SEE1 	38 	1448 	
YRB2 	5 	13 	
ARC15 	0 	0 	
SNP1 	22 	302 	
YIL060W 	11 	200 	
YIL059C 	14 	205 	
