gene_name	number_of_transposon_per_gene	number_of_read_pergene
RCR2 	66 	3039 	
YDR003W-A 	12 	151 	
RAD57 	91 	1859 	
MAF1 	13 	751 	
SOK1 	98 	2012 	
TRP1 	58 	1895 	
YDR008C 	34 	1794 	
GAL3 	106 	4176 	
YDR010C 	26 	7181 	
SNQ2 	169 	5887 	
RPL4B 	23 	900 	
PSF1 	2 	1 	
RAD61 	71 	1121 	
HED1 	12 	452 	
YDR015C 	2 	3 	
DAD1 	3 	6 	
KCS1 	84 	1772 	
YDR018C 	100 	2636 	
GCV1 	87 	2863 	
DAS2 	34 	2033 	
FAL1 	0 	0 	
ATG31 	19 	544 	
SES1 	5 	50 	
FYV1 	50 	1191 	
RPS11A 	12 	172 	
NSI1 	37 	1006 	
VPS54 	3 	8 	
REG1 	37 	1270 	
YDR029W 	11 	138 	
RAD28 	53 	2779 	
MIX14 	11 	145 	
PST2 	28 	490 	
MRH1 	17 	357 	
LYS14 	24 	464 	
YDR034C-A 	6 	32 	
YDR034W-B 	8 	46 	
ARO3 	37 	645 	
EHD3 	50 	1766 	
KRS1 	2 	1 	
ENA5 	23 	306 	
ENA2 	0 	0 	
ENA1 	14 	658 	
RSM10 	9 	235 	
YDR042C 	9 	30 	
NRG1 	14 	121 	
HEM13 	0 	0 	
RPC11 	1 	0 	
BAP3 	45 	1137 	
HEM12 	1 	0 	
YDR048C 	13 	293 	
VMS1 	4 	19 	
TPI1 	1 	0 	
DET1 	38 	2021 	
DBF4 	0 	0 	
YDR053W 	0 	0 	
CDC34 	10 	80 	
PST1 	36 	839 	
YDR056C 	25 	436 	
YOS9 	27 	257 	
TGL2 	21 	347 	
UBC5 	10 	200 	
MAK21 	13 	419 	
YDR061W 	42 	1045 	
LCB2 	1 	0 	
AIM7 	7 	167 	
RPS13 	2 	1 	
RRG1 	13 	238 	
RTR2 	14 	333 	
OCA6 	17 	295 	
DOS2 	21 	93 	
DOA4 	1 	0 	
FMP16 	4 	10 	
PAA1 	16 	340 	
IPT1 	55 	1884 	
SNF11 	21 	436 	
TPS2 	7 	66 	
PPH3 	15 	204 	
RAD55 	33 	1130 	
SED1 	14 	43 	
SHU2 	11 	93 	
PET100 	8 	319 	
TFB5 	0 	0 	
VPS41 	3 	2 	
PDC2 	2 	4 	
STN1 	4 	6 	
RRP8 	16 	160 	
TVP23 	9 	150 	
AFR1 	25 	330 	
SSS1 	1 	0 	
RRP1 	0 	0 	
SLU7 	8 	136 	
YDR089W 	54 	1644 	
YDR090C 	26 	722 	
RLI1 	0 	0 	
UBC13 	16 	377 	
DNF2 	177 	12541 	
YDR094W 	33 	4172 	
YDR095C 	29 	806 	
GIS1 	20 	199 	
MSH6 	45 	951 	
GRX3 	26 	372 	
BMH2 	56 	1366 	
TVP15 	12 	172 	
ARX1 	21 	512 	
YDR102C 	18 	400 	
STE5 	26 	197 	
SPO71 	38 	1198 	
TMS1 	19 	494 	
ARP10 	21 	320 	
TMN2 	41 	1399 	
TRS85 	9 	44 	
YDR109C 	19 	122 	
FOB1 	36 	1071 	
ALT2 	41 	2000 	
IRC2 	8 	292 	
PDS1 	7 	65 	
YDR114C 	9 	132 	
YDR115W 	2 	1 	
MRPL1 	15 	312 	
TMA64 	10 	176 	
APC4 	22 	479 	
YDR118W-A 	5 	11 	
VBA4 	42 	1136 	
COX26 	5 	27 	
TRM1 	23 	272 	
DPB4 	9 	85 	
KIN1 	30 	399 	
INO2 	1 	0 	
YDR124W 	16 	569 	
ECM18 	24 	235 	
SWF1 	14 	288 	
ARO1 	17 	308 	
MTC5 	52 	1475 	
SAC6 	14 	276 	
FIN1 	11 	208 	
YDR131C 	21 	492 	
YDR132C 	24 	708 	
YDR133C 	3 	3 	
YCF1 	34 	935 	
VPS61 	24 	755 	
RGP1 	3 	39 	
HPR1 	11 	183 	
RUB1 	4 	11 	
MTQ2 	3 	13 	
DOP1 	2 	14 	
PEX7 	15 	243 	
SAN1 	36 	945 	
MKC7 	22 	528 	
TAF12 	3 	24 	
SWI5 	33 	1232 	
EKI1 	18 	424 	
KGD2 	11 	62 	
YDR149C 	7 	24 	
NUM1 	42 	902 	
CTH1 	18 	152 	
GIR2 	4 	26 	
ENT5 	19 	409 	
YDR154C 	8 	20 	
CPR1 	4 	15 	
RPA14 	15 	141 	
YDR157W 	26 	656 	
HOM2 	11 	75 	
SAC3 	11 	42 	
SSY1 	0 	0 	
YDR161W 	8 	18 	
NBP2 	2 	3 	
CWC15 	14 	191 	
SEC1 	0 	0 	
TRM82 	32 	455 	
SEC5 	24 	472 	
TAF10 	4 	124 	
CDC37 	1 	0 	
STB3 	8 	74 	
YDR169C-A 	4 	26 	
SEC7 	5 	78 	
HSP42 	18 	556 	
SUP35 	2 	1 	
ARG82 	0 	0 	
HMO1 	18 	384 	
RSM24 	6 	76 	
NGG1 	11 	34 	
UBC1 	0 	0 	
SDH4 	6 	91 	
CSN9 	4 	99 	
YDR179W-A 	8 	127 	
SCC2 	2 	1 	
SAS4 	24 	374 	
CDC1 	1 	0 	
YDR182W-A 	5 	34 	
PLP1 	8 	72 	
YDR183C-A 	7 	111 	
ATC1 	9 	187 	
UPS3 	6 	21 	
YDR186C 	27 	369 	
YDR187C 	13 	113 	
CCT6 	2 	2 	
SLY1 	0 	0 	
RVB1 	1 	0 	
HST4 	15 	181 	
NUP42 	20 	328 	
YDR193W 	7 	58 	
MSS116 	5 	15 	
YDR194W-A 	1 	0 	
REF2 	10 	99 	
CAB5 	2 	1 	
CBS2 	5 	57 	
RKM2 	15 	434 	
YDR199W 	3 	5 	
VPS64 	9 	24 	
SPC19 	2 	17 	
RAV2 	8 	58 	
YDR203W 	2 	10 	
COQ4 	8 	149 	
MSC2 	27 	758 	
EBS1 	31 	491 	
UME6 	28 	965 	
MSS4 	6 	73 	
YDR209C 	4 	26 	
YDR210W 	2 	14 	
GCD6 	3 	9 	
TCP1 	0 	0 	
UPC2 	35 	715 	
AHA1 	19 	487 	
YDR215C 	47 	1303 	
ADR1 	32 	1140 	
RAD9 	9 	158 	
SPR28 	22 	641 	
MFB1 	6 	61 	
YDR220C 	16 	138 	
GTB1 	41 	1803 	
YDR222W 	22 	333 	
CRF1 	27 	977 	
HTB1 	1 	0 	
HTA1 	4 	20 	
ADK1 	1 	0 	
SIR4 	24 	407 	
PCF11 	2 	2 	
IVY1 	31 	310 	
YDR230W 	11 	246 	
COX20 	9 	214 	
HEM1 	2 	1 	
RTN1 	12 	145 	
LYS4 	7 	90 	
PRP42 	2 	16 	
FMN1 	1 	0 	
MRPL7 	3 	21 	
SEC26 	1 	0 	
YDR239C 	42 	752 	
SNU56 	6 	21 	
BUD26 	12 	95 	
AMD2 	22 	936 	
PRP28 	0 	0 	
PEX5 	22 	342 	
MNN10 	10 	194 	
TRS23 	2 	162 	
YDR246W-A 	22 	1146 	
VHS1 	20 	335 	
YDR248C 	8 	47 	
YDR249C 	21 	561 	
YDR250C 	21 	1730 	
PAM1 	31 	554 	
BTT1 	1 	0 	
MET32 	8 	121 	
CHL4 	20 	204 	
RMD5 	10 	51 	
CTA1 	61 	2259 	
RKM4 	18 	243 	
HSP78 	25 	421 	
YAP6 	25 	692 	
SWM1 	38 	1974 	
EXG2 	42 	852 	
YDR262W 	12 	392 	
DIN7 	27 	410 	
AKR1 	2 	6 	
PEX10 	10 	244 	
HEL2 	15 	396 	
CIA1 	0 	0 	
MSW1 	6 	7 	
YDR269C 	5 	51 	
CCC2 	25 	491 	
YDR271C 	7 	116 	
GLO2 	16 	402 	
DON1 	17 	219 	
YDR274C 	44 	2235 	
BSC2 	8 	120 	
PMP3 	2 	5 	
MTH1 	20 	445 	
YDR278C 	12 	67 	
RNH202 	21 	567 	
RRP45 	1 	0 	
PHM6 	5 	7 	
YDR282C 	11 	186 	
GCN2 	31 	718 	
DPP1 	15 	276 	
ZIP1 	16 	127 	
YDR286C 	5 	22 	
INM2 	7 	95 	
NSE3 	2 	3 	
RTT103 	3 	33 	
YDR290W 	9 	84 	
HRQ1 	34 	837 	
SRP101 	1 	0 	
SSD1 	30 	2231 	
DPL1 	16 	295 	
HDA2 	24 	383 	
MHR1 	5 	52 	
SUR2 	2 	2 	
ATP5 	1 	0 	
BFR2 	1 	0 	
PRO1 	1 	0 	
CFT1 	2 	1 	
GPI11 	2 	1 	
RSC3 	3 	2 	
CPR5 	8 	205 	
HNT2 	10 	56 	
YDR306C 	12 	198 	
PMT7 	18 	449 	
SRB7 	1 	0 	
GIC2 	11 	170 	
SUM1 	23 	360 	
TFB1 	3 	12 	
SSF2 	23 	613 	
PIB1 	13 	141 	
RAD34 	18 	348 	
IPK1 	3 	4 	
OMS1 	13 	149 	
HIM1 	12 	97 	
MCM21 	9 	42 	
YFT2 	15 	177 	
SWA2 	25 	770 	
DAD4 	0 	0 	
YDR320W-B 	10 	463 	
ASP1 	11 	306 	
MRPL35 	4 	85 	
TIM11 	3 	19 	
PEP7 	13 	246 	
UTP4 	5 	17 	
YCG1 	0 	0 	
YSP2 	37 	1203 	
YDR327W 	3 	21 	
SKP1 	1 	0 	
PEX3 	15 	678 	
UBX5 	15 	253 	
GPI8 	0 	0 	
IRC3 	11 	209 	
RQC1 	14 	296 	
SWR1 	40 	666 	
MSN5 	15 	295 	
YDR336W 	12 	278 	
MRPS28 	7 	75 	
YDR338C 	31 	1140 	
FCF1 	1 	0 	
YDR340W 	11 	153 	
YDR341C 	0 	0 	
HXT7 	2 	1 	
HXT6 	1 	0 	
YDR344C 	24 	233 	
HXT3 	28 	640 	
SVF1 	19 	619 	
MRP1 	9 	98 	
PAL1 	37 	749 	
YPS7 	18 	165 	
ATP22 	7 	165 	
SBE2 	18 	348 	
YPQ2 	19 	424 	
TRR1 	7 	44 	
TRP4 	17 	162 	
YDR354C-A 	2 	2 	
YDR355C 	0 	0 	
SPC110 	1 	0 	
CNL1 	18 	386 	
GGA1 	10 	177 	
EAF1 	9 	162 	
OPI7 	3 	3 	
BCP1 	1 	0 	
TFC6 	7 	66 	
ESC2 	23 	411 	
SEM1 	3 	2 	
CDC40 	3 	2 	
ESF1 	7 	44 	
YDR366C 	9 	225 	
KEI1 	3 	4 	
YPR1 	10 	125 	
XRS2 	35 	400 	
DXO1 	21 	706 	
CTS2 	16 	90 	
YDR371C-A 	0 	0 	
VPS74 	9 	58 	
FRQ1 	0 	0 	
PHO92 	14 	246 	
WIP1 	0 	0 	
BCS1 	17 	132 	
ARH1 	3 	22 	
ATP17 	3 	2 	
LSM6 	1 	0 	
RGA2 	23 	915 	
SDH6 	4 	95 	
ARO10 	24 	531 	
YRA1 	2 	1 	
YDR381C-A 	2 	1 	
RPP2B 	2 	6 	
NKP1 	13 	155 	
ATO3 	24 	1435 	
EFT2 	2 	2 	
MUS81 	24 	357 	
YDR387C 	17 	310 	
RVS167 	8 	50 	
SAC7 	27 	937 	
UBA2 	6 	108 	
YDR391C 	12 	208 	
SPT3 	4 	38 	
SHE9 	23 	475 	
RPT3 	1 	0 	
SXM1 	17 	119 	
YDR396W 	3 	2 	
NCB2 	3 	2 	
UTP5 	6 	44 	
HPT1 	11 	200 	
URH1 	17 	439 	
YDR401W 	15 	560 	
DIT2 	28 	896 	
DIT1 	22 	942 	
RPB7 	0 	0 	
MRP20 	16 	321 	
PDR15 	133 	6029 	
YDR406W-A 	3 	4 	
TRS120 	4 	4 	
ADE8 	2 	1 	
SIZ1 	26 	502 	
STE14 	17 	370 	
DFM1 	16 	291 	
RRP17 	6 	9 	
YDR413C 	4 	5 	
ERD1 	24 	619 	
YDR415C 	16 	412 	
SYF1 	15 	488 	
YDR417C 	2 	2 	
RPL12B 	2 	2 	
RAD30 	34 	943 	
HKR1 	38 	1070 	
ARO80 	27 	416 	
SIP1 	22 	558 	
CAD1 	25 	539 	
DYN2 	8 	83 	
SNX41 	12 	236 	
YDR426C 	3 	21 	
RPN9 	0 	0 	
BNA7 	7 	16 	
TIF35 	0 	0 	
CYM1 	37 	1004 	
YDR431W 	13 	220 	
NPL3 	2 	2 	
YDR433W 	2 	2 	
GPI17 	2 	4 	
PPM1 	11 	145 	
PPZ2 	10 	244 	
GPI19 	5 	67 	
THI74 	11 	135 	
LRS4 	3 	2 	
DOT1 	22 	233 	
APT2 	14 	285 	
YDR442W 	13 	591 	
SSN2 	47 	1561 	
YDR444W 	34 	754 	
YDR445C 	10 	134 	
ECM11 	17 	333 	
RPS17B 	5 	103 	
ADA2 	6 	20 	
UTP6 	3 	26 	
RPS18A 	11 	43 	
YHP1 	15 	89 	
PPN1 	34 	1002 	
TSA2 	18 	397 	
GUK1 	0 	0 	
YDR455C 	10 	259 	
NHX1 	18 	180 	
TOM1 	77 	2484 	
HEH2 	25 	570 	
PFA5 	32 	937 	
TFB3 	1 	0 	
MFA1 	1 	0 	
YDR461C-A 	4 	134 	
MRPL28 	3 	27 	
STP1 	18 	365 	
SPP41 	22 	255 	
YDR464C-A 	4 	9 	
RMT2 	14 	121 	
PKH3 	23 	368 	
YDR467C 	7 	89 	
TLG1 	2 	22 	
SDC1 	3 	127 	
UGO1 	1 	0 	
RPL27B 	11 	86 	
TRS31 	1 	0 	
PRP3 	12 	146 	
JIP4 	38 	1429 	
YDR476C 	33 	520 	
SNF1 	8 	39 	
SNM1 	0 	0 	
PEX29 	16 	328 	
DIG2 	18 	778 	
PHO8 	24 	1371 	
CWC21 	34 	1194 	
KRE2 	13 	204 	
VPS52 	3 	9 	
VPS72 	20 	291 	
VPS60 	7 	98 	
RIB3 	0 	0 	
PAC11 	37 	844 	
SLD5 	0 	0 	
PKH1 	43 	1329 	
YDR491C 	29 	985 	
IZH1 	25 	260 	
MZM1 	8 	132 	
RSM28 	12 	146 	
VPS3 	9 	78 	
PUF6 	13 	136 	
ITR1 	13 	473 	
SEC20 	5 	88 	
LCD1 	14 	167 	
RPL37B 	9 	134 	
PLM2 	31 	833 	
SAM2 	15 	379 	
LPP1 	14 	99 	
SPG3 	5 	26 	
PSP1 	20 	312 	
GMC1 	54 	2181 	
GIN4 	41 	970 	
GNP1 	26 	464 	
YDR509W 	6 	65 	
SMT3 	1 	0 	
YDR510C-A 	1 	0 	
SDH7 	10 	99 	
EMI1 	35 	1844 	
GRX2 	3 	6 	
YDR514C 	24 	726 	
SLF1 	13 	180 	
EMI2 	20 	685 	
GRH1 	20 	671 	
EUG1 	13 	381 	
FPR2 	11 	190 	
URC2 	26 	557 	
YDR521W 	3 	3 	
SPS2 	8 	127 	
SPS1 	34 	978 	
AGE1 	24 	315 	
YDR524W-C 	1 	0 	
YDR524C-B 	2 	1 	
YDR524C-A 	8 	253 	
API2 	24 	688 	
SNA2 	14 	1141 	
YDR526C 	0 	0 	
RBA50 	4 	51 	
HLR1 	25 	560 	
QCR7 	7 	329 	
APA2 	18 	446 	
CAB1 	4 	3 	
KRE28 	14 	114 	
HSP31 	15 	239 	
FIT1 	16 	140 	
YDR535C 	33 	1215 	
STL1 	29 	975 	
YDR537C 	4 	128 	
PAD1 	5 	148 	
FDC1 	25 	825 	
IRC4 	6 	44 	
YDR541C 	19 	277 	
PAU10 	2 	1 	
YDR543C 	3 	10 	
YDR544C 	7 	102 	
YRF1-1 	0 	0 	
YDR545C-A 	0 	0 	
YEL077C 	28 	744 	
YEL077W-A 	3 	3 	
YEL076C-A 	0 	0 	
YEL076C 	0 	0 	
YEL075W-A 	0 	0 	
YEL075C 	0 	0 	
YEL074W 	27 	946 	
YEL073C 	9 	167 	
RMD6 	13 	419 	
DLD3 	36 	1160 	
DSF1 	26 	1031 	
HXT13 	22 	1022 	
YEL068C 	9 	43 	
YEL067C 	31 	1774 	
HPA3 	28 	799 	
SIT1 	55 	2122 	
AVT2 	37 	938 	
CAN1 	42 	699 	
NPR2 	6 	47 	
CIN8 	27 	649 	
PRB1 	32 	580 	
SOM1 	20 	390 	
HHY1 	32 	1756 	
PCM1 	2 	2 	
YEL057C 	26 	620 	
HAT2 	27 	395 	
POL5 	3 	20 	
RPL12A 	6 	22 	
YEL053W-A 	5 	15 	
MAK10 	43 	711 	
AFG1 	40 	860 	
VMA8 	1 	0 	
YEL050W-A 	8 	85 	
RML2 	17 	433 	
PAU2 	11 	125 	
TCA17 	10 	54 	
FRD1 	38 	1732 	
GLY1 	10 	75 	
YEL045C 	33 	1174 	
IES6 	12 	91 	
YEL043W 	68 	1964 	
GDA1 	45 	1234 	
YEF1 	33 	628 	
UTR2 	53 	2483 	
CYC7 	13 	247 	
UTR4 	27 	599 	
RAD23 	30 	958 	
ANP1 	31 	473 	
UTR5 	51 	4175 	
YEL034C-A 	5 	88 	
HYP2 	4 	28 	
MTC7 	28 	2030 	
MCM3 	0 	0 	
YEL032C-A 	0 	0 	
SPF1 	86 	2968 	
YEL030C-A 	14 	126 	
ECM10 	70 	1685 	
BUD16 	11 	212 	
YEL028W 	30 	1135 	
VMA3 	2 	2 	
SNU13 	2 	8 	
YEL025C 	116 	3768 	
RIP1 	12 	159 	
YEL023C 	103 	3824 	
GEA2 	152 	4318 	
URA3 	19 	53365 	
YEL020C-B 	0 	0 	
TIM9 	2 	1 	
YEL020C 	91 	4410 	
MMS21 	14 	256 	
YEL018C-A 	13 	220 	
EAF5 	26 	402 	
PMP2 	5 	84 	
GTT3 	72 	1891 	
NPP2 	89 	3821 	
EDC3 	78 	4101 	
YEL014C 	29 	1375 	
VAC8 	62 	697 	
UBC8 	52 	1741 	
GLC3 	164 	7158 	
YEL010W 	24 	1054 	
YEL009C-A 	33 	1865 	
GCN4 	69 	3336 	
YEL008W 	28 	11016 	
YEL008C-A 	6 	2620 	
MIT1 	52 	1051 	
YEA6 	91 	4411 	
VAB2 	50 	2349 	
YEA4 	83 	2730 	
GIM4 	28 	1998 	
WBP1 	8 	74 	
IRC22 	53 	4528 	
MNN1 	223 	18629 	
NOP16 	23 	333 	
PMI40 	1 	0 	
FMP52 	72 	4737 	
YND1 	188 	20991 	
NUG1 	25 	432 	
YER006C-A 	22 	2486 	
PAC2 	129 	6541 	
TMA20 	41 	2979 	
SEC3 	130 	2796 	
NTF2 	1 	0 	
YER010C 	45 	1783 	
TIR1 	40 	853 	
PRE1 	4 	95 	
PRP22 	38 	1411 	
HEM14 	6 	78 	
BUD25 	35 	2259 	
FAA2 	94 	3333 	
BIM1 	61 	3305 	
AFG3 	54 	1065 	
SPC25 	3 	21 	
ISC1 	119 	5211 	
SBH2 	13 	62 	
GPA2 	71 	2836 	
RPN3 	7 	269 	
SRB4 	3 	6 	
PRO3 	3 	5 	
YER023C-A 	0 	0 	
YAT2 	105 	5608 	
GCD11 	3 	6 	
CHO1 	1 	0 	
GAL83 	29 	1018 	
MIG3 	71 	1912 	
SMB1 	13 	110 	
CHZ1 	15 	51 	
YPT31 	23 	418 	
FIR1 	74 	1860 	
ZRG8 	102 	2661 	
YER034W 	36 	4228 	
EDC2 	48 	1440 	
ARB1 	14 	228 	
PHM8 	23 	756 	
KRE29 	5 	16 	
YER038W-A 	24 	649 	
HVG1 	37 	1311 	
YER039C-A 	10 	409 	
GLN3 	52 	1008 	
YEN1 	61 	1688 	
MXR1 	19 	583 	
SAH1 	1 	0 	
ERG28 	13 	225 	
MEI4 	50 	1546 	
ACA1 	39 	834 	
SPO73 	14 	480 	
YER046W-A 	8 	121 	
SAP1 	56 	1279 	
CAJ1 	30 	1155 	
ISD11 	1 	0 	
TPA1 	51 	1478 	
RSM18 	6 	12 	
JHD1 	49 	825 	
HOM3 	29 	396 	
PIC2 	44 	1546 	
YER053C-A 	1 	0 	
GIP2 	65 	2211 	
HIS1 	31 	749 	
FCY2 	33 	641 	
RPL34A 	11 	127 	
HMF1 	11 	157 	
PET117 	5 	16 	
PCL6 	31 	390 	
FCY21 	37 	850 	
FCY22 	44 	1520 	
CEM1 	24 	502 	
GPP2 	18 	392 	
THO1 	21 	376 	
VHR2 	41 	735 	
ICL1 	62 	2197 	
RRT13 	4 	11 	
YER066C-A 	13 	233 	
RGI1 	11 	259 	
YER067C-A 	8 	119 	
MOT2 	26 	346 	
YER068C-A 	10 	91 	
ARG5
RNR1 	26 	665 	
TDA2 	4 	26 	
VTC1 	13 	155 	
ALD5 	45 	685 	
RPS24A 	3 	3 	
YOS1 	0 	0 	
PTP3 	44 	975 	
YER076C 	36 	912 	
YER076W-A 	11 	49 	
YER077C 	37 	697 	
ICP55 	51 	1470 	
YER078W-A 	17 	147 	
YER079W 	12 	259 	
YER079C-A 	9 	121 	
AIM9 	28 	413 	
SER3 	23 	643 	
UTP7 	9 	39 	
GET2 	4 	9 	
YER084W 	21 	1052 	
YER084W-A 	2 	1 	
YER085C 	2 	1 	
ILV1 	2 	11 	
AIM10 	12 	165 	
YER087C-A 	6 	113 	
SBH1 	4 	69 	
DOT6 	57 	2103 	
YER088C-A 	40 	1975 	
YER088W-B 	15 	1220 	
PTC2 	65 	4223 	
TRP2 	28 	352 	
YER090C-A 	1 	0 	
MET6 	4 	5 	
YER091C-A 	20 	731 	
IES5 	19 	354 	
TSC11 	42 	772 	
AIM11 	11 	421 	
PUP3 	0 	0 	
RAD51 	15 	154 	
SHC1 	28 	488 	
YER097W 	19 	364 	
UBP9 	28 	1105 	
PRS2 	19 	874 	
UBC6 	15 	378 	
AST2 	20 	352 	
RPS8B 	8 	42 	
SSA4 	29 	304 	
RTT105 	7 	85 	
NUP157 	49 	657 	
MAM1 	25 	293 	
GLE2 	1 	0 	
YER107W-A 	2 	3 	
FLO8 	41 	835 	
KAP123 	17 	193 	
SWI4 	30 	465 	
LSM4 	4 	3 	
TMN3 	26 	634 	
BOI2 	38 	935 	
SPR6 	10 	133 	
SLX8 	12 	326 	
RPL23B 	1 	0 	
SHO1 	16 	159 	
AVT6 	34 	740 	
YER119C-A 	20 	323 	
SCS2 	6 	17 	
YER121W 	12 	121 	
GLO3 	28 	376 	
YCK3 	6 	13 	
DSE1 	27 	328 	
RSP5 	1 	0 	
NSA2 	1 	0 	
LCP5 	3 	30 	
VFA1 	13 	248 	
SAK1 	43 	1298 	
COM2 	23 	540 	
RPS26B 	11 	39 	
PMD1 	85 	3104 	
GLC7 	0 	0 	
YER133W-A 	9 	133 	
YER134C 	15 	154 	
YER135C 	11 	445 	
GDI1 	0 	0 	
YER137C 	15 	327 	
YER137W-A 	7 	89 	
YER138W-A 	2 	1 	
RTR1 	7 	79 	
EMP65 	27 	321 	
COX15 	11 	176 	
MAG1 	17 	531 	
DDI1 	31 	1102 	
UBP5 	45 	1478 	
FTR1 	46 	1164 	
YER145C-A 	12 	164 	
LSM5 	5 	36 	
SCC4 	11 	177 	
YER147C-A 	2 	1 	
SPT15 	1 	0 	
YER148W-A 	7 	78 	
PEA2 	15 	437 	
SPI1 	13 	386 	
UBP3 	20 	173 	
YER152C 	33 	1229 	
YER152W-A 	16 	539 	
PET122 	33 	723 	
OXA1 	8 	93 	
BEM2 	53 	2101 	
YER156C 	13 	293 	
COG3 	12 	166 	
YER158C 	26 	359 	
YER158W-A 	2 	11 	
BUR6 	1 	0 	
SPT2 	10 	155 	
RAD4 	29 	379 	
GCG1 	13 	311 	
CHD1 	23 	455 	
PAB1 	5 	45 	
YER165C-A 	2 	4 	
DNF1 	71 	1913 	
BCK2 	14 	306 	
CCA1 	3 	8 	
RPH1 	32 	803 	
ADK2 	17 	504 	
RAD3 	3 	3 	
BRR2 	12 	66 	
YER172C-A 	2 	10 	
RAD24 	22 	622 	
GRX4 	14 	375 	
TMT1 	21 	938 	
YER175W-A 	3 	4 	
ECM32 	131 	6835 	
BMH1 	17 	170 	
PDA1 	12 	229 	
DMC1 	26 	792 	
ISC10 	14 	213 	
SLO1 	4 	88 	
YER181C 	2 	57 	
FMP10 	10 	252 	
FAU1 	19 	584 	
TOG1 	53 	1145 	
PUG1 	19 	384 	
YER186C 	38 	1307 	
YER187W 	11 	228 	
YER188W 	15 	800 	
YER188C-A 	12 	311 	
YER189W 	0 	0 	
YRF1-2 	14 	653 	
YER190C-A 	0 	0 	
YER190C-B 	0 	0 	
YFL068W 	0 	0 	
YFL067W 	3 	29 	
YFL066C 	0 	0 	
YFL065C 	0 	0 	
YFL064C 	3 	2 	
YFL063W 	10 	135 	
COS4 	5 	26 	
DDI2 	1 	0 	
SNO3 	3 	20 	
SNZ3 	12 	289 	
THI5 	5 	26 	
AAD16 	20 	831 	
AAD6 	17 	171 	
AGP3 	53 	1880 	
YFL054C 	63 	2218 	
DAK2 	53 	2095 	
YFL052W 	23 	816 	
YFL051C 	10 	142 	
ALR2 	74 	2901 	
SWP82 	38 	506 	
EMP47 	28 	743 	
RGD2 	39 	659 	
FMP32 	14 	350 	
SEC53 	0 	0 	
OTU1 	27 	578 	
YFL042C 	52 	2504 	
YFL041W-A 	3 	12 	
FET5 	45 	1284 	
YFL040W 	46 	1289 	
ACT1 	1 	0 	
YPT1 	0 	0 	
TUB2 	2 	1 	
RPO41 	25 	316 	
MOB2 	13 	398 	
RPL22B 	31 	430 	
YFL034W 	74 	1470 	
RIM15 	108 	3529 	
YFL032W 	18 	632 	
HAC1 	39 	920 	
YFL031C-A 	4 	21 	
AGX1 	67 	2115 	
CAK1 	0 	0 	
CAF16 	19 	364 	
GYP8 	49 	1419 	
STE2 	41 	1647 	
BST1 	110 	4039 	
EPL1 	19 	615 	
BUD27 	89 	2784 	
FRS2 	1 	0 	
YFL021C-A 	74 	5298 	
GAT1 	108 	3831 	
PAU5 	8 	122 	
YFL019C 	14 	30 	
LPD1 	60 	1499 	
SMX2 	1 	0 	
GNA1 	2 	11 	
MDJ1 	88 	2428 	
YFL015W-A 	18 	902 	
YFL015C 	39 	4470 	
HSP12 	24 	523 	
YFL013W-A 	74 	8197 	
IES1 	130 	10954 	
YFL012W-A 	28 	3585 	
YFL012W 	26 	925 	
HXT10 	100 	3740 	
AUA1 	19 	690 	
WWM1 	44 	1941 	
CDC4 	8 	233 	
SMC1 	0 	0 	
BLM10 	268 	8360 	
SEC4 	0 	0 	
VTC2 	136 	4214 	
MSH4 	211 	11822 	
SPB4 	18 	182 	
DEG1 	113 	6203 	
LOC1 	54 	825 	
NIC96 	84 	3185 	
YPI1 	5 	169 	
RPN11 	10 	90 	
SAD1 	5 	121 	
YFR006W 	131 	8708 	
YFH7 	89 	6418 	
FAR7 	14 	35 	
GCN20 	138 	5795 	
YFR009W-A 	12 	103 	
UBP6 	22 	225 	
YFR010W-A 	14 	102 	
MIC19 	27 	303 	
DCV1 	45 	3741 	
YFR012W-A 	6 	222 	
IOC3 	140 	6353 	
CMK1 	87 	3976 	
GSY1 	129 	6860 	
YFR016C 	120 	4776 	
IGD1 	50 	2229 	
YFR018C 	84 	18214 	
FAB1 	118 	6106 	
YFR020W 	57 	2188 	
ATG18 	62 	1569 	
ROG3 	119 	5384 	
PES4 	97 	3603 	
LSB3 	54 	2141 	
HIS2 	55 	1789 	
ULI1 	42 	4959 	
ECO1 	0 	0 	
CDC14 	16 	173 	
PTR3 	1 	0 	
MET10 	84 	1935 	
SMC2 	0 	0 	
RPL2A 	48 	1270 	
RRT5 	44 	1387 	
RPL29 	27 	1091 	
YFR032C-B 	21 	606 	
QCR6 	34 	2447 	
PHO4 	65 	12549 	
YFR034W-A 	23 	2104 	
YFR035C 	21 	863 	
CDC26 	11 	32 	
YFR036W-A 	14 	602 	
RSC8 	12 	591 	
IRC5 	58 	1640 	
OSW7 	40 	795 	
SAP155 	51 	457 	
ERJ5 	34 	1570 	
KEG1 	1 	0 	
IRC6 	29 	1490 	
DUG1 	70 	4819 	
YFR045W 	35 	719 	
CNN1 	32 	290 	
BNA6 	26 	913 	
RMD8 	72 	2955 	
YMR31 	12 	251 	
PRE4 	2 	1 	
RET2 	44 	2679 	
RPN12 	9 	261 	
YFR052C-A 	15 	280 	
HXK1 	41 	1490 	
YFR054C 	9 	201 	
