gene_name	number_of_transposon_per_gene	number_of_read_pergene
NTH1 	251 	9506 	
YRB1 	3 	2 	
RCR2 	80 	1945 	
YDR003W-A 	10 	185 	
RAD57 	106 	1410 	
MAF1 	46 	855 	
SOK1 	156 	2759 	
TRP1 	76 	1208 	
YDR008C 	39 	1152 	
GAL3 	110 	2291 	
YDR010C 	24 	6399 	
SNQ2 	224 	4852 	
RPL4B 	24 	409 	
PSF1 	2 	3 	
RAD61 	86 	843 	
HED1 	27 	335 	
YDR015C 	11 	74 	
DAD1 	4 	6 	
KCS1 	82 	787 	
YDR018C 	116 	2417 	
GCV1 	89 	2496 	
DAS2 	47 	1634 	
FAL1 	1 	0 	
ATG31 	29 	345 	
SES1 	3 	8 	
FYV1 	48 	619 	
RPS11A 	5 	7 	
NSI1 	61 	1155 	
VPS54 	10 	145 	
REG1 	45 	471 	
YDR029W 	5 	73 	
RAD28 	62 	1095 	
MIX14 	14 	105 	
PST2 	43 	645 	
MRH1 	26 	560 	
LYS14 	31 	183 	
YDR034C-A 	7 	12 	
YDR034W-B 	10 	36 	
ARO3 	42 	593 	
EHD3 	58 	718 	
KRS1 	1 	0 	
ENA5 	22 	323 	
ENA2 	0 	0 	
ENA1 	11 	129 	
RSM10 	9 	57 	
YDR042C 	13 	25 	
NRG1 	21 	221 	
HEM13 	0 	0 	
RPC11 	0 	0 	
BAP3 	46 	495 	
HEM12 	0 	0 	
YDR048C 	13 	298 	
VMS1 	6 	14 	
TPI1 	1 	0 	
DET1 	27 	550 	
DBF4 	0 	0 	
YDR053W 	0 	0 	
CDC34 	4 	14 	
PST1 	44 	280 	
YDR056C 	27 	240 	
YOS9 	39 	416 	
TGL2 	28 	171 	
UBC5 	17 	106 	
MAK21 	19 	112 	
YDR061W 	50 	722 	
LCB2 	0 	0 	
AIM7 	12 	137 	
RPS13 	2 	1 	
RRG1 	14 	72 	
RTR2 	22 	440 	
OCA6 	20 	329 	
DOS2 	22 	128 	
DOA4 	1 	0 	
FMP16 	5 	6 	
PAA1 	3 	18 	
IPT1 	57 	790 	
SNF11 	24 	249 	
TPS2 	13 	131 	
PPH3 	14 	197 	
RAD55 	28 	303 	
SED1 	28 	263 	
SHU2 	21 	264 	
PET100 	13 	143 	
TFB5 	2 	13 	
VPS41 	8 	107 	
PDC2 	0 	0 	
STN1 	4 	15 	
RRP8 	17 	138 	
TVP23 	11 	102 	
AFR1 	33 	338 	
SSS1 	0 	0 	
RRP1 	0 	0 	
SLU7 	10 	58 	
YDR089W 	62 	1141 	
YDR090C 	22 	133 	
RLI1 	0 	0 	
UBC13 	8 	39 	
DNF2 	209 	5439 	
YDR094W 	38 	1604 	
YDR095C 	38 	712 	
GIS1 	30 	236 	
MSH6 	56 	835 	
GRX3 	30 	388 	
BMH2 	54 	820 	
TVP15 	19 	179 	
ARX1 	26 	258 	
YDR102C 	21 	352 	
STE5 	35 	339 	
SPO71 	52 	701 	
TMS1 	22 	233 	
ARP10 	33 	318 	
TMN2 	53 	628 	
TRS85 	21 	150 	
YDR109C 	37 	245 	
FOB1 	46 	696 	
ALT2 	54 	736 	
IRC2 	22 	346 	
PDS1 	14 	52 	
YDR114C 	14 	119 	
YDR115W 	9 	27 	
MRPL1 	16 	134 	
TMA64 	15 	78 	
APC4 	16 	149 	
YDR118W-A 	5 	53 	
VBA4 	62 	860 	
COX26 	6 	49 	
TRM1 	28 	266 	
DPB4 	16 	48 	
KIN1 	29 	437 	
INO2 	0 	0 	
YDR124W 	23 	297 	
ECM18 	34 	195 	
SWF1 	6 	28 	
ARO1 	14 	65 	
MTC5 	59 	559 	
SAC6 	9 	36 	
FIN1 	20 	212 	
YDR131C 	29 	325 	
YDR132C 	28 	273 	
YDR133C 	2 	2 	
YCF1 	39 	413 	
VPS61 	34 	748 	
RGP1 	3 	5 	
HPR1 	22 	258 	
RUB1 	7 	19 	
MTQ2 	5 	20 	
DOP1 	2 	2 	
PEX7 	17 	191 	
SAN1 	29 	433 	
MKC7 	22 	136 	
TAF12 	6 	13 	
SWI5 	41 	355 	
EKI1 	27 	414 	
KGD2 	26 	140 	
YDR149C 	10 	28 	
NUM1 	51 	606 	
CTH1 	12 	98 	
GIR2 	11 	163 	
ENT5 	19 	85 	
YDR154C 	10 	59 	
CPR1 	11 	180 	
RPA14 	12 	172 	
YDR157W 	34 	607 	
HOM2 	15 	103 	
SAC3 	21 	116 	
SSY1 	0 	0 	
YDR161W 	6 	67 	
NBP2 	3 	6 	
CWC15 	18 	120 	
SEC1 	7 	46 	
TRM82 	37 	308 	
SEC5 	40 	321 	
TAF10 	2 	1 	
CDC37 	0 	0 	
STB3 	12 	56 	
YDR169C-A 	2 	1 	
SEC7 	2 	4 	
HSP42 	21 	161 	
SUP35 	2 	1 	
ARG82 	2 	1 	
HMO1 	13 	142 	
RSM24 	11 	38 	
NGG1 	24 	244 	
UBC1 	1 	0 	
SDH4 	5 	60 	
CSN9 	6 	59 	
YDR179W-A 	14 	83 	
SCC2 	2 	1 	
SAS4 	24 	287 	
CDC1 	1 	0 	
YDR182W-A 	8 	123 	
PLP1 	11 	144 	
YDR183C-A 	4 	25 	
ATC1 	11 	83 	
UPS3 	15 	205 	
YDR186C 	36 	373 	
YDR187C 	12 	123 	
CCT6 	1 	0 	
SLY1 	0 	0 	
RVB1 	0 	0 	
HST4 	19 	242 	
NUP42 	26 	191 	
YDR193W 	9 	71 	
MSS116 	15 	59 	
YDR194W-A 	3 	3 	
REF2 	11 	77 	
CAB5 	3 	55 	
CBS2 	12 	78 	
RKM2 	16 	96 	
YDR199W 	7 	32 	
VPS64 	14 	138 	
SPC19 	1 	0 	
RAV2 	11 	77 	
YDR203W 	7 	34 	
COQ4 	16 	174 	
MSC2 	24 	231 	
EBS1 	37 	510 	
UME6 	26 	277 	
MSS4 	13 	101 	
YDR209C 	7 	18 	
YDR210W 	3 	3 	
GCD6 	4 	15 	
TCP1 	0 	0 	
UPC2 	64 	994 	
AHA1 	29 	392 	
YDR215C 	41 	661 	
ADR1 	27 	149 	
RAD9 	21 	281 	
SPR28 	30 	226 	
MFB1 	14 	71 	
YDR220C 	19 	86 	
GTB1 	42 	1176 	
YDR222W 	17 	162 	
CRF1 	29 	202 	
HTB1 	0 	0 	
HTA1 	5 	18 	
ADK1 	1 	0 	
SIR4 	24 	186 	
PCF11 	1 	0 	
IVY1 	42 	314 	
YDR230W 	12 	186 	
COX20 	18 	234 	
HEM1 	0 	0 	
RTN1 	5 	47 	
LYS4 	13 	36 	
PRP42 	1 	0 	
FMN1 	2 	8 	
MRPL7 	11 	76 	
SEC26 	0 	0 	
YDR239C 	56 	961 	
SNU56 	8 	20 	
BUD26 	14 	283 	
AMD2 	24 	390 	
PRP28 	0 	0 	
PEX5 	27 	315 	
MNN10 	6 	14 	
TRS23 	1 	0 	
YDR246W-A 	25 	708 	
VHS1 	27 	511 	
YDR248C 	10 	112 	
YDR249C 	23 	210 	
YDR250C 	23 	508 	
PAM1 	30 	214 	
BTT1 	6 	11 	
MET32 	5 	11 	
CHL4 	16 	63 	
RMD5 	9 	46 	
CTA1 	58 	999 	
RKM4 	12 	34 	
HSP78 	35 	470 	
YAP6 	37 	476 	
SWM1 	37 	914 	
EXG2 	51 	793 	
YDR262W 	13 	81 	
DIN7 	29 	294 	
AKR1 	2 	5 	
PEX10 	9 	80 	
HEL2 	27 	499 	
CIA1 	1 	0 	
MSW1 	10 	77 	
YDR269C 	2 	3 	
CCC2 	34 	543 	
YDR271C 	12 	248 	
GLO2 	22 	386 	
DON1 	26 	235 	
YDR274C 	52 	1335 	
BSC2 	16 	253 	
PMP3 	5 	9 	
MTH1 	16 	310 	
YDR278C 	17 	201 	
RNH202 	21 	287 	
RRP45 	4 	13 	
PHM6 	7 	10 	
YDR282C 	11 	135 	
GCN2 	40 	431 	
DPP1 	22 	160 	
ZIP1 	23 	281 	
YDR286C 	8 	66 	
INM2 	17 	156 	
NSE3 	5 	33 	
RTT103 	7 	45 	
YDR290W 	15 	90 	
HRQ1 	35 	481 	
SRP101 	0 	0 	
SSD1 	40 	545 	
DPL1 	1 	0 	
HDA2 	32 	203 	
MHR1 	8 	48 	
SUR2 	14 	80 	
ATP5 	3 	9 	
BFR2 	0 	0 	
PRO1 	2 	1 	
CFT1 	1 	0 	
GPI11 	0 	0 	
RSC3 	4 	3 	
CPR5 	9 	113 	
HNT2 	10 	113 	
YDR306C 	18 	367 	
PMT7 	23 	261 	
SRB7 	3 	12 	
GIC2 	19 	139 	
SUM1 	24 	200 	
TFB1 	4 	14 	
SSF2 	31 	616 	
PIB1 	20 	119 	
RAD34 	25 	472 	
IPK1 	1 	0 	
OMS1 	23 	164 	
HIM1 	13 	115 	
MCM21 	8 	40 	
YFT2 	8 	95 	
SWA2 	5 	8 	
DAD4 	0 	0 	
YDR320W-B 	13 	250 	
ASP1 	12 	67 	
MRPL35 	11 	62 	
TIM11 	7 	18 	
PEP7 	9 	75 	
UTP4 	3 	14 	
YCG1 	3 	4 	
YSP2 	38 	349 	
YDR327W 	3 	9 	
SKP1 	2 	6 	
PEX3 	21 	518 	
UBX5 	20 	127 	
GPI8 	1 	0 	
IRC3 	22 	81 	
RQC1 	21 	150 	
SWR1 	42 	508 	
MSN5 	14 	82 	
YDR336W 	19 	229 	
MRPS28 	8 	53 	
YDR338C 	35 	638 	
FCF1 	0 	0 	
YDR340W 	14 	189 	
YDR341C 	0 	0 	
HXT7 	1 	0 	
HXT6 	2 	9 	
YDR344C 	26 	559 	
HXT3 	22 	218 	
SVF1 	26 	445 	
MRP1 	6 	16 	
PAL1 	33 	444 	
YPS7 	32 	379 	
ATP22 	12 	85 	
SBE2 	22 	312 	
YPQ2 	27 	257 	
TRR1 	3 	3 	
TRP4 	16 	216 	
YDR354C-A 	1 	0 	
YDR355C 	0 	0 	
SPC110 	2 	1 	
CNL1 	17 	132 	
GGA1 	18 	249 	
EAF1 	14 	99 	
OPI7 	3 	3 	
BCP1 	0 	0 	
TFC6 	3 	4 	
ESC2 	33 	335 	
SEM1 	3 	3 	
CDC40 	1 	0 	
ESF1 	3 	3 	
YDR366C 	9 	326 	
KEI1 	1 	0 	
YPR1 	13 	79 	
XRS2 	27 	272 	
DXO1 	26 	133 	
CTS2 	21 	363 	
YDR371C-A 	0 	0 	
VPS74 	2 	3 	
FRQ1 	0 	0 	
PHO92 	14 	112 	
WIP1 	0 	0 	
BCS1 	28 	341 	
ARH1 	2 	5 	
ATP17 	6 	33 	
LSM6 	1 	0 	
RGA2 	42 	559 	
SDH6 	10 	81 	
ARO10 	39 	493 	
YRA1 	2 	1 	
YDR381C-A 	1 	0 	
RPP2B 	2 	1 	
NKP1 	15 	78 	
ATO3 	19 	224 	
EFT2 	4 	3 	
MUS81 	46 	516 	
YDR387C 	23 	243 	
RVS167 	15 	120 	
SAC7 	34 	336 	
UBA2 	9 	154 	
YDR391C 	11 	109 	
SPT3 	8 	85 	
SHE9 	34 	416 	
RPT3 	0 	0 	
SXM1 	21 	181 	
YDR396W 	5 	5 	
NCB2 	4 	4 	
UTP5 	6 	13 	
HPT1 	10 	54 	
URH1 	26 	476 	
YDR401W 	20 	239 	
DIT2 	37 	622 	
DIT1 	43 	669 	
RPB7 	0 	0 	
MRP20 	33 	628 	
PDR15 	154 	3185 	
YDR406W-A 	3 	2 	
TRS120 	2 	1 	
ADE8 	0 	0 	
SIZ1 	34 	211 	
STE14 	21 	458 	
DFM1 	22 	308 	
RRP17 	7 	12 	
YDR413C 	7 	12 	
ERD1 	23 	185 	
YDR415C 	12 	145 	
SYF1 	11 	48 	
YDR417C 	0 	0 	
RPL12B 	0 	0 	
RAD30 	25 	225 	
HKR1 	43 	397 	
ARO80 	44 	356 	
SIP1 	16 	162 	
CAD1 	21 	295 	
DYN2 	11 	52 	
SNX41 	15 	162 	
YDR426C 	3 	4 	
RPN9 	3 	4 	
BNA7 	8 	27 	
TIF35 	2 	3 	
CYM1 	44 	720 	
YDR431W 	14 	116 	
NPL3 	0 	0 	
YDR433W 	0 	0 	
GPI17 	2 	1 	
PPM1 	31 	383 	
PPZ2 	29 	331 	
GPI19 	5 	25 	
THI74 	18 	96 	
LRS4 	2 	14 	
DOT1 	33 	415 	
APT2 	20 	113 	
YDR442W 	8 	41 	
SSN2 	27 	164 	
YDR444W 	38 	691 	
YDR445C 	14 	119 	
ECM11 	10 	87 	
RPS17B 	11 	88 	
ADA2 	7 	26 	
UTP6 	0 	0 	
RPS18A 	7 	26 	
YHP1 	23 	201 	
PPN1 	30 	655 	
TSA2 	20 	194 	
GUK1 	1 	0 	
YDR455C 	7 	105 	
NHX1 	13 	38 	
TOM1 	74 	930 	
HEH2 	23 	278 	
PFA5 	21 	278 	
TFB3 	4 	14 	
MFA1 	3 	14 	
YDR461C-A 	7 	39 	
MRPL28 	6 	32 	
STP1 	8 	118 	
SPP41 	13 	80 	
YDR464C-A 	2 	2 	
RMT2 	19 	186 	
PKH3 	21 	171 	
YDR467C 	4 	46 	
TLG1 	2 	7 	
SDC1 	4 	8 	
UGO1 	3 	8 	
RPL27B 	15 	116 	
TRS31 	2 	5 	
PRP3 	9 	56 	
JIP4 	57 	577 	
YDR476C 	32 	562 	
SNF1 	2 	4 	
SNM1 	0 	0 	
PEX29 	30 	380 	
DIG2 	27 	649 	
PHO8 	30 	941 	
CWC21 	38 	356 	
KRE2 	17 	240 	
VPS52 	6 	26 	
VPS72 	27 	207 	
VPS60 	4 	21 	
RIB3 	0 	0 	
PAC11 	66 	642 	
SLD5 	2 	1 	
PKH1 	72 	1262 	
YDR491C 	34 	703 	
IZH1 	19 	134 	
MZM1 	6 	41 	
RSM28 	15 	150 	
VPS3 	10 	72 	
PUF6 	21 	254 	
ITR1 	19 	231 	
SEC20 	10 	23 	
LCD1 	6 	22 	
RPL37B 	8 	43 	
PLM2 	42 	516 	
SAM2 	17 	202 	
LPP1 	12 	70 	
SPG3 	11 	60 	
PSP1 	22 	193 	
GMC1 	81 	1513 	
GIN4 	45 	688 	
GNP1 	33 	458 	
YDR509W 	13 	53 	
SMT3 	0 	0 	
YDR510C-A 	3 	3 	
SDH7 	17 	174 	
EMI1 	36 	1005 	
GRX2 	6 	128 	
YDR514C 	33 	278 	
SLF1 	6 	22 	
EMI2 	24 	209 	
GRH1 	31 	337 	
EUG1 	35 	260 	
FPR2 	10 	116 	
URC2 	33 	459 	
YDR521W 	3 	26 	
SPS2 	15 	114 	
SPS1 	43 	472 	
AGE1 	18 	77 	
YDR524W-C 	4 	51 	
YDR524C-B 	5 	9 	
YDR524C-A 	13 	213 	
API2 	28 	518 	
SNA2 	15 	566 	
YDR526C 	1 	0 	
RBA50 	3 	16 	
HLR1 	30 	511 	
QCR7 	8 	71 	
APA2 	26 	367 	
CAB1 	2 	1 	
KRE28 	26 	133 	
HSP31 	14 	52 	
FIT1 	31 	373 	
YDR535C 	36 	891 	
STL1 	42 	562 	
YDR537C 	11 	145 	
PAD1 	13 	140 	
FDC1 	19 	211 	
IRC4 	4 	8 	
YDR541C 	31 	395 	
PAU10 	4 	3 	
YDR543C 	8 	31 	
YDR544C 	12 	242 	
YRF1-1 	0 	0 	
YDR545C-A 	0 	0 	
YEL077C 	26 	417 	
YEL077W-A 	2 	1 	
YEL076C-A 	0 	0 	
YEL076C 	0 	0 	
YEL075W-A 	0 	0 	
YEL075C 	0 	0 	
YEL074W 	32 	675 	
YEL073C 	14 	250 	
RMD6 	20 	568 	
DLD3 	50 	716 	
DSF1 	22 	293 	
HXT13 	25 	354 	
YEL068C 	10 	80 	
YEL067C 	40 	1267 	
HPA3 	42 	741 	
SIT1 	51 	1015 	
AVT2 	40 	838 	
CAN1 	41 	514 	
NPR2 	6 	23 	
CIN8 	30 	306 	
PRB1 	33 	302 	
SOM1 	26 	395 	
HHY1 	35 	1593 	
PCM1 	4 	21 	
YEL057C 	35 	470 	
HAT2 	32 	501 	
POL5 	2 	1 	
RPL12A 	9 	15 	
YEL053W-A 	8 	14 	
MAK10 	57 	553 	
AFG1 	58 	700 	
VMA8 	1 	0 	
YEL050W-A 	3 	14 	
RML2 	30 	253 	
PAU2 	12 	59 	
TCA17 	7 	17 	
FRD1 	50 	1191 	
GLY1 	8 	61 	
YEL045C 	36 	922 	
IES6 	4 	6 	
YEL043W 	96 	1975 	
GDA1 	56 	839 	
YEF1 	52 	885 	
UTR2 	59 	1100 	
CYC7 	20 	337 	
UTR4 	39 	799 	
RAD23 	36 	534 	
ANP1 	24 	295 	
UTR5 	41 	2482 	
YEL034C-A 	4 	10 	
HYP2 	3 	7 	
MTC7 	31 	949 	
MCM3 	1 	0 	
YEL032C-A 	0 	0 	
SPF1 	43 	525 	
YEL030C-A 	13 	121 	
ECM10 	74 	765 	
BUD16 	24 	159 	
YEL028W 	29 	421 	
VMA3 	1 	0 	
SNU13 	2 	2 	
YEL025C 	152 	2413 	
RIP1 	19 	252 	
YEL023C 	113 	2021 	
GEA2 	187 	3440 	
URA3 	21 	37036 	
YEL020C-B 	0 	0 	
TIM9 	3 	5 	
YEL020C 	122 	2823 	
MMS21 	16 	370 	
YEL018C-A 	23 	357 	
EAF5 	42 	621 	
PMP2 	11 	127 	
GTT3 	90 	1943 	
NPP2 	104 	2813 	
EDC3 	99 	2197 	
YEL014C 	16 	1098 	
VAC8 	81 	824 	
UBC8 	58 	1071 	
GLC3 	162 	4171 	
YEL010W 	29 	912 	
YEL009C-A 	36 	1234 	
GCN4 	81 	1468 	
YEL008W 	22 	6527 	
YEL008C-A 	4 	95 	
MIT1 	89 	1638 	
YEA6 	95 	3871 	
VAB2 	81 	2088 	
YEA4 	99 	2222 	
GIM4 	31 	757 	
WBP1 	7 	55 	
IRC22 	55 	2890 	
MNN1 	249 	11782 	
NOP16 	43 	388 	
PMI40 	3 	7 	
FMP52 	70 	3026 	
YND1 	180 	6555 	
NUG1 	21 	212 	
YER006C-A 	32 	1262 	
PAC2 	131 	3009 	
TMA20 	45 	1312 	
SEC3 	182 	3042 	
NTF2 	0 	0 	
YER010C 	55 	1001 	
TIR1 	50 	776 	
PRE1 	4 	10 	
PRP22 	39 	603 	
HEM14 	9 	61 	
BUD25 	48 	1634 	
FAA2 	108 	1909 	
BIM1 	80 	1806 	
AFG3 	69 	822 	
SPC25 	3 	9 	
ISC1 	110 	2111 	
SBH2 	24 	198 	
GPA2 	88 	1478 	
RPN3 	7 	44 	
SRB4 	12 	85 	
PRO3 	4 	6 	
YER023C-A 	0 	0 	
YAT2 	148 	3458 	
GCD11 	2 	1 	
CHO1 	1 	0 	
GAL83 	49 	1216 	
MIG3 	87 	1686 	
SMB1 	12 	159 	
CHZ1 	12 	39 	
YPT31 	29 	387 	
FIR1 	80 	1024 	
ZRG8 	107 	1727 	
YER034W 	41 	2898 	
EDC2 	49 	1592 	
ARB1 	5 	33 	
PHM8 	28 	644 	
KRE29 	9 	17 	
YER038W-A 	17 	197 	
HVG1 	31 	363 	
YER039C-A 	8 	119 	
GLN3 	57 	717 	
YEN1 	66 	1162 	
MXR1 	20 	259 	
SAH1 	0 	0 	
ERG28 	5 	18 	
MEI4 	65 	1478 	
ACA1 	48 	545 	
SPO73 	25 	410 	
YER046W-A 	9 	165 	
SAP1 	53 	1090 	
CAJ1 	33 	512 	
ISD11 	2 	1 	
TPA1 	42 	460 	
RSM18 	4 	7 	
JHD1 	55 	801 	
HOM3 	52 	520 	
PIC2 	30 	429 	
YER053C-A 	3 	2 	
GIP2 	85 	1079 	
HIS1 	45 	671 	
FCY2 	48 	555 	
RPL34A 	11 	45 	
HMF1 	11 	152 	
PET117 	9 	50 	
PCL6 	35 	312 	
FCY21 	53 	773 	
FCY22 	49 	742 	
CEM1 	27 	403 	
GPP2 	23 	256 	
THO1 	30 	361 	
VHR2 	46 	452 	
ICL1 	68 	1028 	
RRT13 	11 	140 	
YER066C-A 	18 	134 	
RGI1 	14 	177 	
YER067C-A 	12 	165 	
MOT2 	16 	188 	
YER068C-A 	19 	304 	
ARG5
RNR1 	22 	230 	
TDA2 	6 	21 	
VTC1 	28 	444 	
ALD5 	48 	399 	
RPS24A 	3 	11 	
YOS1 	0 	0 	
PTP3 	46 	593 	
YER076C 	45 	662 	
YER076W-A 	12 	73 	
YER077C 	46 	631 	
ICP55 	64 	951 	
YER078W-A 	20 	97 	
YER079W 	16 	220 	
YER079C-A 	12 	134 	
AIM9 	50 	777 	
SER3 	28 	440 	
UTP7 	9 	66 	
GET2 	4 	34 	
YER084W 	28 	784 	
YER084W-A 	9 	25 	
YER085C 	9 	25 	
ILV1 	1 	0 	
AIM10 	20 	138 	
YER087C-A 	11 	113 	
SBH1 	9 	82 	
DOT6 	85 	1858 	
YER088C-A 	34 	1221 	
YER088W-B 	17 	602 	
PTC2 	81 	2108 	
TRP2 	42 	509 	
YER090C-A 	5 	8 	
MET6 	38 	196 	
YER091C-A 	27 	1015 	
IES5 	27 	255 	
TSC11 	38 	445 	
AIM11 	15 	144 	
PUP3 	0 	0 	
RAD51 	17 	141 	
SHC1 	35 	353 	
YER097W 	30 	392 	
UBP9 	42 	497 	
PRS2 	25 	400 	
UBC6 	19 	153 	
AST2 	32 	462 	
RPS8B 	7 	22 	
SSA4 	26 	148 	
RTT105 	10 	157 	
NUP157 	62 	563 	
MAM1 	26 	270 	
GLE2 	2 	1 	
YER107W-A 	2 	6 	
FLO8 	44 	315 	
KAP123 	28 	404 	
SWI4 	20 	130 	
LSM4 	1 	0 	
TMN3 	31 	430 	
BOI2 	53 	821 	
SPR6 	14 	151 	
SLX8 	16 	163 	
RPL23B 	1 	0 	
SHO1 	16 	97 	
AVT6 	47 	1339 	
YER119C-A 	22 	440 	
SCS2 	12 	46 	
YER121W 	14 	134 	
GLO3 	27 	476 	
YCK3 	12 	69 	
DSE1 	32 	280 	
RSP5 	0 	0 	
NSA2 	0 	0 	
LCP5 	6 	12 	
VFA1 	24 	380 	
SAK1 	52 	455 	
COM2 	25 	380 	
RPS26B 	10 	41 	
PMD1 	100 	1524 	
GLC7 	2 	2 	
YER133W-A 	4 	10 	
YER134C 	10 	32 	
YER135C 	12 	139 	
GDI1 	2 	1 	
YER137C 	10 	99 	
YER137W-A 	6 	70 	
YER138W-A 	1 	0 	
RTR1 	14 	75 	
EMP65 	44 	565 	
COX15 	17 	109 	
MAG1 	16 	140 	
DDI1 	37 	517 	
UBP5 	61 	1056 	
FTR1 	61 	966 	
YER145C-A 	14 	184 	
LSM5 	3 	5 	
SCC4 	8 	97 	
YER147C-A 	2 	3 	
SPT15 	1 	0 	
YER148W-A 	7 	37 	
PEA2 	28 	335 	
SPI1 	15 	226 	
UBP3 	24 	170 	
YER152C 	43 	749 	
YER152W-A 	25 	353 	
PET122 	40 	678 	
OXA1 	33 	438 	
BEM2 	62 	791 	
YER156C 	12 	84 	
COG3 	14 	112 	
YER158C 	38 	359 	
YER158W-A 	5 	13 	
BUR6 	4 	5 	
SPT2 	15 	79 	
RAD4 	43 	360 	
GCG1 	12 	146 	
CHD1 	61 	801 	
PAB1 	3 	45 	
YER165C-A 	3 	35 	
DNF1 	94 	1973 	
BCK2 	21 	162 	
CCA1 	1 	0 	
RPH1 	48 	748 	
ADK2 	26 	341 	
RAD3 	9 	99 	
BRR2 	7 	35 	
YER172C-A 	2 	2 	
RAD24 	25 	214 	
GRX4 	15 	157 	
TMT1 	24 	502 	
YER175W-A 	2 	10 	
ECM32 	166 	4254 	
BMH1 	15 	223 	
PDA1 	29 	293 	
DMC1 	46 	766 	
ISC10 	25 	197 	
SLO1 	4 	22 	
YER181C 	12 	99 	
FMP10 	12 	128 	
FAU1 	21 	385 	
TOG1 	61 	486 	
PUG1 	14 	209 	
YER186C 	43 	683 	
YER187W 	19 	256 	
YER188W 	14 	299 	
YER188C-A 	21 	472 	
YER189W 	2 	1 	
YRF1-2 	14 	485 	
YER190C-A 	0 	0 	
YER190C-B 	0 	0 	
YFL068W 	0 	0 	
YFL067W 	3 	6 	
YFL066C 	1 	0 	
YFL065C 	0 	0 	
YFL064C 	1 	0 	
YFL063W 	11 	69 	
COS4 	10 	66 	
DDI2 	2 	8 	
SNO3 	7 	52 	
SNZ3 	10 	31 	
THI5 	6 	80 	
AAD16 	27 	211 	
AAD6 	17 	91 	
AGP3 	62 	884 	
YFL054C 	68 	1739 	
DAK2 	64 	961 	
YFL052W 	36 	582 	
YFL051C 	18 	162 	
ALR2 	83 	1219 	
SWP82 	40 	475 	
EMP47 	24 	407 	
RGD2 	41 	414 	
FMP32 	25 	429 	
SEC53 	0 	0 	
OTU1 	32 	447 	
YFL042C 	58 	1282 	
YFL041W-A 	8 	63 	
FET5 	47 	721 	
YFL040W 	66 	1228 	
ACT1 	0 	0 	
YPT1 	1 	0 	
TUB2 	1 	0 	
RPO41 	37 	410 	
MOB2 	16 	256 	
RPL22B 	29 	286 	
YFL034W 	97 	1756 	
RIM15 	63 	1475 	
YFL032W 	15 	504 	
HAC1 	33 	224 	
YFL031C-A 	0 	0 	
AGX1 	74 	1383 	
CAK1 	0 	0 	
CAF16 	41 	567 	
GYP8 	64 	973 	
STE2 	44 	1039 	
BST1 	141 	2018 	
EPL1 	19 	222 	
BUD27 	113 	1619 	
FRS2 	3 	9 	
YFL021C-A 	74 	3469 	
GAT1 	130 	2806 	
PAU5 	11 	142 	
YFL019C 	16 	27 	
LPD1 	87 	1529 	
SMX2 	2 	1 	
GNA1 	3 	3 	
MDJ1 	115 	1919 	
YFL015W-A 	24 	557 	
YFL015C 	41 	3395 	
HSP12 	30 	359 	
YFL013W-A 	77 	6578 	
IES1 	158 	7978 	
YFL012W-A 	20 	2704 	
YFL012W 	22 	391 	
HXT10 	117 	2400 	
AUA1 	25 	281 	
WWM1 	53 	922 	
CDC4 	12 	146 	
SMC1 	1 	0 	
BLM10 	324 	6531 	
SEC4 	1 	0 	
VTC2 	174 	2967 	
MSH4 	279 	7559 	
SPB4 	10 	68 	
DEG1 	117 	2887 	
LOC1 	40 	311 	
NIC96 	75 	1834 	
YPI1 	10 	137 	
RPN11 	10 	28 	
SAD1 	4 	44 	
YFR006W 	154 	5565 	
YFH7 	110 	4294 	
FAR7 	37 	217 	
GCN20 	152 	4069 	
YFR009W-A 	14 	93 	
UBP6 	8 	25 	
YFR010W-A 	16 	318 	
MIC19 	41 	977 	
DCV1 	47 	2279 	
YFR012W-A 	7 	7 	
IOC3 	178 	3043 	
CMK1 	97 	2483 	
GSY1 	159 	5014 	
YFR016C 	182 	3280 	
IGD1 	51 	1815 	
YFR018C 	79 	12428 	
FAB1 	151 	3117 	
YFR020W 	68 	1022 	
ATG18 	105 	2580 	
ROG3 	131 	2696 	
PES4 	107 	1590 	
LSB3 	73 	1202 	
HIS2 	57 	1052 	
ULI1 	54 	2426 	
ECO1 	0 	0 	
CDC14 	22 	289 	
PTR3 	0 	0 	
MET10 	116 	2064 	
SMC2 	0 	0 	
RPL2A 	48 	398 	
RRT5 	46 	932 	
RPL29 	33 	476 	
YFR032C-B 	18 	491 	
QCR6 	38 	1496 	
PHO4 	90 	7987 	
YFR034W-A 	15 	1723 	
YFR035C 	23 	916 	
CDC26 	21 	344 	
YFR036W-A 	18 	428 	
RSC8 	11 	317 	
IRC5 	76 	905 	
OSW7 	45 	405 	
SAP155 	30 	166 	
ERJ5 	50 	1227 	
KEG1 	1 	0 	
IRC6 	23 	311 	
DUG1 	79 	1725 	
YFR045W 	41 	663 	
CNN1 	30 	198 	
BNA6 	25 	466 	
RMD8 	79 	1735 	
YMR31 	18 	255 	
PRE4 	1 	0 	
RET2 	41 	1483 	
RPN12 	7 	75 	
YFR052C-A 	17 	46 	
HXK1 	35 	551 	
YFR054C 	17 	85 	
YFR056C 	17 	324 	
IRC7 	19 	229 	
YFR057W 	3 	10 	
COS12 	5 	58 	
